gida1	part8	youngold	genea10k	up5k	upk10	upk15	upk20	down5k	down10k	down15k	down20k	DE	DE2	haploid 
MvSl-1064-A1-R4_MC03g05064	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05066	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05067	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05079	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05080	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05081	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05083	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05086	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05091	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05093	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05100	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05101	Auto	Auto	0	0	0	0	0	0	0	0	5	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05106	Auto	Auto	0	0	0	0	0	8	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05108	Auto	Auto	5	0	0	0	0	3	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05109	Auto	Auto	0	5	0	0	0	3	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05114	Auto	Auto	0	0	3	5	0	0	4	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05118	Auto	Auto	0	0	0	0	3	5	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05121	Auto	Auto	5	0	0	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05123	Auto	Auto	0	0	5	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05124	Auto	Auto	0	0	5	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05127	Auto	Auto	0	0	0	5	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05137	Auto	Auto	0	0	1	0	0	0	3	2	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05138	Auto	Auto	0	0	0	1	0	2	3	1	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05139	Auto	Auto	0	0	0	0	1	3	2	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05144	Auto	Auto	0	1	2	2	2	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05148	Auto	Auto	0	0	0	2	2	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05155	Auto	Auto	0	0	1	0	0	2	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05158	Auto	Auto	0	2	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05160	Auto	Auto	0	0	2	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05162	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05167	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05170	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05175	Auto	Auto	0	0	0	0	0	0	0	4	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05183	Auto	Auto	0	5	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05184	Auto	Auto	0	5	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05185	Auto	Auto	0	0	5	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05192	Auto	Auto	0	0	1	0	5	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05193	Auto	Auto	0	0	1	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05194	Auto	Auto	0	0	1	0	0	0	0	0	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05195	Auto	Auto	0	0	0	1	0	0	2	2	3	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05217	Auto	Auto	0	0	1	1	3	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05228	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05230	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05234	Auto	Auto	0	1	0	0	0	0	0	0	3	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05236	Auto	Auto	0	0	1	0	0	0	0	3	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05240	Auto	Auto	0	0	0	1	0	0	3	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05241	Auto	Auto	0	0	0	0	1	3	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05242	Auto	Auto	0	0	0	0	1	3	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05245	Auto	Auto	0	2	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05246	Auto	Auto	0	2	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05247	Auto	Auto	0	0	2	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05248	Auto	Auto	0	0	2	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05249	Auto	Auto	0	0	0	2	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05252	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05253	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC03g05256	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05272	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05285	Auto	Auto	0	0	0	0	0	1	2	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05289	Auto	Auto	2	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05294	Auto	Auto	0	2	0	0	1	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05298	Auto	Auto	0	0	0	2	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05306	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05307	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05319	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05325	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05328	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05329	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05339	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05345	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05346	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05356	Auto	Auto	0	0	0	0	0	3	3	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05369	Auto	Auto	0	0	0	6	0	0	8	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05370	Auto	Auto	0	0	0	0	6	0	8	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05371	Auto	Auto	0	0	0	0	6	0	8	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05416	Auto	Auto	3	4	4	2	5	3	3	8	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05417	Auto	Auto	3	3	4	2	3	3	8	4	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05427	Auto	Auto	5	2	3	3	2	4	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05440	Auto	Auto	0	0	0	4	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05447	Auto	Auto	1	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05450	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05452	Auto	Auto	0	0	1	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05453	Auto	Auto	0	0	1	0	0	0	0	2	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05454	Auto	Auto	0	0	0	0	1	0	2	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05455	Auto	Auto	0	0	0	0	1	0	2	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05456	Auto	Auto	0	0	0	0	1	0	2	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05457	Auto	Auto	0	0	0	0	1	0	2	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05458	Auto	Auto	0	0	0	0	0	2	4	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05460	Auto	Auto	0	0	0	0	0	2	4	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05470	Auto	Auto	0	2	0	4	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05474	Auto	Auto	0	0	0	2	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05475	Auto	Auto	0	0	0	2	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05477	Auto	Auto	0	0	0	0	2	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05479	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05480	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05481	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05483	Auto	Auto	1	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05486	Auto	Auto	1	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05487	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05488	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05489	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05491	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05492	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05494	Auto	Auto	0	0	0	0	1	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05496	Auto	Auto	0	0	0	0	0	0	0	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05497	Auto	Auto	0	0	0	0	0	0	2	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05498	Auto	Auto	0	0	0	0	0	0	2	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05514	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05520	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05526	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05528	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05529	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05531	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05532	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05533	Auto	Auto	0	0	0	0	0	0	0	0	1	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05535	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05536	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05538	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05540	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05541	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05542	Auto	Auto	0	0	0	0	0	1	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05548	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05549	Auto	Auto	0	0	0	1	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05557	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05558	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05560	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05564	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05567	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05568	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05573	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05574	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05576	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05577	Auto	Auto	0	0	0	0	0	0	0	0	4	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05579	Auto	Auto	0	0	0	0	0	0	0	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05580	Auto	Auto	0	0	0	0	0	0	0	4	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05583	Auto	Auto	0	0	0	0	0	0	4	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05584	Auto	Auto	0	0	0	0	0	0	4	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05588	Auto	Auto	4	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05589	Auto	Auto	0	4	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05593	Auto	Auto	0	0	4	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05595	Auto	Auto	0	0	0	0	4	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05599	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05601	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05602	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05604	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05610	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05611	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05612	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05615	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05616	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05623	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05631	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05635	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05637	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05638	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05641	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05643	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05646	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05647	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05649	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05650	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05651	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05653	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05658	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05663	Auto	Auto	0	1	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05666	Auto	Auto	0	0	1	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05669	Auto	Auto	0	0	0	0	1	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05670	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05678	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05685	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05692	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05696	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05704	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05705	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05708	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05711	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05712	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05713	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05718	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05721	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05730	Auto	Auto	0	0	0	0	0	0	0	1	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05731	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05733	Auto	Auto	0	0	0	0	0	0	1	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05739	Auto	Auto	0	0	0	0	1	0	8	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05740	Auto	Auto	0	0	0	0	1	8	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05749	Auto	Auto	0	0	0	8	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05751	Auto	Auto	0	0	0	0	8	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05752	Auto	Auto	0	0	0	0	6	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05757	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05759	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05760	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05761	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05763	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05767	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05768	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05769	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05771	Auto	Auto	0	0	0	0	0	0	0	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05775	Auto	Auto	0	0	0	0	0	0	2	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05778	Auto	Auto	0	0	0	0	0	2	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05779	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05780	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05785	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05787	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05788	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05789	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05793	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05794	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05796	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05798	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05804	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05808	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05809	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05814	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05821	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05822	Auto	Auto	0	0	0	0	0	0	0	0	2	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05823	Auto	Auto	0	0	0	0	0	0	0	2	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05837	Auto	Auto	2	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05838	Auto	Auto	0	2	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05842	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05843	Auto	Auto	0	0	0	2	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05846	Auto	Auto	0	0	0	0	2	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05848	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05849	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05850	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05853	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05855	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05857	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05860	Auto	Auto	0	0	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05874	Auto	Auto	0	3	0	0	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05878	Auto	Auto	0	0	0	3	0	0	0	0	0	NON	EqualTE	A1
MvSl-1064-A1-R4_MC04-1g05879	Auto	Auto	0	0	0	3	0	0	0	0	0	NON	EqualTE	A1
