gene genename chr start end gene_size
MvSl-1064-A2-R4_MC07g08271 MvSl-1064-A1-R4_A2 MAT 1118492 1121707 3216
MvSl-1064-A2-R4_MC07g08272 MvSl-1064-A1-R4_A2 MAT 1122218 1122853 636
MvSl-1064-A2-R4_MC07g08273 MvSl-1064-A1-R4_A2 MAT 1123158 1123835 678
MvSl-1064-A2-R4_MC07g08274 MvSl-1064-A1-R4_A2 MAT 1124305 1124610 306
MvSl-1064-A2-R4_MC07g08275 MvSl-1064-A1-R4_A2 MAT 1124714 1126496 1783
MvSl-1064-A2-R4_MC07g08276 MvSl-1064-A1-R4_A2 MAT 1126866 1128775 1910
MvSl-1064-A2-R4_MC07g08277 MvSl-1064-A1-R4_A2 MAT 1129205 1131407 2203
MvSl-1064-A2-R4_MC07g08278 MvSl-1064-A1-R4_A2 MAT 1131496 1132929 1434
MvSl-1064-A2-R4_MC07g08279 MvSl-1064-A1-R4_A2 MAT 1134959 1135613 655
MvSl-1064-A2-R4_MC07g08280 MvSl-1064-A1-R4_A2 MAT 1135655 1135820 166
MvSl-1064-A2-R4_MC07g08281 MvSl-1064-A1-R4_A2 MAT 1138001 1140238 2238
MvSl-1064-A2-R4_MC07g08282 MvSl-1064-A1-R4_A2 MAT 1141050 1142530 1481
MvSl-1064-A2-R4_MC07g08283 MvSl-1064-A1-R4_A2 MAT 1142875 1145052 2178
MvSl-1064-A2-R4_MC07g08284 MvSl-1064-A1-R4_A2 MAT 1145496 1147776 2281
MvSl-1064-A2-R4_MC07g08285 MvSl-1064-A1-R4_A2 MAT 1148573 1148900 328
MvSl-1064-A2-R4_MC07g08286 MvSl-1064-A1-R4_A2 MAT 1149282 1149599 318
MvSl-1064-A2-R4_MC07g08287 MvSl-1064-A1-R4_A2 MAT 1150487 1150693 207
MvSl-1064-A2-R4_MC07g08288 MvSl-1064-A1-R4_A2 MAT 1150869 1151241 373
MvSl-1064-A2-R4_MC07g08289 MvSl-1064-A1-R4_A2 MAT 1152244 1153407 1164
MvSl-1064-A2-R4_MC07g08290 MvSl-1064-A1-R4_A2 MAT 1153978 1160246 6269
MvSl-1064-A2-R4_MC07g08291 MvSl-1064-A1-R4_A2 MAT 1162632 1166794 4163
MvSl-1064-A2-R4_MC07g08292 MvSl-1064-A1-R4_A2 MAT 1168388 1174065 5678
MvSl-1064-A2-R4_MC07g08293 MvSl-1064-A1-R4_A2 MAT 1174410 1174571 162
MvSl-1064-A2-R4_MC07g08294 MvSl-1064-A1-R4_A2 MAT 1174839 1175540 702
MvSl-1064-A2-R4_MC07g08295 MvSl-1064-A1-R4_A2 MAT 1176375 1183293 6919
MvSl-1064-A2-R4_MC07g08296 MvSl-1064-A1-R4_A2 MAT 1183441 1186433 2993
MvSl-1064-A2-R4_MC07g08297 MvSl-1064-A1-R4_A2 MAT 1187325 1193281 5957
MvSl-1064-A2-R4_MC07g08298 MvSl-1064-A1-R4_A2 MAT 1193690 1196975 3286
MvSl-1064-A2-R4_MC07g08299 MvSl-1064-A1-R4_A2 MAT 1197074 1198568 1495
MvSl-1064-A2-R4_MC07g08300 MvSl-1064-A1-R4_A2 MAT 1198895 1200867 1973
MvSl-1064-A2-R4_MC07g08301 MvSl-1064-A1-R4_A2 MAT 1201244 1201578 335
MvSl-1064-A2-R4_MC07g08302 MvSl-1064-A1-R4_A2 MAT 1203188 1203535 348
MvSl-1064-A2-R4_MC07g08303 MvSl-1064-A1-R4_A2 MAT 1203713 1204048 336
MvSl-1064-A2-R4_MC07g08304 MvSl-1064-A1-R4_A2 MAT 1204724 1208101 3378
MvSl-1064-A2-R4_MC07g08305 MvSl-1064-A1-R4_A2 MAT 1208222 1209149 928
MvSl-1064-A2-R4_MC07g08306 MvSl-1064-A1-R4_A2 MAT 1209203 1209751 549
MvSl-1064-A2-R4_MC07g08307 MvSl-1064-A1-R4_A2 MAT 1210192 1210856 665
MvSl-1064-A2-R4_MC07g08308 MvSl-1064-A1-R4_A2 MAT 1211037 1211704 668
MvSl-1064-A2-R4_MC07g08309 MvSl-1064-A1-R4_A2 MAT 1211936 1212832 897
MvSl-1064-A2-R4_MC07g08310 MvSl-1064-A1-R4_A2 MAT 1213134 1213907 774
MvSl-1064-A2-R4_MC07g08311 MvSl-1064-A1-R4_A2 MAT 1214097 1216187 2091
MvSl-1064-A2-R4_MC07g08312 MvSl-1064-A1-R4_A2 MAT 1216575 1219500 2926
MvSl-1064-A2-R4_MC07g08313 MvSl-1064-A1-R4_A2 MAT 1220458 1221086 629
MvSl-1064-A2-R4_MC07g08314 MvSl-1064-A1-R4_A2 MAT 1221691 1222726 1036
MvSl-1064-A2-R4_MC07g08315 MvSl-1064-A1-R4_A2 MAT 1223094 1223396 303
MvSl-1064-A2-R4_MC07g08316 MvSl-1064-A1-R4_A2 MAT 1223460 1223732 273
MvSl-1064-A2-R4_MC07g08317 MvSl-1064-A1-R4_A2 MAT 1223906 1228060 4155
MvSl-1064-A2-R4_MC07g08318 MvSl-1064-A1-R4_A2 MAT 1228282 1229611 1330
MvSl-1064-A2-R4_MC07g08319 MvSl-1064-A1-R4_A2 MAT 1229911 1232103 2193
MvSl-1064-A2-R4_MC07g08320 MvSl-1064-A1-R4_A2 MAT 1232191 1232882 692
MvSl-1064-A2-R4_MC07g08321 MvSl-1064-A1-R4_A2 MAT 1233258 1235085 1828
MvSl-1064-A2-R4_MC07g08322 MvSl-1064-A1-R4_A2 MAT 1236644 1238777 2134
MvSl-1064-A2-R4_MC07g08323 MvSl-1064-A1-R4_A2 MAT 1239175 1243612 4438
MvSl-1064-A2-R4_MC07g08324 MvSl-1064-A1-R4_A2 MAT 1243961 1245811 1851
MvSl-1064-A2-R4_MC07g08325 MvSl-1064-A1-R4_A2 MAT 1247795 1249254 1460
MvSl-1064-A2-R4_MC07g08326 MvSl-1064-A1-R4_A2 MAT 1249801 1250329 529
MvSl-1064-A2-R4_MC07g08327 MvSl-1064-A1-R4_A2 MAT 1250694 1252706 2013
MvSl-1064-A2-R4_MC07g08328 MvSl-1064-A1-R4_A2 MAT 1255948 1256772 825
MvSl-1064-A2-R4_MC07g08329 MvSl-1064-A1-R4_A2 MAT 1257126 1258237 1112
MvSl-1064-A2-R4_MC07g08330 MvSl-1064-A1-R4_A2 MAT 1258522 1259566 1045
MvSl-1064-A2-R4_MC07g08331 MvSl-1064-A1-R4_A2 MAT 1259767 1263423 3657
MvSl-1064-A2-R4_MC07g08332 MvSl-1064-A1-R4_A2 MAT 1263708 1269330 5623
MvSl-1064-A2-R4_MC07g08333 MvSl-1064-A1-R4_A2 MAT 1269871 1272299 2429
MvSl-1064-A2-R4_MC07g08334 MvSl-1064-A1-R4_A2 MAT 1272661 1275063 2403
MvSl-1064-A2-R4_MC07g08335 MvSl-1064-A1-R4_A2 MAT 1275225 1275901 677
MvSl-1064-A2-R4_MC07g08336 MvSl-1064-A1-R4_A2 MAT 1276232 1277236 1005
MvSl-1064-A2-R4_MC07g08337 MvSl-1064-A1-R4_A2 MAT 1278066 1279977 1912
MvSl-1064-A2-R4_MC07g08338 MvSl-1064-A1-R4_A2 MAT 1280025 1281095 1071
MvSl-1064-A2-R4_MC07g08339 MvSl-1064-A1-R4_A2 MAT 1281138 1282418 1281
MvSl-1064-A2-R4_MC07g08340 MvSl-1064-A1-R4_A2 MAT 1283007 1285036 2030
MvSl-1064-A2-R4_MC07g08341 MvSl-1064-A1-R4_A2 MAT 1285705 1291978 6274
MvSl-1064-A2-R4_MC07g08342 MvSl-1064-A1-R4_A2 MAT 1292611 1293188 578
MvSl-1064-A2-R4_MC07g08343 MvSl-1064-A1-R4_A2 MAT 1293652 1295034 1383
MvSl-1064-A2-R4_MC07g08344 MvSl-1064-A1-R4_A2 MAT 1296365 1298778 2414
MvSl-1064-A2-R4_MC07g08345 MvSl-1064-A1-R4_A2 MAT 1300836 1302852 2017
MvSl-1064-A2-R4_MC07g08346 MvSl-1064-A1-R4_A2 MAT 1303233 1305797 2565
MvSl-1064-A2-R4_MC07g08347 MvSl-1064-A1-R4_A2 MAT 1305877 1307655 1779
MvSl-1064-A2-R4_MC07g08348 MvSl-1064-A1-R4_A2 MAT 1307990 1311187 3198
MvSl-1064-A2-R4_MC07g08349 MvSl-1064-A1-R4_A2 MAT 1311252 1311721 470
MvSl-1064-A2-R4_MC07g08350 MvSl-1064-A1-R4_A2 MAT 1312495 1314052 1558
MvSl-1064-A2-R4_MC07g08351 MvSl-1064-A1-R4_A2 MAT 1314708 1315273 566
MvSl-1064-A2-R4_MC07g08352 MvSl-1064-A1-R4_A2 MAT 1315926 1316712 787
MvSl-1064-A2-R4_MC07g08353 MvSl-1064-A1-R4_A2 MAT 1316876 1318993 2118
MvSl-1064-A2-R4_MC07g08354 MvSl-1064-A1-R4_A2 MAT 1319425 1320792 1368
MvSl-1064-A2-R4_MC07g08355 MvSl-1064-A1-R4_A2 MAT 1321195 1322209 1015
MvSl-1064-A2-R4_MC07g08356 MvSl-1064-A1-R4_A2 MAT 1323240 1324454 1215
MvSl-1064-A2-R4_MC07g08357 MvSl-1064-A1-R4_A2 MAT 1324694 1325467 774
MvSl-1064-A2-R4_MC07g08358 MvSl-1064-A1-R4_A2 MAT 1325895 1327144 1250
MvSl-1064-A2-R4_MC07g08359 MvSl-1064-A1-R4_A2 MAT 1327737 1330836 3100
MvSl-1064-A2-R4_MC07g08360 MvSl-1064-A1-R4_A2 MAT 1334824 1336988 2165
MvSl-1064-A2-R4_MC07g08361 MvSl-1064-A1-R4_A2 MAT 1337610 1339087 1478
MvSl-1064-A2-R4_MC07g08362 MvSl-1064-A1-R4_A2 MAT 1339685 1341605 1921
MvSl-1064-A2-R4_MC07g08363 MvSl-1064-A1-R4_A2 MAT 1346000 1347404 1405
MvSl-1064-A2-R4_MC07g08364 MvSl-1064-A1-R4_A2 MAT 1347992 1350730 2739
MvSl-1064-A2-R4_MC07g08365 MvSl-1064-A1-R4_A2 MAT 1351220 1352859 1640
MvSl-1064-A2-R4_MC07g08366 MvSl-1064-A1-R4_A2 MAT 1353779 1354255 477
MvSl-1064-A2-R4_MC07g08367 MvSl-1064-A1-R4_A2 MAT 1356365 1358287 1923
MvSl-1064-A2-R4_MC07g08368 MvSl-1064-A1-R4_A2 MAT 1358970 1360739 1770
MvSl-1064-A2-R4_MC07g08369 MvSl-1064-A1-R4_A2 MAT 1361216 1363442 2227
MvSl-1064-A2-R4_MC07g08370 MvSl-1064-A1-R4_A2 MAT 1364475 1365170 696
MvSl-1064-A2-R4_MC07g08371 MvSl-1064-A1-R4_A2 MAT 1366019 1366252 234
MvSl-1064-A2-R4_MC07g08372 MvSl-1064-A1-R4_A2 MAT 1367536 1368012 477
MvSl-1064-A2-R4_MC07g08373 MvSl-1064-A1-R4_A2 MAT 1368633 1370350 1718
MvSl-1064-A2-R4_MC07g08374 MvSl-1064-A1-R4_A2 MAT 1370687 1371079 393
MvSl-1064-A2-R4_MC07g08375 MvSl-1064-A1-R4_A2 MAT 1371719 1374786 3068
MvSl-1064-A2-R4_MC07g08376 MvSl-1064-A1-R4_A2 MAT 1375016 1378084 3069
MvSl-1064-A2-R4_MC07g08377 MvSl-1064-A1-R4_A2 MAT 1378205 1379051 847
MvSl-1064-A2-R4_MC07g08378 MvSl-1064-A1-R4_A2 MAT 1381253 1383365 2113
MvSl-1064-A2-R4_MC07g08379 MvSl-1064-A1-R4_A2 MAT 1383679 1387364 3686
MvSl-1064-A2-R4_MC07g08380 MvSl-1064-A1-R4_A2 MAT 1388275 1391911 3637
MvSl-1064-A2-R4_MC07g08381 MvSl-1064-A1-R4_A2 MAT 1392174 1392774 601
MvSl-1064-A2-R4_MC07g08382 MvSl-1064-A1-R4_A2 MAT 1393296 1394952 1657
MvSl-1064-A2-R4_MC07g08383 MvSl-1064-A1-R4_A2 MAT 1396463 1399453 2991
MvSl-1064-A2-R4_MC07g08384 MvSl-1064-A1-R4_A2 MAT 1399838 1401535 1698
MvSl-1064-A2-R4_MC07g08385 MvSl-1064-A1-R4_A2 MAT 1401938 1403000 1063
MvSl-1064-A2-R4_MC07g08386 MvSl-1064-A1-R4_A2 MAT 1403361 1405105 1745
MvSl-1064-A2-R4_MC07g08387 MvSl-1064-A1-R4_A2 MAT 1405698 1407565 1868
MvSl-1064-A2-R4_MC07g08388 MvSl-1064-A1-R4_A2 MAT 1408011 1409928 1918
MvSl-1064-A2-R4_MC07g08389 MvSl-1064-A1-R4_A2 MAT 1410088 1412785 2698
MvSl-1064-A2-R4_MC07g08390 MvSl-1064-A1-R4_A2 MAT 1413168 1415270 2103
MvSl-1064-A2-R4_MC07g08391 MvSl-1064-A1-R4_A2 MAT 1415502 1417177 1676
MvSl-1064-A2-R4_MC07g08392 MvSl-1064-A1-R4_A2 MAT 1417477 1421302 3826
MvSl-1064-A2-R4_MC07g08393 MvSl-1064-A1-R4_A2 MAT 1421695 1422801 1107
MvSl-1064-A2-R4_MC07g08394 MvSl-1064-A1-R4_A2 MAT 1423532 1425427 1896
MvSl-1064-A2-R4_MC07g08395 MvSl-1064-A1-R4_A2 MAT 1426301 1429045 2745
MvSl-1064-A2-R4_MC07g08396 MvSl-1064-A1-R4_A2 MAT 1430036 1433636 3601
MvSl-1064-A2-R4_MC07g08397 MvSl-1064-A1-R4_A2 MAT 1434119 1434663 545
MvSl-1064-A2-R4_MC07g08398 MvSl-1064-A1-R4_A2 MAT 1434823 1435512 690
MvSl-1064-A2-R4_MC07g08399 MvSl-1064-A1-R4_A2 MAT 1436179 1439784 3606
MvSl-1064-A2-R4_MC07g08400 MvSl-1064-A1-R4_A2 MAT 1439927 1442174 2248
MvSl-1064-A2-R4_MC07g08401 MvSl-1064-A1-R4_A2 MAT 1442218 1443288 1071
MvSl-1064-A2-R4_MC07g08402 MvSl-1064-A1-R4_A2 MAT 1443388 1445037 1650
MvSl-1064-A2-R4_MC07g08403 MvSl-1064-A1-R4_A2 MAT 1445931 1448235 2305
MvSl-1064-A2-R4_MC07g08404 MvSl-1064-A1-R4_A2 MAT 1448717 1449707 991
MvSl-1064-A2-R4_MC07g08405 MvSl-1064-A1-R4_A2 MAT 1451299 1451993 695
MvSl-1064-A2-R4_MC07g08406 MvSl-1064-A1-R4_A2 MAT 1452917 1453876 960
MvSl-1064-A2-R4_MC07g08407 MvSl-1064-A1-R4_A2 MAT 1454794 1456348 1555
MvSl-1064-A2-R4_MC07g08408 MvSl-1064-A1-R4_A2 MAT 1457011 1457163 153
MvSl-1064-A2-R4_MC07g08409 MvSl-1064-A1-R4_A2 MAT 1457246 1457716 471
MvSl-1064-A2-R4_MC07g08410 MvSl-1064-A1-R4_A2 MAT 1457767 1458196 430
MvSl-1064-A2-R4_MC07g08411 MvSl-1064-A1-R4_A2 MAT 1458881 1460783 1903
MvSl-1064-A2-R4_MC07g08412 MvSl-1064-A1-R4_A2 MAT 1461211 1462107 897
MvSl-1064-A2-R4_MC07g08413 MvSl-1064-A1-R4_A2 MAT 1462732 1464456 1725
MvSl-1064-A2-R4_MC07g08414 MvSl-1064-A1-R4_A2 MAT 1464939 1465157 219
MvSl-1064-A2-R4_MC07g08415 MvSl-1064-A1-R4_A2 MAT 1467205 1472201 4997
MvSl-1064-A2-R4_MC07g08416 MvSl-1064-A1-R4_A2 MAT 1472689 1473822 1134
MvSl-1064-A2-R4_MC07g08417 MvSl-1064-A1-R4_A2 MAT 1474303 1474596 294
MvSl-1064-A2-R4_MC07g08418 MvSl-1064-A1-R4_A2 MAT 1474694 1475082 389
MvSl-1064-A2-R4_MC07g08419 MvSl-1064-A1-R4_A2 MAT 1475912 1478022 2111
MvSl-1064-A2-R4_MC07g08420 MvSl-1064-A1-R4_A2 MAT 1478640 1479612 973
MvSl-1064-A2-R4_MC07g08421 MvSl-1064-A1-R4_A2 MAT 1480081 1481988 1908
MvSl-1064-A2-R4_MC07g08422 MvSl-1064-A1-R4_A2 MAT 1482770 1484440 1671
MvSl-1064-A2-R4_MC07g08423 MvSl-1064-A1-R4_A2 MAT 1484686 1486419 1734
MvSl-1064-A2-R4_MC07g08424 MvSl-1064-A1-R4_A2 MAT 1486718 1488666 1949
MvSl-1064-A2-R4_MC07g08425 MvSl-1064-A1-R4_A2 MAT 1488874 1490839 1966
MvSl-1064-A2-R4_MC07g08426 MvSl-1064-A1-R4_A2 MAT 1492062 1493740 1679
MvSl-1064-A2-R4_MC07g08427 MvSl-1064-A1-R4_A2 MAT 1494438 1497326 2889
MvSl-1064-A2-R4_MC07g08428 MvSl-1064-A1-R4_A2 MAT 1497859 1500773 2915
MvSl-1064-A2-R4_MC07g08429 MvSl-1064-A1-R4_A2 MAT 1500902 1502361 1460
MvSl-1064-A2-R4_MC07g08430 MvSl-1064-A1-R4_A2 MAT 1502490 1504044 1555
MvSl-1064-A2-R4_MC07g08431 MvSl-1064-A1-R4_A2 MAT 1504667 1507322 2656
MvSl-1064-A2-R4_MC07g08432 MvSl-1064-A1-R4_A2 MAT 1507816 1509848 2033
MvSl-1064-A2-R4_MC07g08433 MvSl-1064-A1-R4_A2 MAT 1510425 1514476 4052
MvSl-1064-A2-R4_MC07g08434 MvSl-1064-A1-R4_A2 MAT 1515195 1515733 539
MvSl-1064-A2-R4_MC07g08435 MvSl-1064-A1-R4_A2 MAT 1516430 1517256 827
MvSl-1064-A2-R4_MC07g08436 MvSl-1064-A1-R4_A2 MAT 1517631 1520606 2976
MvSl-1064-A2-R4_MC07g08437 MvSl-1064-A1-R4_A2 MAT 1521056 1521745 690
MvSl-1064-A2-R4_MC07g08438 MvSl-1064-A1-R4_A2 MAT 1521905 1522449 545
MvSl-1064-A2-R4_MC07g08439 MvSl-1064-A1-R4_A2 MAT 1522895 1524143 1249
MvSl-1064-A2-R4_MC07g08440 MvSl-1064-A1-R4_A2 MAT 1525113 1526033 921
MvSl-1064-A2-R4_MC07g08441 MvSl-1064-A1-R4_A2 MAT 1527916 1530972 3057
MvSl-1064-A2-R4_MC07g08442 MvSl-1064-A1-R4_A2 MAT 1531367 1533070 1704
MvSl-1064-A2-R4_MC07g08443 MvSl-1064-A1-R4_A2 MAT 1533564 1536091 2528
MvSl-1064-A2-R4_MC07g08444 MvSl-1064-A1-R4_A2 MAT 1536844 1538828 1985
MvSl-1064-A2-R4_MC07g08445 MvSl-1064-A1-R4_A2 MAT 1539562 1541180 1619
MvSl-1064-A2-R4_MC07g08446 MvSl-1064-A1-R4_A2 MAT 1541739 1543231 1493
MvSl-1064-A2-R4_MC07g08447 MvSl-1064-A1-R4_A2 MAT 1543413 1544102 690
MvSl-1064-A2-R4_MC07g08448 MvSl-1064-A1-R4_A2 MAT 1544699 1545260 562
MvSl-1064-A2-R4_MC07g08449 MvSl-1064-A1-R4_A2 MAT 1545744 1546235 492
MvSl-1064-A2-R4_MC07g08450 MvSl-1064-A1-R4_A2 MAT 1546445 1547592 1148
MvSl-1064-A2-R4_MC07g08451 MvSl-1064-A1-R4_A2 MAT 1548215 1548853 639
MvSl-1064-A2-R4_MC07g08452 MvSl-1064-A1-R4_A2 MAT 1548973 1549251 279
MvSl-1064-A2-R4_MC07g08453 MvSl-1064-A1-R4_A2 MAT 1550121 1551772 1652
MvSl-1064-A2-R4_MC07g08454 MvSl-1064-A1-R4_A2 MAT 1552799 1553861 1063
MvSl-1064-A2-R4_MC07g08455 MvSl-1064-A1-R4_A2 MAT 1555345 1555918 574
MvSl-1064-A2-R4_MC07g08456 MvSl-1064-A1-R4_A2 MAT 1556142 1558012 1871
MvSl-1064-A2-R4_MC07g08457 MvSl-1064-A1-R4_A2 MAT 1559371 1561155 1785
MvSl-1064-A2-R4_MC07g08458 MvSl-1064-A1-R4_A2 MAT 1563321 1564784 1464
MvSl-1064-A2-R4_MC07g08459 MvSl-1064-A1-R4_A2 MAT 1565043 1568212 3170
MvSl-1064-A2-R4_MC07g08460 MvSl-1064-A1-R4_A2 MAT 1568304 1571598 3295
MvSl-1064-A2-R4_MC07g08461 MvSl-1064-A1-R4_A2 MAT 1571718 1574607 2890
MvSl-1064-A2-R4_MC07g08462 MvSl-1064-A1-R4_A2 MAT 1574991 1576922 1932
MvSl-1064-A2-R4_MC07g08463 MvSl-1064-A1-R4_A2 MAT 1577511 1578455 945
MvSl-1064-A2-R4_MC07g08464 MvSl-1064-A1-R4_A2 MAT 1580513 1583113 2601
MvSl-1064-A2-R4_MC07g08465 MvSl-1064-A1-R4_A2 MAT 1583906 1584577 672
MvSl-1064-A2-R4_MC07g08466 MvSl-1064-A1-R4_A2 MAT 1584704 1586137 1434
MvSl-1064-A2-R4_MC07g08467 MvSl-1064-A1-R4_A2 MAT 1586798 1591792 4995
MvSl-1064-A2-R4_MC07g08468 MvSl-1064-A1-R4_A2 MAT 1591904 1592776 873
MvSl-1064-A2-R4_MC07g08469 MvSl-1064-A1-R4_A2 MAT 1592835 1593703 869
MvSl-1064-A2-R4_MC07g08470 MvSl-1064-A1-R4_A2 MAT 1595245 1600486 5242
MvSl-1064-A2-R4_MC07g08471 MvSl-1064-A1-R4_A2 MAT 1601355 1603685 2331
MvSl-1064-A2-R4_MC07g08472 MvSl-1064-A1-R4_A2 MAT 1604705 1605723 1019
MvSl-1064-A2-R4_MC07g08473 MvSl-1064-A1-R4_A2 MAT 1606129 1607175 1047
MvSl-1064-A2-R4_MC07g08474 MvSl-1064-A1-R4_A2 MAT 1607678 1608536 859
MvSl-1064-A2-R4_MC07g08475 MvSl-1064-A1-R4_A2 MAT 1608587 1612531 3945
MvSl-1064-A2-R4_MC07g08476 MvSl-1064-A1-R4_A2 MAT 1613864 1616116 2253
MvSl-1064-A2-R4_MC07g08477 MvSl-1064-A1-R4_A2 MAT 1619748 1620952 1205
MvSl-1064-A2-R4_MC07g08478 MvSl-1064-A1-R4_A2 MAT 1621567 1624197 2631
MvSl-1064-A2-R4_MC07g08479 MvSl-1064-A1-R4_A2 MAT 1624915 1626823 1909
MvSl-1064-A2-R4_MC07g08480 MvSl-1064-A1-R4_A2 MAT 1626895 1628201 1307
MvSl-1064-A2-R4_MC07g08481 MvSl-1064-A1-R4_A2 MAT 1628360 1629068 709
MvSl-1064-A2-R4_MC07g08482 MvSl-1064-A1-R4_A2 MAT 1629561 1631579 2019
MvSl-1064-A2-R4_MC07g08483 MvSl-1064-A1-R4_A2 MAT 1631786 1632031 246
MvSl-1064-A2-R4_MC07g08484 MvSl-1064-A1-R4_A2 MAT 1632463 1632805 343
MvSl-1064-A2-R4_MC07g08485 MvSl-1064-A1-R4_A2 MAT 1634135 1635767 1633
MvSl-1064-A2-R4_MC07g08486 MvSl-1064-A1-R4_A2 MAT 1635852 1636165 314
MvSl-1064-A2-R4_MC07g08487 MvSl-1064-A1-R4_A2 MAT 1637331 1641278 3948
MvSl-1064-A2-R4_MC07g08488 MvSl-1064-A1-R4_A2 MAT 1641626 1642672 1047
MvSl-1064-A2-R4_MC07g08489 MvSl-1064-A1-R4_A2 MAT 1643402 1646129 2728
MvSl-1064-A2-R4_MC07g08490 MvSl-1064-A1-R4_A2 MAT 1647791 1648483 693
MvSl-1064-A2-R4_MC07g08491 MvSl-1064-A1-R4_A2 MAT 1648926 1649222 297
MvSl-1064-A2-R4_MC07g08492 MvSl-1064-A1-R4_A2 MAT 1651552 1652095 544
MvSl-1064-A2-R4_MC07g08493 MvSl-1064-A1-R4_A2 MAT 1652501 1654514 2014
MvSl-1064-A2-R4_MC07g08494 MvSl-1064-A1-R4_A2 MAT 1655063 1656346 1284
MvSl-1064-A2-R4_MC07g08495 MvSl-1064-A1-R4_A2 MAT 1656746 1661762 5017
MvSl-1064-A2-R4_MC07g08496 MvSl-1064-A1-R4_A2 MAT 1665135 1665365 231
MvSl-1064-A2-R4_MC07g08497 MvSl-1064-A1-R4_A2 MAT 1666313 1671242 4930
MvSl-1064-A2-R4_MC07g08498 MvSl-1064-A1-R4_A2 MAT 1671560 1673516 1957
MvSl-1064-A2-R4_MC07g08499 MvSl-1064-A1-R4_A2 MAT 1673944 1675322 1379
MvSl-1064-A2-R4_MC07g08500 MvSl-1064-A1-R4_A2 MAT 1675561 1676493 933
MvSl-1064-A2-R4_MC07g08501 MvSl-1064-A1-R4_A2 MAT 1676737 1679369 2633
MvSl-1064-A2-R4_MC07g08502 MvSl-1064-A1-R4_A2 MAT 1679947 1680364 418
MvSl-1064-A2-R4_MC07g08503 MvSl-1064-A1-R4_A2 MAT 1680433 1680981 549
MvSl-1064-A2-R4_MC07g08504 MvSl-1064-A1-R4_A2 MAT 1681262 1684174 2913
MvSl-1064-A2-R4_MC07g08505 MvSl-1064-A1-R4_A2 MAT 1684432 1687517 3086
MvSl-1064-A2-R4_MC07g08506 MvSl-1064-A1-R4_A2 MAT 1688037 1691352 3316
MvSl-1064-A2-R4_MC07g08507 MvSl-1064-A1-R4_A2 MAT 1691941 1695742 3802
MvSl-1064-A2-R4_MC07g08508 MvSl-1064-A1-R4_A2 MAT 1696576 1696857 282
MvSl-1064-A2-R4_MC07g08509 MvSl-1064-A1-R4_A2 MAT 1698540 1699387 848
MvSl-1064-A2-R4_MC07g08510 MvSl-1064-A1-R4_A2 MAT 1699732 1699893 162
MvSl-1064-A2-R4_MC07g08511 MvSl-1064-A1-R4_A2 MAT 1700326 1701984 1659
MvSl-1064-A2-R4_MC07g08512 MvSl-1064-A1-R4_A2 MAT 1702535 1704916 2382
MvSl-1064-A2-R4_MC07g08513 MvSl-1064-A1-R4_A2 MAT 1705895 1707719 1825
MvSl-1064-A2-R4_MC07g08514 MvSl-1064-A1-R4_A2 MAT 1709392 1710198 807
MvSl-1064-A2-R4_MC07g08515 MvSl-1064-A1-R4_A2 MAT 1711994 1713013 1020
MvSl-1064-A2-R4_MC07g08516 MvSl-1064-A1-R4_A2 MAT 1714909 1717593 2685
MvSl-1064-A2-R4_MC07g08517 MvSl-1064-A1-R4_A2 MAT 1717680 1718120 441
MvSl-1064-A2-R4_MC07g08518 MvSl-1064-A1-R4_A2 MAT 1718653 1718970 318
MvSl-1064-A2-R4_MC07g08519 MvSl-1064-A1-R4_A2 MAT 1719583 1719765 183
MvSl-1064-A2-R4_MC07g08520 MvSl-1064-A1-R4_A2 MAT 1720528 1724533 4006
MvSl-1064-A2-R4_MC07g08521 MvSl-1064-A1-R4_A2 MAT 1727108 1730088 2981
MvSl-1064-A2-R4_MC09g09186 MvSl-1064-A1-R4_A2 MAT 1 894 894
MvSl-1064-A2-R4_MC09g09187 MvSl-1064-A1-R4_A2 MAT 1463 3608 2146
MvSl-1064-A2-R4_MC09g09188 MvSl-1064-A1-R4_A2 MAT 3895 4726 832
MvSl-1064-A2-R4_MC09g09189 MvSl-1064-A1-R4_A2 MAT 5776 7226 1451
MvSl-1064-A2-R4_MC09g09190 MvSl-1064-A1-R4_A2 MAT 8416 8778 363
MvSl-1064-A2-R4_MC09g09191 MvSl-1064-A1-R4_A2 MAT 9101 10067 967
MvSl-1064-A2-R4_MC09g09192 MvSl-1064-A1-R4_A2 MAT 10389 12950 2562
MvSl-1064-A2-R4_MC09g09193 MvSl-1064-A1-R4_A2 MAT 13070 13474 405
MvSl-1064-A2-R4_MC09g09194 MvSl-1064-A1-R4_A2 MAT 13551 14297 747
MvSl-1064-A2-R4_MC09g09195 MvSl-1064-A1-R4_A2 MAT 14885 15067 183
MvSl-1064-A2-R4_MC09g09196 MvSl-1064-A1-R4_A2 MAT 15838 18258 2421
MvSl-1064-A2-R4_MC09g09197 MvSl-1064-A1-R4_A2 MAT 19426 21093 1668
MvSl-1064-A2-R4_MC09g09198 MvSl-1064-A1-R4_A2 MAT 21700 22371 672
MvSl-1064-A2-R4_MC09g09199 MvSl-1064-A1-R4_A2 MAT 22861 25530 2670
MvSl-1064-A2-R4_MC09g09200 MvSl-1064-A1-R4_A2 MAT 26304 26663 360
