gene	genename	chr	start	end	length
MvSl-1064-A1-R4_MC08g08376	MvSl-1064-A1-R4_MC08	Chr08	322492	322656	165
MvSl-1064-A1-R4_MC08g08377	MvSl-1064-A1-R4_MC08	Chr08	322767	324322	1266
MvSl-1064-A1-R4_MC08g08378	MvSl-1064-A1-R4_MC08	Chr08	324467	324760	294
MvSl-1064-A1-R4_MC08g08379	MvSl-1064-A1-R4_MC08	Chr08	325428	327022	972
MvSl-1064-A1-R4_MC08g08380	MvSl-1064-A1-R4_MC08	Chr08	327270	329313	1569
MvSl-1064-A1-R4_MC08g08381	MvSl-1064-A1-R4_MC08	Chr08	329690	332510	2211
MvSl-1064-A1-R4_MC08g08383	MvSl-1064-A1-R4_MC08	Chr08	334016	335813	1287
MvSl-1064-A1-R4_MC08g08384	MvSl-1064-A1-R4_MC08	Chr08	342144	343430	1035
MvSl-1064-A1-R4_MC08g08385	MvSl-1064-A1-R4_MC08	Chr08	344952	345272	321
MvSl-1064-A1-R4_MC08g08386	MvSl-1064-A1-R4_MC08	Chr08	345347	347246	1734
MvSl-1064-A1-R4_MC08g08387	MvSl-1064-A1-R4_MC08	Chr08	347296	347797	408
MvSl-1064-A1-R4_MC08g08388	MvSl-1064-A1-R4_MC08	Chr08	348515	349241	600
MvSl-1064-A1-R4_MC08g08389	MvSl-1064-A1-R4_MC08	Chr08	349346	351077	1221
MvSl-1064-A1-R4_MC08g08390	MvSl-1064-A1-R4_MC08	Chr08	351305	354849	2904
MvSl-1064-A1-R4_MC08g08391	MvSl-1064-A1-R4_MC08	Chr08	355028	356757	1605
MvSl-1064-A1-R4_MC08g08392	MvSl-1064-A1-R4_MC08	Chr08	357429	358308	495
MvSl-1064-A1-R4_MC08g08393	MvSl-1064-A1-R4_MC08	Chr08	359390	361797	1728
MvSl-1064-A1-R4_MC08g08394	MvSl-1064-A1-R4_MC08	Chr08	363223	364208	825
MvSl-1064-A1-R4_MC08g08395	MvSl-1064-A1-R4_MC08	Chr08	365103	366523	1191
MvSl-1064-A1-R4_MC08g08396	MvSl-1064-A1-R4_MC08	Chr08	366642	367076	435
MvSl-1064-A1-R4_MC08g08397	MvSl-1064-A1-R4_MC08	Chr08	367562	374596	6450
MvSl-1064-A1-R4_MC08g08398	MvSl-1064-A1-R4_MC08	Chr08	375019	377979	2079
MvSl-1064-A1-R4_MC08g08399	MvSl-1064-A1-R4_MC08	Chr08	378741	380729	1989
MvSl-1064-A1-R4_MC08g08400	MvSl-1064-A1-R4_MC08	Chr08	381118	383207	1935
MvSl-1064-A1-R4_MC08g08403	MvSl-1064-A1-R4_MC08	Chr08	389463	394416	4659
MvSl-1064-A1-R4_MC08g08404	MvSl-1064-A1-R4_MC08	Chr08	394806	395713	714
MvSl-1064-A1-R4_MC08g08406	MvSl-1064-A1-R4_MC08	Chr08	399965	401102	894
MvSl-1064-A1-R4_MC08g08407	MvSl-1064-A1-R4_MC08	Chr08	401493	402132	510
MvSl-1064-A1-R4_MC08g08409	MvSl-1064-A1-R4_MC08	Chr08	402717	404856	1725
MvSl-1064-A1-R4_MC08g08410	MvSl-1064-A1-R4_MC08	Chr08	406546	407109	564
MvSl-1064-A1-R4_MC08g08411	MvSl-1064-A1-R4_MC08	Chr08	407227	407451	225
MvSl-1064-A1-R4_MC08g08412	MvSl-1064-A1-R4_MC08	Chr08	407629	407904	276
MvSl-1064-A1-R4_MC08g08413	MvSl-1064-A1-R4_MC08	Chr08	408011	409804	1794
MvSl-1064-A1-R4_MC08g08414	MvSl-1064-A1-R4_MC08	Chr08	410123	413624	3432
MvSl-1064-A1-R4_MC08g08415	MvSl-1064-A1-R4_MC08	Chr08	415125	416085	576
MvSl-1064-A1-R4_MC08g08416	MvSl-1064-A1-R4_MC08	Chr08	416953	420949	3771
MvSl-1064-A1-R4_MC08g08417	MvSl-1064-A1-R4_MC08	Chr08	422169	424322	1749
MvSl-1064-A1-R4_MC08g08418	MvSl-1064-A1-R4_MC08	Chr08	424643	427856	2622
MvSl-1064-A1-R4_MC08g08419	MvSl-1064-A1-R4_MC08	Chr08	428111	430017	1620
MvSl-1064-A1-R4_MC08g08420	MvSl-1064-A1-R4_MC08	Chr08	430842	431403	513
MvSl-1064-A1-R4_MC08g08421	MvSl-1064-A1-R4_MC08	Chr08	431739	435029	2976
MvSl-1064-A1-R4_MC08g08422	MvSl-1064-A1-R4_MC08	Chr08	435459	436423	738
MvSl-1064-A1-R4_MC08g08423	MvSl-1064-A1-R4_MC08	Chr08	436563	439848	2484
MvSl-1064-A1-R4_MC08g08424	MvSl-1064-A1-R4_MC08	Chr08	440347	443060	2202
MvSl-1064-A1-R4_MC08g08425	MvSl-1064-A1-R4_MC08	Chr08	443225	444544	1233
MvSl-1064-A1-R4_MC08g08426	MvSl-1064-A1-R4_MC08	Chr08	444914	446570	1401
MvSl-1064-A1-R4_MC08g08427	MvSl-1064-A1-R4_MC08	Chr08	447619	449422	1572
MvSl-1064-A1-R4_MC08g08428	MvSl-1064-A1-R4_MC08	Chr08	449805	451700	1317
MvSl-1064-A1-R4_MC08g08429	MvSl-1064-A1-R4_MC08	Chr08	452104	452520	417
MvSl-1064-A1-R4_MC08g08430	MvSl-1064-A1-R4_MC08	Chr08	452583	453407	582
MvSl-1064-A1-R4_MC08g08431	MvSl-1064-A1-R4_MC08	Chr08	453709	457741	3054
MvSl-1064-A1-R4_MC08g08432	MvSl-1064-A1-R4_MC08	Chr08	458450	461773	2568
MvSl-1064-A1-R4_MC08g08433	MvSl-1064-A1-R4_MC08	Chr08	462130	463895	1134
MvSl-1064-A1-R4_MC08g08434	MvSl-1064-A1-R4_MC08	Chr08	464701	467315	2121
MvSl-1064-A1-R4_MC08g08435	MvSl-1064-A1-R4_MC08	Chr08	468513	470055	1068
MvSl-1064-A1-R4_MC08g08437	MvSl-1064-A1-R4_MC08	Chr08	470728	471098	318
MvSl-1064-A1-R4_MC08g08438	MvSl-1064-A1-R4_MC08	Chr08	472082	472740	423
MvSl-1064-A1-R4_MC08g08439	MvSl-1064-A1-R4_MC08	Chr08	473116	473772	393
MvSl-1064-A1-R4_MC08g08440	MvSl-1064-A1-R4_MC08	Chr08	473821	475209	1188
MvSl-1064-A1-R4_MC08g08441	MvSl-1064-A1-R4_MC08	Chr08	475697	476422	597
MvSl-1064-A1-R4_MC08g08442	MvSl-1064-A1-R4_MC08	Chr08	477767	478401	390
MvSl-1064-A1-R4_MC08g08444	MvSl-1064-A1-R4_MC08	Chr08	479562	479717	156
MvSl-1064-A1-R4_MC08g08445	MvSl-1064-A1-R4_MC08	Chr08	479948	483441	2064
MvSl-1064-A1-R4_MC08g08446	MvSl-1064-A1-R4_MC08	Chr08	485086	485959	663
MvSl-1064-A1-R4_MC08g08450	MvSl-1064-A1-R4_MC08	Chr08	490317	491758	927
MvSl-1064-A1-R4_MC08g08451	MvSl-1064-A1-R4_MC08	Chr08	493752	494069	318
MvSl-1064-A1-R4_MC08g08452	MvSl-1064-A1-R4_MC08	Chr08	494140	495699	855
MvSl-1064-A1-R4_MC08g08453	MvSl-1064-A1-R4_MC08	Chr08	496115	497663	1125
MvSl-1064-A1-R4_MC08g08454	MvSl-1064-A1-R4_MC08	Chr08	498574	502929	3747
MvSl-1064-A1-R4_MC08g08455	MvSl-1064-A1-R4_MC08	Chr08	504256	505400	978
MvSl-1064-A1-R4_MC08g08456	MvSl-1064-A1-R4_MC08	Chr08	505637	507278	1569
MvSl-1064-A1-R4_MC08g08457	MvSl-1064-A1-R4_MC08	Chr08	507590	509558	1626
MvSl-1064-A1-R4_MC08g08458	MvSl-1064-A1-R4_MC08	Chr08	509662	511468	1107
MvSl-1064-A1-R4_MC08g08459	MvSl-1064-A1-R4_MC08	Chr08	512004	513793	1389
MvSl-1064-A1-R4_MC08g08460	MvSl-1064-A1-R4_MC08	Chr08	514223	515759	1095
MvSl-1064-A1-R4_MC08g08461	MvSl-1064-A1-R4_MC08	Chr08	516199	520603	4200
MvSl-1064-A1-R4_MC08g08462	MvSl-1064-A1-R4_MC08	Chr08	521110	523550	1359
MvSl-1064-A1-R4_MC08g08463	MvSl-1064-A1-R4_MC08	Chr08	523914	525938	1854
MvSl-1064-A1-R4_MC08g08464	MvSl-1064-A1-R4_MC08	Chr08	526662	529635	2802
MvSl-1064-A1-R4_MC08g08465	MvSl-1064-A1-R4_MC08	Chr08	529787	532631	2307
MvSl-1064-A1-R4_MC08g08466	MvSl-1064-A1-R4_MC08	Chr08	532927	535486	2289
MvSl-1064-A1-R4_MC08g08467	MvSl-1064-A1-R4_MC08	Chr08	535769	536053	285
MvSl-1064-A1-R4_MC08g08468	MvSl-1064-A1-R4_MC08	Chr08	536201	536484	204
MvSl-1064-A1-R4_MC08g08469	MvSl-1064-A1-R4_MC08	Chr08	536738	539876	2316
MvSl-1064-A1-R4_MC08g08470	MvSl-1064-A1-R4_MC08	Chr08	540601	541601	411
MvSl-1064-A1-R4_MC08g08471	MvSl-1064-A1-R4_MC08	Chr08	542019	542203	114
MvSl-1064-A1-R4_MC08g08472	MvSl-1064-A1-R4_MC08	Chr08	542786	543517	534
MvSl-1064-A1-R4_MC08g08474	MvSl-1064-A1-R4_MC08	Chr08	545880	552149	6012
MvSl-1064-A1-R4_MC08g08475	MvSl-1064-A1-R4_MC08	Chr08	553279	556632	2751
MvSl-1064-A1-R4_MC08g08476	MvSl-1064-A1-R4_MC08	Chr08	558027	562182	3060
MvSl-1064-A1-R4_MC08g08477	MvSl-1064-A1-R4_MC08	Chr08	563715	566082	1692
MvSl-1064-A1-R4_MC08g08478	MvSl-1064-A1-R4_MC08	Chr08	567029	567455	375
MvSl-1064-A1-R4_MC08g08479	MvSl-1064-A1-R4_MC08	Chr08	567564	568214	492
MvSl-1064-A1-R4_MC08g08480	MvSl-1064-A1-R4_MC08	Chr08	568296	568666	282
MvSl-1064-A1-R4_MC08g08481	MvSl-1064-A1-R4_MC08	Chr08	569146	569640	495
MvSl-1064-A1-R4_MC08g08482	MvSl-1064-A1-R4_MC08	Chr08	570393	570884	492
MvSl-1064-A1-R4_MC08g08483	MvSl-1064-A1-R4_MC08	Chr08	571867	574425	1683
MvSl-1064-A1-R4_MC08g08484	MvSl-1064-A1-R4_MC08	Chr08	574654	578879	3270
MvSl-1064-A1-R4_MC08g08485	MvSl-1064-A1-R4_MC08	Chr08	579207	583362	3456
MvSl-1064-A1-R4_MC08g08486	MvSl-1064-A1-R4_MC08	Chr08	585778	587490	1446
MvSl-1064-A1-R4_MC08g08487	MvSl-1064-A1-R4_MC08	Chr08	588768	589779	564
MvSl-1064-A1-R4_MC08g08488	MvSl-1064-A1-R4_MC08	Chr08	590030	592036	1086
MvSl-1064-A1-R4_MC08g08489	MvSl-1064-A1-R4_MC08	Chr08	593160	594395	744
MvSl-1064-A1-R4_MC08g08490	MvSl-1064-A1-R4_MC08	Chr08	594809	596582	1506
MvSl-1064-A1-R4_MC08g08491	MvSl-1064-A1-R4_MC08	Chr08	596725	598211	882
MvSl-1064-A1-R4_MC08g08492	MvSl-1064-A1-R4_MC08	Chr08	600868	603352	1698
MvSl-1064-A1-R4_MC08g08493	MvSl-1064-A1-R4_MC08	Chr08	604519	608056	2982
MvSl-1064-A1-R4_MC08g08494	MvSl-1064-A1-R4_MC08	Chr08	608544	610057	1365
MvSl-1064-A1-R4_MC08g08495	MvSl-1064-A1-R4_MC08	Chr08	610914	612941	1611
MvSl-1064-A1-R4_MC08g08496	MvSl-1064-A1-R4_MC08	Chr08	613358	614543	924
MvSl-1064-A1-R4_MC08g08497	MvSl-1064-A1-R4_MC08	Chr08	615566	617072	1089
MvSl-1064-A1-R4_MC08g08498	MvSl-1064-A1-R4_MC08	Chr08	617483	619077	753
MvSl-1064-A1-R4_MC08g08499	MvSl-1064-A1-R4_MC08	Chr08	619899	620602	438
MvSl-1064-A1-R4_MC08g08500	MvSl-1064-A1-R4_MC08	Chr08	621066	622223	981
MvSl-1064-A1-R4_MC08g08501	MvSl-1064-A1-R4_MC08	Chr08	622555	623825	1053
MvSl-1064-A1-R4_MC08g08502	MvSl-1064-A1-R4_MC08	Chr08	624382	625738	1002
MvSl-1064-A1-R4_MC08g08503	MvSl-1064-A1-R4_MC08	Chr08	625832	627881	2007
MvSl-1064-A1-R4_MC08g08504	MvSl-1064-A1-R4_MC08	Chr08	628158	630126	1317
MvSl-1064-A1-R4_MC08g08505	MvSl-1064-A1-R4_MC08	Chr08	630848	633118	1803
MvSl-1064-A1-R4_MC08g08506	MvSl-1064-A1-R4_MC08	Chr08	633403	633941	333
MvSl-1064-A1-R4_MC08g08507	MvSl-1064-A1-R4_MC08	Chr08	634152	635721	1131
MvSl-1064-A1-R4_MC08g08508	MvSl-1064-A1-R4_MC08	Chr08	635783	638168	2022
MvSl-1064-A1-R4_MC08g08509	MvSl-1064-A1-R4_MC08	Chr08	638810	643516	4257
MvSl-1064-A1-R4_MC08g08510	MvSl-1064-A1-R4_MC08	Chr08	644340	647229	2169
MvSl-1064-A1-R4_MC08g08511	MvSl-1064-A1-R4_MC08	Chr08	647609	649443	1524
MvSl-1064-A1-R4_MC08g08512	MvSl-1064-A1-R4_MC08	Chr08	649531	650758	909
MvSl-1064-A1-R4_MC08g08513	MvSl-1064-A1-R4_MC08	Chr08	652131	655480	2475
MvSl-1064-A1-R4_MC08g08514	MvSl-1064-A1-R4_MC08	Chr08	656304	658331	1608
MvSl-1064-A1-R4_MC08g08515	MvSl-1064-A1-R4_MC08	Chr08	658631	661719	2679
MvSl-1064-A1-R4_MC08g08516	MvSl-1064-A1-R4_MC08	Chr08	661972	662196	225
MvSl-1064-A1-R4_MC08g08517	MvSl-1064-A1-R4_MC08	Chr08	662436	663792	1020
MvSl-1064-A1-R4_MC08g08518	MvSl-1064-A1-R4_MC08	Chr08	664259	666020	1605
MvSl-1064-A1-R4_MC08g08519	MvSl-1064-A1-R4_MC08	Chr08	669862	671064	1035
MvSl-1064-A1-R4_MC08g08520	MvSl-1064-A1-R4_MC08	Chr08	671556	675846	3840
MvSl-1064-A1-R4_MC08g08521	MvSl-1064-A1-R4_MC08	Chr08	676192	678786	2595
MvSl-1064-A1-R4_MC08g08522	MvSl-1064-A1-R4_MC08	Chr08	680309	682762	2307
MvSl-1064-A1-R4_MC08g08528	MvSl-1064-A1-R4_MC08	Chr08	694437	697258	1950
MvSl-1064-A1-R4_MC08g08529	MvSl-1064-A1-R4_MC08	Chr08	697434	699673	1755
MvSl-1064-A1-R4_MC08g08530	MvSl-1064-A1-R4_MC08	Chr08	700287	701226	720
MvSl-1064-A1-R4_MC08g08531	MvSl-1064-A1-R4_MC08	Chr08	701363	703057	1695
MvSl-1064-A1-R4_MC08g08532	MvSl-1064-A1-R4_MC08	Chr08	703790	704739	249
MvSl-1064-A1-R4_MC08g08533	MvSl-1064-A1-R4_MC08	Chr08	705136	705752	396
MvSl-1064-A1-R4_MC08g08534	MvSl-1064-A1-R4_MC08	Chr08	705955	707153	1071
MvSl-1064-A1-R4_MC08g08535	MvSl-1064-A1-R4_MC08	Chr08	709071	709280	210
MvSl-1064-A1-R4_MC08g08536	MvSl-1064-A1-R4_MC08	Chr08	710571	711691	978
MvSl-1064-A1-R4_MC08g08537	MvSl-1064-A1-R4_MC08	Chr08	711789	712985	1053
MvSl-1064-A1-R4_MC08g08538	MvSl-1064-A1-R4_MC08	Chr08	714414	717235	2397
MvSl-1064-A1-R4_MC08g08539	MvSl-1064-A1-R4_MC08	Chr08	717507	718087	507
MvSl-1064-A1-R4_MC08g08540	MvSl-1064-A1-R4_MC08	Chr08	718384	719493	822
MvSl-1064-A1-R4_MC08g08541	MvSl-1064-A1-R4_MC08	Chr08	719823	721220	1224
MvSl-1064-A1-R4_MC08g08542	MvSl-1064-A1-R4_MC08	Chr08	721913	723507	924
MvSl-1064-A1-R4_MC08g08543	MvSl-1064-A1-R4_MC08	Chr08	724090	726107	1500
MvSl-1064-A1-R4_MC08g08544	MvSl-1064-A1-R4_MC08	Chr08	726375	728708	1923
MvSl-1064-A1-R4_MC08g08545	MvSl-1064-A1-R4_MC08	Chr08	729327	730531	858
MvSl-1064-A1-R4_MC08g08547	MvSl-1064-A1-R4_MC08	Chr08	732193	734238	1293
MvSl-1064-A1-R4_MC08g08548	MvSl-1064-A1-R4_MC08	Chr08	735188	735962	483
MvSl-1064-A1-R4_MC08g08549	MvSl-1064-A1-R4_MC08	Chr08	736118	736498	381
MvSl-1064-A1-R4_MC08g08550	MvSl-1064-A1-R4_MC08	Chr08	736753	738236	1143
MvSl-1064-A1-R4_MC08g08551	MvSl-1064-A1-R4_MC08	Chr08	738528	740519	1518
MvSl-1064-A1-R4_MC08g08552	MvSl-1064-A1-R4_MC08	Chr08	740859	742631	1341
MvSl-1064-A1-R4_MC08g08553	MvSl-1064-A1-R4_MC08	Chr08	742852	746540	2850
MvSl-1064-A1-R4_MC08g08554	MvSl-1064-A1-R4_MC08	Chr08	746713	749048	2145
MvSl-1064-A1-R4_MC08g08555	MvSl-1064-A1-R4_MC08	Chr08	749127	749930	591
MvSl-1064-A1-R4_MC08g08556	MvSl-1064-A1-R4_MC08	Chr08	750345	751249	786
MvSl-1064-A1-R4_MC08g08557	MvSl-1064-A1-R4_MC08	Chr08	751461	754677	2526
MvSl-1064-A1-R4_MC08g08558	MvSl-1064-A1-R4_MC08	Chr08	755186	755957	474
MvSl-1064-A1-R4_MC08g08559	MvSl-1064-A1-R4_MC08	Chr08	756616	760322	2970
MvSl-1064-A1-R4_MC08g08560	MvSl-1064-A1-R4_MC08	Chr08	760875	761934	984
MvSl-1064-A1-R4_MC08g08561	MvSl-1064-A1-R4_MC08	Chr08	762338	763701	1098
MvSl-1064-A1-R4_MC08g08562	MvSl-1064-A1-R4_MC08	Chr08	764114	764744	468
MvSl-1064-A1-R4_MC08g08563	MvSl-1064-A1-R4_MC08	Chr08	765096	769628	4320
MvSl-1064-A1-R4_MC08g08564	MvSl-1064-A1-R4_MC08	Chr08	769923	772120	1590
MvSl-1064-A1-R4_MC08g08566	MvSl-1064-A1-R4_MC08	Chr08	772734	774581	1614
MvSl-1064-A1-R4_MC08g08567	MvSl-1064-A1-R4_MC08	Chr08	775238	776424	867
MvSl-1064-A1-R4_MC08g08568	MvSl-1064-A1-R4_MC08	Chr08	776637	777412	636
MvSl-1064-A1-R4_MC08g08569	MvSl-1064-A1-R4_MC08	Chr08	778024	779452	1011
MvSl-1064-A1-R4_MC08g08570	MvSl-1064-A1-R4_MC08	Chr08	779918	780663	525
MvSl-1064-A1-R4_MC08g08571	MvSl-1064-A1-R4_MC08	Chr08	780719	781558	624
MvSl-1064-A1-R4_MC08g08572	MvSl-1064-A1-R4_MC08	Chr08	782703	783937	786
MvSl-1064-A1-R4_MC08g08573	MvSl-1064-A1-R4_MC08	Chr08	784504	785865	879
MvSl-1064-A1-R4_MC08g08574	MvSl-1064-A1-R4_MC08	Chr08	786204	788584	1281
MvSl-1064-A1-R4_MC08g08575	MvSl-1064-A1-R4_MC08	Chr08	789040	790553	1053
MvSl-1064-A1-R4_MC08g08576	MvSl-1064-A1-R4_MC08	Chr08	791411	795307	2952
MvSl-1064-A1-R4_MC08g08577	MvSl-1064-A1-R4_MC08	Chr08	795849	796265	204
MvSl-1064-A1-R4_MC08g08578	MvSl-1064-A1-R4_MC08	Chr08	799641	799956	168
MvSl-1064-A1-R4_MC08g08579	MvSl-1064-A1-R4_MC08	Chr08	801829	803200	1218
MvSl-1064-A1-R4_MC08g08580	MvSl-1064-A1-R4_MC08	Chr08	803676	805121	438
MvSl-1064-A1-R4_MC08g08581	MvSl-1064-A1-R4_MC08	Chr08	805375	807010	1377
MvSl-1064-A1-R4_MC08g08582	MvSl-1064-A1-R4_MC08	Chr08	807213	810304	3015
MvSl-1064-A1-R4_MC08g08583	MvSl-1064-A1-R4_MC08	Chr08	811211	814352	2139
MvSl-1064-A1-R4_MC08g08584	MvSl-1064-A1-R4_MC08	Chr08	815354	816811	1290
MvSl-1064-A1-R4_MC08g08585	MvSl-1064-A1-R4_MC08	Chr08	817320	817544	225
MvSl-1064-A1-R4_MC08g08586	MvSl-1064-A1-R4_MC08	Chr08	818407	819594	1110
MvSl-1064-A1-R4_MC08g08587	MvSl-1064-A1-R4_MC08	Chr08	819810	826213	6171
MvSl-1064-A1-R4_MC08g08588	MvSl-1064-A1-R4_MC08	Chr08	826705	827975	1116
MvSl-1064-A1-R4_MC08g08589	MvSl-1064-A1-R4_MC08	Chr08	828204	831405	2799
MvSl-1064-A1-R4_MC08g08590	MvSl-1064-A1-R4_MC08	Chr08	832187	833448	927
MvSl-1064-A1-R4_MC08g08591	MvSl-1064-A1-R4_MC08	Chr08	834010	834350	252
MvSl-1064-A1-R4_MC08g08592	MvSl-1064-A1-R4_MC08	Chr08	835163	839090	3315
MvSl-1064-A1-R4_MC08g08593	MvSl-1064-A1-R4_MC08	Chr08	839368	840645	1149
MvSl-1064-A1-R4_MC08g08594	MvSl-1064-A1-R4_MC08	Chr08	840978	841917	777
MvSl-1064-A1-R4_MC08g08595	MvSl-1064-A1-R4_MC08	Chr08	842914	843590	498
MvSl-1064-A1-R4_MC08g08596	MvSl-1064-A1-R4_MC08	Chr08	844428	845331	606
MvSl-1064-A1-R4_MC08g08597	MvSl-1064-A1-R4_MC08	Chr08	845557	848554	2211
MvSl-1064-A1-R4_MC08g08598	MvSl-1064-A1-R4_MC08	Chr08	848902	850211	921
MvSl-1064-A1-R4_MC08g08599	MvSl-1064-A1-R4_MC08	Chr08	851407	852296	561
MvSl-1064-A1-R4_MC08g08600	MvSl-1064-A1-R4_MC08	Chr08	852827	855218	1914
MvSl-1064-A1-R4_MC08g08601	MvSl-1064-A1-R4_MC08	Chr08	855888	859077	2589
MvSl-1064-A1-R4_MC08g08602	MvSl-1064-A1-R4_MC08	Chr08	860288	860853	369
MvSl-1064-A1-R4_MC08g08603	MvSl-1064-A1-R4_MC08	Chr08	861021	861701	366
MvSl-1064-A1-R4_MC08g08604	MvSl-1064-A1-R4_MC08	Chr08	861941	863366	1245
MvSl-1064-A1-R4_MC08g08605	MvSl-1064-A1-R4_MC08	Chr08	864636	865851	999
MvSl-1064-A1-R4_MC08g08606	MvSl-1064-A1-R4_MC08	Chr08	866389	867725	876
MvSl-1064-A1-R4_MC08g08607	MvSl-1064-A1-R4_MC08	Chr08	868463	872422	3426
MvSl-1064-A1-R4_MC08g08608	MvSl-1064-A1-R4_MC08	Chr08	873485	875637	1830
MvSl-1064-A1-R4_MC08g08609	MvSl-1064-A1-R4_MC08	Chr08	876087	877703	1401
MvSl-1064-A1-R4_MC08g08610	MvSl-1064-A1-R4_MC08	Chr08	877822	878998	1131
MvSl-1064-A1-R4_MC08g08611	MvSl-1064-A1-R4_MC08	Chr08	879058	881447	1746
MvSl-1064-A1-R4_MC08g08612	MvSl-1064-A1-R4_MC08	Chr08	881603	883498	1692
MvSl-1064-A1-R4_MC08g08613	MvSl-1064-A1-R4_MC08	Chr08	883795	887141	2985
MvSl-1064-A1-R4_MC08g08614	MvSl-1064-A1-R4_MC08	Chr08	887368	890105	2112
MvSl-1064-A1-R4_MC08g08615	MvSl-1064-A1-R4_MC08	Chr08	890756	891733	858
MvSl-1064-A1-R4_MC08g08616	MvSl-1064-A1-R4_MC08	Chr08	892017	894367	1929
MvSl-1064-A1-R4_MC08g08617	MvSl-1064-A1-R4_MC08	Chr08	894497	897486	2286
MvSl-1064-A1-R4_MC08g08618	MvSl-1064-A1-R4_MC08	Chr08	897869	901042	2655
MvSl-1064-A1-R4_MC08g08619	MvSl-1064-A1-R4_MC08	Chr08	902349	907791	4833
MvSl-1064-A1-R4_MC08g08620	MvSl-1064-A1-R4_MC08	Chr08	908314	910338	1710
MvSl-1064-A1-R4_MC08g08621	MvSl-1064-A1-R4_MC08	Chr08	910712	913117	1737
MvSl-1064-A1-R4_MC08g08622	MvSl-1064-A1-R4_MC08	Chr08	913265	914777	1218
MvSl-1064-A1-R4_MC08g08623	MvSl-1064-A1-R4_MC08	Chr08	915051	916806	1536
MvSl-1064-A1-R4_MC08g08624	MvSl-1064-A1-R4_MC08	Chr08	917157	918174	663
MvSl-1064-A1-R4_MC08g08625	MvSl-1064-A1-R4_MC08	Chr08	918572	921705	2061
MvSl-1064-A1-R4_MC08g08626	MvSl-1064-A1-R4_MC08	Chr08	922349	925469	2586
MvSl-1064-A1-R4_MC08g08627	MvSl-1064-A1-R4_MC08	Chr08	925795	930398	4305
MvSl-1064-A1-R4_MC08g08628	MvSl-1064-A1-R4_MC08	Chr08	932437	934671	1644
MvSl-1064-A1-R4_MC08g08629	MvSl-1064-A1-R4_MC08	Chr08	935138	936572	1065
MvSl-1064-A1-R4_MC08g08630	MvSl-1064-A1-R4_MC08	Chr08	936889	940368	2991
MvSl-1064-A1-R4_MC08g08631	MvSl-1064-A1-R4_MC08	Chr08	940828	942010	636
MvSl-1064-A1-R4_MC08g08632	MvSl-1064-A1-R4_MC08	Chr08	942896	943968	846
MvSl-1064-A1-R4_MC08g08633	MvSl-1064-A1-R4_MC08	Chr08	944259	945868	1338
MvSl-1064-A1-R4_MC08g08634	MvSl-1064-A1-R4_MC08	Chr08	946035	951562	5250
MvSl-1064-A1-R4_MC08g08635	MvSl-1064-A1-R4_MC08	Chr08	951811	953495	1611
MvSl-1064-A1-R4_MC08g08636	MvSl-1064-A1-R4_MC08	Chr08	954888	955971	612
MvSl-1064-A1-R4_MC08g08637	MvSl-1064-A1-R4_MC08	Chr08	959988	961549	1122
MvSl-1064-A1-R4_MC08g08638	MvSl-1064-A1-R4_MC08	Chr08	963425	963661	237
MvSl-1064-A1-R4_MC08g08639	MvSl-1064-A1-R4_MC08	Chr08	964338	965910	1170
MvSl-1064-A1-R4_MC08g08641	MvSl-1064-A1-R4_MC08	Chr08	966971	970019	2751
MvSl-1064-A1-R4_MC08g08642	MvSl-1064-A1-R4_MC08	Chr08	970270	974345	3582
MvSl-1064-A1-R4_MC08g08646	MvSl-1064-A1-R4_MC08	Chr08	982141	988442	6255
MvSl-1064-A1-R4_MC08g08647	MvSl-1064-A1-R4_MC08	Chr08	989182	991075	1140
MvSl-1064-A1-R4_MC08g08649	MvSl-1064-A1-R4_MC08	Chr08	992480	992898	255
MvSl-1064-A1-R4_MC08g08650	MvSl-1064-A1-R4_MC08	Chr08	993678	993888	138
MvSl-1064-A1-R4_MC08g08652	MvSl-1064-A1-R4_MC08	Chr08	998909	999280	270
MvSl-1064-A1-R4_MC08g08653	MvSl-1064-A1-R4_MC08	Chr08	999882	1001771	1569
MvSl-1064-A1-R4_MC08g08654	MvSl-1064-A1-R4_MC08	Chr08	1003368	1005234	1578
MvSl-1064-A1-R4_MC08g08655	MvSl-1064-A1-R4_MC08	Chr08	1005844	1008701	2385
MvSl-1064-A1-R4_MC08g08656	MvSl-1064-A1-R4_MC08	Chr08	1008974	1009472	402
MvSl-1064-A1-R4_MC08g08657	MvSl-1064-A1-R4_MC08	Chr08	1010001	1010771	516
MvSl-1064-A1-R4_MC08g08658	MvSl-1064-A1-R4_MC08	Chr08	1012277	1012886	336
MvSl-1064-A1-R4_MC08g08659	MvSl-1064-A1-R4_MC08	Chr08	1013452	1016493	2502
MvSl-1064-A1-R4_MC08g08660	MvSl-1064-A1-R4_MC08	Chr08	1016974	1018818	1068
MvSl-1064-A1-R4_MC08g08661	MvSl-1064-A1-R4_MC08	Chr08	1019182	1020881	1029
MvSl-1064-A1-R4_MC08g08662	MvSl-1064-A1-R4_MC08	Chr08	1021472	1024398	2859
MvSl-1064-A1-R4_MC08g08663	MvSl-1064-A1-R4_MC08	Chr08	1024525	1026526	1767
MvSl-1064-A1-R4_MC08g08664	MvSl-1064-A1-R4_MC08	Chr08	1026739	1027684	582
