gene	MintM1	MintM2	MintM3	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C007g07772	157	132	117	1869	1999
MinSal-1389-A1-17072018_C007g07773	2513	2341	1902	4595	5663
MinSal-1389-A1-17072018_C007g07774	346	320	101	303	256
MinSal-1389-A1-17072018_C007g07775	3903	3578	2225	2861	2623
MinSal-1389-A1-17072018_C007g07776	174	243	76	1880	2163
MinSal-1389-A1-17072018_C007g07777	0	0	0	1062	1161
MinSal-1389-A1-17072018_C007g07778	1	3	0	1127	932
MinSal-1389-A1-17072018_C007g07781	232	279	137	3103	2434
MinSal-1389-A1-17072018_C007g07782	203	260	106	708	617
MinSal-1389-A1-17072018_C007g07783	349	391	190	1141	804
MinSal-1389-A1-17072018_C007g07784	0	1	0	1714	1577
MinSal-1389-A1-17072018_C007g07787	336	298	176	2358	3084
MinSal-1389-A1-17072018_C007g07788	6560	7835	2802	1686	1673
MinSal-1389-A1-17072018_C007g07789	24006	30132	13276	5865	5105
MinSal-1389-A1-17072018_C007g07790	2543	2257	1856	2971	2717
MinSal-1389-A1-17072018_C007g07791	480	580	269	1420	1371
MinSal-1389-A1-17072018_C007g07792	0	1	0	1336	1999
MinSal-1389-A1-17072018_C007g07794	0	0	0	1081	2795
MinSal-1389-A1-17072018_C007g07795	444	402	341	2710	2729
MinSal-1389-A1-17072018_C007g07796	5343	5006	4239	13590	14196
MinSal-1389-A1-17072018_C007g07797	1496	1195	694	852	952
MinSal-1389-A1-17072018_C007g07798	2281	2507	1145	2414	2242
MinSal-1389-A1-17072018_C007g07799	663	735	365	9397	7275
MinSal-1389-A1-17072018_C007g07800	0	0	0	4011	3399
MinSal-1389-A1-17072018_C007g07801	0	0	0	14	14
MinSal-1389-A1-17072018_C007g07802	2	3	0	1270	953.007
MinSal-1389-A1-17072018_C007g07803	260	300	168	3268	2947
MinSal-1389-A1-17072018_C007g07804	243	285	155	10668	7251
MinSal-1389-A1-17072018_C007g07806	0	0	0	0	13.2569
MinSal-1389-A1-17072018_C007g07807	401	453	301	2728.32	2571.5
MinSal-1389-A1-17072018_C007g07808	978	1105	492	7570	7002
MinSal-1389-A1-17072018_C007g07809	446	665	294	1129	1051
MinSal-1389-A1-17072018_C007g07811	0	0	0	482	401
MinSal-1389-A1-17072018_C007g07812	382	450	195	2573	2162
MinSal-1389-A1-17072018_C007g07813	297	407	232	496	326
MinSal-1389-A1-17072018_C007g07815	0	0	0	5153	3362
MinSal-1389-A1-17072018_C007g07816	1253	1222	593	4396	4623
MinSal-1389-A1-17072018_C007g07817	674	775	407	3012.64	2445.71
MinSal-1389-A1-17072018_C007g07820	0	0	0	0	0
MinSal-1389-A1-17072018_C007g07821	1310	1264	847	4846	4239
MinSal-1389-A1-17072018_C007g07822	210	221	159	701	469
MinSal-1389-A1-17072018_C007g07823	0	0	0	1942	1506
MinSal-1389-A1-17072018_C007g07824	484	434	320	1007	958
MinSal-1389-A1-17072018_C007g07825	0	0	0	1187.02	815.009
MinSal-1389-A1-17072018_C007g07826	0	0	0	4475	5522
MinSal-1389-A1-17072018_C007g07827	1232	979	814	990	1060
MinSal-1389-A1-17072018_C007g07828	0	1	0	191	178
MinSal-1389-A1-17072018_C007g07829	295	350	195	1396	1800
MinSal-1389-A1-17072018_C007g07830	0	7	1	710	679
MinSal-1389-A1-17072018_C007g07831	0	0	0	822	826
MinSal-1389-A1-17072018_C007g07832	0	0	0	909	964
MinSal-1389-A1-17072018_C007g07833	1	0	0	2892	4609
MinSal-1389-A1-17072018_C007g07834	0	0	0	455	534
MinSal-1389-A1-17072018_C007g07835	389	481	215	1140	1293
MinSal-1389-A1-17072018_C007g07836	443	516	275	951	809
MinSal-1389-A1-17072018_C007g07837	0	0	0	6	3
MinSal-1389-A1-17072018_C007g07838	1160	1103	731	2405	2758
MinSal-1389-A1-17072018_C007g07839	0	0	0	0	1
MinSal-1389-A1-17072018_C007g07840	0	0	0	0	0
MinSal-1389-A1-17072018_C007g07842	1092	1331	774	2448	2257
MinSal-1389-A1-17072018_C007g07843	710	748	409	1294	1078
MinSal-1389-A1-17072018_C007g07844	552	562	243	1356	1307
MinSal-1389-A1-17072018_C007g07845	0	0	0	1052	839
MinSal-1389-A1-17072018_C007g07846	0	0	0	2374	3654
MinSal-1389-A1-17072018_C007g07847	0	0	0	136	153
MinSal-1389-A1-17072018_C007g07848	0	0	0	2195	2364
MinSal-1389-A1-17072018_C007g07849	489	530	345	776.25	587.068
MinSal-1389-A1-17072018_C007g07850	0	0	0	301	484
MinSal-1389-A1-17072018_C007g07851	0	0	0	1283	1928
MinSal-1389-A1-17072018_C007g07852	1404	1290	235	6639	6451
MinSal-1389-A1-17072018_C007g07853	1	1	0	3058	3303
MinSal-1389-A1-17072018_C007g07855	447	382	250	5417.46	4831
MinSal-1389-A1-17072018_C007g07856	471	589	282	7631	7349
MinSal-1389-A1-17072018_C007g07858	12019	10910	4749	4922	5010
MinSal-1389-A1-17072018_C007g07864	979	688	448	9613	8301
MinSal-1389-A1-17072018_C007g07867	0	0	0	180	149
MinSal-1389-A1-17072018_C007g07868	523	527	218	2144	2010
MinSal-1389-A1-17072018_C007g07869	1626	2259	1038	1068	850
MinSal-1389-A1-17072018_C007g07870	2	4	1	1962	1471
MinSal-1389-A1-17072018_C007g07872	2441	2938	1300	2664	3132
MinSal-1389-A1-17072018_C007g07874	310	352	305	5280	5102
MinSal-1389-A1-17072018_C007g07875	2869	3890	1707	6760	5485
MinSal-1389-A1-17072018_C007g07876	1	0	0	491	384
MinSal-1389-A1-17072018_C007g07877	326	372	223	1406	1152
MinSal-1389-A1-17072018_C007g07878	1	0	0	1002	581
MinSal-1389-A1-17072018_C007g07879	1295	823	433	963	941
MinSal-1389-A1-17072018_C007g07880	415	339	228	860	1544
MinSal-1389-A1-17072018_C007g07882	239	347	224	2872	1948
MinSal-1389-A1-17072018_C007g07883	221	209	140	729	768
MinSal-1389-A1-17072018_C007g07884	197	224	98	889	827
MinSal-1389-A1-17072018_C007g07885	336	417	156	642	670
MinSal-1389-A1-17072018_C007g07886	0	0	0	1168	1599
MinSal-1389-A1-17072018_C007g07887	900	854	357	3135	2670
MinSal-1389-A1-17072018_C007g07888	0	0	0	3223	2234
MinSal-1389-A1-17072018_C007g07889	1970	1881	1466	2467	2098
MinSal-1389-A1-17072018_C007g07891	96	147	70	517	434
MinSal-1389-A1-17072018_C007g07892	328	338	184	2242	1305
MinSal-1389-A1-17072018_C007g07893	2	3	0	190	868
MinSal-1389-A1-17072018_C007g07894	0	0	0	184	267
MinSal-1389-A1-17072018_C007g07895	2493	2674	1670	2324	2136
MinSal-1389-A1-17072018_C007g07896	1151	1005	808	3183	4060
MinSal-1389-A1-17072018_C007g07897	713	852	588	1907	1719
MinSal-1389-A1-17072018_C007g07898	0	0	0	271	276
MinSal-1389-A1-17072018_C007g07899	5627	4830	3584	10771	8800
MinSal-1389-A1-17072018_C007g07900	507	594	255	3448	3577
MinSal-1389-A1-17072018_C007g07901	1062	1168	606	4709	5009
MinSal-1389-A1-17072018_C007g07902	1815	1916	977	9462	7626
MinSal-1389-A1-17072018_C007g07903	0	0	0	665	740
MinSal-1389-A1-17072018_C007g07904	0	9	5	73	109
MinSal-1389-A1-17072018_C007g07905	6	3	4	33805	30646
MinSal-1389-A1-17072018_C007g07906	928	1083	430	3066	2989
MinSal-1389-A1-17072018_C007g07907	5795	6276	2714	2893	1987
MinSal-1389-A1-17072018_C007g07908	30	16	17	1385	1330
MinSal-1389-A1-17072018_C007g07909	31261	26914	16663	3378	2820
MinSal-1389-A1-17072018_C007g07910	0	0	0	4140	4462
MinSal-1389-A1-17072018_C007g07911	267	228	159	1540	1444
MinSal-1389-A1-17072018_C007g07913	13	5	8	670	539
MinSal-1389-A1-17072018_C007g07914	0	0	0	1864	2004
MinSal-1389-A1-17072018_C007g07915	0	0	0	2390.25	2210.22
MinSal-1389-A1-17072018_C007g07916	0	4	0	1006	863
MinSal-1389-A1-17072018_C007g07917	435	387	192	538	613
MinSal-1389-A1-17072018_C007g07918	269	247	125	318	241
MinSal-1389-A1-17072018_C007g07919	2	0	0	148	149
MinSal-1389-A1-17072018_C007g07923	1347	1539	920	4939	4791
MinSal-1389-A1-17072018_C007g07924	162	159	78	2378	2235
MinSal-1389-A1-17072018_C007g07925	0	0	0	1153	1166
MinSal-1389-A1-17072018_C007g07926	0	0	0	1532	1262
MinSal-1389-A1-17072018_C007g07927	0	0	0	135	118
MinSal-1389-A1-17072018_C007g07928	0	0	0	3	1
MinSal-1389-A1-17072018_C007g07929	0	0	0	1676	1688
MinSal-1389-A1-17072018_C007g07930	1525	1552	862	2223	1848
MinSal-1389-A1-17072018_C007g07932	696	697	357	1930	1696
MinSal-1389-A1-17072018_C007g07933	2599	2592	1493	10048	7894
MinSal-1389-A1-17072018_C007g07934	849	1152	374	4275	3947
MinSal-1389-A1-17072018_C007g07935	1504	1788	685	4038	4843
MinSal-1389-A1-17072018_C007g07936	0	0	0	508	413
MinSal-1389-A1-17072018_C007g07937	0	0	0	296	259
MinSal-1389-A1-17072018_C007g07939	1124	973	740	2184	1886
MinSal-1389-A1-17072018_C007g07941	584	524	290	846	807
MinSal-1389-A1-17072018_C007g07942	361	446	205	211	238
MinSal-1389-A1-17072018_C007g07943	1898	1814	1192	7085	6899
MinSal-1389-A1-17072018_C007g07944	1429	1457	868	1742	1867
MinSal-1389-A1-17072018_C007g07945	985	1095	612	848	736
MinSal-1389-A1-17072018_C007g07946	0	0	0	2227	2127
MinSal-1389-A1-17072018_C007g07947	79	73	68	795	1392
MinSal-1389-A1-17072018_C007g07948	496	648	316	2131	1843
MinSal-1389-A1-17072018_C007g07949	40	75	37	2931	2779
MinSal-1389-A1-17072018_C007g07950	2441	2214	1806	2700	2505
MinSal-1389-A1-17072018_C007g07951	357	364	297	1099	1184
MinSal-1389-A1-17072018_C007g07952	768	686	485	850	796
MinSal-1389-A1-17072018_C007g07953	1352	1622	1057	3214	3339
MinSal-1389-A1-17072018_C007g07954	1084	1134	388	2934	4659
MinSal-1389-A1-17072018_C007g07955	2266	2258	1203	1303	1420
MinSal-1389-A1-17072018_C007g07956	0	3	1	2463	5101
MinSal-1389-A1-17072018_C007g07957	243	315	141	1108	881
MinSal-1389-A1-17072018_C007g07958	0	0	0	200	214
MinSal-1389-A1-17072018_C007g07959	0	0	0	2096	3160
MinSal-1389-A1-17072018_C007g07960	783	610	723	4054	8066
MinSal-1389-A1-17072018_C007g07961	619	793	384	3049	3803
MinSal-1389-A1-17072018_C007g07962	910	779	556	2626	3476
MinSal-1389-A1-17072018_C007g07963	694	712	499	2988	3582
MinSal-1389-A1-17072018_C007g07964	64	71	16	23	31
MinSal-1389-A1-17072018_C007g07965	3476	2964	1928	1512	875
MinSal-1389-A1-17072018_C007g07966	2715	2287	2227	514.335	1156.99
MinSal-1389-A1-17072018_C007g07968	5213.63	5164.5	2785.04	6649	6675
MinSal-1389-A1-17072018_C007g07969	5776	4765	3442	3255	2636
MinSal-1389-A1-17072018_C007g07972	0	0	0	2946	3029
MinSal-1389-A1-17072018_C007g07973	388	356	225	3166	2506
MinSal-1389-A1-17072018_C007g07974	358	438	179	1386	1232
MinSal-1389-A1-17072018_C007g07975	3	2	1	1280	1186
MinSal-1389-A1-17072018_C007g07977	1714	2765	875	3621	2466
MinSal-1389-A1-17072018_C007g07978	897	1211	544	3925	2860
MinSal-1389-A1-17072018_C007g07979	490	483	282	3732	3653
MinSal-1389-A1-17072018_C007g07980	0	0	0	11	5
MinSal-1389-A1-17072018_C007g07981	0	0	0	3052	3661
MinSal-1389-A1-17072018_C007g07982	0	0	0	798	977
MinSal-1389-A1-17072018_C007g07983	676.796	779.853	606.185	10727	13213
MinSal-1389-A1-17072018_C007g07984	31	26	8	2817	1716
MinSal-1389-A1-17072018_C007g07987	4918	6349	1667	7075	5582
MinSal-1389-A1-17072018_C007g07988	3	0	0	2740	7650
MinSal-1389-A1-17072018_C007g07989	1010	1195	649	7280	8187
MinSal-1389-A1-17072018_C007g07990	21	44	20	4973	5638
MinSal-1389-A1-17072018_C007g07991	0	0	0	1534	1794
MinSal-1389-A1-17072018_C007g07992	309	421	106	1643	1615
MinSal-1389-A1-17072018_C007g07995	1347	1482	697	1089	933.399
MinSal-1389-A1-17072018_C007g07996	83	51	72	155	113
MinSal-1389-A1-17072018_C007g07997	3586	3088	2363	6098	4738
MinSal-1389-A1-17072018_C007g07998	1214	1397	580	2028	1807
MinSal-1389-A1-17072018_C007g07999	1	0	0	0	1
MinSal-1389-A1-17072018_C007g08000	2201	2351	1068	2610	2046
MinSal-1389-A1-17072018_C007g08001	185	260	66	2385	2054
MinSal-1389-A1-17072018_C007g08002	2	0	2	531	434
MinSal-1389-A1-17072018_C007g08003	109	114	80	948	774
MinSal-1389-A1-17072018_C007g08004	4187	3873	2997	8058	6288
MinSal-1389-A1-17072018_C007g08005	0	0	0	3524	3631
MinSal-1389-A1-17072018_C007g08006	0	0	0	1928	2891
MinSal-1389-A1-17072018_C007g08007	4462	4524	2942	9413	10529
MinSal-1389-A1-17072018_C007g08008	238	252	186	13463	14532
MinSal-1389-A1-17072018_C007g08009	835	1044	482	2014	1258
MinSal-1389-A1-17072018_C007g08010	299	407	159	6810	6308
MinSal-1389-A1-17072018_C007g08011	0	0	0	0	0
MinSal-1389-A1-17072018_C007g08013	84	155	80	2230	2048
MinSal-1389-A1-17072018_C007g08014	357	537	220	1084	884
MinSal-1389-A1-17072018_C007g08015	459	538	262	2984	2047
MinSal-1389-A1-17072018_C007g08016	260	212	162	700	744
MinSal-1389-A1-17072018_C007g08017	358	245	186	2006	1228
MinSal-1389-A1-17072018_C007g08019	184	206	80	1161	1141
MinSal-1389-A1-17072018_C007g08020	501	591	382	3295	2870
MinSal-1389-A1-17072018_C007g08021	239	356	199	2080	1428
MinSal-1389-A1-17072018_C007g08022	9926	8635	4355	4953	4729
MinSal-1389-A1-17072018_C007g08025	56	69	71	727	642
MinSal-1389-A1-17072018_C007g08028	144	91	99	1286	1067
MinSal-1389-A1-17072018_C007g08030	838	876	377	2773	3138
MinSal-1389-A1-17072018_C007g08031	859	938	545	1830	1143
MinSal-1389-A1-17072018_C007g08032	406	470	282	3077	2584
MinSal-1389-A1-17072018_C007g08033	1	1	0	2942	3099
MinSal-1389-A1-17072018_C007g08034	0	0	0	2402	2369
MinSal-1389-A1-17072018_C007g08035	0	0	0	393	310
MinSal-1389-A1-17072018_C007g08036	334	298	240	1497	1276
MinSal-1389-A1-17072018_C007g08040	5	5	8	994	748
MinSal-1389-A1-17072018_C007g08041	0	0	0	504	463
MinSal-1389-A1-17072018_C007g08042	229	255	83	2011	1737
MinSal-1389-A1-17072018_C007g08043	0	0	0	1721	1850
MinSal-1389-A1-17072018_C007g08044	467	714	194	3205	2695
MinSal-1389-A1-17072018_C007g08045	219	186	73	457	401
MinSal-1389-A1-17072018_C007g08046	3197	3291	1730	6128	4000
MinSal-1389-A1-17072018_C007g08047	357	351	154	350	225
MinSal-1389-A1-17072018_C007g08048	237	266	148	198	211
MinSal-1389-A1-17072018_C007g08049	959	1289	646	4011	3871
MinSal-1389-A1-17072018_C007g08050	56	71	24	1712	1773
MinSal-1389-A1-17072018_C007g08051	331	289	142	1585	1294
MinSal-1389-A1-17072018_C007g08052	729	708	432	1264	1185
MinSal-1389-A1-17072018_C007g08053	0	0	0	1193	1323
MinSal-1389-A1-17072018_C007g08054	1247	1337	701	3493	2590
MinSal-1389-A1-17072018_C007g08055	646	679	270	3175	2519
MinSal-1389-A1-17072018_C007g08056	106	97	59	1199	1475
MinSal-1389-A1-17072018_C007g08057	228	280	180	4729	4366
MinSal-1389-A1-17072018_C007g08058	0	0	0	2	2
MinSal-1389-A1-17072018_C007g08059	2333	3208	1308	2573	2376
MinSal-1389-A1-17072018_C007g08060	1153	879	679	2002	1966
MinSal-1389-A1-17072018_C007g08063	3	1	0	585	529
MinSal-1389-A1-17072018_C007g08064	582	690	276	510	514
MinSal-1389-A1-17072018_C007g08065	340	370	179	3747	3531
MinSal-1389-A1-17072018_C007g08066	72	105	96	1893	1973
MinSal-1389-A1-17072018_C007g08067	0	0	0	871	625
MinSal-1389-A1-17072018_C007g08068	1420	1731	719	2375	1946
MinSal-1389-A1-17072018_C007g08069	2993	3475	1775	8416	6531
MinSal-1389-A1-17072018_C007g08070	0	0	0	800	613
MinSal-1389-A1-17072018_C007g08071	173	103	92	184	189
MinSal-1389-A1-17072018_C007g08072	110	93	49	664	552
MinSal-1389-A1-17072018_C007g08073	6511	6270	4205	6147	3890
MinSal-1389-A1-17072018_C007g08074	0	0	0	1771	1646
MinSal-1389-A1-17072018_C007g08075	5435	4338	2819	8272	9783
MinSal-1389-A1-17072018_C007g08076	54	31	31	805	828
MinSal-1389-A1-17072018_C007g08077	3195	2690	1423	1691	2440
MinSal-1389-A1-17072018_C007g08081	3481	2431	2507	2291	1956
MinSal-1389-A1-17072018_C007g08082	494	554	266	487	376
MinSal-1389-A1-17072018_C007g08083	0	0	0	8	3
MinSal-1389-A1-17072018_C007g08084	1232	1529	586	5086	4372
MinSal-1389-A1-17072018_C007g08086	175	236	120	2671	2288
MinSal-1389-A1-17072018_C007g08087	956	961	468	3000	1700
MinSal-1389-A1-17072018_C007g08088	1	0	0	2628	2907
MinSal-1389-A1-17072018_C007g08089	534	596	306	1158	1379
MinSal-1389-A1-17072018_C007g08090	137	128	64	8197	7219
MinSal-1389-A1-17072018_C007g08091	0	0	0	894	630
MinSal-1389-A1-17072018_C007g08092	2647	2966	1574	2456	2349
MinSal-1389-A1-17072018_C007g08093	5005	4909	2180	6533	6294
MinSal-1389-A1-17072018_C007g08094	1024	1009	432	2389	2130
MinSal-1389-A1-17072018_C007g08095	0	0	0	174	276
MinSal-1389-A1-17072018_C007g08096	281	287	145	176	266
MinSal-1389-A1-17072018_C007g08097	0	0	0	2214	2583
MinSal-1389-A1-17072018_C007g08098	1204	1640	521	1552	1859
MinSal-1389-A1-17072018_C007g08099	4450	4832	3276	8	20
MinSal-1389-A1-17072018_C007g08100	132	193	81	909	732
MinSal-1389-A1-17072018_C007g08102	292	347	216	271.06	235.526
MinSal-1389-A1-17072018_C007g08104	1804	1870	1297	9879	6822
MinSal-1389-A1-17072018_C007g08105	424	500	153	765	496
MinSal-1389-A1-17072018_C007g08106	518	629	160	6822	5377
MinSal-1389-A1-17072018_C007g08107	707	805	473	2442	1974
MinSal-1389-A1-17072018_C007g08108	2074	1929	1224	972	736
MinSal-1389-A1-17072018_C007g08109	691	698	467	2229	1647
MinSal-1389-A1-17072018_C007g08110	2563	2896	1550	3065	2926
MinSal-1389-A1-17072018_C007g08111	2540	2778	1237	6015	5734
MinSal-1389-A1-17072018_C007g08112	465	603	336	3003	3000
MinSal-1389-A1-17072018_C007g08113	0	0	0	136	136
MinSal-1389-A1-17072018_C007g08114	730	670	483	1453	1268
MinSal-1389-A1-17072018_C007g08115	0	0	0	1501	1652
MinSal-1389-A1-17072018_C007g08116	258	259	181	4004	3264
MinSal-1389-A1-17072018_C007g08117	2756	3041	1857	1706	1504
MinSal-1389-A1-17072018_C007g08118	284	310	90	1733	2371
MinSal-1389-A1-17072018_C007g08120	263	372	187	3514	2295
MinSal-1389-A1-17072018_C007g08121	163	178	98	19893	21375
MinSal-1389-A1-17072018_C007g08122	12	16	3	813	705
MinSal-1389-A1-17072018_C007g08123	1	4	3	108	150
MinSal-1389-A1-17072018_C007g08124	4791	5000	2887	13748	13625
MinSal-1389-A1-17072018_C007g08125	1	0	0	4095	6572
MinSal-1389-A1-17072018_C007g08126	0	0	0	1912	1967
MinSal-1389-A1-17072018_C007g08127	0	0	0	510	530
MinSal-1389-A1-17072018_C007g08128	262	247	137	543	389
MinSal-1389-A1-17072018_C007g08129	98	124	72	5776	5459
MinSal-1389-A1-17072018_C007g08130	628	675	351	5024	4847
MinSal-1389-A1-17072018_C007g08131	640	855	498	6878	5683
MinSal-1389-A1-17072018_C007g08134	27603	15891	31085	14783	31581
MinSal-1389-A1-17072018_C007g08135	749	928	491	1146	1125
MinSal-1389-A1-17072018_C007g08136	0	0	0	46	45
MinSal-1389-A1-17072018_C007g08137	0	0	0	3200	3131
MinSal-1389-A1-17072018_C007g08138	8000	6958	3946	14895	14189
MinSal-1389-A1-17072018_C007g08139	2460	2547	1536	3242	2879
MinSal-1389-A1-17072018_C007g08140	1563	1932	862	2093	1438
MinSal-1389-A1-17072018_C007g08141	0	0	0	1172	1193
MinSal-1389-A1-17072018_C007g08142	1110	1275	689	9352	10997
MinSal-1389-A1-17072018_C007g08143	259	255	213	1674	2045
MinSal-1389-A1-17072018_C007g08144	613	601	306	1549	1250
MinSal-1389-A1-17072018_C007g08145	0	0	0	1787	1654
MinSal-1389-A1-17072018_C007g08146	0	0	0	524	544
MinSal-1389-A1-17072018_C007g08147	442	465	368	1038	681
MinSal-1389-A1-17072018_C007g08149	1543	1672	763	5756	5561
MinSal-1389-A1-17072018_C007g08150	311	437	287	841.672	835.605
MinSal-1389-A1-17072018_C007g08151	328	434	211	4726	4459
MinSal-1389-A1-17072018_C007g08152	1021	1083	694	16505	10616
MinSal-1389-A1-17072018_C007g08153	696	675	578	1736	1753
MinSal-1389-A1-17072018_C007g08155	231	281	148	2365	1822
MinSal-1389-A1-17072018_C007g08156	107.791	124.025	89.657	4621	4494
MinSal-1389-A1-17072018_C007g08157	0	0	0	555	525
MinSal-1389-A1-17072018_C007g08158	461	359	290	1405	1552
MinSal-1389-A1-17072018_C007g08159	1063	1026	631	1528	1641
MinSal-1389-A1-17072018_C007g08160	704	640	348	537	332
MinSal-1389-A1-17072018_C007g08161	143	208	50	2542	1669
MinSal-1389-A1-17072018_C007g08162	599	726	379	3999	4581
MinSal-1389-A1-17072018_C007g08165	0	0	0	1797	1431
MinSal-1389-A1-17072018_C007g08166	607	929	298	1548	1492
MinSal-1389-A1-17072018_C007g08167	55	43	43	662	592
MinSal-1389-A1-17072018_C007g08168	402	465	406	2741	1380
MinSal-1389-A1-17072018_C007g08169	1409	1082	1330	2627	2172
MinSal-1389-A1-17072018_C007g08170	388	631	175	3341	3176
MinSal-1389-A1-17072018_C007g08171	0	0	0	1588	1540
MinSal-1389-A1-17072018_C007g08172	330	340	152	2198	1515
MinSal-1389-A1-17072018_C007g08173	17	18	4	5268	5957
MinSal-1389-A1-17072018_C007g08174	2885	2720	1888	3258	3822
MinSal-1389-A1-17072018_C007g08175	1585	1937	1661	2081	2103
MinSal-1389-A1-17072018_C007g08176	1	0	0	880	807
MinSal-1389-A1-17072018_C007g08177	923	810	512	2800	2607
MinSal-1389-A1-17072018_C007g08178	619	698	360	2364	1861
MinSal-1389-A1-17072018_C007g08179	2832	2870	1983	7924	9695
MinSal-1389-A1-17072018_C007g08180	434	638	341	765	655
MinSal-1389-A1-17072018_C007g08181	738	762	435	682	646
MinSal-1389-A1-17072018_C007g08183	3028	2441	1612	1990	1603
MinSal-1389-A1-17072018_C007g08184	0	0	0	15	16
MinSal-1389-A1-17072018_C007g08185	2915	2669	1897	3584	3986
MinSal-1389-A1-17072018_C007g08186	6166	6818	3134	6977.14	5994.07
MinSal-1389-A1-17072018_C007g08187	5642	5660	2915	7120	6590
MinSal-1389-A1-17072018_C007g08188	1347	1692	656	2889	2714
MinSal-1389-A1-17072018_C007g08192	0	0	0	604	576
MinSal-1389-A1-17072018_C007g08195	0	0	0	138	120
MinSal-1389-A1-17072018_C007g08196	79	156	39	1431	1177
MinSal-1389-A1-17072018_C007g08197	1175	1167	761	777	751
MinSal-1389-A1-17072018_C007g08200	450	563	253	2671	2383
MinSal-1389-A1-17072018_C007g08201	0	0	0	4013	3358
MinSal-1389-A1-17072018_C007g08202	3810	3598	2511	2435	1919
MinSal-1389-A1-17072018_C007g08203	326	499	254	928	266
MinSal-1389-A1-17072018_C007g08205	1647	1914	1004	3320	2336
MinSal-1389-A1-17072018_C007g08206	16266	15762	13555	1195	1303
MinSal-1389-A1-17072018_C007g08207	23911	27595	22324	135	138
MinSal-1389-A1-17072018_C007g08208	1196	1562	876	2821	3081
MinSal-1389-A1-17072018_C007g08209	2806	2779	1231	1383	1179
MinSal-1389-A1-17072018_C007g08210	2353	2403	1306	4001	3818
MinSal-1389-A1-17072018_C007g08211	22109	20938	21301	2	7
MinSal-1389-A1-17072018_C007g08212	1339	1321	925	6703	15962
MinSal-1389-A1-17072018_C007g08213	1255	1373	857	895	908
MinSal-1389-A1-17072018_C007g08214	1878.76	1960.09	1163.33	790	764
MinSal-1389-A1-17072018_C007g08215	0	0	0	259	498
MinSal-1389-A1-17072018_C007g08216	0	0	0	1870	3754
MinSal-1389-A1-17072018_C007g08217	665	398	344	906	1020
MinSal-1389-A1-17072018_C007g08218	2476	1918	1829	888	679
MinSal-1389-A1-17072018_C007g08219	0	1	1	2130	1813
MinSal-1389-A1-17072018_C007g08220	531	739	286	4427	3719
MinSal-1389-A1-17072018_C007g08221	277	403	164	142	152
MinSal-1389-A1-17072018_C007g08222	1071	1727	570	3469	2354
MinSal-1389-A1-17072018_C007g08223	0	0	0	584	509
MinSal-1389-A1-17072018_C007g08224	99	108	64	711	823
MinSal-1389-A1-17072018_C007g08225	0	0	2	857	1664
MinSal-1389-A1-17072018_C007g08226	607	574	365	2174	3457
MinSal-1389-A1-17072018_C007g08227	0	0	0	5	1
MinSal-1389-A1-17072018_C007g08228	471	403	413	5467.19	8043.81
MinSal-1389-A1-17072018_C007g08229	39311	38317	30615	12694	12668
MinSal-1389-A1-17072018_C007g08230	1091.84	1131.81	500	799	667
MinSal-1389-A1-17072018_C007g08231	1712	1716	926	1515	1505
MinSal-1389-A1-17072018_C007g08232	4708	4188	2695	2916	2649
MinSal-1389-A1-17072018_C007g08236	16420	19329	8582	7875	5098
MinSal-1389-A1-17072018_C007g08237	7415	8111	4052	2897	2865
MinSal-1389-A1-17072018_C007g08238	0	0	0	144	160
MinSal-1389-A1-17072018_C007g08239	11352	12016	7698	5063	5671
