gene	S1_A2	S2_A2
MvSl-1064-A2-R4_MC05g06452	5005	5108
MvSl-1064-A2-R4_MC05g06453	84.9579	84.6412
MvSl-1064-A2-R4_MC05g06454	28.1451	25.8336
MvSl-1064-A2-R4_MC05g06455	304	273
MvSl-1064-A2-R4_MC05g06456	393.781	466.589
MvSl-1064-A2-R4_MC05g06457	1218.47	1045.49
MvSl-1064-A2-R4_MC05g06458	1023	834
MvSl-1064-A2-R4_MC05g06459	170	117
MvSl-1064-A2-R4_MC05g06460	2044	1785
MvSl-1064-A2-R4_MC05g06461	2062	2513
MvSl-1064-A2-R4_MC05g06462	78	83
MvSl-1064-A2-R4_MC05g06463	858	1138
MvSl-1064-A2-R4_MC05g06464	2035	1889
MvSl-1064-A2-R4_MC05g06465	10361	11629
MvSl-1064-A2-R4_MC05g06466	1763	3200
MvSl-1064-A2-R4_MC05g06467	2034	1753
MvSl-1064-A2-R4_MC05g06468	864	884
MvSl-1064-A2-R4_MC05g06469	1379	1894
MvSl-1064-A2-R4_MC05g06470	643.427	632.573
MvSl-1064-A2-R4_MC05g06471	30.4217	36.5877
MvSl-1064-A2-R4_MC05g06472	1	9
MvSl-1064-A2-R4_MC05g06473	0	1
MvSl-1064-A2-R4_MC05g06474	2500	3063
MvSl-1064-A2-R4_MC05g06475	7447	8523
MvSl-1064-A2-R4_MC05g06476	370	430
MvSl-1064-A2-R4_MC05g06477	6754	7420
MvSl-1064-A2-R4_MC05g06478	2534	3696
MvSl-1064-A2-R4_MC05g06479	62	75
MvSl-1064-A2-R4_MC05g06480	1.01355	1.01262
MvSl-1064-A2-R4_MC05g06481	47.1491	53.6546
MvSl-1064-A2-R4_MC05g06482	38.3961	54.558
MvSl-1064-A2-R4_MC05g06483	237.998	254.803
MvSl-1064-A2-R4_MC05g06484	565.903	563.59
MvSl-1064-A2-R4_MC05g06485	1427.51	1170.42
MvSl-1064-A2-R4_MC05g06486	142.926	156.192
MvSl-1064-A2-R4_MC05g06487	313.225	415.027
MvSl-1064-A2-R4_MC05g06488	1032	901
MvSl-1064-A2-R4_MC05g06489	4534	3435
MvSl-1064-A2-R4_MC05g06490	2605	2174
MvSl-1064-A2-R4_MC05g06491	2416	2334
MvSl-1064-A2-R4_MC05g06492	1283	1022
MvSl-1064-A2-R4_MC05g06493	52	39
MvSl-1064-A2-R4_MC05g06494	2673	2200
MvSl-1064-A2-R4_MC05g06495	10097	9191
MvSl-1064-A2-R4_MC05g06496	1998	2170
MvSl-1064-A2-R4_MC05g06497	2488	2619
MvSl-1064-A2-R4_MC05g06498	0	0
MvSl-1064-A2-R4_MC05g06499	3618	3356
MvSl-1064-A2-R4_MC05g06500	2874	2419
MvSl-1064-A2-R4_MC05g06501	866	980
MvSl-1064-A2-R4_MC05g06502	142	204
MvSl-1064-A2-R4_MC05g06503	73	116
MvSl-1064-A2-R4_MC05g06504	266	247
MvSl-1064-A2-R4_MC05g06505	2025	1829
MvSl-1064-A2-R4_MC05g06506	16	18
MvSl-1064-A2-R4_MC05g06507	29450	26391
MvSl-1064-A2-R4_MC05g06508	1905	1616
MvSl-1064-A2-R4_MC05g06509	111	74
MvSl-1064-A2-R4_MC05g06510	88	111
MvSl-1064-A2-R4_MC05g06511	3136	1882
MvSl-1064-A2-R4_MC05g06512	3378	3542
MvSl-1064-A2-R4_MC05g06513	1927	2042
MvSl-1064-A2-R4_MC05g06514	270	179
MvSl-1064-A2-R4_MC05g06515	696	571
MvSl-1064-A2-R4_MC05g06516	0	0
MvSl-1064-A2-R4_MC05g06517	7	6
MvSl-1064-A2-R4_MC05g06518	0	3.41749
MvSl-1064-A2-R4_MC05g06519	1245	1301
MvSl-1064-A2-R4_MC05g06520	1566	1481
MvSl-1064-A2-R4_MC05g06521	2597	2505
MvSl-1064-A2-R4_MC05g06522	1796.01	1880.76
MvSl-1064-A2-R4_MC05g06523	176.366	198.017
MvSl-1064-A2-R4_MC05g06524	546.957	736.497
MvSl-1064-A2-R4_MC05g06525	477.567	426.222
MvSl-1064-A2-R4_MC05g06526	4002	3673
MvSl-1064-A2-R4_MC05g06527	1188.52	1250.39
MvSl-1064-A2-R4_MC05g06528	6017.49	5986.14
MvSl-1064-A2-R4_MC05g06529	1	0
MvSl-1064-A2-R4_MC05g06530	339.392	364.918
MvSl-1064-A2-R4_MC05g06531	283.225	258.976
MvSl-1064-A2-R4_MC05g06532	5	5
MvSl-1064-A2-R4_MC05g06533	259.967	271.562
MvSl-1064-A2-R4_MC05g06534	14	22.0894
MvSl-1064-A2-R4_MC05g06535	0	1.64161
MvSl-1064-A2-R4_MC05g06536	118.695	143.229
MvSl-1064-A2-R4_MC05g06537	16.2882	15.382
MvSl-1064-A2-R4_MC05g06538	113.858	224.943
MvSl-1064-A2-R4_MC05g06539	657.964	678.044
MvSl-1064-A2-R4_MC05g06540	12.5095	5.37699
MvSl-1064-A2-R4_MC05g06541	0	0
MvSl-1064-A2-R4_MC05g06542	22.1888	27.2581
MvSl-1064-A2-R4_MC05g06543	4.05854	2.19028
MvSl-1064-A2-R4_MC05g06544	8.37677	8.27831
MvSl-1064-A2-R4_MC05g06545	0	3.82291
MvSl-1064-A2-R4_MC05g06546	0	5.75568
MvSl-1064-A2-R4_MC05g06547	34.8332	35.8194
MvSl-1064-A2-R4_MC05g06548	15.598	7.7188
MvSl-1064-A2-R4_MC05g06549	0	0
MvSl-1064-A2-R4_MC05g06550	8.91039	21.3194
MvSl-1064-A2-R4_MC05g06551	0	0
MvSl-1064-A2-R4_MC05g06552	53.4369	33.7527
MvSl-1064-A2-R4_MC05g06553	1.75424	0
MvSl-1064-A2-R4_MC05g06554	1.19447	1.25581
MvSl-1064-A2-R4_MC05g06555	1.5259	9.41777
MvSl-1064-A2-R4_MC05g06556	8.67517	7.39098
MvSl-1064-A2-R4_MC05g06557	0	0
MvSl-1064-A2-R4_MC05g06558	12.2352	0
MvSl-1064-A2-R4_MC05g06559	0	0
MvSl-1064-A2-R4_MC05g06560	0	0
MvSl-1064-A2-R4_MC05g06561	0	0
MvSl-1064-A2-R4_MC05g06562	0	5.09766
MvSl-1064-A2-R4_MC05g06563	6.27795	0
MvSl-1064-A2-R4_MC05g06564	0	0
MvSl-1064-A2-R4_MC05g06565	0	0
MvSl-1064-A2-R4_MC05g06566	0	0
MvSl-1064-A2-R4_MC05g06567	0	0
MvSl-1064-A2-R4_MC05g06568	7.71845	11.8137
MvSl-1064-A2-R4_MC05g06569	0	0
MvSl-1064-A2-R4_MC05g06570	335.655	473.695
MvSl-1064-A2-R4_MC05g06571	29.5211	9.25309
MvSl-1064-A2-R4_MC05g06572	33.9331	24.2527
MvSl-1064-A2-R4_MC05g06573	0	0
MvSl-1064-A2-R4_MC05g06574	0	0
MvSl-1064-A2-R4_MC05g06575	0	0
MvSl-1064-A2-R4_MC05g06576	7.64073	8.96567
MvSl-1064-A2-R4_MC05g06577	0	0
MvSl-1064-A2-R4_MC05g06578	10.803	2.11525
MvSl-1064-A2-R4_MC05g06579	6.00787	11.0142
MvSl-1064-A2-R4_MC05g06580	14.4306	22.2486
MvSl-1064-A2-R4_MC05g06581	0	0
MvSl-1064-A2-R4_MC05g06582	0	0
MvSl-1064-A2-R4_MC05g06583	4	3.01582
MvSl-1064-A2-R4_MC05g06584	1.02867	4.05466
MvSl-1064-A2-R4_MC05g06585	115.704	165.121
MvSl-1064-A2-R4_MC05g06586	43.4005	107.612
MvSl-1064-A2-R4_MC05g06587	1.22998	2.06944
MvSl-1064-A2-R4_MC05g06588	284.46	378.014
MvSl-1064-A2-R4_MC05g06589	9.16191	4.07583
MvSl-1064-A2-R4_MC05g06590	25	26
MvSl-1064-A2-R4_MC05g06591	3272.02	2863.3
MvSl-1064-A2-R4_MC05g06592	616.197	618.436
MvSl-1064-A2-R4_MC05g06593	4841	4937
MvSl-1064-A2-R4_MC05g06594	2389	2462
MvSl-1064-A2-R4_MC05g06595	2312	2345
MvSl-1064-A2-R4_MC05g06596	1682	1543
MvSl-1064-A2-R4_MC05g06597	1700	1766
MvSl-1064-A2-R4_MC05g06598	2483	2078
MvSl-1064-A2-R4_MC05g06599	1319	1053
MvSl-1064-A2-R4_MC05g06600	856.326	530.068
MvSl-1064-A2-R4_MC05g06601	1739.24	1294.37
MvSl-1064-A2-R4_MC05g06602	0	0
MvSl-1064-A2-R4_MC05g06603	6.02222	12.0487
MvSl-1064-A2-R4_MC05g06604	19.4244	19.2176
MvSl-1064-A2-R4_MC05g06605	2.00265	2
MvSl-1064-A2-R4_MC05g06606	0	1
MvSl-1064-A2-R4_MC05g06607	344.717	438.006
MvSl-1064-A2-R4_MC05g06608	94.7309	86
MvSl-1064-A2-R4_MC05g06609	59.5405	53.966
MvSl-1064-A2-R4_MC05g06610	72.6726	84.9119
MvSl-1064-A2-R4_MC05g06611	2.21155	4.50086
MvSl-1064-A2-R4_MC05g06612	31.1606	37.077
MvSl-1064-A2-R4_MC05g06613	4219	2935
MvSl-1064-A2-R4_MC05g06614	5576	5835
MvSl-1064-A2-R4_MC05g06615	6250	7034
MvSl-1064-A2-R4_MC05g06616	319.221	411.242
MvSl-1064-A2-R4_MC05g06617	2364.42	2511.88
MvSl-1064-A2-R4_MC05g06618	301.018	481.13
MvSl-1064-A2-R4_MC05g06619	2	5.13311
MvSl-1064-A2-R4_MC05g06620	25.9973	43.1818
MvSl-1064-A2-R4_MC05g06621	108.906	137.327
MvSl-1064-A2-R4_MC05g06622	79.081	91.7264
MvSl-1064-A2-R4_MC05g06623	5890.34	6033.86
MvSl-1064-A2-R4_MC05g06624	6.39306	1.69791
MvSl-1064-A2-R4_MC05g06625	0	0
MvSl-1064-A2-R4_MC05g06626	194.373	393.888
MvSl-1064-A2-R4_MC05g06627	2207	2168
MvSl-1064-A2-R4_MC05g06628	4358.82	4160.08
MvSl-1064-A2-R4_MC05g06629	9920	10145
MvSl-1064-A2-R4_MC05g06630	2856.89	2989.86
MvSl-1064-A2-R4_MC05g06631	6723	5555
MvSl-1064-A2-R4_MC05g06632	5080	4554
MvSl-1064-A2-R4_MC05g06633	70	60
MvSl-1064-A2-R4_MC05g06634	3484	3227
MvSl-1064-A2-R4_MC05g06635	9931	10606
MvSl-1064-A2-R4_MC05g06636	1225	1076
MvSl-1064-A2-R4_MC05g06637	2120	1887
MvSl-1064-A2-R4_MC05g06638	7131	8001
MvSl-1064-A2-R4_MC05g06639	602.443	708.001
MvSl-1064-A2-R4_MC05g06640	345.725	341.421
MvSl-1064-A2-R4_MC05g06641	0	0
MvSl-1064-A2-R4_MC05g06642	0	1.00446
MvSl-1064-A2-R4_MC05g06643	0	0
MvSl-1064-A2-R4_MC05g06644	200	215
MvSl-1064-A2-R4_MC05g06645	122	134
MvSl-1064-A2-R4_MC05g06646	41.103	42.0846
MvSl-1064-A2-R4_MC05g06647	1705.78	1771.84
MvSl-1064-A2-R4_MC05g06648	49.7124	57.199
MvSl-1064-A2-R4_MC05g06649	506.632	608.441
MvSl-1064-A2-R4_MC05g06650	30	57
MvSl-1064-A2-R4_MC05g06651	2393	2668
MvSl-1064-A2-R4_MC05g06652	1608	1134
MvSl-1064-A2-R4_MC05g06653	4342	4699
MvSl-1064-A2-R4_MC05g06654	1212.38	1262.71
MvSl-1064-A2-R4_MC05g06655	1662	5008
MvSl-1064-A2-R4_MC05g06656	1038.98	1305.85
MvSl-1064-A2-R4_MC05g06657	685.761	591.347
MvSl-1064-A2-R4_MC05g06658	4162	4410
MvSl-1064-A2-R4_MC05g06659	5898	6396
MvSl-1064-A2-R4_MC05g06660	34	59
MvSl-1064-A2-R4_MC05g06661	1179	1680
MvSl-1064-A2-R4_MC05g06662	74.8624	77.9254
MvSl-1064-A2-R4_MC05g06663	228	277
MvSl-1064-A2-R4_MC05g06664	102	116
MvSl-1064-A2-R4_MC05g06665	312.491	256.662
MvSl-1064-A2-R4_MC05g06666	1915	1861
MvSl-1064-A2-R4_MC05g06667	608.62	516.289
MvSl-1064-A2-R4_MC05g06668	855.283	918.673
MvSl-1064-A2-R4_MC05g06669	59.3351	61.7829
MvSl-1064-A2-R4_MC05g06670	91.31	116.607
MvSl-1064-A2-R4_MC05g06671	6	10
MvSl-1064-A2-R4_MC05g06672	5	4
MvSl-1064-A2-R4_MC05g06673	1381	1256
MvSl-1064-A2-R4_MC05g06674	1506	1275
MvSl-1064-A2-R4_MC05g06675	2288	1765
MvSl-1064-A2-R4_MC05g06676	74.07	80.666
MvSl-1064-A2-R4_MC05g06677	1519	1683
MvSl-1064-A2-R4_MC05g06678	313.456	273.207
MvSl-1064-A2-R4_MC05g06679	12653.1	17956.8
MvSl-1064-A2-R4_MC05g06680	2383	2161
MvSl-1064-A2-R4_MC05g06681	0	5
MvSl-1064-A2-R4_MC05g06682	17127	33687
MvSl-1064-A2-R4_MC05g06683	3738	3433
MvSl-1064-A2-R4_MC05g06684	17	12
MvSl-1064-A2-R4_MC05g06685	47.4301	49.7028
MvSl-1064-A2-R4_MC05g06686	384.726	475.674
MvSl-1064-A2-R4_MC05g06687	15.8528	16.3485
MvSl-1064-A2-R4_MC05g06688	14.5474	5.79891
MvSl-1064-A2-R4_MC05g06689	3496	3043
MvSl-1064-A2-R4_MC05g06690	2825	2787
MvSl-1064-A2-R4_MC05g06691	3183	3563
MvSl-1064-A2-R4_MC05g06692	172.642	207.342
MvSl-1064-A2-R4_MC05g06693	32.7415	34.9956
MvSl-1064-A2-R4_MC05g06694	434.612	457.699
MvSl-1064-A2-R4_MC05g06695	23.7897	0
MvSl-1064-A2-R4_MC05g06696	37.8661	52.7074
MvSl-1064-A2-R4_MC05g06697	11	5.04724
MvSl-1064-A2-R4_MC05g06698	2.2525	0
MvSl-1064-A2-R4_MC05g06699	340.341	694.549
MvSl-1064-A2-R4_MC05g06700	509	378
MvSl-1064-A2-R4_MC05g06701	1151	1207
MvSl-1064-A2-R4_MC05g06702	26	44
MvSl-1064-A2-R4_MC05g06703	482.804	512.521
MvSl-1064-A2-R4_MC05g06704	1590.7	2263.61
MvSl-1064-A2-R4_MC05g06705	0	9.58124
MvSl-1064-A2-R4_MC05g06706	2302.45	4782.31
MvSl-1064-A2-R4_MC05g06707	3.01677	4.04489
MvSl-1064-A2-R4_MC05g06708	1081	1011
MvSl-1064-A2-R4_MC05g06709	1343	1167
MvSl-1064-A2-R4_MC05g06710	1404	1294
MvSl-1064-A2-R4_MC05g06711	286.825	292.839
MvSl-1064-A2-R4_MC05g06712	889.44	830.964
MvSl-1064-A2-R4_MC05g06713	1362.62	1429.22
MvSl-1064-A2-R4_MC05g06714	5134.93	5152.09
MvSl-1064-A2-R4_MC05g06715	56.9979	91.0036
MvSl-1064-A2-R4_MC05g06716	31.3392	39.1105
MvSl-1064-A2-R4_MC05g06717	398	313
MvSl-1064-A2-R4_MC05g06718	17.0903	7.20872
MvSl-1064-A2-R4_MC05g06719	1593	1366
MvSl-1064-A2-R4_MC05g06720	5837	4086
MvSl-1064-A2-R4_MC05g06721	2	1
MvSl-1064-A2-R4_MC05g06722	9372.5	10836.4
MvSl-1064-A2-R4_MC05g06723	88.5997	135.448
MvSl-1064-A2-R4_MC05g06724	526.2	385.368
MvSl-1064-A2-R4_MC05g06725	392.074	306.907
MvSl-1064-A2-R4_MC05g06726	73	41
MvSl-1064-A2-R4_MC05g06727	2173	1592
MvSl-1064-A2-R4_MC05g06728	18561	21592
MvSl-1064-A2-R4_MC05g06729	32.8023	49.1115
MvSl-1064-A2-R4_MC05g06730	632.156	838.873
MvSl-1064-A2-R4_MC05g06731	101	111.321
MvSl-1064-A2-R4_MC05g06732	2796	2650
MvSl-1064-A2-R4_MC05g06733	14759	13922
MvSl-1064-A2-R4_MC05g06734	2.17982	0.51116
MvSl-1064-A2-R4_MC05g06735	138.663	206.82
MvSl-1064-A2-R4_MC05g06736	139.01	115.502
MvSl-1064-A2-R4_MC05g06737	3595	4228
MvSl-1064-A2-R4_MC05g06738	3891	2434
MvSl-1064-A2-R4_MC05g06739	1799	7423
MvSl-1064-A2-R4_MC05g06740	1042	1000
MvSl-1064-A2-R4_MC05g06741	4891	4194
MvSl-1064-A2-R4_MC05g06742	3801	6004
MvSl-1064-A2-R4_MC05g06743	626	1086
MvSl-1064-A2-R4_MC05g06744	1018	1024
MvSl-1064-A2-R4_MC05g06745	1068.98	1201.74
MvSl-1064-A2-R4_MC05g06746	527	460
MvSl-1064-A2-R4_MC05g06747	684	801
MvSl-1064-A2-R4_MC05g06748	1247	1167
MvSl-1064-A2-R4_MC05g06749	1710	1395
MvSl-1064-A2-R4_MC05g06750	249	234
MvSl-1064-A2-R4_MC05g06751	3830	3430
MvSl-1064-A2-R4_MC05g06752	3438	2644
MvSl-1064-A2-R4_MC05g06753	4975	4883
MvSl-1064-A2-R4_MC05g06754	13410	12672
MvSl-1064-A2-R4_MC05g06755	681.554	973.989
MvSl-1064-A2-R4_MC05g06756	22.949	14.792
MvSl-1064-A2-R4_MC05g06757	674.96	743.444
MvSl-1064-A2-R4_MC05g06758	57	90
MvSl-1064-A2-R4_MC05g06759	164.361	169.719
MvSl-1064-A2-R4_MC05g06760	1284.24	1262.71
MvSl-1064-A2-R4_MC05g06761	2.17982	0.51116
MvSl-1064-A2-R4_MC05g06762	1	0
MvSl-1064-A2-R4_MC05g06763	6	9
MvSl-1064-A2-R4_MC05g06764	27	31
MvSl-1064-A2-R4_MC05g06765	1011	855
MvSl-1064-A2-R4_MC05g06766	2022	1753
MvSl-1064-A2-R4_MC05g06767	752	447
MvSl-1064-A2-R4_MC05g06768	2050	1658
MvSl-1064-A2-R4_MC05g06769	5861	4429
MvSl-1064-A2-R4_MC05g06770	744	383
MvSl-1064-A2-R4_MC05g06771	1525	1167
MvSl-1064-A2-R4_MC05g06772	5935	7258
MvSl-1064-A2-R4_MC05g06773	828	873
MvSl-1064-A2-R4_MC05g06774	301	232
MvSl-1064-A2-R4_MC05g06775	24	40
MvSl-1064-A2-R4_MC05g06776	1177	815
MvSl-1064-A2-R4_MC05g06777	10721	10232
MvSl-1064-A2-R4_MC05g06778	28692	23034
MvSl-1064-A2-R4_MC05g06779	1304	1424
MvSl-1064-A2-R4_MC05g06780	5813	6188
MvSl-1064-A2-R4_MC05g06781	6395	6935
MvSl-1064-A2-R4_MC05g06782	1372	1819
MvSl-1064-A2-R4_MC05g06783	2368	4673
MvSl-1064-A2-R4_MC05g06784	12869.4	19551.1
MvSl-1064-A2-R4_MC05g06785	43.0861	68.6451
MvSl-1064-A2-R4_MC05g06786	2.00188	5
MvSl-1064-A2-R4_MC05g06787	20	13
MvSl-1064-A2-R4_MC05g06788	2575	1692
MvSl-1064-A2-R4_MC05g06789	1684	1434
MvSl-1064-A2-R4_MC05g06790	1680	1678
MvSl-1064-A2-R4_MC05g06791	4249	3268
MvSl-1064-A2-R4_MC05g06792	6965	6012
MvSl-1064-A2-R4_MC05g06793	1075	1034
MvSl-1064-A2-R4_MC05g06794	2107	1855
MvSl-1064-A2-R4_MC05g06795	8.29235	14.9374
MvSl-1064-A2-R4_MC05g06796	202.033	245.654
MvSl-1064-A2-R4_MC05g06797	42.938	39.6403
MvSl-1064-A2-R4_MC05g06798	760	710
MvSl-1064-A2-R4_MC05g06799	37	40
MvSl-1064-A2-R4_MC05g06800	3	2
MvSl-1064-A2-R4_MC05g06801	748.231	661.767
MvSl-1064-A2-R4_MC05g06802	5387	4916
MvSl-1064-A2-R4_MC05g06803	1370	1308
MvSl-1064-A2-R4_MC05g06804	345	420
MvSl-1064-A2-R4_MC05g06805	2286	2482
MvSl-1064-A2-R4_MC05g06806	1252	1149
MvSl-1064-A2-R4_MC05g06807	288	178
MvSl-1064-A2-R4_MC05g06808	1640	1505
MvSl-1064-A2-R4_MC05g06809	16107	14875
MvSl-1064-A2-R4_MC05g06810	21905	18312
MvSl-1064-A2-R4_MC05g06811	1439	1072
MvSl-1064-A2-R4_MC05g06812	276	325
MvSl-1064-A2-R4_MC05g06813	4140	3488
MvSl-1064-A2-R4_MC05g06814	2110	1881
MvSl-1064-A2-R4_MC05g06815	3349	3055
MvSl-1064-A2-R4_MC05g06816	1903	1263
MvSl-1064-A2-R4_MC05g06817	2489	2612
MvSl-1064-A2-R4_MC05g06818	1926	1278
MvSl-1064-A2-R4_MC05g06819	2284	2087
MvSl-1064-A2-R4_MC05g06820	74	102
MvSl-1064-A2-R4_MC05g06821	8	7
MvSl-1064-A2-R4_MC05g06822	0	1
MvSl-1064-A2-R4_MC05g06823	832	886
MvSl-1064-A2-R4_MC05g06824	1433	1234
MvSl-1064-A2-R4_MC05g06825	5042	5278
MvSl-1064-A2-R4_MC05g06826	2963.39	3464.03
MvSl-1064-A2-R4_MC05g06827	697.701	511.459
MvSl-1064-A2-R4_MC05g06828	177	136
MvSl-1064-A2-R4_MC05g06829	1517.3	1476.04
MvSl-1064-A2-R4_MC05g06830	2584	2680
MvSl-1064-A2-R4_MC05g06831	313	358
MvSl-1064-A2-R4_MC05g06832	1642.26	1365.24
MvSl-1064-A2-R4_MC05g06833	1366	1475
MvSl-1064-A2-R4_MC05g06834	3146	3077
MvSl-1064-A2-R4_MC05g06835	2970	3244
MvSl-1064-A2-R4_MC05g06836	1598	1615
MvSl-1064-A2-R4_MC05g06837	2073	2074
MvSl-1064-A2-R4_MC05g06838	4224	4457
MvSl-1064-A2-R4_MC05g06839	234	218
MvSl-1064-A2-R4_MC05g06840	3458.75	2643.66
MvSl-1064-A2-R4_MC05g06841	3677.17	2932.11
MvSl-1064-A2-R4_MC05g06842	18	25
MvSl-1064-A2-R4_MC05g06843	778	714
MvSl-1064-A2-R4_MC05g06844	3660	3303
MvSl-1064-A2-R4_MC05g06845	727	551
MvSl-1064-A2-R4_MC05g06846	2311	2048
MvSl-1064-A2-R4_MC05g06847	260	265
MvSl-1064-A2-R4_MC05g06848	208	238
MvSl-1064-A2-R4_MC05g06849	436	364
MvSl-1064-A2-R4_MC05g06850	1692	1506
MvSl-1064-A2-R4_MC05g06851	1456	1456
MvSl-1064-A2-R4_MC05g06852	856	998
MvSl-1064-A2-R4_MC05g06853	762	1048
MvSl-1064-A2-R4_MC05g06854	1000	775
MvSl-1064-A2-R4_MC05g06855	3074	2194
MvSl-1064-A2-R4_MC05g06856	210	247
MvSl-1064-A2-R4_MC05g06857	35769	48511
MvSl-1064-A2-R4_MC05g06858	105	167
MvSl-1064-A2-R4_MC05g06859	5	4
MvSl-1064-A2-R4_MC05g06860	5	6
MvSl-1064-A2-R4_MC05g06861	116.841	138.486
MvSl-1064-A2-R4_MC05g06862	683	739
MvSl-1064-A2-R4_MC05g06863	211	188
MvSl-1064-A2-R4_MC05g06864	586	531
MvSl-1064-A2-R4_MC05g06865	1081	500
MvSl-1064-A2-R4_MC05g06866	2505	2346
MvSl-1064-A2-R4_MC05g06867	1086	1164
MvSl-1064-A2-R4_MC05g06868	296	296
MvSl-1064-A2-R4_MC05g06869	837	827
MvSl-1064-A2-R4_MC05g06870	2376	2145
MvSl-1064-A2-R4_MC05g06871	814.028	833.371
MvSl-1064-A2-R4_MC05g06872	3780	3920
MvSl-1064-A2-R4_MC05g06873	18998	15387
MvSl-1064-A2-R4_MC05g06874	4880	5423
MvSl-1064-A2-R4_MC05g06875	798	815
MvSl-1064-A2-R4_MC05g06876	1102	756
MvSl-1064-A2-R4_MC05g06877	1903	1957
MvSl-1064-A2-R4_MC05g06878	1249	1158
MvSl-1064-A2-R4_MC05g06879	3327	2964
MvSl-1064-A2-R4_MC05g06880	316	598
MvSl-1064-A2-R4_MC05g06881	44.0373	63.0441
MvSl-1064-A2-R4_MC05g06882	950	691
MvSl-1064-A2-R4_MC05g06883	2121	2024
MvSl-1064-A2-R4_MC05g06884	662	562
MvSl-1064-A2-R4_MC05g06885	15166	14771
MvSl-1064-A2-R4_MC05g06886	1846	1686
MvSl-1064-A2-R4_MC05g06887	8668	7979
MvSl-1064-A2-R4_MC05g06888	1307	1297
MvSl-1064-A2-R4_MC05g06889	4223	3410
MvSl-1064-A2-R4_MC05g06890	1825	1486
MvSl-1064-A2-R4_MC05g06891	4168	3955
MvSl-1064-A2-R4_MC05g06892	59	55
MvSl-1064-A2-R4_MC05g06893	1613	1587
MvSl-1064-A2-R4_MC05g06894	698	552
MvSl-1064-A2-R4_MC05g06895	2509	3265
MvSl-1064-A2-R4_MC05g06896	1649	1545
MvSl-1064-A2-R4_MC05g06897	74	95
MvSl-1064-A2-R4_MC05g06898	1196	1127
MvSl-1064-A2-R4_MC05g06899	3439.44	4965.11
MvSl-1064-A2-R4_MC05g06900	2323	2113
MvSl-1064-A2-R4_MC05g06901	889	695
MvSl-1064-A2-R4_MC05g06902	810	678
MvSl-1064-A2-R4_MC05g06903	941	1162
MvSl-1064-A2-R4_MC05g06904	1473	2346
MvSl-1064-A2-R4_MC05g06905	27.5753	53.3788
MvSl-1064-A2-R4_MC05g06906	12.6589	23.3654
MvSl-1064-A2-R4_MC05g06907	4865.66	6505.4
MvSl-1064-A2-R4_MC05g06908	145.297	168.147
MvSl-1064-A2-R4_MC05g06909	97.2611	114.333
MvSl-1064-A2-R4_MC05g06910	16701.4	21741.3
MvSl-1064-A2-R4_MC05g06911	8898	8703
MvSl-1064-A2-R4_MC05g06912	808	790
MvSl-1064-A2-R4_MC05g06913	3134	5069
MvSl-1064-A2-R4_MC05g06914	4775	7812
MvSl-1064-A2-R4_MC05g06915	1938	1892
MvSl-1064-A2-R4_MC05g06916	279	166
MvSl-1064-A2-R4_MC05g06917	2342	2023
MvSl-1064-A2-R4_MC05g06918	2608	2373
MvSl-1064-A2-R4_MC05g06919	2760	2481
MvSl-1064-A2-R4_MC05g06920	2476	2345
MvSl-1064-A2-R4_MC05g06921	1017	1121
MvSl-1064-A2-R4_MC05g06922	809	1024
MvSl-1064-A2-R4_MC05g06923	9981.99	7087.26
MvSl-1064-A2-R4_MC05g06924	1215	1204
MvSl-1064-A2-R4_MC05g06925	1722	1863
MvSl-1064-A2-R4_MC05g06926	191	186
MvSl-1064-A2-R4_MC05g06927	752	639
MvSl-1064-A2-R4_MC05g06928	304.718	377.785
MvSl-1064-A2-R4_MC05g06929	2757.49	2412.91
MvSl-1064-A2-R4_MC05g06930	0	0
MvSl-1064-A2-R4_MC05g06931	3	1
MvSl-1064-A2-R4_MC05g06932	2691	2326
MvSl-1064-A2-R4_MC05g06933	156	126
MvSl-1064-A2-R4_MC05g06934	1718	1054
MvSl-1064-A2-R4_MC05g06935	1814	1560
MvSl-1064-A2-R4_MC05g06936	1363	1346
MvSl-1064-A2-R4_MC05g06937	3999	4011
MvSl-1064-A2-R4_MC05g06938	3561	6704
MvSl-1064-A2-R4_MC05g06939	2312	2088
MvSl-1064-A2-R4_MC05g06940	1155	1105
MvSl-1064-A2-R4_MC05g06941	588	331
MvSl-1064-A2-R4_MC05g06942	4509	7039
MvSl-1064-A2-R4_MC05g06943	3780	3780
MvSl-1064-A2-R4_MC05g06944	40	47
MvSl-1064-A2-R4_MC05g06945	2911	3152
MvSl-1064-A2-R4_MC05g06946	1157	934
MvSl-1064-A2-R4_MC05g06947	2766	2356
MvSl-1064-A2-R4_MC05g06948	1508	1564
MvSl-1064-A2-R4_MC05g06949	700	866
MvSl-1064-A2-R4_MC05g06950	5467	3938
MvSl-1064-A2-R4_MC05g06951	22412	16022
MvSl-1064-A2-R4_MC05g06952	2606	1911
MvSl-1064-A2-R4_MC05g06953	8246	8011
MvSl-1064-A2-R4_MC05g06954	2358	2231
MvSl-1064-A2-R4_MC05g06955	766	652
MvSl-1064-A2-R4_MC05g06956	304	250
MvSl-1064-A2-R4_MC05g06957	2050	1515
MvSl-1064-A2-R4_MC05g06958	0	0
MvSl-1064-A2-R4_MC05g06959	37.1372	27.2815
MvSl-1064-A2-R4_MC05g06960	1077.37	836.851
