gene	MintM1	MintM2	MintM3	gene2	MvSlM1	MvSlM2
MinSal-1389-A1-17072018_C005g03748	203	259	73	MvSl-1064-A1-R4_MC04-1g05786	705	624
MinSal-1389-A1-17072018_C005g03749	649	638	383	MvSl-1064-A1-R4_MC04-1g05785	3832	3772
MinSal-1389-A1-17072018_C005g03752	548	483	181	MvSl-1064-A1-R4_MC04-1g05783	1281	762
MinSal-1389-A1-17072018_C005g03753	57	69	34	MvSl-1064-A1-R4_MC04-1g05782	1736	1549
MinSal-1389-A1-17072018_C005g03754	638	644	295	MvSl-1064-A1-R4_MC04-1g05781	1588	1485
MinSal-1389-A1-17072018_C005g03756	0	0	0	MvSl-1064-A1-R4_MC04-1g05775	226	263
MinSal-1389-A1-17072018_C005g03757	0	0	0	MvSl-1064-A1-R4_MC04-1g05774	2653	2392
MinSal-1389-A1-17072018_C005g03759	5073	5918	2793	MvSl-1064-A1-R4_MC04-1g05771	878	755
MinSal-1389-A1-17072018_C005g03760	4555	3726	3245	MvSl-1064-A1-R4_MC04-1g05770	3293	4056
MinSal-1389-A1-17072018_C005g03761	2202	2889	1356	MvSl-1064-A1-R4_MC04-1g05769	7139	6228
MinSal-1389-A1-17072018_C005g03762	10960	9230	7067	MvSl-1064-A1-R4_MC04-1g05768	5608	4421
MinSal-1389-A1-17072018_C005g03763	0	0	0	MvSl-1064-A1-R4_MC04-1g05767	1699	1392
MinSal-1389-A1-17072018_C005g03765	0	0	0	MvSl-1064-A1-R4_MC04-1g05764	125	70
MinSal-1389-A1-17072018_C005g03767	158	200	100	MvSl-1064-A1-R4_MC04-1g05763	1451	1325
MinSal-1389-A1-17072018_C005g03768	3529	4973	2687	MvSl-1064-A1-R4_MC04-1g05762	6925	6074
MinSal-1389-A1-17072018_C005g03770	134	242	107	MvSl-1064-A1-R4_MC04-1g05760	2703	2508
MinSal-1389-A1-17072018_C005g03771	0	0	0	MvSl-1064-A1-R4_MC04-1g05759	355	348
MinSal-1389-A1-17072018_C005g03774	0	0	0	MvSl-1064-A1-R4_MC04-1g05757	520	431
MinSal-1389-A1-17072018_C005g03777	0	0	0	MvSl-1064-A1-R4_MC04-1g05752	914	702
MinSal-1389-A1-17072018_C005g03778	1538	1865	794	MvSl-1064-A1-R4_MC04-1g05751	2450	1951
MinSal-1389-A1-17072018_C005g03779	422	587	219	MvSl-1064-A1-R4_MC04-1g05750	1999	2199
MinSal-1389-A1-17072018_C005g03780	0	0	0	MvSl-1064-A1-R4_MC04-1g05749	986	1037
MinSal-1389-A1-17072018_C005g03781	0	0	0	MvSl-1064-A1-R4_MC04-1g05748	4528	4895
MinSal-1389-A1-17072018_C005g03782	2068	2742	1198	MvSl-1064-A1-R4_MC04-1g05747	2104	1873
MinSal-1389-A1-17072018_C005g03783	211	260	228	MvSl-1064-A1-R4_MC04-1g05746	940	810
MinSal-1389-A1-17072018_C005g03784	0	0	0	MvSl-1064-A1-R4_MC04-1g05745	1428	980
MinSal-1389-A1-17072018_C005g03785	0	0	0	MvSl-1064-A1-R4_MC04-1g05744	814.188	801.76
MinSal-1389-A1-17072018_C005g03786	0	0	0	MvSl-1064-A1-R4_MC04-1g05741	2764	2449
MinSal-1389-A1-17072018_C005g03787	3138	4264	1691	MvSl-1064-A1-R4_MC04-1g05740	6041	6099
MinSal-1389-A1-17072018_C005g03788	1230	1310	654	MvSl-1064-A1-R4_MC04-1g05739	2950	3122
MinSal-1389-A1-17072018_C005g03789	350	434	188	MvSl-1064-A1-R4_MC04-1g05738	2273	1871
MinSal-1389-A1-17072018_C005g03790	7111	7718	3932	MvSl-1064-A1-R4_MC04-1g05737	6912	4434
MinSal-1389-A1-17072018_C005g03791	1	0	0	MvSl-1064-A1-R4_MC04-1g05736	3783	3857
MinSal-1389-A1-17072018_C005g03792	1732	1896	1232	MvSl-1064-A1-R4_MC04-1g05735	3687	1996
MinSal-1389-A1-17072018_C005g03793	0	0	0	MvSl-1064-A1-R4_MC04-1g05734	483	509
MinSal-1389-A1-17072018_C005g03794	69	97	35	MvSl-1064-A1-R4_MC04-1g05733	1070	1083
MinSal-1389-A1-17072018_C005g03795	154	217	82	MvSl-1064-A1-R4_MC04-1g05732	989	872
MinSal-1389-A1-17072018_C005g03796	6643	7532	4295	MvSl-1064-A1-R4_MC04-1g05731	7618	7669
MinSal-1389-A1-17072018_C005g03797	17	18	5	MvSl-1064-A1-R4_MC04-1g05730	888	790
MinSal-1389-A1-17072018_C005g03799	0	0	0	MvSl-1064-A1-R4_MC04-1g05728	4060	4142
MinSal-1389-A1-17072018_C005g03801	0	1	0	MvSl-1064-A1-R4_MC04-1g05727	1915	1659
MinSal-1389-A1-17072018_C005g03802	444	627	275	MvSl-1064-A1-R4_MC04-1g05726	2177	2372
MinSal-1389-A1-17072018_C005g03803	2	2	1	MvSl-1064-A1-R4_MC04-1g05725	11	5
MinSal-1389-A1-17072018_C005g03804	1371	1680	823	MvSl-1064-A1-R4_MC04-1g05724	1969	1972
MinSal-1389-A1-17072018_C005g03805	0	0	0	MvSl-1064-A1-R4_MC04-1g05723	690	719
MinSal-1389-A1-17072018_C005g03806	3012	3608	1784	MvSl-1064-A1-R4_MC04-1g05722	2179	1631
MinSal-1389-A1-17072018_C005g03809	0	0	0	MvSl-1064-A1-R4_MC04-1g05719	525	565
MinSal-1389-A1-17072018_C005g03811	336	419	185	MvSl-1064-A1-R4_MC04-1g05718	4083	3454
MinSal-1389-A1-17072018_C005g03812	300	348	182	MvSl-1064-A1-R4_MC04-1g05717	1192	768
MinSal-1389-A1-17072018_C005g03813	2520	2617	1960	MvSl-1064-A1-R4_MC04-1g05716	1745	1283
MinSal-1389-A1-17072018_C005g03815	1354	1563	663	MvSl-1064-A1-R4_MC04-1g05715	2742	2435
MinSal-1389-A1-17072018_C005g03816	1	1	0	MvSl-1064-A1-R4_MC04-1g05713	1440	1320
MinSal-1389-A1-17072018_C005g03817	0	0	0	MvSl-1064-A1-R4_MC04-1g05712	355	322
MinSal-1389-A1-17072018_C005g03818	802	883	526	MvSl-1064-A1-R4_MC04-1g05711	1419	1258
MinSal-1389-A1-17072018_C005g03819	161	153	116	MvSl-1064-A1-R4_MC04-1g05710	919	858
MinSal-1389-A1-17072018_C005g03820	218	260	79	MvSl-1064-A1-R4_MC04-1g05709	787	593
MinSal-1389-A1-17072018_C005g03821	0	0	1	MvSl-1064-A1-R4_MC04-1g05708	2307	2309
MinSal-1389-A1-17072018_C005g03822	0	0	0	MvSl-1064-A1-R4_MC04-1g05707	3	2
MinSal-1389-A1-17072018_C005g03823	0	0	0	MvSl-1064-A1-R4_MC04-1g05706	2	0
MinSal-1389-A1-17072018_C005g03824	847	1073	426	MvSl-1064-A1-R4_MC04-1g05705	1834	1609
MinSal-1389-A1-17072018_C005g03825	0	0	0	MvSl-1064-A1-R4_MC04-1g05702	4132	3265
MinSal-1389-A1-17072018_C005g03827	6743.35	4855.41	5087.84	MvSl-1064-A1-R4_MC04-1g05700	450	761
MinSal-1389-A1-17072018_C005g03828	994	1177	532	MvSl-1064-A1-R4_MC04-1g05699	2842	2252
MinSal-1389-A1-17072018_C005g03829	1752	1700	1506	MvSl-1064-A1-R4_MC04-1g05698	1923	1863
MinSal-1389-A1-17072018_C005g03830	2883	2270	2473	MvSl-1064-A1-R4_MC04-1g05697	1034	1365
MinSal-1389-A1-17072018_C005g03831	0	0	0	MvSl-1064-A1-R4_MC04-1g05696	466	467
MinSal-1389-A1-17072018_C005g03832	364	460	212	MvSl-1064-A1-R4_MC04-1g05695	1336	1212
MinSal-1389-A1-17072018_C005g03833	0	0	0	MvSl-1064-A1-R4_MC04-1g05694	566	521
MinSal-1389-A1-17072018_C005g03834	0	0	0	MvSl-1064-A1-R4_MC04-1g05693	2076	2368
MinSal-1389-A1-17072018_C005g03835	0	0	0	MvSl-1064-A1-R4_MC04-1g05692	590	436
MinSal-1389-A1-17072018_C005g03836	428	367	230	MvSl-1064-A1-R4_MC04-1g05691	1191	1570
MinSal-1389-A1-17072018_C005g03837	0	0	0	MvSl-1064-A1-R4_MC04-1g05690	2296	1906
MinSal-1389-A1-17072018_C005g03838	0	0	0	MvSl-1064-A1-R4_MC04-1g05689	1115	707
MinSal-1389-A1-17072018_C005g03839	431	720	473	MvSl-1064-A1-R4_MC04-1g05688	3295	1727
MinSal-1389-A1-17072018_C005g03840	18	25	20	MvSl-1064-A1-R4_MC04-1g05687	1610	1042
MinSal-1389-A1-17072018_C005g03841	2074	2194	1234	MvSl-1064-A1-R4_MC04-1g05686	5306	2098
MinSal-1389-A1-17072018_C005g03842	4051	4618	2615	MvSl-1064-A1-R4_MC04-1g05685	3682	3601
MinSal-1389-A1-17072018_C005g03844	0	0	0	MvSl-1064-A1-R4_MC02g04043	0	0
MinSal-1389-A1-17072018_C005g03847	829	857	421	MvSl-1064-A1-R4_MC04-1g05682	782	1127
MinSal-1389-A1-17072018_C005g03848	2736	3219	1583	MvSl-1064-A1-R4_MC04-1g05681	4463	6797
MinSal-1389-A1-17072018_C005g03850	2212	2738	600	MvSl-1064-A1-R4_MC04-1g05680	21509	46267
MinSal-1389-A1-17072018_C005g03851	924	1160	651	MvSl-1064-A1-R4_MC04-1g05679	1246	1564
MinSal-1389-A1-17072018_C005g03852	0	2	0	MvSl-1064-A1-R4_MC04-1g05678	315	314
MinSal-1389-A1-17072018_C005g03854	206	262	229	MvSl-1064-A1-R4_MC04-1g05676	2042	2294
MinSal-1389-A1-17072018_C005g03855	172.18	311.476	128.677	MvSl-1064-A1-R4_MC04-1g05675	3465	3841
MinSal-1389-A1-17072018_C005g03857	0	0	0	MvSl-1064-A1-R4_MC04-1g05674	507	720
MinSal-1389-A1-17072018_C005g03858	1103	1805	1038	MvSl-1064-A1-R4_MC04-1g05673	2863	3123
MinSal-1389-A1-17072018_C005g03859	873	920	399	MvSl-1064-A1-R4_MC04-1g05672	4280	5622
MinSal-1389-A1-17072018_C005g03860	266	411	177	MvSl-1064-A1-R4_MC04-1g05671	2245	4310
MinSal-1389-A1-17072018_C005g03861	3181	3082	1283	MvSl-1064-A1-R4_MC04-1g05670	1979	1834
MinSal-1389-A1-17072018_C005g03862	633	743	446	MvSl-1064-A1-R4_MC04-1g05669	4675	4053
MinSal-1389-A1-17072018_C005g03863	0	0	0	MvSl-1064-A1-R4_MC04-1g05668	2	1
MinSal-1389-A1-17072018_C005g03864	1743	1944	963	MvSl-1064-A1-R4_MC04-1g05667	3146	2471
MinSal-1389-A1-17072018_C005g03865	494	643	257	MvSl-1064-A1-R4_MC04-1g05666	1744	1659
MinSal-1389-A1-17072018_C005g03866	98	108	70	MvSl-1064-A1-R4_MC04-1g05665	1549	1285
MinSal-1389-A1-17072018_C005g03867	153	201	94	MvSl-1064-A1-R4_MC04-1g05664	561	482
MinSal-1389-A1-17072018_C005g03868	0	0	0	MvSl-1064-A1-R4_MC04-1g05663	1329	1144
MinSal-1389-A1-17072018_C005g03870	885	883	246	MvSl-1064-A1-R4_MC04-1g05661	460	511
MinSal-1389-A1-17072018_C005g03871	60	82	43	MvSl-1064-A1-R4_MC04-1g05660	1836	1607
MinSal-1389-A1-17072018_C005g03872	385	440	210	MvSl-1064-A1-R4_MC04-1g05659	6158	6898
MinSal-1389-A1-17072018_C005g03873	2242	2334	1227	MvSl-1064-A1-R4_MC04-1g05658	4311	3336
MinSal-1389-A1-17072018_C005g03874	0	0	0	MvSl-1064-A1-R4_MC04-1g05655	1459	1715
MinSal-1389-A1-17072018_C005g03875	960	1109	589	MvSl-1064-A1-R4_MC04-1g05654	3610	3707
MinSal-1389-A1-17072018_C005g03876	0	2	0	MvSl-1064-A1-R4_MC04-1g05653	1461	1234
MinSal-1389-A1-17072018_C005g03877	54	62	33	MvSl-1064-A1-R4_MC04-1g05652	1943	1358
MinSal-1389-A1-17072018_C005g03879	259	331	156	MvSl-1064-A1-R4_MC04-1g05650	3384	3137
MinSal-1389-A1-17072018_C005g03883	0	0	0	MvSl-1064-A1-R4_MC04-1g05646	1186	1069
MinSal-1389-A1-17072018_C005g03884	0	0	0	MvSl-1064-A1-R4_MC04-1g05645	38	33
MinSal-1389-A1-17072018_C005g03885	0	0	0	MvSl-1064-A1-R4_MC04-1g05644	3	9
MinSal-1389-A1-17072018_C005g03886	1093	1426	804	MvSl-1064-A1-R4_MC04-1g05643	3049	3025
MinSal-1389-A1-17072018_C005g03888	268	321	172	MvSl-1064-A1-R4_MC04-1g05642	1258	1228
MinSal-1389-A1-17072018_C005g03889	0	0	0	MvSl-1064-A1-R4_MC04-1g05641	1223	1096
MinSal-1389-A1-17072018_C005g03890	1801	1446	1931	MvSl-1064-A1-R4_MC04-1g05640	4988	6257
MinSal-1389-A1-17072018_C005g03891	1024	890	853	MvSl-1064-A1-R4_MC04-1g05639	1673	2421
MinSal-1389-A1-17072018_C005g03892	4960	5760	2679	MvSl-1064-A1-R4_MC04-1g05638	6476	6634
MinSal-1389-A1-17072018_C005g03893	150	130	127	MvSl-1064-A1-R4_MC04-1g05637	217	189
MinSal-1389-A1-17072018_C005g03894	845	1012	443	MvSl-1064-A1-R4_MC04-1g05635	388	264
MinSal-1389-A1-17072018_C005g03895	746	932	434	MvSl-1064-A1-R4_MC04-1g05634	4101	3820
MinSal-1389-A1-17072018_C005g03896	1493	1888	877	MvSl-1064-A1-R4_MC04-1g05633	1652	1383
MinSal-1389-A1-17072018_C005g03897	0	0	0	MvSl-1064-A1-R4_MC04-1g05632	2142	2601
MinSal-1389-A1-17072018_C005g03898	0	0	0	MvSl-1064-A1-R4_MC04-1g05631	2042	1917
MinSal-1389-A1-17072018_C005g03899	500	545	359	MvSl-1064-A1-R4_MC04-1g05630	2035	1543
MinSal-1389-A1-17072018_C005g03900	135	112	198	MvSl-1064-A1-R4_MC04-1g05629	340	336
MinSal-1389-A1-17072018_C005g03901	223	261	125	MvSl-1064-A1-R4_MC04-1g05628	1197	1083
MinSal-1389-A1-17072018_C005g03902	158	192	98	MvSl-1064-A1-R4_MC04-1g05627	1255	1206
MinSal-1389-A1-17072018_C005g03903	0	0	0	MvSl-1064-A1-R4_MC04-1g05626	7791	7943
MinSal-1389-A1-17072018_C005g03904	32927.4	29320.8	17536	MvSl-1064-A1-R4_MC04-1g05625	18476.1	20280.8
MinSal-1389-A1-17072018_C005g03905	399	465	214	MvSl-1064-A1-R4_MC04-1g05624	1672	2027
MinSal-1389-A1-17072018_C005g03906	3126	3913	1421	MvSl-1064-A1-R4_MC04-1g05623	7832	8336
MinSal-1389-A1-17072018_C005g03907	131	246	90	MvSl-1064-A1-R4_MC04-1g05622	958	1059
MinSal-1389-A1-17072018_C005g03908	642	700	443	MvSl-1064-A1-R4_MC04-1g05621	2059	3568
MinSal-1389-A1-17072018_C005g03909	307	310	166	MvSl-1064-A1-R4_MC04-1g05620	909	915
MinSal-1389-A1-17072018_C005g03913	3110	2837	2159	MvSl-1064-A1-R4_MC04-1g05618	525	774
MinSal-1389-A1-17072018_C005g03916	0	0	0	MvSl-1064-A1-R4_MC04-1g05616	971	2016
MinSal-1389-A1-17072018_C005g03917	1304	1382	679	MvSl-1064-A1-R4_MC04-1g05615	3377	3081
MinSal-1389-A1-17072018_C005g03918	56	90	54	MvSl-1064-A1-R4_MC04-1g05614	1975	1674
MinSal-1389-A1-17072018_C005g03919	167	193	56	MvSl-1064-A1-R4_MC04-1g05613	1756	1572
MinSal-1389-A1-17072018_C005g03920	99	204	36	MvSl-1064-A1-R4_MC04-1g05612	1503	1364
MinSal-1389-A1-17072018_C005g03921	2	0	0	MvSl-1064-A1-R4_MC04-1g05611	1078	853
MinSal-1389-A1-17072018_C005g03922	0	0	0	MvSl-1064-A1-R4_MC04-1g05610	1077	896
MinSal-1389-A1-17072018_C005g03923	161	196	99	MvSl-1064-A1-R4_MC04-1g05609	1649	1413
MinSal-1389-A1-17072018_C005g03924	1190	1156	594	MvSl-1064-A1-R4_MC04-1g05608	1548	1549
MinSal-1389-A1-17072018_C005g03926	987	1188	511	MvSl-1064-A1-R4_MC04-1g05607	2240	2782
MinSal-1389-A1-17072018_C005g03927	440	497	420	MvSl-1064-A1-R4_MC04-1g05606	1689	1975
MinSal-1389-A1-17072018_C005g03928	377	468	250	MvSl-1064-A1-R4_MC04-1g05605	982	909
MinSal-1389-A1-17072018_C005g03929	85	85	76	MvSl-1064-A1-R4_MC04-1g05603	401	304
MinSal-1389-A1-17072018_C005g03930	7653	7367	5157	MvSl-1064-A1-R4_MC04-1g05602	4812	4183
MinSal-1389-A1-17072018_C005g03931	3468	3980	2836	MvSl-1064-A1-R4_MC04-1g05601	3469	2904
MinSal-1389-A1-17072018_C005g03932	1338	1446	856	MvSl-1064-A1-R4_MC04-1g05600	3431	3200
MinSal-1389-A1-17072018_C005g03933	0	0	0	MvSl-1064-A1-R4_MC04-1g05599	967	1207
MinSal-1389-A1-17072018_C005g03934	1	1	0	MvSl-1064-A1-R4_MC04-1g05598	968	1000
MinSal-1389-A1-17072018_C005g03935	7327	7338	4786	MvSl-1064-A1-R4_MC04-1g05597	7135	8546
MinSal-1389-A1-17072018_C005g03936	1221	1514	754	MvSl-1064-A1-R4_MC04-1g05596	3085	3881
MinSal-1389-A1-17072018_C005g03938	2186	2779	1134	MvSl-1064-A1-R4_MC04-1g05595	6704	7055
MinSal-1389-A1-17072018_C005g03939	123	143	74	MvSl-1064-A1-R4_MC04-1g05594	994	1091
MinSal-1389-A1-17072018_C005g03940	3739	3707	2911	MvSl-1064-A1-R4_MC04-1g05593	5945	4180
MinSal-1389-A1-17072018_C005g03941	77	77	23	MvSl-1064-A1-R4_MC04-1g05592	1558	1270
MinSal-1389-A1-17072018_C005g03943	0	0	0	MvSl-1064-A1-R4_MC04-1g05590	2158	2492
MinSal-1389-A1-17072018_C005g03945	257	327	197	MvSl-1064-A1-R4_MC04-1g05589	1259	1029
MinSal-1389-A1-17072018_C005g03946	209	326	114	MvSl-1064-A1-R4_MC04-1g05587	876	1054
MinSal-1389-A1-17072018_C005g03947	0	0	0	MvSl-1064-A1-R4_MC04-1g05586	6	11
MinSal-1389-A1-17072018_C005g03948	3981	4071	1915	MvSl-1064-A1-R4_MC04-1g05585	13569	14292
MinSal-1389-A1-17072018_C005g03949	252	346	128	MvSl-1064-A1-R4_MC04-1g05584	2122	1965
MinSal-1389-A1-17072018_C005g03950	0	0	0	MvSl-1064-A1-R4_MC04-1g05583	216	124
MinSal-1389-A1-17072018_C005g03951	166	271	82	MvSl-1064-A1-R4_MC04-1g05582	2956	3107
MinSal-1389-A1-17072018_C005g03953	2311	1961	1385	MvSl-1064-A1-R4_MC04-1g05579	6957	7589
MinSal-1389-A1-17072018_C005g03956	44	67	39	MvSl-1064-A1-R4_MC04-1g05578	1036	1182
MinSal-1389-A1-17072018_C005g03957	562	694	496	MvSl-1064-A1-R4_MC04-1g05577	798	704
MinSal-1389-A1-17072018_C005g03958	0	0	0	MvSl-1064-A1-R4_MC04-1g05576	260	293
MinSal-1389-A1-17072018_C005g03959	0	0	0	MvSl-1064-A1-R4_MC04-1g05575	7342	8418
MinSal-1389-A1-17072018_C005g03960	928	1036	628	MvSl-1064-A1-R4_MC04-1g05574	5807	3284
MinSal-1389-A1-17072018_C005g03961	392	509	285	MvSl-1064-A1-R4_MC04-1g05573	1343	956
MinSal-1389-A1-17072018_C005g03962	370	327	263	MvSl-1064-A1-R4_MC04-1g05570	1627	2254
MinSal-1389-A1-17072018_C005g03966	320.162	249.591	253.163	MvSl-1064-A1-R4_MC02g03288	349.397	253.684
MinSal-1389-A1-17072018_C005g03967	0	0	0	MvSl-1064-A1-R4_MC04-1g05701	3203	3247
MinSal-1389-A1-17072018_C005g03970	741	824	410	MvSl-1064-A1-R4_MC04-1g05569	282	266
MinSal-1389-A1-17072018_C005g03971	117	181	90	MvSl-1064-A1-R4_MC04-1g05568	2203	2216
MinSal-1389-A1-17072018_C005g03972	497	518	276	MvSl-1064-A1-R4_MC04-1g05567	3335	3121
MinSal-1389-A1-17072018_C005g03973	1053	831	641	MvSl-1064-A1-R4_MC04-1g05566	2511	3442
MinSal-1389-A1-17072018_C005g03974	1045	749	742	MvSl-1064-A1-R4_MC04-1g05565	1150	1218
MinSal-1389-A1-17072018_C005g03975	1022.2	878.147	587.815	MvSl-1064-A1-R4_MC04-1g05564	673	470
MinSal-1389-A1-17072018_C005g03976	198	144	99	MvSl-1064-A1-R4_MC04-1g05563	540	499
MinSal-1389-A1-17072018_C005g03977	2199	1965	1704	MvSl-1064-A1-R4_MC04-1g05562	3979	3170
MinSal-1389-A1-17072018_C005g03978	0	0	0	MvSl-1064-A1-R4_MC04-1g05561	2	2
MinSal-1389-A1-17072018_C005g03979	109	143	97	MvSl-1064-A1-R4_MC04-1g05559	3948	3074
MinSal-1389-A1-17072018_C005g03980	769	622	343	MvSl-1064-A1-R4_MC04-1g05558	4991	5050
MinSal-1389-A1-17072018_C005g03981	72	135	47	MvSl-1064-A1-R4_MC04-1g05557	3747	3180
MinSal-1389-A1-17072018_C005g03982	1	6	2	MvSl-1064-A1-R4_MC04-1g05556	1615	1375
MinSal-1389-A1-17072018_C005g03983	18394	14216	13992	MvSl-1064-A1-R4_MC04-1g05555	2935	2251
MinSal-1389-A1-17072018_C005g03984	557	655	288	MvSl-1064-A1-R4_MC04-1g05552	924	804
MinSal-1389-A1-17072018_C005g03985	1	0	0	MvSl-1064-A1-R4_MC04-1g05551	51	47
MinSal-1389-A1-17072018_C005g03986	452	551	275	MvSl-1064-A1-R4_MC04-1g05550	394	390
MinSal-1389-A1-17072018_C005g03987	533	619	293	MvSl-1064-A1-R4_MC04-1g05549	1066	963
MinSal-1389-A1-17072018_C005g03988	0	0	0	MvSl-1064-A1-R4_MC04-1g05548	64	67
MinSal-1389-A1-17072018_C005g03989	0	0	0	MvSl-1064-A1-R4_MC04-1g05547	62	61
MinSal-1389-A1-17072018_C005g03991	700	853	519	MvSl-1064-A1-R4_MC04-1g05542	1767	1614
MinSal-1389-A1-17072018_C005g03992	0	0	0	MvSl-1064-A1-R4_MC04-1g05541	437	369
MinSal-1389-A1-17072018_C005g03993	0	0	0	MvSl-1064-A1-R4_MC04-1g05540	562.532	464.164
MinSal-1389-A1-17072018_C005g03994	0	0	0	MvSl-1064-A1-R4_MC04-1g05535	1740	1594
MinSal-1389-A1-17072018_C005g03995	1113	1419	637	MvSl-1064-A1-R4_MC04-1g05534	3509	2943
MinSal-1389-A1-17072018_C005g03996	447	413	275	MvSl-1064-A1-R4_MC04-1g05532	1326	1151
MinSal-1389-A1-17072018_C005g03997	796	845	444	MvSl-1064-A1-R4_MC04-1g05531	836	706
MinSal-1389-A1-17072018_C005g03998	255	325	133	MvSl-1064-A1-R4_MC04-1g05530	1012	1006
MinSal-1389-A1-17072018_C005g03999	1306	1297	834	MvSl-1064-A1-R4_MC04-1g05529	2465	2353
MinSal-1389-A1-17072018_C005g04000	0	0	0	MvSl-1064-A1-R4_MC04-1g05528	890	1320
MinSal-1389-A1-17072018_C005g04005	1	0	0	MvSl-1064-A1-R4_MC04-1g05523	2262	3158
MinSal-1389-A1-17072018_C005g04007	503	677	242	MvSl-1064-A1-R4_MC04-1g05520	1607	1582
MinSal-1389-A1-17072018_C005g04010	0	0	0	MvSl-1064-A1-R4_MC04-1g05517	12	5
MinSal-1389-A1-17072018_C005g04011	144	227	79	MvSl-1064-A1-R4_MC04-1g05516	772	616
MinSal-1389-A1-17072018_C005g04012	111	177	82	MvSl-1064-A1-R4_MC04-1g05515	1399	1494
MinSal-1389-A1-17072018_C005g04013	89	124	55	MvSl-1064-A1-R4_MC04-1g05514	1113	764
MinSal-1389-A1-17072018_C005g04014	1972	2316	560	MvSl-1064-A1-R4_MC04-1g05513	7397	7169
MinSal-1389-A1-17072018_C005g04015	2853	3145	2093	MvSl-1064-A1-R4_MC04-1g05512	2427	2928
MinSal-1389-A1-17072018_C005g04026	0	0	0	MvSl-1064-A1-R4_MC04-1g05498	542	588
MinSal-1389-A1-17072018_C005g04027	1113	1504	672	MvSl-1064-A1-R4_MC04-1g05497	3571	3266
MinSal-1389-A1-17072018_C005g04028	1476	1890	771	MvSl-1064-A1-R4_MC04-1g05496	6284	4640
MinSal-1389-A1-17072018_C005g04029	0	0	0	MvSl-1064-A1-R4_MC04-1g05491	1580	1475
MinSal-1389-A1-17072018_C005g04031	368	426	205	MvSl-1064-A1-R4_MC04-1g05489	2247	2290
MinSal-1389-A1-17072018_C005g04032	0	0	0	MvSl-1064-A1-R4_MC04-1g05488	1165	1414
MinSal-1389-A1-17072018_C005g04033	0	11	2	MvSl-1064-A1-R4_MC04-1g05487	6334	8019
MinSal-1389-A1-17072018_C005g04034	347	448	199	MvSl-1064-A1-R4_MC04-1g05481	2590	2512
MinSal-1389-A1-17072018_C005g04035	8675	9424	5410	MvSl-1064-A1-R4_MC04-1g05480	7935	7418
MinSal-1389-A1-17072018_C005g04036	1542	1520	1424	MvSl-1064-A1-R4_MC04-1g05479	6091	5761
MinSal-1389-A1-17072018_C005g04037	85	110	51	MvSl-1064-A1-R4_MC04-1g05478	2783	2475
MinSal-1389-A1-17072018_C005g04038	2883	2740	1781	MvSl-1064-A1-R4_MC04-1g05476	14048	15816
MinSal-1389-A1-17072018_C005g04039	19	27	9	MvSl-1064-A1-R4_MC04-1g05475	255	209
MinSal-1389-A1-17072018_C005g04040	0	0	0	MvSl-1064-A1-R4_MC04-1g05474	7206	11213
MinSal-1389-A1-17072018_C005g04041	251	326	141	MvSl-1064-A1-R4_MC04-1g05473	1376	1800
MinSal-1389-A1-17072018_C005g04043	66	51	47	MvSl-1064-A1-R4_MC04-1g05471	135	168
MinSal-1389-A1-17072018_C005g04045	153	171	100	MvSl-1064-A1-R4_MC04-1g05465	1692	1195
MinSal-1389-A1-17072018_C005g04046	2528	3043	1152	MvSl-1064-A1-R4_MC04-1g05464	3082	2805
MinSal-1389-A1-17072018_C005g04047	692	675	350	MvSl-1064-A1-R4_MC04-1g05460	1977	1962
MinSal-1389-A1-17072018_C005g04048	664	943	448	MvSl-1064-A1-R4_MC04-1g05459	1164	981
MinSal-1389-A1-17072018_C005g04049	144	184	100	MvSl-1064-A1-R4_MC04-1g05458	553	467
MinSal-1389-A1-17072018_C005g04051	180	239	132	MvSl-1064-A1-R4_MC04-1g05454	970	958
MinSal-1389-A1-17072018_C005g04052	1425	1880	704	MvSl-1064-A1-R4_MC04-1g05453	6822	5869
MinSal-1389-A1-17072018_C005g04053	575	698	126	MvSl-1064-A1-R4_MC04-1g05452	250	217
MinSal-1389-A1-17072018_C005g04054	1944	2168	778	MvSl-1064-A1-R4_MC04-1g05451	1375	1419
MinSal-1389-A1-17072018_C005g04055	325	430	169	MvSl-1064-A1-R4_MC04-1g05450	632	480
MinSal-1389-A1-17072018_C005g04056	0	0	0	MvSl-1064-A1-R4_MC04-1g05449	631	586
MinSal-1389-A1-17072018_C005g04058	656	573	440	MvSl-1064-A1-R4_MC04-1g05441	3685	3665
MinSal-1389-A1-17072018_C005g04059	664	704	441	MvSl-1064-A1-R4_MC04-1g05440	1671	1634
MinSal-1389-A1-17072018_C005g04060	182	291	132	MvSl-1064-A1-R4_MC04-1g05439	507	371
MinSal-1389-A1-17072018_C005g04061	2426	2681	1585	MvSl-1064-A1-R4_MC04-1g05438	3736	3049
MinSal-1389-A1-17072018_C005g04068	1693.85	1713.84	978.214	MvSl-1064-A1-R4_MC02g03397	515.598	387.865
MinSal-1389-A1-17072018_C005g04080	396	377	179	MvSl-1064-A1-R4_MC04-1g05373	1833.34	1687.84
MinSal-1389-A1-17072018_C005g04081	2	0	0	MvSl-1064-A1-R4_MC04-1g05372	2292	2376
MinSal-1389-A1-17072018_C005g04082	1349	1354	661	MvSl-1064-A1-R4_MC04-1g05371	1945	1966
