a1	cdsa1	a2	cdsa2	cdsa2	prota1	prota2	protdiff
MvSl-1064-A1-R4_MC06g07469	234	MvSl-1064-A2-R4_MC06-2g07734	234	0	52	52	0
MvSl-1064-A1-R4_MC06g07470	495	MvSl-1064-A2-R4_MC06-2g07735	495	0	141	141	0
MvSl-1064-A1-R4_MC06g07471	2754	MvSl-1064-A2-R4_MC06-2g07736	2754	0	590	590	0
MvSl-1064-A1-R4_MC06g07472	2680	MvSl-1064-A2-R4_MC06-2g07737	2680	0	600	600	0
MvSl-1064-A1-R4_MC06g07473	572	MvSl-1064-A2-R4_MC06-2g07738	572	0	175	175	0
MvSl-1064-A1-R4_MC06g07474	2385	MvSl-1064-A2-R4_MC06-2g07739	2385	0	532	532	0
MvSl-1064-A1-R4_MC06g07475	3217	MvSl-1064-A2-R4_MC06-2g07740	3217	0	874	874	0
MvSl-1064-A1-R4_MC06g07476	3077	MvSl-1064-A2-R4_MC06-2g07741	3077	0	951	951	0
MvSl-1064-A1-R4_MC06g07477	2283	MvSl-1064-A2-R4_MC06-2g07742	2283	0	671	671	0
MvSl-1064-A1-R4_MC06g07478	3649	MvSl-1064-A2-R4_MC06-2g07743	3649	0	1038	1038	0
MvSl-1064-A1-R4_MC06g07479	1404	MvSl-1064-A2-R4_MC06-2g07744	1404	0	416	416	0
MvSl-1064-A1-R4_MC06g07480	3075	MvSl-1064-A2-R4_MC06-2g07745	3075	0	958	958	0
MvSl-1064-A1-R4_MC06g07481	1491	MvSl-1064-A2-R4_MC06-2g07746	1492	-1	392	392	0
MvSl-1064-A1-R4_MC06g07482	2107	MvSl-1064-A2-R4_MC06-2g07747	2107	0	456	456	0
MvSl-1064-A1-R4_MC06g07483	273	MvSl-1064-A2-R4_MC06-2g07748	273	0	90	90	0
MvSl-1064-A1-R4_MC06g07484	974	MvSl-1064-A2-R4_MC06-2g07749	974	0	258	258	0
MvSl-1064-A1-R4_MC06g07485	891	MvSl-1064-A2-R4_MC06-2g07750	891	0	270	270	0
MvSl-1064-A1-R4_MC06g07488	2339	MvSl-1064-A2-R4_MC06-2g07753	2339	0	543	543	0
MvSl-1064-A1-R4_MC06g07489	976	MvSl-1064-A2-R4_MC06-2g07754	976	0	302	302	0
MvSl-1064-A1-R4_MC06g07490	3191	MvSl-1064-A2-R4_MC06-2g07755	3191	0	881	881	0
MvSl-1064-A1-R4_MC06g07491	705	MvSl-1064-A2-R4_MC06-2g07756	705	0	210	210	0
MvSl-1064-A1-R4_MC06g07492	2082	MvSl-1064-A2-R4_MC06-2g07757	2082	0	402	402	0
MvSl-1064-A1-R4_MC06g07493	2436	MvSl-1064-A2-R4_MC06-2g07758	2436	0	646	646	0
MvSl-1064-A1-R4_MC06g07494	6038	MvSl-1064-A2-R4_MC06-2g07759	6038	0	1823	1823	0
MvSl-1064-A1-R4_MC06g07495	796	MvSl-1064-A2-R4_MC06-2g07760	796	0	227	227	0
MvSl-1064-A1-R4_MC06g07496	2456	MvSl-1064-A2-R4_MC06-2g07761	2456	0	706	706	0
MvSl-1064-A1-R4_MC06g07497	3289	MvSl-1064-A2-R4_MC06-2g07762	3289	0	1051	1051	0
MvSl-1064-A1-R4_MC06g07498	1669	MvSl-1064-A2-R4_MC06-2g07763	1669	0	367	367	0
MvSl-1064-A1-R4_MC06g07499	606	MvSl-1064-A2-R4_MC06-2g07764	606	0	136	136	0
MvSl-1064-A1-R4_MC06g07500	320	MvSl-1064-A2-R4_MC06-2g07765	320	0	72	72	0
MvSl-1064-A1-R4_MC06g07501	465	MvSl-1064-A2-R4_MC06-2g07766	465	0	154	154	0
MvSl-1064-A1-R4_MC06g07502	2117	MvSl-1064-A2-R4_MC06-2g07767	2117	0	554	554	0
MvSl-1064-A1-R4_MC06g07503	3615	MvSl-1064-A2-R4_MC06-2g07768	3615	0	1040	1040	0
MvSl-1064-A1-R4_MC06g07504	2035	MvSl-1064-A2-R4_MC06-2g07769	2035	0	321	321	0
MvSl-1064-A1-R4_MC06g07505	6176	MvSl-1064-A2-R4_MC06-2g07770	6176	0	1785	1785	0
MvSl-1064-A1-R4_MC06g07506	1912	MvSl-1064-A2-R4_MC06-2g07771	1912	0	454	454	0
MvSl-1064-A1-R4_MC06g07507	2719	MvSl-1064-A2-R4_MC06-2g07772	2719	0	690	690	0
MvSl-1064-A1-R4_MC06g07508	2860	MvSl-1064-A2-R4_MC06-2g07773	2860	0	873	873	0
MvSl-1064-A1-R4_MC06g07509	402	MvSl-1064-A2-R4_MC06-2g07774	402	0	133	133	0
MvSl-1064-A1-R4_MC06g07510	4948	MvSl-1064-A2-R4_MC06-2g07775	4948	0	1471	1471	0
MvSl-1064-A1-R4_MC06g07511	370	MvSl-1064-A2-R4_MC06-2g07776	370	0	106	106	0
MvSl-1064-A1-R4_MC06g07512	657	MvSl-1064-A2-R4_MC06-2g07777	657	0	114	114	0
MvSl-1064-A1-R4_MC06g07513	183	MvSl-1064-A2-R4_MC06-2g07778	183	0	60	60	0
MvSl-1064-A1-R4_MC06g07514	637	MvSl-1064-A2-R4_MC06-2g07779	637	0	160	160	0
MvSl-1064-A1-R4_MC06g07515	2697	MvSl-1064-A2-R4_MC06-2g07780	2697	0	667	667	0
MvSl-1064-A1-R4_MC06g07516	1141	MvSl-1064-A2-R4_MC06-2g07781	1141	0	282	282	0
MvSl-1064-A1-R4_MC06g07517	800	MvSl-1064-A2-R4_MC06-2g07782	800	0	201	201	0
MvSl-1064-A1-R4_MC06g07518	1322	MvSl-1064-A2-R4_MC06-2g07783	1322	0	342	342	0
MvSl-1064-A1-R4_MC06g07519	1462	MvSl-1064-A2-R4_MC06-2g07784	1462	0	304	304	0
MvSl-1064-A1-R4_MC06g07520	3290	MvSl-1064-A2-R4_MC06-2g07785	3290	0	954	954	0
MvSl-1064-A1-R4_MC06g07521	2210	MvSl-1064-A2-R4_MC06-2g07786	2210	0	653	653	0
MvSl-1064-A1-R4_MC06g07522	562	MvSl-1064-A2-R4_MC06-2g07787	562	0	105	105	0
MvSl-1064-A1-R4_MC06g07523	680	MvSl-1064-A2-R4_MC06-2g07788	680	0	169	169	0
MvSl-1064-A1-R4_MC06g07524	2447	MvSl-1064-A2-R4_MC06-2g07789	2447	0	717	717	0
MvSl-1064-A1-R4_MC06g07525	2334	MvSl-1064-A2-R4_MC06-2g07790	2334	0	612	612	0
MvSl-1064-A1-R4_MC06g07526	347	MvSl-1064-A2-R4_MC06-2g07791	347	0	53	53	0
MvSl-1064-A1-R4_MC06g07527	2446	MvSl-1064-A2-R4_MC06-2g07792	2446	0	735	735	0
MvSl-1064-A1-R4_MC06g07528	1697	MvSl-1064-A2-R4_MC06-2g07793	1697	0	405	405	0
MvSl-1064-A1-R4_MC06g07529	1946	MvSl-1064-A2-R4_MC06-2g07794	1946	0	591	591	0
MvSl-1064-A1-R4_MC06g07530	3039	MvSl-1064-A2-R4_MC06-2g07795	3039	0	903	903	0
MvSl-1064-A1-R4_MC06g07531	929	MvSl-1064-A2-R4_MC06-2g07796	929	0	174	174	0
MvSl-1064-A1-R4_MC06g07532	2368	MvSl-1064-A2-R4_MC06-2g07797	2368	0	716	716	0
MvSl-1064-A1-R4_MC06g07533	1616	MvSl-1064-A2-R4_MC06-2g07798	1616	0	327	327	0
MvSl-1064-A1-R4_MC06g07534	1001	MvSl-1064-A2-R4_MC06-2g07799	1001	0	181	181	0
MvSl-1064-A1-R4_MC06g07535	1431	MvSl-1064-A2-R4_MC06-2g07800	1431	0	437	437	0
MvSl-1064-A1-R4_MC06g07536	1835	MvSl-1064-A2-R4_MC06-2g07801	1835	0	399	399	0
MvSl-1064-A1-R4_MC06g07537	807	MvSl-1064-A2-R4_MC06-2g07802	807	0	237	237	0
MvSl-1064-A1-R4_MC06g07539	2427	MvSl-1064-A2-R4_MC06-2g07804	2427	0	719	719	0
MvSl-1064-A1-R4_MC06g07541	552	MvSl-1064-A2-R4_MC06-2g07806	552	0	101	101	0
MvSl-1064-A1-R4_MC06g07542	441	MvSl-1064-A2-R4_MC06-2g07807	441	0	115	115	0
MvSl-1064-A1-R4_MC06g07543	2684	MvSl-1064-A2-R4_MC06-2g07808	2684	0	763	763	0
MvSl-1064-A1-R4_MC06g07544	803	MvSl-1064-A2-R4_MC06-2g07809	803	0	200	200	0
MvSl-1064-A1-R4_MC06g07545	979	MvSl-1064-A2-R4_MC06-2g07810	979	0	270	270	0
MvSl-1064-A1-R4_MC06g07546	222	MvSl-1064-A2-R4_MC06-2g07811	222	0	73	73	0
MvSl-1064-A1-R4_MC06g07547	751	MvSl-1064-A2-R4_MC06-2g07812	751	0	230	230	0
MvSl-1064-A1-R4_MC07g07548	8398	MvSl-1064-A2-R4_MC07g07813	8377	21	2391	2384	7
MvSl-1064-A1-R4_MC07g07551	3115	MvSl-1064-A2-R4_MC07g07816	3115	0	693	693	0
MvSl-1064-A1-R4_MC07g07552	1612	MvSl-1064-A2-R4_MC07g07817	1612	0	484	484	0
MvSl-1064-A1-R4_MC07g07553	2465	MvSl-1064-A2-R4_MC07g07818	2465	0	645	645	0
MvSl-1064-A1-R4_MC07g07554	1629	MvSl-1064-A2-R4_MC07g07819	1629	0	345	345	0
MvSl-1064-A1-R4_MC07g07555	292	MvSl-1064-A2-R4_MC07g07820	292	0	81	81	0
MvSl-1064-A1-R4_MC07g07556	215	MvSl-1064-A2-R4_MC07g07821	215	0	41	41	0
MvSl-1064-A1-R4_MC07g07557	1579	MvSl-1064-A2-R4_MC07g07822	1579	0	363	363	0
MvSl-1064-A1-R4_MC07g07558	2039	MvSl-1064-A2-R4_MC07g07823	2039	0	329	329	0
MvSl-1064-A1-R4_MC07g07560	242	MvSl-1064-A2-R4_MC07g07825	242	0	65	65	0
MvSl-1064-A1-R4_MC07g07561	210	MvSl-1064-A2-R4_MC07g07826	210	0	69	69	0
MvSl-1064-A1-R4_MC07g07562	2763	MvSl-1064-A2-R4_MC07g07827	2763	0	821	821	0
MvSl-1064-A1-R4_MC07g07563	1177	MvSl-1064-A2-R4_MC07g07828	1177	0	271	271	0
MvSl-1064-A1-R4_MC07g07564	1165	MvSl-1064-A2-R4_MC07g07829	1165	0	273	273	0
MvSl-1064-A1-R4_MC07g07565	3437	MvSl-1064-A2-R4_MC07g07830	3437	0	1007	1007	0
MvSl-1064-A1-R4_MC07g07566	1319	MvSl-1064-A2-R4_MC07g07831	1319	0	416	416	0
MvSl-1064-A1-R4_MC07g07567	2472	MvSl-1064-A2-R4_MC07g07832	2472	0	562	562	0
MvSl-1064-A1-R4_MC07g07568	1356	MvSl-1064-A2-R4_MC07g07833	1356	0	352	352	0
MvSl-1064-A1-R4_MC07g07569	527	MvSl-1064-A2-R4_MC07g07834	527	0	99	99	0
MvSl-1064-A1-R4_MC07g07570	524	MvSl-1064-A2-R4_MC07g07835	524	0	158	158	0
MvSl-1064-A1-R4_MC07g07571	292	MvSl-1064-A2-R4_MC07g07836	292	0	82	82	0
MvSl-1064-A1-R4_MC07g07572	489	MvSl-1064-A2-R4_MC07g07837	489	0	124	124	0
MvSl-1064-A1-R4_MC07g07573	432	MvSl-1064-A2-R4_MC07g07838	432	0	55	55	0
MvSl-1064-A1-R4_MC07g07574	1787	MvSl-1064-A2-R4_MC07g07839	1787	0	522	522	0
MvSl-1064-A1-R4_MC07g07575	1580	MvSl-1064-A2-R4_MC07g07840	1580	0	410	410	0
MvSl-1064-A1-R4_MC07g07576	2443	MvSl-1064-A2-R4_MC07g07841	2443	0	599	599	0
MvSl-1064-A1-R4_MC07g07577	3080	MvSl-1064-A2-R4_MC07g07842	3080	0	658	658	0
MvSl-1064-A1-R4_MC07g07578	2677	MvSl-1064-A2-R4_MC07g07843	2677	0	502	502	0
MvSl-1064-A1-R4_MC07g07579	1270	MvSl-1064-A2-R4_MC07g07844	1270	0	244	244	0
MvSl-1064-A1-R4_MC07g07580	308	MvSl-1064-A2-R4_MC07g07845	308	0	40	40	0
MvSl-1064-A1-R4_MC07g07581	2736	MvSl-1064-A2-R4_MC07g07846	2736	0	867	867	0
MvSl-1064-A1-R4_MC07g07582	5650	MvSl-1064-A2-R4_MC07g07847	5650	0	1722	1722	0
MvSl-1064-A1-R4_MC07g07583	2228	MvSl-1064-A2-R4_MC07g07848	2228	0	582	582	0
MvSl-1064-A1-R4_MC07g07584	1100	MvSl-1064-A2-R4_MC07g07849	1100	0	339	339	0
MvSl-1064-A1-R4_MC07g07585	3054	MvSl-1064-A2-R4_MC07g07850	3054	0	957	957	0
MvSl-1064-A1-R4_MC07g07586	189	MvSl-1064-A2-R4_MC07g07851	189	0	62	62	0
MvSl-1064-A1-R4_MC07g07587	1781	MvSl-1064-A2-R4_MC07g07852	1781	0	386	386	0
MvSl-1064-A1-R4_MC07g07588	2993	MvSl-1064-A2-R4_MC07g07853	2993	0	975	975	0
MvSl-1064-A1-R4_MC07g07589	1573	MvSl-1064-A2-R4_MC07g07854	1573	0	363	363	0
MvSl-1064-A1-R4_MC07g07590	2364	MvSl-1064-A2-R4_MC07g07855	2364	0	568	568	0
MvSl-1064-A1-R4_MC07g07592	245	MvSl-1064-A2-R4_MC07g07857	245	0	53	53	0
MvSl-1064-A1-R4_MC07g07593	1281	MvSl-1064-A2-R4_MC07g07858	1282	-1	356	370	-14
MvSl-1064-A1-R4_MC07g07594	2318	MvSl-1064-A2-R4_MC07g07859	2318	0	603	603	0
MvSl-1064-A1-R4_MC07g07595	3052	MvSl-1064-A2-R4_MC07g07860	3052	0	627	627	0
MvSl-1064-A1-R4_MC07g07596	2877	MvSl-1064-A2-R4_MC07g07861	2877	0	791	791	0
MvSl-1064-A1-R4_MC07g07597	2418	MvSl-1064-A2-R4_MC07g07862	2418	0	592	592	0
MvSl-1064-A1-R4_MC07g07598	1584	MvSl-1064-A2-R4_MC07g07863	1584	0	419	419	0
MvSl-1064-A1-R4_MC07g07599	635	MvSl-1064-A2-R4_MC07g07864	635	0	197	197	0
MvSl-1064-A1-R4_MC07g07600	1366	MvSl-1064-A2-R4_MC07g07865	1366	0	345	345	0
MvSl-1064-A1-R4_MC07g07601	2007	MvSl-1064-A2-R4_MC07g07866	2007	0	443	443	0
MvSl-1064-A1-R4_MC07g07602	1824	MvSl-1064-A2-R4_MC07g07867	1824	0	429	429	0
MvSl-1064-A1-R4_MC07g07603	3363	MvSl-1064-A2-R4_MC07g07868	3363	0	913	913	0
MvSl-1064-A1-R4_MC07g07609	2038	MvSl-1064-A2-R4_MC07g07874	2038	0	441	441	0
MvSl-1064-A1-R4_MC07g07610	798	MvSl-1064-A2-R4_MC07g07875	798	0	265	265	0
MvSl-1064-A1-R4_MC07g07611	629	MvSl-1064-A2-R4_MC07g07876	629	0	87	87	0
MvSl-1064-A1-R4_MC07g07612	1201	MvSl-1064-A2-R4_MC07g07877	1201	0	268	268	0
MvSl-1064-A1-R4_MC07g07613	3767	MvSl-1064-A2-R4_MC07g07878	3767	0	914	914	0
MvSl-1064-A1-R4_MC07g07614	2710	MvSl-1064-A2-R4_MC07g07879	2710	0	750	750	0
MvSl-1064-A1-R4_MC07g07615	1719	MvSl-1064-A2-R4_MC07g07880	1719	0	448	448	0
MvSl-1064-A1-R4_MC07g07616	1047	MvSl-1064-A2-R4_MC07g07881	1048	-1	215	189	26
MvSl-1064-A1-R4_MC07g07617	1130	MvSl-1064-A2-R4_MC07g07882	1130	0	207	207	0
MvSl-1064-A1-R4_MC07g07618	1130	MvSl-1064-A2-R4_MC07g07883	1130	0	276	276	0
MvSl-1064-A1-R4_MC07g07619	1202	MvSl-1064-A2-R4_MC07g07884	1202	0	369	369	0
MvSl-1064-A1-R4_MC07g07620	1086	MvSl-1064-A2-R4_MC07g07885	1086	0	361	361	0
MvSl-1064-A1-R4_MC07g07621	2181	MvSl-1064-A2-R4_MC07g07886	2181	0	468	468	0
MvSl-1064-A1-R4_MC07g07622	1757	MvSl-1064-A2-R4_MC07g07887	1757	0	371	371	0
MvSl-1064-A1-R4_MC07g07623	2332	MvSl-1064-A2-R4_MC07g07888	2331	1	566	566	0
MvSl-1064-A1-R4_MC07g07624	1135	MvSl-1064-A2-R4_MC07g07889	1135	0	279	279	0
MvSl-1064-A1-R4_MC07g07625	1580	MvSl-1064-A2-R4_MC07g07890	1580	0	211	211	0
MvSl-1064-A1-R4_MC07g07626	6231	MvSl-1064-A2-R4_MC07g07891	6231	0	1491	1491	0
MvSl-1064-A1-R4_MC07g07627	2616	MvSl-1064-A2-R4_MC07g07892	2616	0	662	662	0
MvSl-1064-A1-R4_MC07g07628	813	MvSl-1064-A2-R4_MC07g07893	813	0	184	184	0
MvSl-1064-A1-R4_MC07g07629	1120	MvSl-1064-A2-R4_MC07g07894	1120	0	196	196	0
MvSl-1064-A1-R4_MC07g07630	3189	MvSl-1064-A2-R4_MC07g07895	3189	0	735	735	0
MvSl-1064-A1-R4_MC07g07631	3284	MvSl-1064-A2-R4_MC07g07896	3284	0	876	876	0
MvSl-1064-A1-R4_MC07g07632	2032	MvSl-1064-A2-R4_MC07g07897	2032	0	436	436	0
MvSl-1064-A1-R4_MC07g07633	2778	MvSl-1064-A2-R4_MC07g07898	2778	0	720	720	0
MvSl-1064-A1-R4_MC07g07634	1407	MvSl-1064-A2-R4_MC07g07899	1407	0	381	381	0
MvSl-1064-A1-R4_MC07g07635	1743	MvSl-1064-A2-R4_MC07g07900	1743	0	534	534	0
MvSl-1064-A1-R4_MC07g07636	444	MvSl-1064-A2-R4_MC07g07901	444	0	147	147	0
MvSl-1064-A1-R4_MC07g07637	1017	MvSl-1064-A2-R4_MC07g07902	1017	0	255	255	0
MvSl-1064-A1-R4_MC07g07638	1505	MvSl-1064-A2-R4_MC07g07903	1506	-1	306	306	0
MvSl-1064-A1-R4_MC07g07639	700	MvSl-1064-A2-R4_MC07g07904	700	0	169	169	0
MvSl-1064-A1-R4_MC07g07640	1702	MvSl-1064-A2-R4_MC07g07905	1702	0	419	419	0
MvSl-1064-A1-R4_MC07g07641	2515	MvSl-1064-A2-R4_MC07g07906	2515	0	689	689	0
MvSl-1064-A1-R4_MC07g07642	985	MvSl-1064-A2-R4_MC07g07907	985	0	230	230	0
MvSl-1064-A1-R4_MC07g07643	360	MvSl-1064-A2-R4_MC07g07908	360	0	119	119	0
MvSl-1064-A1-R4_MC07g07644	2194	MvSl-1064-A2-R4_MC07g07909	2194	0	623	623	0
MvSl-1064-A1-R4_MC07g07645	2245	MvSl-1064-A2-R4_MC07g07910	2245	0	676	676	0
MvSl-1064-A1-R4_MC07g07646	853	MvSl-1064-A2-R4_MC07g07911	853	0	224	224	0
MvSl-1064-A1-R4_MC07g07648	533	MvSl-1064-A2-R4_MC07g07913	533	0	150	150	0
MvSl-1064-A1-R4_MC07g07649	1739	MvSl-1064-A2-R4_MC07g07914	1739	0	470	470	0
MvSl-1064-A1-R4_MC07g07650	350	MvSl-1064-A2-R4_MC07g07915	349	1	89	89	0
MvSl-1064-A1-R4_MC07g07651	1730	MvSl-1064-A2-R4_MC07g07916	1730	0	448	448	0
MvSl-1064-A1-R4_MC07g07652	2541	MvSl-1064-A2-R4_MC07g07917	2541	0	647	647	0
MvSl-1064-A1-R4_MC07g07653	2517	MvSl-1064-A2-R4_MC07g07918	2517	0	633	633	0
MvSl-1064-A1-R4_MC07g07654	879	MvSl-1064-A2-R4_MC07g07919	879	0	198	198	0
MvSl-1064-A1-R4_MC07g07655	2829	MvSl-1064-A2-R4_MC07g07920	2829	0	813	813	0
MvSl-1064-A1-R4_MC07g07656	1101	MvSl-1064-A2-R4_MC07g07921	1101	0	283	283	0
MvSl-1064-A1-R4_MC07g07657	1772	MvSl-1064-A2-R4_MC07g07922	1772	0	427	427	0
MvSl-1064-A1-R4_MC07g07658	1437	MvSl-1064-A2-R4_MC07g07923	1437	0	440	440	0
MvSl-1064-A1-R4_MC07g07659	177	MvSl-1064-A2-R4_MC07g07924	177	0	58	58	0
MvSl-1064-A1-R4_MC07g07660	282	MvSl-1064-A2-R4_MC07g07925	282	0	93	93	0
MvSl-1064-A1-R4_MC07g07661	731	MvSl-1064-A2-R4_MC07g07926	731	0	171	171	0
MvSl-1064-A1-R4_MC07g07662	5492	MvSl-1064-A2-R4_MC07g07927	5492	0	1537	1537	0
MvSl-1064-A1-R4_MC07g07663	931	MvSl-1064-A2-R4_MC07g07928	931	0	183	183	0
MvSl-1064-A1-R4_MC07g07664	2054	MvSl-1064-A2-R4_MC07g07929	2054	0	472	472	0
MvSl-1064-A1-R4_MC07g07665	279	MvSl-1064-A2-R4_MC07g07930	279	0	92	92	0
MvSl-1064-A1-R4_MC07g07666	1058	MvSl-1064-A2-R4_MC07g07931	1058	0	251	251	0
MvSl-1064-A1-R4_MC07g07667	802	MvSl-1064-A2-R4_MC07g07932	802	0	157	157	0
MvSl-1064-A1-R4_MC07g07668	715	MvSl-1064-A2-R4_MC07g07933	715	0	137	137	0
MvSl-1064-A1-R4_MC07g07669	1966	MvSl-1064-A2-R4_MC07g07934	1966	0	630	630	0
MvSl-1064-A1-R4_MC07g07670	3414	MvSl-1064-A2-R4_MC07g07935	3414	0	988	988	0
MvSl-1064-A1-R4_MC07g07671	903	MvSl-1064-A2-R4_MC07g07936	903	0	222	222	0
MvSl-1064-A1-R4_MC07g07674	939	MvSl-1064-A2-R4_MC07g07939	939	0	312	312	0
MvSl-1064-A1-R4_MC07g07675	549	MvSl-1064-A2-R4_MC07g07940	549	0	182	182	0
MvSl-1064-A1-R4_MC07g07676	244	MvSl-1064-A2-R4_MC07g07941	244	0	55	55	0
MvSl-1064-A1-R4_MC07g07677	863	MvSl-1064-A2-R4_MC07g07942	863	0	209	209	0
MvSl-1064-A1-R4_MC07g07678	766	MvSl-1064-A2-R4_MC07g07943	766	0	174	174	0
MvSl-1064-A1-R4_MC07g07679	960	MvSl-1064-A2-R4_MC07g07944	960	0	319	319	0
MvSl-1064-A1-R4_MC07g07680	2878	MvSl-1064-A2-R4_MC07g07945	2878	0	765	765	0
MvSl-1064-A1-R4_MC07g07681	1335	MvSl-1064-A2-R4_MC07g07946	1335	0	268	268	0
MvSl-1064-A1-R4_MC07g07682	875	MvSl-1064-A2-R4_MC07g07947	875	0	266	266	0
MvSl-1064-A1-R4_MC07g07683	1275	MvSl-1064-A2-R4_MC07g07948	1275	0	360	360	0
MvSl-1064-A1-R4_MC07g07684	1565	MvSl-1064-A2-R4_MC07g07949	1565	0	330	330	0
MvSl-1064-A1-R4_MC07g07685	2067	MvSl-1064-A2-R4_MC07g07950	2067	0	486	486	0
MvSl-1064-A1-R4_MC07g07686	2176	MvSl-1064-A2-R4_MC07g07951	2176	0	538	538	0
MvSl-1064-A1-R4_MC07g07687	502	MvSl-1064-A2-R4_MC07g07952	502	0	91	91	0
MvSl-1064-A1-R4_MC07g07688	2037	MvSl-1064-A2-R4_MC07g07953	2037	0	484	484	0
MvSl-1064-A1-R4_MC07g07689	1922	MvSl-1064-A2-R4_MC07g07954	1922	0	510	510	0
MvSl-1064-A1-R4_MC07g07690	1903	MvSl-1064-A2-R4_MC07g07955	1903	0	468	468	0
MvSl-1064-A1-R4_MC07g07691	622	MvSl-1064-A2-R4_MC07g07956	622	0	149	149	0
MvSl-1064-A1-R4_MC07g07692	215	MvSl-1064-A2-R4_MC07g07957	215	0	54	54	0
MvSl-1064-A1-R4_MC07g07693	2047	MvSl-1064-A2-R4_MC07g07958	2047	0	472	472	0
MvSl-1064-A1-R4_MC07g07694	308	MvSl-1064-A2-R4_MC07g07959	308	0	77	77	0
MvSl-1064-A1-R4_MC07g07695	466	MvSl-1064-A2-R4_MC07g07960	466	0	81	81	0
MvSl-1064-A1-R4_MC07g07696	2142	MvSl-1064-A2-R4_MC07g07961	2142	0	560	560	0
MvSl-1064-A1-R4_MC07g07697	2557	MvSl-1064-A2-R4_MC07g07962	2557	0	771	771	0
MvSl-1064-A1-R4_MC07g07698	327	MvSl-1064-A2-R4_MC07g07963	327	0	108	108	0
MvSl-1064-A1-R4_MC07g07699	338	MvSl-1064-A2-R4_MC07g07964	338	0	87	87	0
MvSl-1064-A1-R4_MC07g07700	550	MvSl-1064-A2-R4_MC07g07965	550	0	117	117	0
MvSl-1064-A1-R4_MC07g07701	649	MvSl-1064-A2-R4_MC07g07966	649	0	102	102	0
MvSl-1064-A1-R4_MC07g07703	545	MvSl-1064-A2-R4_MC07g07968	545	0	138	138	0
MvSl-1064-A1-R4_MC07g07704	1425	MvSl-1064-A2-R4_MC07g07969	1425	0	369	369	0
MvSl-1064-A1-R4_MC07g07705	1967	MvSl-1064-A2-R4_MC07g07970	1967	0	546	546	0
MvSl-1064-A1-R4_MC07g07706	2593	MvSl-1064-A2-R4_MC07g07971	2593	0	676	676	0
MvSl-1064-A1-R4_MC07g07707	1806	MvSl-1064-A2-R4_MC07g07972	1806	0	548	548	0
MvSl-1064-A1-R4_MC07g07708	2332	MvSl-1064-A2-R4_MC07g07973	2332	0	512	512	0
MvSl-1064-A1-R4_MC07g07709	1765	MvSl-1064-A2-R4_MC07g07974	1765	0	532	532	0
MvSl-1064-A1-R4_MC07g07710	3339	MvSl-1064-A2-R4_MC07g07975	3339	0	912	912	0
MvSl-1064-A1-R4_MC07g07711	2625	MvSl-1064-A2-R4_MC07g07976	2625	0	616	616	0
MvSl-1064-A1-R4_MC07g07712	1659	MvSl-1064-A2-R4_MC07g07977	1659	0	490	490	0
MvSl-1064-A1-R4_MC07g07713	671	MvSl-1064-A2-R4_MC07g07978	671	0	154	154	0
MvSl-1064-A1-R4_MC07g07714	4036	MvSl-1064-A2-R4_MC07g07979	4036	0	1177	1177	0
MvSl-1064-A1-R4_MC07g07715	1833	MvSl-1064-A2-R4_MC07g07980	1833	0	488	488	0
MvSl-1064-A1-R4_MC07g07716	820	MvSl-1064-A2-R4_MC07g07981	820	0	229	229	0
MvSl-1064-A1-R4_MC07g07717	2848	MvSl-1064-A2-R4_MC07g07982	2848	0	898	898	0
MvSl-1064-A1-R4_MC07g07718	1009	MvSl-1064-A2-R4_MC07g07983	1009	0	261	261	0
MvSl-1064-A1-R4_MC07g07719	1315	MvSl-1064-A2-R4_MC07g07984	1315	0	252	252	0
MvSl-1064-A1-R4_MC07g07720	1955	MvSl-1064-A2-R4_MC07g07985	1955	0	531	531	0
MvSl-1064-A1-R4_MC07g07721	1371	MvSl-1064-A2-R4_MC07g07986	1371	0	310	310	0
MvSl-1064-A1-R4_MC07g07722	536	MvSl-1064-A2-R4_MC07g07987	536	0	135	135	0
MvSl-1064-A1-R4_MC07g07723	2266	MvSl-1064-A2-R4_MC07g07988	2266	0	600	600	0
MvSl-1064-A1-R4_MC07g07724	2081	MvSl-1064-A2-R4_MC07g07989	2081	0	461	461	0
MvSl-1064-A1-R4_MC07g07725	2994	MvSl-1064-A2-R4_MC07g07990	2994	0	697	697	0
MvSl-1064-A1-R4_MC07g07726	1353	MvSl-1064-A2-R4_MC07g07991	1353	0	450	450	0
MvSl-1064-A1-R4_MC07g07727	485	MvSl-1064-A2-R4_MC07g07992	485	0	106	106	0
MvSl-1064-A1-R4_MC07g07728	177	MvSl-1064-A2-R4_MC07g07993	177	0	58	58	0
MvSl-1064-A1-R4_MC07g07729	883	MvSl-1064-A2-R4_MC07g07994	883	0	239	239	0
MvSl-1064-A1-R4_MC07g07730	2696	MvSl-1064-A2-R4_MC07g07995	2696	0	748	748	0
MvSl-1064-A1-R4_MC07g07731	2756	MvSl-1064-A2-R4_MC07g07996	2756	0	669	669	0
MvSl-1064-A1-R4_MC07g07732	1551	MvSl-1064-A2-R4_MC07g07997	1551	0	371	371	0
MvSl-1064-A1-R4_MC07g07733	186	MvSl-1064-A2-R4_MC07g07998	186	0	61	61	0
MvSl-1064-A1-R4_MC07g07734	1643	MvSl-1064-A2-R4_MC07g07999	1643	0	431	431	0
