gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	bPARt8	youngold	DE	haploid
MvSl-1064-A1-R4_MC01-1g01856	390	129	387	1.007751938	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01857	2655	884	2652	1.001131222	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01858	423	140	420	1.007142857	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01859	6495	2164	6492	1.000462107	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01860	1044	347	1041	1.002881844	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01861	3981	1326	3978	1.000754148	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01862	444	147	441	1.006802721	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01863	3045	1014	3042	1.000986193	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01864	1014	337	1011	1.002967359	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01865	675	224	672	1.004464286	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01867	1746	581	1743	1.00172117	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01868	1320	439	1317	1.002277904	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01869	1968	655	1965	1.001526718	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01870	2400	799	2397	1.001251564	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01871	888	295	885	1.003389831	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01872	444	147	441	1.006802721	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01873	1575	524	1572	1.001908397	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01874	1779	592	1776	1.001689189	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01875	1398	465	1395	1.002150538	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01876	645	214	642	1.004672897	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01877	1002	333	999	1.003003003	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01878	888	295	885	1.003389831	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01879	1263	420	1260	1.002380952	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01880	666	221	663	1.004524887	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01881	1776	591	1773	1.001692047	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01882	4323	1440	4320	1.000694444	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01883	657	218	654	1.004587156	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01884	2697	898	2694	1.001113586	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01885	1008	335	1005	1.002985075	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01886	8034	2677	8031	1.000373552	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01887	2751	916	2748	1.001091703	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01888	540	179	537	1.005586592	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01889	1164	387	1161	1.002583979	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01890	4092	1363	4089	1.000733676	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01891	2085	694	2082	1.001440922	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01892	2760	919	2757	1.001088139	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01893	3354	1117	3351	1.000895255	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01894	1494	497	1491	1.002012072	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01895	534	177	531	1.005649718	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01896	3066	1021	3063	1.000979432	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01897	3540	1179	3537	1.000848176	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01898	255	84	252	1.011904762	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01899	963	320	960	1.003125	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01900	1482	493	1479	1.002028398	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01901	1911	636	1908	1.001572327	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01902	1365	454	1362	1.002202643	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01903	954	317	951	1.003154574	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01904	1017	338	1014	1.00295858	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01905	3648	1215	3645	1.000823045	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01906	2742	913	2739	1.00109529	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01907	3279	1092	3276	1.000915751	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01909	570	189	567	1.005291005	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01910	228	75	225	1.013333333	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01911	1299	432	1296	1.002314815	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01912	1008	335	1005	1.002985075	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01913	3222	1073	3219	1.000931966	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01915	2112	703	2109	1.001422475	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01916	2661	886	2658	1.001128668	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01918	3315	1104	3312	1.000905797	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01919	912	303	909	1.00330033	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01921	1779	592	1776	1.001689189	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01922	2346	781	2343	1.00128041	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01923	1191	396	1188	1.002525253	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01924	1947	648	1944	1.00154321	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01925	2772	923	2769	1.001083424	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01926	1545	514	1542	1.001945525	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01927	4920	1639	4917	1.000610128	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01928	3156	1051	3153	1.000951475	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01931	738	245	735	1.004081633	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01932	2838	945	2835	1.001058201	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01933	2025	674	2022	1.00148368	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01934	2478	825	2475	1.001212121	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01935	1872	623	1869	1.001605136	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01936	1497	498	1494	1.002008032	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01937	153	50	150	1.02	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01938	1038	345	1035	1.002898551	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01939	1335	444	1332	1.002252252	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01940	531	176	528	1.005681818	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01941	1296	431	1293	1.002320186	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01942	654	217	651	1.004608295	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01943	1542	513	1539	1.001949318	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01944	2070	689	2067	1.001451379	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01945	3231	1076	3228	1.000929368	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01946	1293	430	1290	1.002325581	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01947	597	198	594	1.005050505	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01948	1818	605	1815	1.001652893	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01949	897	298	894	1.003355705	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01950	3618	1205	3615	1.000829876	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01951	3519	1172	3516	1.000853242	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01952	987	328	984	1.00304878	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01953	675	224	672	1.004464286	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01954	2256	751	2253	1.001331558	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01955	297	98	294	1.010204082	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01956	399	132	396	1.007575758	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01957	921	306	918	1.003267974	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01958	2601	866	2598	1.001154734	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01959	1548	515	1545	1.001941748	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01960	762	253	759	1.003952569	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01961	165	54	162	1.018518519	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01962	1275	424	1272	1.002358491	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01963	264	87	261	1.011494253	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01964	276	91	273	1.010989011	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01965	633	210	630	1.004761905	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01966	2091	696	2088	1.001436782	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01967	1623	540	1620	1.001851852	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01968	885	294	882	1.003401361	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01969	2313	770	2310	1.001298701	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01970	624	207	621	1.004830918	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01971	141	46	138	1.02173913	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01972	5895	1964	5892	1.000509165	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01973	384	127	381	1.007874016	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01974	4575	1524	4572	1.000656168	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01975	2535	844	2532	1.001184834	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01978	231	76	228	1.013157895	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01982	348	115	345	1.008695652	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01983	318	105	315	1.00952381	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01984	900	299	897	1.003344482	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01985	1569	522	1566	1.001915709	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01986	366	121	363	1.008264463	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01987	2109	702	2106	1.001424501	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01988	3675	1224	3672	1.000816993	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01989	3930	1309	3927	1.000763942	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01990	3048	1015	3045	1.000985222	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01993	1383	460	1380	1.002173913	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g01994	174	57	171	1.01754386	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g01995	1626	541	1623	1.001848429	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01997	1110	369	1107	1.002710027	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01998	1293	430	1290	1.002325581	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g01999	204	67	201	1.014925373	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02000	1809	602	1806	1.00166113	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02001	1731	576	1728	1.001736111	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02002	1137	378	1134	1.002645503	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g02003	3492	1163	3489	1.000859845	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02005	570	189	567	1.005291005	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02008	1266	421	1263	1.002375297	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02009	1173	390	1170	1.002564103	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02010	1500	499	1497	1.002004008	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02011	3387	1128	3384	1.000886525	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02012	285	94	282	1.010638298	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g02013	288	95	285	1.010526316	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02014	552	183	549	1.005464481	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02015	2742	913	2739	1.00109529	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02016	876	291	873	1.003436426	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02017	1437	478	1434	1.00209205	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02018	3690	1229	3687	1.00081367	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02019	321	106	318	1.009433962	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02020	3162	1053	3159	1.000949668	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02021	4095	1364	4092	1.000733138	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02022	264	87	261	1.011494253	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g02023	102	33	99	1.03030303	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02024	165	54	162	1.018518519	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02025	378	125	375	1.008	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02026	1380	459	1377	1.002178649	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02029	3909	1302	3906	1.000768049	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02030	1422	473	1419	1.002114165	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02031	2073	690	2070	1.001449275	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02032	1686	561	1683	1.001782531	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02033	1215	404	1212	1.002475248	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02034	1104	367	1101	1.002724796	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02035	1239	412	1236	1.002427184	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02036	840	279	837	1.003584229	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02037	366	121	363	1.008264463	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02038	609	202	606	1.004950495	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02039	2889	962	2886	1.001039501	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02040	219	72	216	1.013888889	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02041	129	42	126	1.023809524	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02042	543	180	540	1.005555556	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02043	342	113	339	1.008849558	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02044	597	198	594	1.005050505	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02045	1590	529	1587	1.001890359	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02046	318	105	315	1.00952381	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g02047	237	78	234	1.012820513	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02048	243	80	240	1.0125	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02049	3996	1331	3993	1.000751315	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02050	369	122	366	1.008196721	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02051	2169	722	2166	1.001385042	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02052	2772	923	2769	1.001083424	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02053	1086	361	1083	1.002770083	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02054	1266	421	1263	1.002375297	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02055	306	101	303	1.00990099	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02056	549	182	546	1.005494505	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02057	1128	375	1125	1.002666667	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02058	4245	1414	4242	1.000707214	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02060	2352	783	2349	1.001277139	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02061	330	109	327	1.009174312	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02062	1824	607	1821	1.001647446	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02063	1410	469	1407	1.002132196	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02064	3279	1092	3276	1.000915751	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02065	279	92	276	1.010869565	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02067	975	324	972	1.00308642	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02068	4434	1477	4431	1.000677048	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02070	258	85	255	1.011764706	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g02071	837	278	834	1.003597122	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02072	2766	921	2763	1.001085776	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g02073	1314	437	1311	1.00228833	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02074	216	71	213	1.014084507	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02075	1650	549	1647	1.001821494	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02076	783	260	780	1.003846154	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02077	453	150	450	1.006666667	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02078	924	307	921	1.003257329	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02079	1209	402	1206	1.002487562	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02080	1200	399	1197	1.002506266	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02081	1098	365	1095	1.002739726	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02082	1983	660	1980	1.001515152	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02083	321	106	318	1.009433962	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g02084	1854	617	1851	1.001620746	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02085	828	275	825	1.003636364	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02086	1164	387	1161	1.002583979	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02087	2160	719	2157	1.001390821	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02088	3510	1169	3507	1.000855432	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02089	792	263	789	1.003802281	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02090	627	208	624	1.004807692	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02091	966	321	963	1.003115265	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02092	816	271	813	1.003690037	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02093	2817	938	2814	1.001066098	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02094	579	192	576	1.005208333	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02095	1344	447	1341	1.002237136	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02097	6111	2036	6108	1.000491159	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02098	153	50	150	1.02	Auto	Auto	Down	A1
MvSl-1064-A1-R4_MC01-1g02099	276	91	273	1.010989011	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02100	1602	533	1599	1.001876173	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02101	234	77	231	1.012987013	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02102	606	201	603	1.004975124	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02103	1713	570	1710	1.001754386	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02104	3051	1016	3048	1.000984252	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02105	1440	479	1437	1.002087683	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02106	1842	613	1839	1.001631321	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02107	852	283	849	1.003533569	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02108	1038	345	1035	1.002898551	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02109	639	212	636	1.004716981	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02110	1344	447	1341	1.002237136	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02111	627	208	624	1.004807692	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02112	324	107	321	1.009345794	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02113	1236	411	1233	1.00243309	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02114	462	153	459	1.006535948	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02115	870	289	867	1.003460208	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02116	2820	939	2817	1.001064963	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02117	432	143	429	1.006993007	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02118	2259	752	2256	1.001329787	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02119	291	96	288	1.010416667	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02120	2094	697	2091	1.00143472	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02121	480	159	477	1.006289308	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02122	1128	375	1125	1.002666667	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02123	732	243	729	1.004115226	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02124	495	164	492	1.006097561	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02125	816	271	813	1.003690037	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02126	153	50	150	1.02	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02127	669	222	666	1.004504505	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02128	1440	479	1437	1.002087683	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02129	1344	447	1341	1.002237136	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02130	1440	479	1437	1.002087683	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02131	2151	716	2148	1.001396648	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02132	4317	1438	4314	1.00069541	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02133	2037	678	2034	1.001474926	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02134	225	74	222	1.013513514	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02135	309	102	306	1.009803922	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02136	240	79	237	1.012658228	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02137	2598	865	2595	1.001156069	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02138	267	88	264	1.011363636	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02139	2739	912	2736	1.001096491	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02140	591	196	588	1.005102041	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02141	1875	624	1872	1.001602564	Auto	Auto	Up	A1
MvSl-1064-A1-R4_MC01-1g02142	1500	499	1497	1.002004008	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02143	840	279	837	1.003584229	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02144	108	35	105	1.028571429	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02145	1665	554	1662	1.001805054	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02146	999	332	996	1.003012048	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02147	1332	443	1329	1.002257336	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02148	1398	465	1395	1.002150538	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02149	1338	445	1335	1.002247191	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02150	1026	341	1023	1.002932551	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02151	1242	413	1239	1.002421308	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02152	240	79	237	1.012658228	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02154	483	160	480	1.00625	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02155	2877	958	2874	1.001043841	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02156	627	208	624	1.004807692	Auto	Auto	NON	A1
MvSl-1064-A1-R4_MC01-1g02157	1824	607	1821	1.001647446	Auto	Auto	NON	A1
