gida2	cdsa2	prota2	reversecdsa2	cdsa2expest	gida1	cdsa1	prota1	reversecdsa1	cdsa1expest	cdsratioa1a2	protratioa1a2	bPARt8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A2-R4_MC02g04158	195	64	192	1.015625	MvSl-1064-A1-R4_MC02g03880	195	64	192	1.015625	1.000	1.000	Auto	Auto	1687671	1689553	4.689623871	-0.170889581	0.474564993	0.999948201	4.62210091	4.580896789	4.772999696	4.770811857	NON
MvSl-1064-A2-R4_MC02g04159	765	189	567	1.349206349	MvSl-1064-A1-R4_MC02g03881	765	189	567	1.349206349	1.000	1.000	Auto	Auto	1689978	1693166	4.993880564	-0.092021375	0.694641443	0.999948201	4.940411813	4.953780547	4.933555773	5.137031601	NON
MvSl-1064-A2-R4_MC02g04160	487	136	408	1.193627451	MvSl-1064-A1-R4_MC02g03882	487	136	408	1.193627451	1.000	1.000	Auto	Auto	1694164	1698896	4.18580469	-0.055908472	0.835705796	0.999948201	4.261593274	4.045775561	4.258225207	4.166719121	NON
MvSl-1064-A2-R4_MC02g04162	2708	791	2373	1.141171513	MvSl-1064-A1-R4_MC02g03884	2708	791	2373	1.141171513	1.000	1.000	Auto	Auto	1699827	1702175	6.949397491	0.012717289	0.944476906	0.999948201	6.942585145	6.968773724	6.97759809	6.907626571	NON
MvSl-1064-A2-R4_MC02g04171	1260	270	810	1.555555556	MvSl-1064-A1-R4_MC02g03893	1260	270	810	1.555555556	1.000	1.000	Auto	Auto	1716811	1719158	4.21010124	-0.013423105	0.959679737	0.999948201	4.192363034	4.214263179	4.151871685	4.278792275	NON
MvSl-1064-A2-R4_MC02g04180	2349	782	2346	1.001278772	MvSl-1064-A1-R4_MC02g03902	2349	782	2346	1.001278772	1.000	1.000	Auto	Auto	1741514	1744931	5.608799552	0.014237153	0.944684859	0.999948201	5.602091548	5.629564271	5.508398199	5.689322793	NON
MvSl-1064-A2-R4_MC02g04181	1425	428	1284	1.109813084	MvSl-1064-A1-R4_MC02g03903	1425	428	1284	1.109813084	1.000	1.000	Auto	Auto	1745172	1746509	5.522109264	-0.120120959	0.562973094	0.999948201	5.482661652	5.43859911	5.549473659	5.611189055	NON
MvSl-1064-A2-R4_MC02g04182	1575	410	1230	1.280487805	MvSl-1064-A1-R4_MC02g03904	1575	410	1230	1.280487805	1.000	1.000	Auto	Auto	1746812	1748866	5.466399714	-0.131962128	0.541392721	0.999948201	5.297267434	5.493683626	5.617657818	5.437937737	NON
MvSl-1064-A2-R4_MC02g04183	1778	367	1101	1.61489555	MvSl-1064-A1-R4_MC02g03905	1778	367	1101	1.61489555	1.000	1.000	Auto	Auto	1749117	1751879	8.648204246	0.085377845	0.773455966	0.999948201	8.980146368	8.327153887	8.316815556	8.844938709	NON
MvSl-1064-A2-R4_MC02g04186	1052	281	843	1.247924081	MvSl-1064-A1-R4_MC02g03908	1052	281	843	1.247924081	1.000	1.000	Auto	Auto	1758270	1758912	4.374843794	0.031849208	0.907181234	0.999948201	4.158597701	4.590117403	4.437937985	4.275418627	NON
MvSl-1064-A2-R4_MC02g04188	2348	705	2115	1.110165485	MvSl-1064-A1-R4_MC02g03910	2348	705	2115	1.110165485	1.000	1.000	Auto	Auto	1763834	1766097	6.786453477	-0.057192272	0.754985723	0.999948201	6.829783566	6.681607801	6.85978973	6.768167901	NON
MvSl-1064-A2-R4_MC02g04190	2548	619	1857	1.372105547	MvSl-1064-A1-R4_MC02g03912	2548	619	1857	1.372105547	1.000	1.000	Auto	Auto	1768204	1771270	6.27691245	0.073238373	0.694350419	0.999948201	6.365608892	6.258615422	6.259582295	6.219979215	NON
MvSl-1064-A2-R4_MC02g04191	2669	727	2181	1.223750573	MvSl-1064-A1-R4_MC02g03913	2669	727	2181	1.223750573	1.000	1.000	Auto	Auto	1771376	1772914	5.603295419	-0.159102736	0.443176618	0.999948201	5.63469332	5.398923932	5.685308514	5.675311441	NON
MvSl-1064-A2-R4_MC02g04194	933	218	654	1.426605505	MvSl-1064-A1-R4_MC02g03916	933	218	654	1.426605505	1.000	1.000	Auto	Auto	1780790	1782811	8.102473903	0.050958116	0.829741463	0.999948201	7.976340483	8.264702954	8.234523943	7.899667887	NON
MvSl-1064-A2-R4_MC02g04195	1712	455	1365	1.254212454	MvSl-1064-A1-R4_MC02g03917	1712	455	1365	1.254212454	1.000	1.000	Auto	Auto	1783164	1783514	5.821494286	0.098220873	0.647440654	0.999948201	5.77361503	5.959846842	5.911846064	5.6165317	NON
MvSl-1064-A2-R4_MC02g04196	3239	860	2580	1.255426357	MvSl-1064-A1-R4_MC02g03918	3239	860	2580	1.255426357	1.000	1.000	Auto	Auto	1784446	1784991	6.765731905	0.125470341	0.489818288	0.999948201	6.78553259	6.867507264	6.673736699	6.729241778	NON
MvSl-1064-A2-R4_MC02g04198	1338	200	600	2.23	MvSl-1064-A1-R4_MC02g03920	1338	200	600	2.23	1.000	1.000	Auto	Auto	1786969	1789438	6.77911016	0.137311794	0.467231543	0.999948201	6.82575525	6.866242793	6.845074791	6.558633583	NON
MvSl-1064-A2-R4_MC02g04199	2055	591	1773	1.159052453	MvSl-1064-A1-R4_MC02g03921	2055	591	1773	1.159052453	1.000	1.000	Auto	Auto	1789842	1790830	4.392241154	-0.053080429	0.839160183	0.999948201	4.499335685	4.21823324	4.416660569	4.419925409	NON
MvSl-1064-A2-R4_MC02g04201	2029	651	1953	1.038914491	MvSl-1064-A1-R4_MC02g03923	2029	651	1953	1.038914491	1.000	1.000	Auto	Auto	1792078	1794641	7.637361519	-0.155587019	0.468083977	0.999948201	7.724518023	7.368576828	7.723124036	7.702756763	NON
MvSl-1064-A2-R4_MC02g04203	643	95	285	2.256140351	MvSl-1064-A1-R4_MC02g03925	643	95	285	2.256140351	1.000	1.000	Auto	Auto	1799210	1799458	12.02263945	-0.131515292	0.764598236	0.999948201	11.5490832	12.27204109	12.35710032	11.75414346	NON
MvSl-1064-A2-R4_MC02g04204	3175	882	2646	1.199924414	MvSl-1064-A1-R4_MC02g03926	3175	882	2646	1.199924414	1.000	1.000	Auto	Auto	1799897	1801957	7.019102413	0.146017189	0.432579879	0.999948201	7.090376312	7.090180076	6.99871884	6.887879372	NON
MvSl-1064-A2-R4_MC02g04206	912	281	843	1.081850534	MvSl-1064-A1-R4_MC02g03928	912	281	843	1.081850534	1.000	1.000	Auto	Auto	1804210	1805566	2.820823739	0.165479047	0.643804015	0.999948201	2.767785944	3.022779132	2.306653887	3.069311503	NON
MvSl-1064-A2-R4_MC02g04207	3067	998	2994	1.024382098	MvSl-1064-A1-R4_MC02g03929	3067	998	2994	1.024382098	1.000	1.000	Auto	Auto	1806126	1807610	5.939229747	0.109912865	0.608643712	0.999948201	5.775008491	6.182426586	5.907494489	5.858946827	NON
MvSl-1064-A2-R4_MC02g04209	4126	1282	3846	1.072802912	MvSl-1064-A1-R4_MC02g03931	4126	1282	3846	1.072802912	1.000	1.000	Auto	Auto	1808609	1809239	5.856030431	0.137212513	0.504902704	0.999948201	5.971334106	5.873116926	5.883323337	5.681697111	NON
MvSl-1064-A2-R4_MC02g04210	1375	392	1176	1.169217687	MvSl-1064-A1-R4_MC02g03932	1376	392	1176	1.170068027	1.001	1.000	Auto	Auto	1809364	1811013	4.158333582	-0.109442521	0.681703187	0.999948201	4.115248458	4.089777808	4.22013313	4.202686159	NON
MvSl-1064-A2-R4_MC02g04211	2022	332	996	2.030120482	MvSl-1064-A1-R4_MC02g03933	2022	332	996	2.030120482	1.000	1.000	Auto	Auto	1811379	1812803	8.38861273	0.063025958	0.803813717	0.999948201	8.634150713	8.167956277	8.249858955	8.456312184	NON
MvSl-1064-A2-R4_MC02g04213	546	181	543	1.005524862	MvSl-1064-A1-R4_MC02g03935	546	181	543	1.005524862	1.000	1.000	Auto	Auto	1821201	1823726	5.615490354	-0.099676773	0.691464034	0.999948201	5.231799291	5.834843318	5.858740307	5.439445828	NON
MvSl-1064-A2-R4_MC02g04214	1353	332	996	1.358433735	MvSl-1064-A1-R4_MC02g03936	1353	332	996	1.358433735	1.000	1.000	Auto	Auto	1826583	1828318	5.747544367	0.171167607	0.422753818	0.999948201	5.675555633	5.970477577	5.702992894	5.615197892	NON
MvSl-1064-A2-R4_MC02g04215	2470	630	1890	1.306878307	MvSl-1064-A1-R4_MC02g03937	2470	630	1890	1.306878307	1.000	1.000	Auto	Auto	1828686	1829959	7.164153469	-0.100468818	0.602783076	0.999948201	7.135553184	7.090180076	7.177868307	7.248160277	NON
MvSl-1064-A2-R4_MC02g04216	989	303	909	1.088008801	MvSl-1064-A1-R4_MC02g03938	989	303	909	1.088008801	1.000	1.000	Auto	Auto	1830920	1832167	0.76780811	-0.176098033	0.702342173	0.999948201	0.333290034	0.954753039	1.03289541	0.630114729	NON
MvSl-1064-A2-R4_MC02g04222	2061	374	1122	1.836898396	MvSl-1064-A1-R4_MC02g03944	2061	374	1122	1.836898396	1.000	1.000	Auto	Auto	1838919	1840403	6.187635526	-0.134798275	0.490002877	0.999948201	6.222808208	6.006506327	6.318129827	6.185345127	NON
MvSl-1064-A2-R4_MC02g04223	1555	479	1437	1.082115518	MvSl-1064-A1-R4_MC02g03945	1555	479	1437	1.082115518	1.000	1.000	Auto	Auto	1840628	1843449	5.326453164	0.060520385	0.793829691	0.999948201	5.24593689	5.458874024	5.455725201	5.116438349	NON
MvSl-1064-A2-R4_MC02g04226	1485	324	972	1.527777778	MvSl-1064-A1-R4_MC02g03948	1485	324	972	1.527777778	1.000	1.000	Auto	Auto	1845960	1847690	4.104624498	-0.120544202	0.662866298	0.999948201	4.101985555	3.981826756	4.016991507	4.295543186	NON
MvSl-1064-A2-R4_MC02g04227	250	62	186	1.344086022	MvSl-1064-A1-R4_MC02g03949	250	62	186	1.344086022	1.000	1.000	Auto	Auto	1847829	1848001	1.326132838	-0.017865988	0.968520545	0.999948201	1.481786447	1.133559888	0.751441924	1.748979932	NON
MvSl-1064-A2-R4_MC02g04229	1650	426	1278	1.291079812	MvSl-1064-A1-R4_MC02g03951	1650	426	1278	1.291079812	1.000	1.000	Auto	Auto	1849814	1850140	6.152142893	0.099844538	0.616845638	0.999948201	6.123479115	6.274907554	6.22764839	5.963272742	NON
MvSl-1064-A2-R4_MC02g04230	1425	307	921	1.54723127	MvSl-1064-A1-R4_MC02g03952	1425	307	921	1.54723127	1.000	1.000	Auto	Auto	1850195	1851499	7.564785526	0.141694122	0.478721501	0.999948201	7.642921728	7.624830831	7.529998552	7.45354163	NON
MvSl-1064-A2-R4_MC02g04231	7378	2272	6816	1.082453052	MvSl-1064-A1-R4_MC02g03953	7378	2272	6816	1.082453052	1.000	1.000	Auto	Auto	1853962	1856543	4.650522134	-0.189808766	0.574844755	0.999948201	4.984442157	3.93434883	4.44095216	4.990416571	NON
MvSl-1064-A2-R4_MC02g04233	1736	416	1248	1.391025641	MvSl-1064-A1-R4_MC02g03955	1736	416	1248	1.391025641	1.000	1.000	Auto	Auto	1860016	1862835	7.024304255	-0.085813886	0.646489916	0.999948201	7.048931919	6.909239073	7.082653699	7.050166273	NON
MvSl-1064-A2-R4_MC02g04236	2377	613	1839	1.292550299	MvSl-1064-A1-R4_MC02g03958	2377	613	1839	1.292550299	1.000	1.000	Auto	Auto	1874626	1875303	4.844481891	-0.045420287	0.848860131	0.999948201	4.735233808	4.902890309	4.847581776	4.885895224	NON
MvSl-1064-A2-R4_MC02g04237	390	129	387	1.007751938	MvSl-1064-A1-R4_MC02g03959	390	129	387	1.007751938	1.000	1.000	Auto	Auto	1875702	1877431	4.040178053	0.094622099	0.726751428	0.999948201	4.070556224	4.102720969	3.976019041	4.009095196	NON
MvSl-1064-A2-R4_MC02g04238	1272	370	1110	1.145945946	MvSl-1064-A1-R4_MC02g03960	1272	370	1110	1.145945946	1.000	1.000	Auto	Auto	1879956	1881712	6.935309598	0.05356998	0.797893866	0.999948201	6.732010694	7.159953067	7.037070021	6.766967225	NON
MvSl-1064-A2-R4_MC02g04240	1485	402	1206	1.231343284	MvSl-1064-A1-R4_MC02g03962	1485	402	1206	1.231343284	1.000	1.000	Auto	Auto	1883785	1886668	5.807281832	0.163217927	0.429370089	0.999948201	5.929400678	5.8425797	5.78237331	5.662454678	NON
MvSl-1064-A2-R4_MC02g04241	2822	825	2475	1.14020202	MvSl-1064-A1-R4_MC02g03963	2822	825	2475	1.14020202	1.000	1.000	Auto	Auto	1887370	1890259	4.865415659	0.058116726	0.839135349	0.999948201	5.196877065	4.511415833	4.608487449	5.032992785	NON
MvSl-1064-A2-R4_MC02g04243	1731	498	1494	1.158634538	MvSl-1064-A1-R4_MC02g03965	1731	498	1494	1.158634538	1.000	1.000	Auto	Auto	1892506	1894508	6.17492162	-0.049834825	0.805028003	0.999948201	6.261098742	6.029282109	6.322222264	6.065452301	NON
MvSl-1064-A2-R4_MC02g04245	1232	299	897	1.373467113	MvSl-1064-A1-R4_MC02g03967	1232	299	897	1.373467113	1.000	1.000	Auto	Auto	1896460	1897143	5.229047707	0.014608013	0.954622727	0.999948201	5.432329924	5.009824206	4.969485681	5.436428068	NON
MvSl-1064-A2-R4_MC02g04246	327	108	324	1.009259259	MvSl-1064-A1-R4_MC02g03968	327	108	324	1.009259259	1.000	1.000	Auto	Auto	1897539	1899607	3.44243709	0.185821931	0.532610296	0.999948201	3.615372345	3.444849997	3.318915466	3.376929199	NON
MvSl-1064-A2-R4_MC02g04247	1305	434	1302	1.002304147	MvSl-1064-A1-R4_MC02g03969	1305	434	1302	1.002304147	1.000	1.000	Auto	Auto	1899804	1902858	6.555994514	-0.025256529	0.896441673	0.999948201	6.466510774	6.616166366	6.684585823	6.442354506	NON
MvSl-1064-A2-R4_MC02g04249	2843	857	2571	1.10579541	MvSl-1064-A1-R4_MC02g03971	2843	857	2571	1.10579541	1.000	1.000	Auto	Auto	1905739	1908630	5.163395825	0.019729692	0.93038099	0.999948201	5.052669351	5.284305469	5.123754568	5.182769263	NON
MvSl-1064-A2-R4_MC02g04253	678	225	675	1.004444444	MvSl-1064-A1-R4_MC02g03975	678	225	675	1.004444444	1.000	1.000	Auto	Auto	1917831	1919164	4.313585819	-0.123124573	0.636689271	0.999948201	4.320036394	4.178032267	4.354079541	4.39215886	NON
MvSl-1064-A2-R4_MC02g04257	2885	617	1851	1.558616964	MvSl-1064-A1-R4_MC02g03979	2884	617	1851	1.558076715	1.000	1.000	Auto	Auto	1927989	1928365	9.678945432	0.162387993	0.575554094	0.999948201	9.782086741	9.733217781	9.520287177	9.666963574	NON
MvSl-1064-A2-R4_MC02g04258	2890	742	2226	1.298292902	MvSl-1064-A1-R4_MC02g03980	2890	742	2226	1.298292902	1.000	1.000	Auto	Auto	1929873	1931559	5.468634185	-0.060449847	0.77225805	0.999948201	5.43585802	5.440299612	5.505521831	5.491259756	NON
MvSl-1064-A2-R4_MC02g04259	1715	412	1236	1.387540453	MvSl-1064-A1-R4_MC02g03981	1715	412	1236	1.387540453	1.000	1.000	Auto	Auto	1931846	1932411	5.218145102	-0.106219082	0.635082893	0.999948201	5.126574283	5.200494227	5.336161224	5.2006659	NON
MvSl-1064-A2-R4_MC02g04260	2003	419	1257	1.593476531	MvSl-1064-A1-R4_MC02g03982	2003	419	1257	1.593476531	1.000	1.000	Auto	Auto	1932641	1932847	2.84305247	-0.137222885	0.718562309	0.999948201	3.174871914	2.216970801	2.687795851	3.100149928	NON
MvSl-1064-A2-R4_MC02g04261	690	134	402	1.71641791	MvSl-1064-A1-R4_MC02g03983	690	134	402	1.71641791	1.000	1.000	Auto	Auto	1932918	1934220	7.761825366	-0.186706181	0.442982071	0.999948201	7.388169193	7.897869056	8.028795686	7.650651361	NON
MvSl-1064-A2-R4_MC02g04262	684	164	492	1.390243902	MvSl-1064-A1-R4_MC02g03984	684	164	492	1.390243902	1.000	1.000	Auto	Auto	1936161	1940640	4.826207406	-0.208833554	0.434243389	0.999948201	4.37252666	4.99601607	4.950575482	4.901298513	NON
MvSl-1064-A2-R4_MC02g04264	3055	856	2568	1.189641745	MvSl-1064-A1-R4_MC02g03986	3055	856	2568	1.189641745	1.000	1.000	Auto	Auto	1942216	1942925	8.643464709	-0.027250472	0.910474836	0.999948201	8.610149864	8.64913281	8.692130233	8.621031424	NON
MvSl-1064-A2-R4_MC02g04266	2891	846	2538	1.139085894	MvSl-1064-A1-R4_MC02g03988	2892	846	2538	1.139479905	1.000	1.000	Auto	Auto	1944481	1948666	7.594342844	0.013329916	0.947839141	0.999948201	7.558456728	7.642296213	7.666306952	7.504500465	NON
MvSl-1064-A2-R4_MC02g04267	878	160	480	1.829166667	MvSl-1064-A1-R4_MC02g03989	878	160	480	1.829166667	1.000	1.000	Auto	Auto	1948997	1949849	5.307395682	0.157348469	0.502247686	0.999948201	5.237875234	5.516432008	5.377651239	5.058733369	NON
MvSl-1064-A2-R4_MC02g04268	2317	582	1746	1.327033219	MvSl-1064-A1-R4_MC02g03990	2317	582	1746	1.327033219	1.000	1.000	Auto	Auto	1950113	1951617	4.086215097	-0.023161933	0.932421307	0.999948201	4.132744767	4.014155453	4.012946228	4.177603695	NON
MvSl-1064-A2-R4_MC02g04271	2435	629	1887	1.290408055	MvSl-1064-A1-R4_MC02g03993	2435	629	1887	1.290408055	1.000	1.000	Auto	Auto	1957794	1958668	5.210876305	-0.153484345	0.491331688	0.999948201	5.07772735	5.18434962	5.268209329	5.301962903	NON
MvSl-1064-A2-R4_MC02g04272	1278	425	1275	1.002352941	MvSl-1064-A1-R4_MC02g03994	1278	425	1275	1.002352941	1.000	1.000	Auto	Auto	1959630	1963586	7.939416484	-0.025055274	0.906170286	0.999948201	7.916043347	7.937540456	7.941303686	7.962378738	NON
MvSl-1064-A2-R4_MC02g04273	1966	532	1596	1.231829574	MvSl-1064-A1-R4_MC02g03995	1966	532	1596	1.231829574	1.000	1.000	Auto	Auto	1964103	1966824	7.997641373	0.14023058	0.537044902	0.999948201	7.989004161	8.13919157	8.075849854	7.758493112	NON
MvSl-1064-A2-R4_MC02g04276	566	155	465	1.217204301	MvSl-1064-A1-R4_MC02g03998	566	155	465	1.217204301	1.000	1.000	Auto	Auto	1972301	1974987	0.39729723	-0.23229527	0.635513049	0.999948201	0.333290034	0.227750757	0.129830326	0.789971317	NON
MvSl-1064-A2-R4_MC02g04282	862	263	789	1.09252218	MvSl-1064-A1-R4_MC02g04004	862	263	789	1.09252218	1.000	1.000	Auto	Auto	1987416	1989438	4.878226075	-0.006299541	0.978864354	0.999948201	4.799633972	4.946619499	4.939961716	4.820269496	NON
MvSl-1064-A2-R4_MC02g04284	853	180	540	1.57962963	MvSl-1064-A1-R4_MC02g04006	853	180	540	1.57962963	1.000	1.000	Auto	Auto	1990863	1991048	5.552183733	0.1467514	0.488616836	0.999948201	5.573548537	5.672155328	5.598888817	5.344439659	NON
MvSl-1064-A2-R4_MC02g04286	3480	1141	3423	1.01665206	MvSl-1064-A1-R4_MC02g04008	3480	1141	3423	1.01665206	1.000	1.000	Auto	Auto	1992649	1993213	7.610766917	-0.171773486	0.469136618	0.999948201	7.710749782	7.305600797	7.445477118	7.905953987	NON
MvSl-1064-A2-R4_MC02g04289	3957	1156	3468	1.14100346	MvSl-1064-A1-R4_MC02g04011	3957	1156	3468	1.14100346	1.000	1.000	Auto	Auto	1998799	1999968	6.246190698	-0.020266249	0.913225747	0.999948201	6.196011323	6.274907554	6.2493026	6.263199251	NON
MvSl-1064-A2-R4_MC02g04290	2722	738	2214	1.229448961	MvSl-1064-A1-R4_MC02g04012	2722	738	2214	1.229448961	1.000	1.000	Auto	Auto	2000329	2001803	4.714525706	0.140624219	0.595656504	0.999948201	4.90521211	4.650126608	4.366814803	4.874791308	NON
MvSl-1064-A2-R4_MC02g04292	1455	379	1137	1.279683377	MvSl-1064-A1-R4_MC02g04014	1455	379	1137	1.279683377	1.000	1.000	Auto	Auto	2004956	2008019	3.956622158	-0.099510075	0.728613086	0.999948201	4.05228433	3.743697835	3.890408829	4.111029283	NON
MvSl-1064-A2-R4_MC02g04297	1553	389	1167	1.330762639	MvSl-1064-A1-R4_MC02g04019	1552	389	1167	1.329905741	0.999	1.000	Auto	Auto	2023181	2027886	5.654447732	-0.075865498	0.724427665	0.999948201	5.508022204	5.716334813	5.794207117	5.581445521	NON
MvSl-1064-A2-R4_MC02g04298	1036	209	627	1.6523126	MvSl-1064-A1-R4_MC02g04020	1036	209	627	1.6523126	1.000	1.000	Auto	Auto	2028321	2030016	4.918003443	-0.169137343	0.494615613	0.999948201	4.998825299	4.641282814	4.91633288	5.078225944	NON
MvSl-1064-A2-R4_MC02g04299	2023	630	1890	1.07037037	MvSl-1064-A1-R4_MC02g04021	2023	630	1890	1.07037037	1.000	1.000	Auto	Auto	2030409	2031271	5.419127566	0.132708871	0.532323674	0.999948201	5.477535603	5.490404377	5.347449508	5.355665209	NON
MvSl-1064-A2-R4_MC02g04300	1133	338	1014	1.117357002	MvSl-1064-A1-R4_MC02g04022	1133	338	1014	1.117357002	1.000	1.000	Auto	Auto	2031352	2032728	2.916196183	0.015497509	0.960721779	0.999948201	2.995236734	2.849324548	2.921544893	2.895618404	NON
MvSl-1064-A2-R4_MC02g04301	186	61	183	1.016393443	MvSl-1064-A1-R4_MC02g04023	186	61	183	1.016393443	1.000	1.000	Auto	Auto	2033204	2034864	0.546956041	-0.339805373	0.477030036	0.999948201	0.657244997	0.025113675	0.542819706	0.827313457	NON
MvSl-1064-A2-R4_MC02g04302	520	148	444	1.171171171	MvSl-1064-A1-R4_MC02g04024	520	148	444	1.171171171	1.000	1.000	Auto	Auto	2035569	2039178	3.888136485	0.16981446	0.546924344	0.999948201	3.860842165	4.072337625	3.841063778	3.761525629	NON
MvSl-1064-A2-R4_MC02g04303	565	135	405	1.395061728	MvSl-1064-A1-R4_MC02g04025	565	135	405	1.395061728	1.000	1.000	Auto	Auto	2040806	2040988	2.82725414	0.206523204	0.515700024	0.999948201	2.854700318	2.995279871	2.717929058	2.728039043	NON
MvSl-1064-A2-R4_MC02g04304	2181	726	2178	1.00137741	MvSl-1064-A1-R4_MC02g04026	2181	726	2178	1.00137741	1.000	1.000	Auto	Auto	2041784	2043471	5.853801192	0.103410804	0.616838187	0.999948201	5.849647353	5.957473781	5.904222173	5.69058983	NON
MvSl-1064-A2-R4_MC02g04305	1979	469	1407	1.406538735	MvSl-1064-A1-R4_MC02g04027	1979	469	1407	1.406538735	1.000	1.000	Auto	Auto	2044156	2045279	6.772640844	0.005578346	0.975700849	0.999948201	6.738453441	6.811451803	6.845643534	6.689869871	NON
MvSl-1064-A2-R4_MC02g04307	1475	363	1089	1.354453627	MvSl-1064-A1-R4_MC02g04029	1475	363	1089	1.354453627	1.000	1.000	Auto	Auto	2048050	2053722	5.314947647	-0.023335951	0.914652384	0.999948201	5.249950888	5.354524014	5.337779253	5.315166377	NON
MvSl-1064-A2-R4_MC02g04309	3064	707	2121	1.444601603	MvSl-1064-A1-R4_MC02g04031	3064	707	2121	1.444601603	1.000	1.000	Auto	Auto	2055080	2057334	7.670452406	0.149621032	0.469611699	0.999948201	7.77379019	7.712230028	7.672090416	7.51096974	NON
MvSl-1064-A2-R4_MC02g04310	680	144	432	1.574074074	MvSl-1064-A1-R4_MC02g04032	680	144	432	1.574074074	1.000	1.000	Auto	Auto	2058486	2060216	1.226187418	0.058116543	0.888550315	0.999948201	1.338351876	1.166807851	1.000573425	1.373209518	NON
MvSl-1064-A2-R4_MC02g04311	2240	569	1707	1.312243702	MvSl-1064-A1-R4_MC02g04033	2240	569	1707	1.312243702	1.000	1.000	Auto	Auto	2060677	2063199	6.438501974	0.024939274	0.898436029	0.999948201	6.540475458	6.355521151	6.294995143	6.546089158	NON
MvSl-1064-A2-R4_MC02g04314	4706	1522	4566	1.03066141	MvSl-1064-A1-R4_MC02g04036	4706	1522	4566	1.03066141	1.000	1.000	Auto	Auto	2070627	2074741	4.589331724	-0.165328448	0.53116459	0.999948201	4.729495527	4.237921305	4.603115647	4.731957974	NON
MvSl-1064-A2-R4_MC02g04315	1696	338	1014	1.672583826	MvSl-1064-A1-R4_MC02g04037	1696	338	1014	1.672583826	1.000	1.000	Auto	Auto	2076961	2079041	5.801346666	-0.042366152	0.852059454	0.999948201	5.59579728	5.943152853	5.98491559	5.639019769	NON
MvSl-1064-A2-R4_MC02g04316	863	259	777	1.110682111	MvSl-1064-A1-R4_MC02g04038	863	259	777	1.110682111	1.000	1.000	Auto	Auto	2079591	2081446	4.928187146	0.032206924	0.902253428	0.999948201	4.643618817	5.192444507	5.006578339	4.810978787	NON
MvSl-1064-A2-R4_MC02g04317	1377	357	1071	1.285714286	MvSl-1064-A1-R4_MC02g04039	1377	357	1071	1.285714286	1.000	1.000	Auto	Auto	2081681	2082886	7.64033453	0.10850377	0.595555359	0.999948201	7.64177653	7.743557164	7.641301466	7.526662462	NON
MvSl-1064-A2-R4_MC02g04319	3610	1129	3387	1.065839976	MvSl-1064-A1-R4_MC02g04041	3610	1129	3387	1.065839976	1.000	1.000	Auto	Auto	2086748	2090022	6.370429859	0.237233736	0.538795033	0.999948201	6.925746576	5.845149303	5.439239424	6.7621545	NON
MvSl-1064-A2-R4_MC02g04323	217	55	165	1.315151515	MvSl-1064-A1-R4_MC02g04045	217	55	165	1.315151515	1.000	1.000	Auto	Auto	2096797	2098771	2.352024266	-0.254156538	0.505414831	0.999948201	1.84233762	2.516846796	2.19682445	2.698114124	NON
MvSl-1064-A2-R4_MC02g04326	2255	669	2007	1.123567514	MvSl-1064-A1-R4_MC02g04048	2255	669	2007	1.123567514	1.000	1.000	Auto	Auto	2104704	2105562	8.164469781	0.115797478	0.664079704	0.999948201	7.883146935	8.494858789	8.286974791	7.897749276	NON
MvSl-1064-A2-R4_MC02g04327	1731	390	1170	1.479487179	MvSl-1064-A1-R4_MC02g04049	1731	390	1170	1.479487179	1.000	1.000	Auto	Auto	2105616	2106148	8.199379312	-0.064746289	0.773080221	0.999948201	8.122795964	8.20918332	8.215068054	8.247485342	NON
