gida1	part8	youngold	dndsa2	dna2	dsa2	DE	DE2	haploid
MvSl-1064-A2-R4_A2g01506	Black	OldStrata	0.1219	0.0236	0.1933	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01511	Black	OldStrata	0.2932	0.0826	0.2817	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01512	Black	OldStrata	0.5174	0.0799	0.1544	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01513	Black	OldStrata	0.1462	0.0335	0.2292	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00886	Black	OldStrata	0.2113	0.0285	0.135	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01700	Black	OldStrata	0.2958	0.0582	0.1967	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01693	Black	OldStrata	0.1244	0.026	0.209	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01664	Black	OldStrata	0.1633	0.024	0.1469	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00864	Black	OldStrata	0.2056	0.0457	0.2222	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00865	Black	OldStrata	0.0885	0.0199	0.2243	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00866	Black	OldStrata	0.2033	0.0389	0.1915	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00868	Black	OldStrata	0.0989	0.0166	0.1678	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00869	Black	OldStrata	0.1666	0.0378	0.2268	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00559	Black	OldStrata	0.4106	0.0267	0.065	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00210	Blue	OldStrata	0.1148	0.0194	0.1693	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01535	Black	OldStrata	0.4383	0.0279	0.0637	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00315	Black	OldStrata	0.2638	0.0282	0.1069	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00902	Orange	ColorStrata	0.4138	0.0384	0.0929	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00976	Black	OldStrata	0.086	0.0114	0.1326	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00975	Black	OldStrata	0.421	0.0285	0.0677	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00239	Black	OldStrata	0.252	0.0177	0.0704	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00576	Black	OldStrata	0.4284	0.0632	0.1475	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00570	Black	OldStrata	0.2155	0.0373	0.1731	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00569	Black	OldStrata	0.231	0.0267	0.1157	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00179	Blue	OldStrata	0.2196	0.041	0.1867	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00328	Black	OldStrata	0.5975	0.0375	0.0628	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01610	Black	OldStrata	0.0704	0.0096	0.137	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00204	Blue	OldStrata	0.4023	0.0742	0.1845	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01747	Black	OldStrata	0.3416	0.0198	0.0581	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01736	Black	OldStrata	0.4929	0.0466	0.0946	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00923	Black	OldStrata	0.1854	0.0176	0.0949	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00924	Black	OldStrata	0.3502	0.0331	0.0945	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01038	Black	OldStrata	0.3838	0.0241	0.0627	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00351	Black	OldStrata	0.2121	0.0208	0.0982	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01609	Black	OldStrata	0.4682	0.0296	0.0632	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01608	Black	OldStrata	0.2593	0.0531	0.2047	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01572	Black	OldStrata	0.1673	0.0198	0.1181	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01577	Black	OldStrata	0.555	0.0482	0.0868	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01578	Black	OldStrata	0.1686	0.0207	0.1225	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01186	Black	OldStrata	0.4677	0.0521	0.1115	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01189	Black	OldStrata	0.0714	0.0237	0.332	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01198	Black	OldStrata	0.1164	0.0274	0.2354	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01154	Blue	OldStrata	0.1597	0.0237	0.1484	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01279	Purple	OldStrata	0.3668	0.0263	0.0717	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00832	Blue	OldStrata	0.1297	0.0258	0.1992	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00833	Blue	OldStrata	0.1974	0.0302	0.153	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00834	Blue	OldStrata	0.0862	0.0148	0.1716	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00835	Blue	OldStrata	0.2556	0.0323	0.1262	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01393	Black	OldStrata	0.2607	0.0373	0.143	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00403	Black	OldStrata	0.5304	0.0301	0.0567	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01387	Black	OldStrata	0.2491	0.0259	0.1039	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01519	Purple	OldStrata	0.2772	0.0199	0.072	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00195	Orange	ColorStrata	0.3538	0.0283	0.0801	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01394	Black	OldStrata	0.0788	0.0108	0.1372	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01395	Black	OldStrata	0.0673	0.0094	0.1391	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00957	Purple	OldStrata	0.2612	0.0213	0.0816	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01083	Black	OldStrata	0.1089	0.0124	0.1138	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01556	Black	OldStrata	0.2958	0.0436	0.1474	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01557	Black	OldStrata	0.3905	0.0472	0.1208	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01558	Black	OldStrata	0.1078	0.0256	0.2372	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00776	Black	OldStrata	0.3171	0.0329	0.1039	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00775	Black	OldStrata	0.7186	0.0604	0.0841	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00774	Black	OldStrata	0.596	0.0449	0.0754	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00773	Black	OldStrata	0.2241	0.0259	0.1156	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00186	Black	OldStrata	0.1681	0.0185	0.11	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00153	Black	OldStrata	0.711	0.045	0.0633	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00154	Black	OldStrata	0.7862	0.0426	0.0542	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00822	Black	OldStrata	0.3845	0.1318	0.3428	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01323	Black	OldStrata	0.3522	0.0942	0.2674	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01322	Black	OldStrata	0.1555	0.0358	0.2302	NON	Neutral	A2
MvSl-1064-A2-R4_A2g00163	Black	OldStrata	0.0556	0.0026	0.047	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01151	Blue	OldStrata	0.1298	0.0122	0.0941	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01753	bPAR	bPAR	0.1427	0.0249	0.1749	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01754	bPAR	bPAR	0.3537	0.0439	0.1242	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01757	bPAR	bPAR	0.0582	0.0126	0.2156	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01758	bPAR	bPAR	0.3843	0.0367	0.0955	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01759	bPAR	bPAR	0.7379	0.1538	0.2085	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01760	bPAR	bPAR	0.4234	0.0446	0.1053	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01763	bPAR	bPAR	0.2291	0.0324	0.1416	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01764	bPAR	bPAR	0.1593	0.0184	0.1156	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01766	bPAR	bPAR	0.0344	0.0086	0.2514	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01771	bPAR	bPAR	0.0528	0.007	0.1329	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01773	bPAR	bPAR	0.2169	0.0414	0.1907	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01774	bPAR	bPAR	0.1783	0.0411	0.2305	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01775	bPAR	bPAR	0.1725	0.055	0.3186	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01781	bPAR	bPAR	0.5668	0.0844	0.1489	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01783	bPAR	bPAR	0.256	0.0475	0.1854	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01784	bPAR	bPAR	0.3502	0.0866	0.2474	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01785	bPAR	bPAR	0.2697	0.0592	0.2194	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01786	bPAR	bPAR	0.2055	0.0568	0.2765	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01789	bPAR	bPAR	0.4348	0.0752	0.1731	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01790	bPAR	bPAR	0.1519	0.0273	0.18	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01791	bPAR	bPAR	0.9883	0.3267	0.3306	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01797	bPAR	bPAR	0.8177	0.3053	0.3733	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01798	bPAR	bPAR	0.0719	0.0115	0.1596	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01799	bPAR	bPAR	0.3294	0.0689	0.2092	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01800	bPAR	bPAR	0.1798	0.0301	0.1673	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01801	bPAR	bPAR	0.1141	0.0426	0.3735	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01802	bPAR	bPAR	0.0524	0.0193	0.3686	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01810	bPAR	bPAR	0.1234	0.0255	0.2069	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01811	bPAR	bPAR	0.0676	0.0125	0.185	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01813	bPAR	bPAR	0.1517	0.0568	0.3742	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01814	bPAR	bPAR	0.0992	0.0416	0.4196	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01815	bPAR	bPAR	0.222	0.0698	0.3143	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01821	bPAR	bPAR	0.1974	0.0743	0.3764	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01822	bPAR	bPAR	0.0145	0.0045	0.3132	NON	Neutral	A2
MvSl-1064-A2-R4_A2g01829	bPAR	bPAR	0.9574	0.485	0.5066	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g01982	Auto	Auto	0.7868	0.0644	0.0819	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g01990	Auto	Auto	0.1224	0.0255	0.2086	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g01991	Auto	Auto	0.116	0.0591	0.5093	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g01992	Auto	Auto	0.2401	0.0513	0.2138	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g01993	Auto	Auto	0.084	0.0228	0.2712	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g01994	Auto	Auto	0.3171	0.0753	0.2376	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02006	Auto	Auto	0.1434	0.0252	0.176	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02007	Auto	Auto	0.246	0.0404	0.1641	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02009	Auto	Auto	0.0327	0.0065	0.1996	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02010	Auto	Auto	0.4443	0.0687	0.1547	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02011	Auto	Auto	0.1396	0.023	0.1644	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02012	Auto	Auto	0.0479	0.0086	0.1787	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02015	Auto	Auto	0.2925	0.0446	0.1526	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02016	Auto	Auto	0.3528	0.0546	0.1548	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02024	Auto	Auto	0.172	0.0359	0.2087	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02025	Auto	Auto	0.1145	0.0152	0.1325	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02029	Auto	Auto	0.2902	0.0549	0.1891	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02032	Auto	Auto	0.2331	0.0658	0.2824	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02035	Auto	Auto	0.0785	0.0262	0.3337	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02036	Auto	Auto	0.147	0.0827	0.5626	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02037	Auto	Auto	0.0844	0.0209	0.2472	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02038	Auto	Auto	0.1362	0.1143	0.8389	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02041	Auto	Auto	0.1748	0.083	0.4748	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02047	Auto	Auto	0.1226	0.0257	0.2099	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02048	Auto	Auto	0.2092	0.0416	0.1987	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02049	Auto	Auto	0.1816	0.027	0.1487	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02050	Auto	Auto	0.1662	0.0463	0.2785	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02051	Auto	Auto	0.0255	0.0049	0.1933	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02052	Auto	Auto	0.064	0.0105	0.164	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02059	Auto	Auto	0.5097	0.093	0.1825	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02061	Auto	Auto	0.3137	0.0438	0.1396	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02063	Auto	Auto	0.3684	0.0501	0.1361	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02077	Auto	Auto	0.0785	0.0131	0.1672	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02078	Auto	Auto	0.4286	0.0904	0.2109	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02079	Auto	Auto	1.702	0.2319	0.1362	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02080	Auto	Auto	0.5147	0.1243	0.2415	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02081	Auto	Auto	0.0915	0.023	0.2517	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02082	Auto	Auto	0.1211	0.0275	0.2274	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02083	Auto	Auto	0.1536	0.0285	0.1855	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02084	Auto	Auto	0.0225	0.0029	0.1278	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02085	Auto	Auto	0.0682	0.0139	0.2042	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02086	Auto	Auto	0.1204	0.0119	0.0987	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02087	Auto	Auto	0.2181	0.0316	0.1448	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02089	Auto	Auto	0.2828	0.0476	0.1681	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02090	Auto	Auto	0.0322	0.0047	0.147	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02091	Auto	Auto	0.3017	0.022	0.073	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02092	Auto	Auto	0.1794	0.0302	0.1687	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02093	Auto	Auto	0.1772	0.0194	0.1096	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02094	Auto	Auto	0.1252	0.021	0.1677	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02095	Auto	Auto	0.2339	0.0462	0.1974	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02097	Auto	Auto	0.1354	0.02	0.1474	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02098	Auto	Auto	0.0644	0.0117	0.1815	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02099	Auto	Auto	0.3353	0.0492	0.1467	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02100	Auto	Auto	0.3407	0.0441	0.1295	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02102	Auto	Auto	0.3573	0.0685	0.1916	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02103	Auto	Auto	0.0809	0.0142	0.1752	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02104	Auto	Auto	0.495	0.0718	0.145	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02105	Auto	Auto	0.2821	0.0223	0.0789	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02107	Auto	Auto	0.6073	0.0722	0.1189	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02115	Auto	Auto	0.2297	0.0298	0.1296	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02121	Auto	Auto	0.4626	0.0615	0.1329	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02122	Auto	Auto	0.2042	0.0254	0.1244	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02124	Auto	Auto	0.2629	0.0384	0.146	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02125	Auto	Auto	0.0365	0.0044	0.1208	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02126	Auto	Auto	0.0718	0.0103	0.1435	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02127	Auto	Auto	0.1918	0.024	0.1252	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02130	Auto	Auto	0.0746	0.0079	0.1064	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02131	Auto	Auto	0.1889	0.0211	0.1117	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02132	Auto	Auto	0.2043	0.0233	0.1142	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02133	Auto	Auto	0.1603	0.0321	0.2005	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02134	Auto	Auto	0.2492	0.0319	0.1279	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02135	Auto	Auto	0.2051	0.033	0.161	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02136	Auto	Auto	0.0659	0.0072	0.1089	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02137	Auto	Auto	0.001	0.0001	0.0648	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02138	Auto	Auto	0.7559	0.0777	0.1027	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02139	Auto	Auto	0.1547	0.0204	0.132	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02140	Auto	Auto	0.1325	0.0146	0.1101	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02141	Auto	Auto	0.2585	0.0253	0.0979	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02142	Auto	Auto	0.2228	0.0203	0.0911	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02143	Auto	Auto	0.1306	0.0208	0.1595	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02144	Auto	Auto	0.3444	0.0355	0.103	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02145	Auto	Auto	0.2516	0.056	0.2226	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02146	Auto	Auto	0.4804	0.0658	0.137	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02148	Auto	Auto	0.1844	0.0369	0.2001	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02149	Auto	Auto	0.3997	0.0669	0.1673	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02150	Auto	Auto	0.4008	0.0575	0.1435	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02151	Auto	Auto	0.0407	0.0051	0.1247	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02152	Auto	Auto	0.5038	0.0423	0.0839	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02153	Auto	Auto	0.0937	0.0228	0.2439	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02154	Auto	Auto	0.4013	0.036	0.0896	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02155	Auto	Auto	0.2329	0.0197	0.0846	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02156	Auto	Auto	0.3721	0.0285	0.0765	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02157	Auto	Auto	0.6912	0.0572	0.0827	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02158	Auto	Auto	0.1272	0.0181	0.1419	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02159	Auto	Auto	0.3309	0.0287	0.0868	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02160	Auto	Auto	0.2746	0.026	0.0948	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02161	Auto	Auto	0.4689	0.0349	0.0744	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02162	Auto	Auto	0.1264	0.0123	0.0976	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02163	Auto	Auto	0.1705	0.0154	0.0904	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02164	Auto	Auto	0.157	0.0125	0.0798	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02166	Auto	Auto	0.4926	0.0531	0.1078	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02167	Auto	Auto	0.1757	0.0137	0.0781	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02168	Auto	Auto	0.357	0.0312	0.0875	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02170	Auto	Auto	0.1093	0.0093	0.0855	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02171	Auto	Auto	0.3118	0.0247	0.0794	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02172	Auto	Auto	0.3457	0.0324	0.0938	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02173	Auto	Auto	0.5101	0.0355	0.0696	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02174	Auto	Auto	0.3237	0.0196	0.0605	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02175	Auto	Auto	0.7899	0.0587	0.0743	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02176	Auto	Auto	0.2977	0.0461	0.1549	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02177	Auto	Auto	0.2837	0.0214	0.0753	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02178	Auto	Auto	0.3072	0.0246	0.0802	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02179	Auto	Auto	0.1251	0.0114	0.0914	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02180	Auto	Auto	0.0834	0.0046	0.0547	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02181	Auto	Auto	0.2057	0.0251	0.1222	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02182	Auto	Auto	0.4667	0.0322	0.0689	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02183	Auto	Auto	0.8234	0.0547	0.0664	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02184	Auto	Auto	0.1933	0.0158	0.0819	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02185	Auto	Auto	0.0459	0.0064	0.1406	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02186	Auto	Auto	0.1497	0.0147	0.0983	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02187	Auto	Auto	0.1569	0.0177	0.1128	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02188	Auto	Auto	0.2409	0.021	0.0872	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02193	Auto	Auto	0.0106	0.0013	0.1242	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02194	Auto	Auto	0.1321	0.0136	0.1029	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02196	Auto	Auto	0.1087	0.0134	0.1229	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02197	Auto	Auto	0.1307	0.012	0.0917	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02199	Auto	Auto	0.3665	0.0279	0.076	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02200	Auto	Auto	0.136	0.0105	0.0775	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02202	Auto	Auto	0.3809	0.018	0.0472	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02203	Auto	Auto	0.552	0.0411	0.0744	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02204	Auto	Auto	0.0612	0.0046	0.0755	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02205	Auto	Auto	0.1623	0.0142	0.0873	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02206	Auto	Auto	0.301	0.0202	0.067	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02207	Auto	Auto	0.6044	0.0584	0.0966	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02208	Auto	Auto	0.3197	0.0211	0.066	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02209	Auto	Auto	0.24	0.0266	0.1108	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02212	Auto	Auto	0.5092	0.034	0.0667	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02213	Auto	Auto	0.741	0.0583	0.0787	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02214	Auto	Auto	0.4935	0.044	0.0891	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02215	Auto	Auto	0.095	0.0114	0.1201	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02216	Auto	Auto	0.1123	0.009	0.08	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02217	Auto	Auto	0.6071	0.0369	0.0608	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02219	Auto	Auto	0.0595	0.0099	0.1664	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02220	Auto	Auto	0.1877	0.0165	0.0878	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02221	Auto	Auto	0.1003	0.023	0.2289	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02222	Auto	Auto	0.1259	0.0099	0.079	NON	Neutral	A2
MvSl-1064-A2-R4_MC01g02223	Auto	Auto	0.3323	0.0271	0.0817	NON	Neutral	A2
