gida1	dndsa1	dna1	dsa1	gida2	dndsa2	dna2	dsa2	dndiff	dsdiff	dndsdiff	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	DE
MvSl-1064-A1-R4_MC04-1g05563	0.001	0	0.003	MvSl-1064-A2-R4_MC04-1g05839	0.001	0	0.003	0	0	0	614403	616248	4.197600174	0.148618735	0.594482624	0.993007798	4.159589211	4.371006289	4.324288264	3.884360843	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05575	98.9996	0.0057	0.0001	MvSl-1064-A2-R4_MC04-1g05851	98.9996	0.0057	0.0001	0	0	0	639766	641672	9.175469902	-0.162863378	0.605630826	0.993007798	8.861158975	9.290543193	9.574215099	8.843391641	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05585	0.0417	0.001	0.0249	MvSl-1064-A2-R4_MC04-1g05861	0.0417	0.001	0.0249	0	0	0	666064	668718	8.175652316	-0.122225729	0.583019016	0.993007798	8.077919511	8.147815948	8.242227256	8.228693559	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05600	98.9996	0.009	0.0001	MvSl-1064-A2-R4_MC04-1g05876	98.9996	0.009	0.0001	0	0	0	705735	706646	7.430174576	-0.109420296	0.586888142	0.993007798	7.275061666	7.467509167	7.43288852	7.533105803	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05659	0.7271	0.0027	0.0037	MvSl-1064-A2-R4_MC04-1g05935	0.7271	0.0027	0.0037	0	0	0	855253	855965	8.015560612	0.13780103	0.580841995	0.993007798	8.227595819	7.921749212	7.65039768	8.189596891	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05667	0.7736	0.0038	0.0049	MvSl-1064-A2-R4_MC04-1g05943	0.7736	0.0038	0.0049	0	0	0	876427	877468	7.058553552	0.099080613	0.599862362	0.993007798	7.067061146	7.146170368	6.921651714	7.089815873	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05686	0.2725	0.003	0.0109	MvSl-1064-A2-R4_MC04-1g05962	0.2724	0.003	0.0109	0	0	0.0001	915224	920669	8.036848422	0.118161725	0.605822813	0.993007798	8.181132527	8.002697675	7.803778133	8.130870971	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05694	98.9996	0.0032	0	MvSl-1064-A2-R4_MC04-1g05970	98.9996	0.0032	0	0	0	0	942645	943604	4.557225936	0.138291818	0.584673762	0.993007798	4.485988151	4.750171047	4.592483793	4.371574049	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05715	0.574	0.0062	0.0109	MvSl-1064-A2-R4_MC04-1g05991	0.574	0.0062	0.0109	0	0	0	1006077	1007069	6.866322016	-0.095645064	0.600658809	0.993007798	6.792296984	6.842855024	6.944244338	6.881782984	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05717	0.6253	0.0027	0.0043	MvSl-1064-A2-R4_MC04-1g05993	0.6245	0.0026	0.0042	0.0001	0.0001	0.0008	1013331	1014050	5.863784388	-0.114603823	0.569037785	0.993007798	5.848482107	5.761320166	5.936061288	5.903680884	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05719	2.7607	0.0043	0.0016	MvSl-1064-A2-R4_MC04-1g05995	2.7608	0.0043	0.0016	0	0	-0.0001	1015861	1017300	4.778041978	-0.146080922	0.566152736	0.993007798	4.828381305	4.567285932	4.627030059	5.042207911	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05722	0.4907	0.0029	0.0058	MvSl-1064-A2-R4_MC04-1g05998	0.4907	0.0029	0.0058	0	0	0	1020320	1021204	6.341459181	0.107354347	0.568664207	0.993007798	6.35684154	6.430211663	6.240881126	6.331294141	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05747	0.6019	0.0048	0.008	MvSl-1064-A2-R4_MC04-1g06023	0.6019	0.0048	0.008	0	0	0	1085282	1088480	6.259279964	-0.10393495	0.595271246	0.993007798	6.063564422	6.336583902	6.36979657	6.248243313	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05813	0.3583	0.0017	0.0049	MvSl-1064-A2-R4_MC04-1g06089	0.3583	0.0017	0.0049	0	0	0	1261784	1264861	4.66520224	-0.13569117	0.583322985	0.993007798	4.507132148	4.680304293	4.850798064	4.601149233	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05854	0.5373	0.0029	0.0054	MvSl-1064-A2-R4_MC04-1g06130	0.5373	0.0029	0.0054	0	0	0	1349540	1352237	6.310156632	-0.105751047	0.580421039	0.993007798	6.193156292	6.317106475	6.439483863	6.28020521	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05875	3.1684	0.009	0.0028	MvSl-1064-A2-R4_MC04-1g06151	3.1684	0.009	0.0028	0	0	0	1391084	1392487	5.396624907	0.112347601	0.607186415	0.993007798	5.539551463	5.357575625	5.277813374	5.398438946	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05915	98.9996	0.0015	0	MvSl-1064-A2-R4_MC04-1g06191	98.9996	0.0015	0	0	0	0	1496719	1500094	5.44456115	0.113941879	0.593670647	0.993007798	5.425189389	5.571382902	5.402702445	5.369976294	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g05967	0.577	0.0035	0.006	MvSl-1064-A2-R4_MC04-1g06243	0.577	0.0035	0.006	0	0	0	1607870	1609172	7.060582594	-0.106333769	0.600969117	0.993007798	6.8347299	7.160021241	7.231269901	6.983609102	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06006	0.5517	0.0034	0.0061	MvSl-1064-A2-R4_MC04-2g06288	0.5517	0.0034	0.0061	0	0	0	1687658	1688597	8.70481727	0.139572865	0.584613812	0.993007798	8.923010747	8.605297942	8.527380955	8.732061252	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-1g06035	0.001	0	0.0166	MvSl-1064-A2-R4_MC04-2g06317	0.001	0	0.0166	0	0	0	1769485	1770138	7.702750388	-0.118968351	0.574646193	0.993007798	7.599353462	7.683625187	7.894872183	7.613407184	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06097	0.1626	0.0246	0.1515	MvSl-1064-A2-R4_MC04-2g06368	0.1626	0.0246	0.1515	0	0	0	1929265	1930639	2.961191937	-0.176967375	0.585042835	0.993007798	3.040879925	2.681404005	2.964914692	3.125165782	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06100	98.9996	0.0053	0.0001	MvSl-1064-A2-R4_MC04-2g06371	98.9996	0.0053	0.0001	0	0	0	1934604	1935005	3.151984306	0.232436264	0.603267707	0.993007798	2.928941507	3.529926858	3.598496464	2.077464816	Auto	Auto	NON
MvSl-1064-A1-R4_MC04-2g06108	0.1818	0.0019	0.0105	MvSl-1064-A2-R4_MC04-2g06379	0.1818	0.0019	0.0105	0	0	0	3349	4815	6.999421341	0.097839476	0.597648117	0.993007798	7.0100124	7.083896076	6.907030081	6.991104176	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06165	0.7638	0.034	0.0445	MvSl-1064-A2-R4_MC05g06437	0.7638	0.034	0.0445	0	0	0	57635	60681	2.032785134	-0.193783116	0.589595621	0.993007798	1.903030167	1.969916236	2.207478765	2.03941395	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06204	0.243	0.0031	0.0126	MvSl-1064-A2-R4_MC05g06476	0.243	0.0031	0.0126	0	0	0	94542	94998	4.040236266	-0.138440003	0.608486679	0.993007798	3.919366053	4.019319395	4.175215011	4.036989421	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-1g06233	0.1858	0.0022	0.0119	MvSl-1064-A2-R4_MC05g06505	0.1858	0.0022	0.0119	0	0	0	113570	115970	6.083355766	-0.110347271	0.587364385	0.993007798	6.011668244	6.042797566	6.290706487	5.965862564	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06316	0.8996	0.0419	0.0466	MvSl-1064-A2-R4_MC05g06590	0.8996	0.0419	0.0466	0	0	0	185321	188201	0.427067598	0.243595517	0.608647607	0.993007798	0.189710021	0.807311011	0.283267542	0.326912883	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06319	0.5148	0.0061	0.0118	MvSl-1064-A2-R4_MC05g06593	0.5148	0.0061	0.0118	0	0	0	187735	188326	7.360837573	-0.10778263	0.591599227	0.993007798	7.19821141	7.406311313	7.450531553	7.375951243	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06323	0.683	0.0027	0.0039	MvSl-1064-A2-R4_MC05g06597	0.683	0.0027	0.0039	0	0	0	192071	192462	6.188864187	-0.098788233	0.602545522	0.993007798	6.12932802	6.148155046	6.261018231	6.213422823	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06326	4.9624	0.0158	0.0032	MvSl-1064-A2-R4_MC05g06600	4.9624	0.0158	0.0032	0	0	0	193080	193829	5.150063675	0.124783006	0.597203608	0.993007798	5.345257675	5.062397925	4.940932153	5.218576557	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06357	0.5047	0.0027	0.0053	MvSl-1064-A2-R4_MC05g06631	0.5047	0.0027	0.0053	0	0	0	217720	218822	8.106984382	-0.11498758	0.607407169	0.993007798	8.075141032	8.021132775	8.042070142	8.275224955	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06453	0.4953	0.0037	0.0075	MvSl-1064-A2-R4_MC05g06727	0.4953	0.0037	0.0075	0	0	0	286566	288828	6.125453695	0.101991742	0.599186255	0.993007798	6.095824319	6.250809651	6.097066966	6.049603766	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06477	1.0791	0.0048	0.0044	MvSl-1064-A2-R4_MC05g06751	1.0791	0.0048	0.0044	0	0	0	306859	308436	7.367833474	-0.107416116	0.584997134	0.993007798	7.277261144	7.348254552	7.402844325	7.438050697	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-2g06480	0.001	0	0.0046	MvSl-1064-A2-R4_MC05g06754	0.001	0	0.0046	0	0	0	320566	321981	8.834294598	-0.133763668	0.607982149	0.993007798	8.572177903	8.936651064	8.929743027	8.868872749	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06505	0.7965	0.0073	0.0092	MvSl-1064-A2-R4_MC05g06768	0.7965	0.0073	0.0092	0	0	0	326097	326932	6.087544784	-0.100144814	0.603791537	0.993007798	6.074735314	5.997763305	6.135750527	6.13778188	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06526	0.2824	0.0026	0.0093	MvSl-1064-A2-R4_MC05g06789	0.2824	0.0026	0.0093	0	0	0	346926	347628	5.776194073	-0.144694275	0.585686153	0.993007798	5.88239829	5.496564815	5.4207162	6.175549928	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06543	0.3839	0.0117	0.0305	MvSl-1064-A2-R4_MC05g06806	0.3839	0.0117	0.0305	0	0	0	357550	362546	5.037402175	0.117924196	0.604169859	0.993007798	5.114772529	5.074553178	5.032809084	4.919262268	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06573	98.9996	0.006	0.0001	MvSl-1064-A2-R4_MC05g06836	98.9996	0.006	0.0001	0	0	0	379624	382364	8.136927927	0.125336003	0.610163958	0.993007798	8.406236372	7.955004393	7.922949163	8.208742022	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06581	0.001	0	0.003	MvSl-1064-A2-R4_MC05g06844	0.001	0	0.003	0	0	0	384529	385998	7.274899354	-0.107075474	0.597394907	0.993007798	7.070108953	7.356574283	7.328459627	7.326446521	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06625	0.395	0.0025	0.0064	MvSl-1064-A2-R4_MC05g06888	0.395	0.0025	0.0064	0	0	0	423498	427765	5.723485554	-0.114090511	0.585883153	0.993007798	5.612442486	5.716774796	5.885072657	5.665278077	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06657	0.5727	0.0037	0.0065	MvSl-1064-A2-R4_MC05g06920	0.5727	0.0037	0.0065	0	0	0	450706	453741	7.007376321	-0.124492636	0.580920778	0.993007798	7.206083289	6.623237211	6.931108341	7.193617981	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06687	0.1382	0.0028	0.02	MvSl-1064-A2-R4_MC05g06950	0.1382	0.0028	0.02	0	0	0	511460	511929	7.656422369	0.110215511	0.584247299	0.993007798	7.727134878	7.693510901	7.593568265	7.606917379	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06706	0.3423	0.0042	0.0121	MvSl-1064-A2-R4_MC05g06970	0.3423	0.0042	0.0121	0	0	0	562822	565276	3.911157314	0.159230507	0.5899652	0.993007798	4.011029296	3.963764819	3.527124191	4.079797675	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06711	0.3699	0.0031	0.0084	MvSl-1064-A2-R4_MC05g06975	0.3699	0.0031	0.0084	0	0	0	580551	583342	6.248697358	0.100224658	0.596073948	0.993007798	6.293056486	6.302539199	6.217370553	6.177741085	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06723	1.0808	0.0037	0.0034	MvSl-1064-A2-R4_MC05g06987	1.0808	0.0037	0.0034	0	0	0	603562	605741	3.370921593	-0.162596556	0.59201176	0.993007798	3.137024765	3.426239624	3.49347704	3.405005123	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06755	1.9865	0.0061	0.0031	MvSl-1064-A2-R4_MC05g07019	1.9865	0.0061	0.0031	0	0	0	677213	677974	5.250518413	-0.122570607	0.572946451	0.993007798	5.166949532	5.209277709	5.287662563	5.333098268	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06758	1.2093	0.0062	0.0052	MvSl-1064-A2-R4_MC05g07022	1.2093	0.0062	0.0052	0	0	0	681630	682850	5.257212798	0.128266778	0.591963636	0.993007798	5.429942231	5.200060808	4.960766882	5.390903642	Auto	Auto	NON
MvSl-1064-A1-R4_MC05-3g06808	0.2314	0.0039	0.0169	MvSl-1064-A2-R4_MC05g07072	0.2314	0.0039	0.0169	0	0	0	805757	810935	6.463740155	-0.101376173	0.600035406	0.993007798	6.495544689	6.323911098	6.419914307	6.601555184	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06899	0.9557	0.0026	0.0027	MvSl-1064-A2-R4_MC06-1g07162	0.9556	0.0026	0.0027	0	0	1E-04	121840	126340	4.32434981	-0.147279238	0.572689976	0.993007798	4.113063117	4.37428784	4.427673268	4.363896736	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06950	0.6634	0.008	0.012	MvSl-1064-A2-R4_MC06-1g07213	0.6634	0.008	0.012	0	0	0	241411	245578	6.471333257	0.105400927	0.573915209	0.993007798	6.554041384	6.491180605	6.448292114	6.386331086	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g06999	0.0862	0.0007	0.0086	MvSl-1064-A2-R4_MC06-1g07262	0.0862	0.0007	0.0086	0	0	0	383514	384415	8.678146412	0.153954592	0.574800995	0.993007798	8.982723836	8.479721649	8.399465598	8.774483908	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07120	0.9501	0.0057	0.006	MvSl-1064-A2-R4_MC06-2g07385	0.9501	0.0057	0.006	0	0	0	724599	725769	6.443809327	-0.102055625	0.583293729	0.993007798	6.382403898	6.401550092	6.526900156	6.460197409	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07145	0.7813	0.0042	0.0054	MvSl-1064-A2-R4_MC06-2g07410	0.7812	0.0042	0.0054	0	0	1E-04	766620	766985	6.855871128	-0.118442402	0.567677402	0.993007798	6.925592546	6.652588508	6.696927194	7.10255839	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07161	98.9996	0.0013	0	MvSl-1064-A2-R4_MC06-2g07426	98.9996	0.0013	0	0	0	0	815552	816295	1.207753858	0.23465645	0.56768481	0.993007798	1.185763506	1.428861191	1.189025871	0.977053557	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07187	0.2287	0.0047	0.0208	MvSl-1064-A2-R4_MC06-2g07452	0.2287	0.0047	0.0208	0	0	0	883019	884217	4.76525921	-0.129522048	0.583440636	0.993007798	4.652483599	4.745110182	4.813106248	4.843997649	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07200	0.3319	0.0082	0.0246	MvSl-1064-A2-R4_MC06-2g07465	0.3319	0.0082	0.0246	0	0	0	912581	915260	1.882554212	0.215070115	0.587761169	0.993007798	2.183786193	1.74502952	2.04973754	1.423608167	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07205	1.2225	0.0062	0.0051	MvSl-1064-A2-R4_MC06-2g07470	1.2225	0.0062	0.0051	0	0	0	922353	923050	4.537209782	0.206573851	0.579529745	0.993007798	3.87358153	5.131901682	4.711405384	4.079797675	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07234	0.2846	0.0031	0.011	MvSl-1064-A2-R4_MC06-2g07499	0.2846	0.0031	0.011	0	0	0	999455	1001185	4.565724272	-0.140375352	0.575396304	0.993007798	4.513116806	4.475540439	4.771598577	4.482085104	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07265	0.7208	0.0032	0.0045	MvSl-1064-A2-R4_MC06-2g07530	0.7208	0.0032	0.0045	0	0	0	1085895	1087369	5.746714915	-0.116374662	0.566955063	0.993007798	5.685806561	5.689372067	5.841606592	5.764831011	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07364	0.001	0	0.013	MvSl-1064-A2-R4_MC06-2g07629	0.001	0	0.013	0	0	0	1320254	1321095	5.760700524	0.140312225	0.582969743	0.993007798	6.10476894	5.487502045	5.442039946	5.899704084	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07370	0.9491	0.0088	0.0093	MvSl-1064-A2-R4_MC06-2g07635	0.9491	0.0088	0.0093	0	0	0	1333282	1333616	6.570371693	-0.103740713	0.580272028	0.993007798	6.503081779	6.532155505	6.676081818	6.564356078	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07373	0.4615	0	0	MvSl-1064-A2-R4_MC06-2g07638	0.001	0	0	0	0	0.4605	1339878	1340278	2.536519775	0.199465193	0.570201896	0.993007798	2.826929886	2.401610136	2.288191394	2.566459046	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07374	0.5554	0.0051	0.0091	MvSl-1064-A2-R4_MC06-2g07639	0.5554	0.0051	0.0091	0	0	0	1342017	1344193	5.843211549	0.111928383	0.584069894	0.993007798	5.808892332	5.981717009	5.828172275	5.742800987	Auto	Auto	NON
MvSl-1064-A1-R4_MC06g07509	98.9996	0.0105	0.0001	MvSl-1064-A2-R4_MC06-2g07774	98.9996	0.0105	0.0001	0	0	0	1663209	1663845	5.196141245	-0.129127429	0.587323765	0.993007798	5.330082486	4.898851581	5.186007346	5.329160963	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07568	0.2237	0.0059	0.0262	MvSl-1064-A2-R4_MC07g07833	0.2237	0.0059	0.0262	0	0	0	56425	56856	5.708755989	-0.115854183	0.611321876	0.993007798	5.497909427	5.787401796	5.971932745	5.524308899	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07589	0.2647	0.0026	0.0098	MvSl-1064-A2-R4_MC07g07854	0.2647	0.0026	0.0098	0	0	0	116810	119861	1.58319026	-0.209698727	0.609929903	0.993007798	1.749267358	1.151302869	1.463808231	1.876302765	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07601	0.6565	0.0098	0.0149	MvSl-1064-A2-R4_MC07g07866	0.6565	0.0098	0.0149	0	0	0	161744	163781	2.034342476	0.202509783	0.590671714	0.993007798	2.07471274	2.179514254	1.621649621	2.185942725	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07602	1.2975	0.0094	0.0072	MvSl-1064-A2-R4_MC07g07867	1.2975	0.0094	0.0072	0	0	0	165854	166482	5.618358616	0.163812897	0.570655224	0.993007798	5.273033213	6.025160974	5.837589416	5.148807969	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07621	1.1668	0.006	0.0052	MvSl-1064-A2-R4_MC07g07886	1.1668	0.006	0.0052	0	0	0	198832	205062	8.109731911	0.125272101	0.578820037	0.993007798	8.261542454	8.074309011	7.941160115	8.143257512	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07632	0.001	0	0.013	MvSl-1064-A2-R4_MC07g07897	0.001	0	0.013	0	0	0	234201	235705	7.617659677	0.120015578	0.6050676	0.993007798	7.883439499	7.434486449	7.360076221	7.729231961	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07634	1.0921	0.0101	0.0092	MvSl-1064-A2-R4_MC07g07899	1.0921	0.0101	0.0092	0	0	0	236903	238604	3.486925725	0.167361031	0.596049277	0.993007798	3.345920955	3.75807672	3.579378832	3.196059255	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07684	0.001	0	0.0106	MvSl-1064-A2-R4_MC07g07949	0.001	0	0.0106	0	0	0	333457	335378	7.357375365	-0.103832607	0.604129921	0.993007798	7.256006444	7.351588204	7.32224398	7.489671847	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07705	98.9996	0.0042	0	MvSl-1064-A2-R4_MC07g07970	98.9996	0.0042	0	0	0	0	376291	379629	7.454261801	-0.139229818	0.569986233	0.993007798	7.106189085	7.615237222	7.747440241	7.255089937	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07738	0.2234	0.0025	0.0111	MvSl-1064-A2-R4_MC07g08003	0.2234	0.0025	0.0111	0	0	0	465107	467131	7.928490682	0.114678104	0.589192014	0.993007798	7.924994551	8.041916986	7.834674354	7.904507137	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07762	98.9996	0.005	0.0001	MvSl-1064-A2-R4_MC07g08027	98.9996	0.005	0.0001	0	0	0	513812	514048	7.201169181	-0.110288734	0.5763374	0.993007798	7.022128735	7.258316138	7.274505291	7.235765514	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07799	0.6399	0.0052	0.0081	MvSl-1064-A2-R4_MC07g08064	0.6399	0.0052	0.0081	0	0	0	602290	602571	4.887366312	0.131625195	0.581383099	0.993007798	4.816331299	5.074553178	4.734633218	4.900811013	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07838	1.307	0.0038	0.0029	MvSl-1064-A2-R4_MC07g08103	1.307	0.0038	0.0029	0	0	0	706937	709351	6.913461434	-0.099001565	0.592205817	0.993007798	6.809420205	6.915044146	6.965261772	6.958977648	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07841	0.3852	0.0032	0.0082	MvSl-1064-A2-R4_MC07g08106	0.3852	0.0032	0.0082	0	0	0	715050	717049	4.394701326	-0.137798295	0.608075482	0.993007798	4.381909768	4.265389025	4.663796757	4.226714254	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07881	0.3235	0.0061	0.0187	MvSl-1064-A2-R4_MC07g08146	0.3235	0.0061	0.0187	0	0	0	816177	816332	6.030780582	-0.133862865	0.60011394	0.993007798	5.776916722	6.126912123	6.419914307	5.677717403	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07889	0.4775	0	0	MvSl-1064-A2-R4_MC07g08154	0.4688	0	0	0	0	0.0087	829474	831743	1.98353582	-0.204938651	0.59928069	0.993007798	1.482707068	2.194443197	2.068140537	2.096120404	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07919	0.001	0	0.0086	MvSl-1064-A2-R4_MC07g08184	0.001	0	0.0086	0	0	0	917308	919602	6.428345801	-0.142249476	0.600410838	0.993007798	6.157302462	6.529950266	6.881242758	5.973450161	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07920	0.5622	0.0047	0.0084	MvSl-1064-A2-R4_MC07g08185	0.5623	0.0047	0.0084	0	0	-1E-04	919853	920461	6.593566202	0.100342919	0.60705039	0.993007798	6.769978499	6.503221079	6.489838895	6.593371211	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g07926	0.3232	0.0036	0.011	MvSl-1064-A2-R4_MC07g08191	0.3232	0.0036	0.011	0	0	0	939067	943280	7.41908452	0.111488286	0.573154461	0.993007798	7.44864417	7.498289748	7.301005457	7.421041567	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08035	0.2648	0.0013	0.0048	MvSl-1064-A2-R4_MC07g08300	0.2648	0.0013	0.0048	0	0	0	1208185	1209112	5.866723966	0.120111052	0.609418724	0.993007798	6.017995254	5.826260094	5.488896326	6.0650741	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08038	98.9996	0.0216	0.0002	MvSl-1064-A2-R4_MC07g08303	98.9996	0.0216	0.0002	0	0	0	1211000	1211667	2.658088667	-0.214609898	0.603823908	0.993007798	2.747929692	2.322276386	2.086311739	3.221771198	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08044	98.9996	0.0074	0.0001	MvSl-1064-A2-R4_MC07g08309	98.9996	0.0074	0.0001	0	0	0	1221642	1222677	3.993362188	0.156862924	0.591006543	0.993007798	3.882855412	4.233219648	4.105652202	3.689286698	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08075	0.3085	0.0064	0.0206	MvSl-1064-A2-R4_MC07g08340	0.3085	0.0064	0.0206	0	0	0	1303184	1305748	6.122391791	0.114047704	0.581664073	0.993007798	6.032651257	6.310269605	6.193470489	5.922095705	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08080	0.2347	0.0023	0.0096	MvSl-1064-A2-R4_MC07g08345	0.2347	0.0023	0.0096	0	0	0	1312446	1314003	5.583164825	-0.20009516	0.587233794	0.993007798	5.744216316	5.156887755	4.799402621	6.223002971	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08106	0.3783	0.0122	0.0323	MvSl-1064-A2-R4_MC07g08371	0.3783	0.0122	0.0323	0	0	0	1374968	1378036	0.433259836	-0.27926967	0.601356566	0.993007798	-0.58227834	0.845643759	0.761554	0.326912883	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08154	0.5832	0.0031	0.0052	MvSl-1064-A2-R4_MC07g08419	0.5832	0.0031	0.0052	0	0	0	1486671	1488619	5.362631534	-0.117295844	0.590636747	0.993007798	5.297511986	5.308673932	5.515961534	5.317284162	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08157	0.5014	0.0068	0.0135	MvSl-1064-A2-R4_MC07g08422	0.5014	0.0068	0.0135	0	0	0	1494391	1497279	6.554501265	-0.1163861	0.567370763	0.993007798	6.498564252	6.491936086	6.395528555	6.799511908	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08164	2.1194	0.0052	0.0025	MvSl-1064-A2-R4_MC07g08429	2.1193	0.0052	0.0025	0	0	0.0001	1515150	1515688	3.901579984	0.16105753	0.588283805	0.993007798	3.845396744	4.100817421	4.051186538	3.540579701	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08166	0.8064	0.0089	0.011	MvSl-1064-A2-R4_MC07g08431	0.8064	0.0089	0.011	0	0	0	1517586	1520561	5.079292405	-0.122888663	0.61100518	0.993007798	4.96126693	5.070512796	5.332122379	4.916640779	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08169	98.9996	0.0074	0.0001	MvSl-1064-A2-R4_MC07g08434	98.9996	0.0074	0.0001	0	0	0	1527871	1530927	5.842212107	-0.129380826	0.609157438	0.993007798	5.56281815	5.962222858	6.19242232	5.546522148	Auto	Auto	NON
MvSl-1064-A1-R4_MC07g08190	98.9996	0.0261	0.0003	MvSl-1064-A2-R4_MC07g08455	98.9996	0.0261	0.0003	0	0	0	1568259	1571553	4.03887374	-0.152774373	0.586171131	0.993007798	3.83109514	4.080870447	4.261704871	3.947362795	Auto	Auto	NON
