gida1	dnds	dn	ds	gida2	dnds	dn	ds
MvSl-1064-A1-R4_MC05-3g06709	0.8269	0.0029	0.0035	MvSl-1064-A2-R4_MC05g06973	0.8269	0.0029	0.0035
MvSl-1064-A1-R4_MC05-3g06710	0.3763	0.0047	0.0126	MvSl-1064-A2-R4_MC05g06974	0.3763	0.0047	0.0126
MvSl-1064-A1-R4_MC05-3g06711	0.3699	0.0031	0.0084	MvSl-1064-A2-R4_MC05g06975	0.3699	0.0031	0.0084
MvSl-1064-A1-R4_MC05-3g06712	0.8394	0.0035	0.0041	MvSl-1064-A2-R4_MC05g06976	0.8394	0.0035	0.0041
MvSl-1064-A1-R4_MC05-3g06713	0.9257	0.0062	0.0067	MvSl-1064-A2-R4_MC05g06977	0.9257	0.0062	0.0067
MvSl-1064-A1-R4_MC05-3g06714	0.7894	0.0047	0.006	MvSl-1064-A2-R4_MC05g06978	0.7894	0.0047	0.006
MvSl-1064-A1-R4_MC05-3g06715	0.3074	0.0043	0.0141	MvSl-1064-A2-R4_MC05g06979	0.3074	0.0043	0.0141
MvSl-1064-A1-R4_MC05-3g06716	4.586	0.032	0.007	MvSl-1064-A2-R4_MC05g06980	4.586	0.032	0.007
MvSl-1064-A1-R4_MC05-3g06717	0.4047	0.7837	1.9366	MvSl-1064-A2-R4_MC05g06981	0.0095	0.648	
MvSl-1064-A1-R4_MC05-3g06718	98.9996	0.0267	0.0003	MvSl-1064-A2-R4_MC05g06982	98.9996	0.0267	0.0003
MvSl-1064-A1-R4_MC05-3g06719	1.1978	0.0017	0.0014	MvSl-1064-A2-R4_MC05g06983	1.1979	0.0017	0.0014
MvSl-1064-A1-R4_MC05-3g06720	0.2954	0.0023	0.0077	MvSl-1064-A2-R4_MC05g06984	0.2954	0.0023	0.0077
MvSl-1064-A1-R4_MC05-3g06721	1.1598	0.0074	0.0064	MvSl-1064-A2-R4_MC05g06985	1.1598	0.0074	0.0064
MvSl-1064-A1-R4_MC05-3g06722	98.9996	0.0023	0	MvSl-1064-A2-R4_MC05g06986	98.9996	0.0023	0
MvSl-1064-A1-R4_MC05-3g06723	1.0808	0.0037	0.0034	MvSl-1064-A2-R4_MC05g06987	1.0808	0.0037	0.0034
MvSl-1064-A1-R4_MC05-3g06724	0.6504	0.0036	0.0056	MvSl-1064-A2-R4_MC05g06988	0.6504	0.0036	0.0056
MvSl-1064-A1-R4_MC05-3g06725	0.4228	0.0067	0.016	MvSl-1064-A2-R4_MC05g06989	0.4228	0.0067	0.016
MvSl-1064-A1-R4_MC05-3g06726	0.3053	0.0046	0.015	MvSl-1064-A2-R4_MC05g06990	0.3053	0.0046	0.015
MvSl-1064-A1-R4_MC05-3g06727	0.4392	0.0027	0.006	MvSl-1064-A2-R4_MC05g06991	0.4392	0.0027	0.006
MvSl-1064-A1-R4_MC05-3g06728	0.9855	0.0054	0.0054	MvSl-1064-A2-R4_MC05g06992	0.9855	0.0054	0.0054
MvSl-1064-A1-R4_MC05-3g06729	0.6557	0.005	0.0076	MvSl-1064-A2-R4_MC05g06993	0.6557	0.005	0.0076
MvSl-1064-A1-R4_MC05-3g06730	0.2661	0.0023	0.0085	MvSl-1064-A2-R4_MC05g06994	0.2661	0.0023	0.0085
MvSl-1064-A1-R4_MC05-3g06731	0.3441	0.0185	0.0537	MvSl-1064-A2-R4_MC05g06995	0.3441	0.0185	0.0537
MvSl-1064-A1-R4_MC05-3g06732	0.2677	0.0292	0.1089	MvSl-1064-A2-R4_MC05g06996	0.339	0.0446	0.1317
MvSl-1064-A1-R4_MC05-3g06734	98.9996	0.0103	0.0001	MvSl-1064-A2-R4_MC05g06998	98.9996	0.0103	0.0001
MvSl-1064-A1-R4_MC05-3g06735	0.5968	0.0034	0.0058	MvSl-1064-A2-R4_MC05g06999	0.5968	0.0034	0.0058
MvSl-1064-A1-R4_MC05-3g06736	98.9996	0.0055	0.0001	MvSl-1064-A2-R4_MC05g07000	98.9996	0.0055	0.0001
MvSl-1064-A1-R4_MC05-3g06737	0.0691	0.002	0.0289	MvSl-1064-A2-R4_MC05g07001	0.0691	0.002	0.0289
MvSl-1064-A1-R4_MC05-3g06738	0.4496	0.0051	0.0114	MvSl-1064-A2-R4_MC05g07002	0.4496	0.0051	0.0114
MvSl-1064-A1-R4_MC05-3g06739	0.0422	0.0008	0.0193	MvSl-1064-A2-R4_MC05g07003	0.0422	0.0008	0.0193
MvSl-1064-A1-R4_MC05-3g06740	0.2533	0.0038	0.0152	MvSl-1064-A2-R4_MC05g07004	0.2533	0.0038	0.0152
MvSl-1064-A1-R4_MC05-3g06741	0.0807	0.0014	0.0173	MvSl-1064-A2-R4_MC05g07005	0.0807	0.0014	0.0173
MvSl-1064-A1-R4_MC05-3g06748	0.1049	0.0014	0.0136	MvSl-1064-A2-R4_MC05g07012	0.1049	0.0014	0.0136
MvSl-1064-A1-R4_MC05-3g06749	1.3776	0.0069	0.005	MvSl-1064-A2-R4_MC05g07013	1.3776	0.0069	0.005
MvSl-1064-A1-R4_MC05-3g06750	0.7941	0.0027	0.0034	MvSl-1064-A2-R4_MC05g07014	0.794	0.0027	0.0034
MvSl-1064-A1-R4_MC05-3g06751	0.357	0.0018	0.005	MvSl-1064-A2-R4_MC05g07015	0.357	0.0018	0.005
MvSl-1064-A1-R4_MC05-3g06752	0.0447	0.0008	0.0183	MvSl-1064-A2-R4_MC05g07016	0.0447	0.0008	0.0183
MvSl-1064-A1-R4_MC05-3g06754	0.001	0	0.0266	MvSl-1064-A2-R4_MC05g07018	0.001	0	0.0266
MvSl-1064-A1-R4_MC05-3g06755	1.9865	0.0061	0.0031	MvSl-1064-A2-R4_MC05g07019	1.9865	0.0061	0.0031
MvSl-1064-A1-R4_MC05-3g06756	1.2598	0.0027	0.0021	MvSl-1064-A2-R4_MC05g07020	1.2597	0.0027	0.0021
MvSl-1064-A1-R4_MC05-3g06757	0.0953	0.0008	0.008	MvSl-1064-A2-R4_MC05g07021	0.0953	0.0008	0.008
MvSl-1064-A1-R4_MC05-3g06758	1.2093	0.0062	0.0052	MvSl-1064-A2-R4_MC05g07022	1.2093	0.0062	0.0052
MvSl-1064-A1-R4_MC05-3g06759	98.9996	0	0	MvSl-1064-A2-R4_MC05g07023	0.4552	0	0
MvSl-1064-A1-R4_MC05-3g06760	0.001	0	0.005	MvSl-1064-A2-R4_MC05g07024	0.001	0	0.005
MvSl-1064-A1-R4_MC05-3g06761	0.7731	0.005	0.0065	MvSl-1064-A2-R4_MC05g07025	0.7731	0.005	0.0065
MvSl-1064-A1-R4_MC05-3g06762	0.6415	0.0048	0.0075	MvSl-1064-A2-R4_MC05g07026	0.6415	0.0048	0.0075
MvSl-1064-A1-R4_MC05-3g06763	0.631	0.0053	0.0084	MvSl-1064-A2-R4_MC05g07027	0.631	0.0053	0.0084
MvSl-1064-A1-R4_MC05-3g06764	98.9996	0.0077	0.0001	MvSl-1064-A2-R4_MC05g07028	98.9996	0.0077	0.0001
MvSl-1064-A1-R4_MC05-3g06765	0.5883	0.0027	0.0046	MvSl-1064-A2-R4_MC05g07029	0.5883	0.0027	0.0046
MvSl-1064-A1-R4_MC05-3g06766	0.2799	0.0024	0.0086	MvSl-1064-A2-R4_MC05g07030	0.2799	0.0024	0.0086
MvSl-1064-A1-R4_MC05-3g06767	0.5551	0.004	0.0072	MvSl-1064-A2-R4_MC05g07031	0.5551	0.004	0.0072
MvSl-1064-A1-R4_MC05-3g06768	0.3892	0.0027	0.0071	MvSl-1064-A2-R4_MC05g07032	0.3892	0.0027	0.0071
MvSl-1064-A1-R4_MC05-3g06769	0.2517	0.0072	0.0287	MvSl-1064-A2-R4_MC05g07033	0.2517	0.0072	0.0287
MvSl-1064-A1-R4_MC05-3g06771	0.3382	0	0	MvSl-1064-A2-R4_MC05g07035	0.001	0	0
MvSl-1064-A1-R4_MC05-3g06772	0.4603	0.0033	0.0072	MvSl-1064-A2-R4_MC05g07036	0.4603	0.0033	0.0072
MvSl-1064-A1-R4_MC05-3g06773	1.0876	0.0054	0.0049	MvSl-1064-A2-R4_MC05g07037	1.0876	0.0054	0.0049
MvSl-1064-A1-R4_MC05-3g06774	0.1135	0.0005	0.0048	MvSl-1064-A2-R4_MC05g07038	0.1135	0.0005	0.0048
MvSl-1064-A1-R4_MC05-3g06775	0.5438	0.0022	0.0041	MvSl-1064-A2-R4_MC05g07039	0.5438	0.0022	0.0041
MvSl-1064-A1-R4_MC05-3g06776	0.5264	0.0046	0.0087	MvSl-1064-A2-R4_MC05g07040	0.5264	0.0046	0.0087
MvSl-1064-A1-R4_MC05-3g06777	0.1595	0.004	0.025	MvSl-1064-A2-R4_MC05g07041	0.1595	0.004	0.025
MvSl-1064-A1-R4_MC05-3g06778	0.5711	0.002	0.0036	MvSl-1064-A2-R4_MC05g07042	0.5711	0.002	0.0036
MvSl-1064-A1-R4_MC05-3g06779	0.2438	0.0011	0.0043	MvSl-1064-A2-R4_MC05g07043	0.2437	0.0011	0.0043
MvSl-1064-A1-R4_MC05-3g06780	0.4728	0.007	0.0148	MvSl-1064-A2-R4_MC05g07044	0.4728	0.007	0.0148
MvSl-1064-A1-R4_MC05-3g06781	0.3965	0.0018	0.0045	MvSl-1064-A2-R4_MC05g07045	0.3965	0.0018	0.0045
MvSl-1064-A1-R4_MC05-3g06782	0.311	0.0011	0.0036	MvSl-1064-A2-R4_MC05g07046	0.311	0.0011	0.0036
MvSl-1064-A1-R4_MC05-3g06783	0.2922	0.015	0.0515	MvSl-1064-A2-R4_MC05g07047	0.2922	0.015	0.0515
MvSl-1064-A1-R4_MC05-3g06784	0.3916	0	0	MvSl-1064-A2-R4_MC05g07048	0.4408	0	0
MvSl-1064-A1-R4_MC05-3g06786	0.4508	0	0	MvSl-1064-A2-R4_MC05g07050	0.2599	0	0
MvSl-1064-A1-R4_MC05-3g06787	1.0631	0.0081	0.0076	MvSl-1064-A2-R4_MC05g07051	1.0631	0.0081	0.0076
MvSl-1064-A1-R4_MC05-3g06790	0.449	0.0193	0.043	MvSl-1064-A2-R4_MC05g07054	0.449	0.0193	0.043
MvSl-1064-A1-R4_MC05-3g06792	0.7207	0.0015	0.002	MvSl-1064-A2-R4_MC05g07056	0.7206	0.0015	0.002
MvSl-1064-A1-R4_MC05-3g06795	98.9996	0	0	MvSl-1064-A2-R4_MC05g07059	0.4937	0	0
MvSl-1064-A1-R4_MC05-3g06796	0.4728	0	0	MvSl-1064-A2-R4_MC05g07060	0.5153	0	0
MvSl-1064-A1-R4_MC05-3g06797	0.513	0.0041	0.008	MvSl-1064-A2-R4_MC05g07061	0.5131	0.0041	0.008
MvSl-1064-A1-R4_MC05-3g06798	0.001	0	0	MvSl-1064-A2-R4_MC05g07062	0.001	0	0
MvSl-1064-A1-R4_MC05-3g06799	0.7318	0.0086	0.0118	MvSl-1064-A2-R4_MC05g07063	0.7312	0.0086	0.0118
MvSl-1064-A1-R4_MC05-3g06800	0.001	0	0	MvSl-1064-A2-R4_MC05g07064	0.4572	0	0
MvSl-1064-A1-R4_MC05-3g06801	0.6445	0.0053	0.0082	MvSl-1064-A2-R4_MC05g07065	0.6445	0.0053	0.0082
MvSl-1064-A1-R4_MC05-3g06802	98.9996	0.0091	0.0001	MvSl-1064-A2-R4_MC05g07066	98.9996	0.0091	0.0001
MvSl-1064-A1-R4_MC05-3g06803	98.9996	0.01	0.0001	MvSl-1064-A2-R4_MC05g07067	98.9996	0.01	0.0001
MvSl-1064-A1-R4_MC05-3g06804	98.9996	0.0069	0.0001	MvSl-1064-A2-R4_MC05g07068	98.9996	0.0069	0.0001
MvSl-1064-A1-R4_MC05-3g06805	0.3252	0.0097	0.03	MvSl-1064-A2-R4_MC05g07069	0.3252	0.0097	0.03
MvSl-1064-A1-R4_MC05-3g06806	0.0823	0.0017	0.0205	MvSl-1064-A2-R4_MC05g07070	0.0823	0.0017	0.0205
MvSl-1064-A1-R4_MC05-3g06807	0.001	0	0.0224	MvSl-1064-A2-R4_MC05g07071	0.001	0	0.0224
MvSl-1064-A1-R4_MC05-3g06808	0.2314	0.0039	0.0169	MvSl-1064-A2-R4_MC05g07072	0.2314	0.0039	0.0169
MvSl-1064-A1-R4_MC05-3g06809	0.001	0	0.0065	MvSl-1064-A2-R4_MC05g07073	0.001	0	0.0065
MvSl-1064-A1-R4_MC05-3g06812	98.9996	0.0048	0	MvSl-1064-A2-R4_MC05g07076	98.9996	0.0048	0
MvSl-1064-A1-R4_MC05-3g06820	0.8778	0.0027	0.0031	MvSl-1064-A2-R4_MC05g07084	0.8777	0.0027	0.0031
MvSl-1064-A1-R4_MC05-3g06821	0.001	0	0.0045	MvSl-1064-A2-R4_MC05g07085	0.001	0	0.0045
MvSl-1064-A1-R4_MC05-3g06822	0.3044	0.002	0.0067	MvSl-1064-A2-R4_MC05g07086	0.3044	0.002	0.0067
MvSl-1064-A1-R4_MC05-3g06823	0.3814	0	0	MvSl-1064-A2-R4_MC05g07087	0.4216	0	0
MvSl-1064-A1-R4_MC05-3g06824	0.1119	0.0007	0.0065	MvSl-1064-A2-R4_MC05g07088	0.1119	0.0007	0.0065
MvSl-1064-A1-R4_MC05-3g06825	0.3637	0.0056	0.0154	MvSl-1064-A2-R4_MC05g07089	0.3637	0.0056	0.0154
MvSl-1064-A1-R4_MC05-3g06826	0.5624	0.0044	0.0077	MvSl-1064-A2-R4_MC05g07090	0.5625	0.0044	0.0077
MvSl-1064-A1-R4_MC05-3g06827	0.4372	0.0019	0.0044	MvSl-1064-A2-R4_MC05g07091	0.4372	0.0019	0.0044
MvSl-1064-A1-R4_MC05-3g06828	0.001	0	0.0055	MvSl-1064-A2-R4_MC05g07092	0.001	0	0.0055
MvSl-1064-A1-R4_MC05-3g06829	0.001	0	0.0136	MvSl-1064-A2-R4_MC05g07093	0.001	0	0.0135
MvSl-1064-A1-R4_MC05-3g06832	0.4175	0	0	MvSl-1064-A2-R4_MC05g07096	14.297	0	0
MvSl-1064-A1-R4_MC05-3g06833	98.9996	0.0044	0	MvSl-1064-A2-R4_MC05g07097	98.9996	0.0044	0
MvSl-1064-A1-R4_MC05-3g06834	0.2955	0.0002	0.0008	MvSl-1064-A2-R4_MC05g07098	0.2967	0.0002	0.0008
MvSl-1064-A1-R4_MC05-3g06835	0.001	0	0	MvSl-1064-A2-R4_MC05g07099	0.2703	0	0
MvSl-1064-A1-R4_MC05-3g06837	0.4327	0	0	MvSl-1064-A2-R4_MC05g07101	0.3865	0	0
MvSl-1064-A1-R4_MC05-3g06838	0.4013	0	0	MvSl-1064-A2-R4_MC05g07102	0.001	0	0
MvSl-1064-A1-R4_MC05-3g06839	0.475	0	0	MvSl-1064-A2-R4_MC05g07103	0.4251	0	0
MvSl-1064-A1-R4_MC05-3g06840	0.4669	0	0	MvSl-1064-A2-R4_MC05g07104	0.4712	0	0
MvSl-1064-A1-R4_MC05-3g06842	0.4165	0	0	MvSl-1064-A2-R4_MC05g07106	0.001	0	0
MvSl-1064-A1-R4_MC06g06861	0.4895	0.0152	0.0311	MvSl-1064-A2-R4_MC06-1g07124	0.4895	0.0152	0.0311
MvSl-1064-A1-R4_MC06g06862	0.001	0	0.0089	MvSl-1064-A2-R4_MC06-1g07125	0.001	0	0.0089
MvSl-1064-A1-R4_MC06g06863	0.0791	0.0018	0.0224	MvSl-1064-A2-R4_MC06-1g07126	0.0791	0.0018	0.0224
MvSl-1064-A1-R4_MC06g06864	0.001	0	0.0125	MvSl-1064-A2-R4_MC06-1g07127	0.001	0	0.0125
MvSl-1064-A1-R4_MC06g06865	5.3853	0.0149	0.0028	MvSl-1064-A2-R4_MC06-1g07128	5.3853	0.0149	0.0028
MvSl-1064-A1-R4_MC06g06885	0.6344	0.0113	0.0178	MvSl-1064-A2-R4_MC06-1g07148	0.6344	0.0113	0.0178
MvSl-1064-A1-R4_MC06g06886	0.4895	0.0028	0.0057	MvSl-1064-A2-R4_MC06-1g07149	0.4895	0.0028	0.0057
MvSl-1064-A1-R4_MC06g06887	0.6207	0.0043	0.0069	MvSl-1064-A2-R4_MC06-1g07150	0.4319	0.0039	0.0091
MvSl-1064-A1-R4_MC06g06893	0.001	0	0.0202	MvSl-1064-A2-R4_MC06-1g07156	0.001	0	0.0202
MvSl-1064-A1-R4_MC06g06894	0.4552	0.0021	0.0047	MvSl-1064-A2-R4_MC06-1g07157	0.4552	0.0021	0.0047
MvSl-1064-A1-R4_MC06g06895	0.001	0	0.0053	MvSl-1064-A2-R4_MC06-1g07158	0.001	0	0.0052
MvSl-1064-A1-R4_MC06g06896	0.3436	0.0012	0.0035	MvSl-1064-A2-R4_MC06-1g07159	0.3436	0.0012	0.0035
MvSl-1064-A1-R4_MC06g06898	0.001	0	0.015	MvSl-1064-A2-R4_MC06-1g07161	0.001	0	0.015
MvSl-1064-A1-R4_MC06g06899	0.9557	0.0026	0.0027	MvSl-1064-A2-R4_MC06-1g07162	0.9556	0.0026	0.0027
MvSl-1064-A1-R4_MC06g06901	0.8361	0.0063	0.0076	MvSl-1064-A2-R4_MC06-1g07164	0.8361	0.0063	0.0076
MvSl-1064-A1-R4_MC06g06902	0.2098	0.0037	0.0178	MvSl-1064-A2-R4_MC06-1g07165	0.2098	0.0037	0.0178
MvSl-1064-A1-R4_MC06g06903	0.131	0.001	0.0075	MvSl-1064-A2-R4_MC06-1g07166	0.131	0.001	0.0075
MvSl-1064-A1-R4_MC06g06904	0.4138	0.0046	0.0112	MvSl-1064-A2-R4_MC06-1g07167	0.4138	0.0046	0.0112
MvSl-1064-A1-R4_MC06g06912	0.001	0	0.0235	MvSl-1064-A2-R4_MC06-1g07175	0.001	0	0.0235
MvSl-1064-A1-R4_MC06g06913	98.9996	0.0009	0	MvSl-1064-A2-R4_MC06-1g07176	98.9996	0.0009	0
MvSl-1064-A1-R4_MC06g06914	0.5432	0.0047	0.0087	MvSl-1064-A2-R4_MC06-1g07177	0.5432	0.0047	0.0087
MvSl-1064-A1-R4_MC06g06915	1.6729	0.0043	0.0026	MvSl-1064-A2-R4_MC06-1g07178	1.673	0.0043	0.0026
MvSl-1064-A1-R4_MC06g06917	0.4081	0	0	MvSl-1064-A2-R4_MC06-1g07180	0.4847	0	0
MvSl-1064-A1-R4_MC06g06919	0.2484	0.0031	0.0125	MvSl-1064-A2-R4_MC06-1g07182	0.2484	0.0031	0.0125
MvSl-1064-A1-R4_MC06g06920	0.001	0	0.0199	MvSl-1064-A2-R4_MC06-1g07183	0.001	0	0.0202
MvSl-1064-A1-R4_MC06g06921	0.2038	0.0033	0.0163	MvSl-1064-A2-R4_MC06-1g07184	0.2038	0.0033	0.0163
MvSl-1064-A1-R4_MC06g06923	0.736	0.005	0.0068	MvSl-1064-A2-R4_MC06-1g07186	0.736	0.005	0.0068
MvSl-1064-A1-R4_MC06g06924	0.1867	0.0022	0.0117	MvSl-1064-A2-R4_MC06-1g07187	0.1867	0.0022	0.0117
MvSl-1064-A1-R4_MC06g06925	0.2748	0.0035	0.0127	MvSl-1064-A2-R4_MC06-1g07188	0.2748	0.0035	0.0127
MvSl-1064-A1-R4_MC06g06926	0.3288	0.0013	0.0038	MvSl-1064-A2-R4_MC06-1g07189	0.3288	0.0013	0.0038
MvSl-1064-A1-R4_MC06g06927	0.4844	0.0134	0.0277	MvSl-1064-A2-R4_MC06-1g07190	0.4844	0.0134	0.0277
MvSl-1064-A1-R4_MC06g06930	0.3705	0.0035	0.0095	MvSl-1064-A2-R4_MC06-1g07193	0.3705	0.0035	0.0095
MvSl-1064-A1-R4_MC06g06931	0.6557	0.0038	0.0058	MvSl-1064-A2-R4_MC06-1g07194	0.6556	0.0038	0.0058
MvSl-1064-A1-R4_MC06g06933	0.2843	0.0023	0.0081	MvSl-1064-A2-R4_MC06-1g07196	0.2843	0.0023	0.0081
MvSl-1064-A1-R4_MC06g06934	0.2002	0.002	0.0098	MvSl-1064-A2-R4_MC06-1g07197	0.2002	0.002	0.0098
MvSl-1064-A1-R4_MC06g06935	0.9145	0.0083	0.0091	MvSl-1064-A2-R4_MC06-1g07198	0.9145	0.0083	0.0091
MvSl-1064-A1-R4_MC06g06936	0.6077	0.004	0.0066	MvSl-1064-A2-R4_MC06-1g07199	0.6077	0.004	0.0066
MvSl-1064-A1-R4_MC06g06937	1.0102	0.0079	0.0079	MvSl-1064-A2-R4_MC06-1g07200	1.0102	0.0079	0.0079
MvSl-1064-A1-R4_MC06g06938	0.324	0.0059	0.0183	MvSl-1064-A2-R4_MC06-1g07201	0.324	0.0059	0.0183
MvSl-1064-A1-R4_MC06g06940	0.0716	0.0016	0.0219	MvSl-1064-A2-R4_MC06-1g07203	0.0716	0.0016	0.0219
MvSl-1064-A1-R4_MC06g06941	0.1392	0.0009	0.0068	MvSl-1064-A2-R4_MC06-1g07204	0.1392	0.0009	0.0068
MvSl-1064-A1-R4_MC06g06943	0.5316	0.0037	0.0069	MvSl-1064-A2-R4_MC06-1g07206	0.5316	0.0037	0.0069
MvSl-1064-A1-R4_MC06g06944	0.5273	0.0039	0.0073	MvSl-1064-A2-R4_MC06-1g07207	0.5273	0.0039	0.0073
MvSl-1064-A1-R4_MC06g06945	0.3631	0.0022	0.0059	MvSl-1064-A2-R4_MC06-1g07208	0.3631	0.0022	0.0059
MvSl-1064-A1-R4_MC06g06946	0.001	0	0	MvSl-1064-A2-R4_MC06-1g07209	0.001	0	0
MvSl-1064-A1-R4_MC06g06947	0.001	0.0001	0.0567	MvSl-1064-A2-R4_MC06-1g07210	0.001	0.0001	0.0567
MvSl-1064-A1-R4_MC06g06948	0.4283	0.0036	0.0084	MvSl-1064-A2-R4_MC06-1g07211	0.4283	0.0036	0.0084
MvSl-1064-A1-R4_MC06g06949	0.1138	0.001	0.0092	MvSl-1064-A2-R4_MC06-1g07212	0.1138	0.001	0.0092
MvSl-1064-A1-R4_MC06g06950	0.6634	0.008	0.012	MvSl-1064-A2-R4_MC06-1g07213	0.6634	0.008	0.012
MvSl-1064-A1-R4_MC06g06951	0.0668	0.0005	0.0081	MvSl-1064-A2-R4_MC06-1g07214	0.0668	0.0005	0.0081
MvSl-1064-A1-R4_MC06g06952	0.1118	0.0019	0.0173	MvSl-1064-A2-R4_MC06-1g07215	0.1118	0.0019	0.0173
MvSl-1064-A1-R4_MC06g06953	0.2011	0.0022	0.0107	MvSl-1064-A2-R4_MC06-1g07216	0.2046	0.002	0.0096
MvSl-1064-A1-R4_MC06g06954	0.1913	0.0014	0.0071	MvSl-1064-A2-R4_MC06-1g07217	0.1913	0.0014	0.0071
MvSl-1064-A1-R4_MC06g06955	0.5799	0.0028	0.0049	MvSl-1064-A2-R4_MC06-1g07218	0.5799	0.0028	0.0049
MvSl-1064-A1-R4_MC06g06956	0.4028	0.0032	0.0079	MvSl-1064-A2-R4_MC06-1g07219	0.4028	0.0032	0.0079
MvSl-1064-A1-R4_MC06g06957	0.6412	0.0049	0.0076	MvSl-1064-A2-R4_MC06-1g07220	0.6412	0.0049	0.0076
MvSl-1064-A1-R4_MC06g06958	0.5045	0	0	MvSl-1064-A2-R4_MC06-1g07221	0.4682	0	0
MvSl-1064-A1-R4_MC06g06959	0.252	0.0028	0.0113	MvSl-1064-A2-R4_MC06-1g07222	0.252	0.0028	0.0113
MvSl-1064-A1-R4_MC06g06960	0.8221	0.0026	0.0032	MvSl-1064-A2-R4_MC06-1g07223	0.8221	0.0026	0.0032
MvSl-1064-A1-R4_MC06g06961	0.001	0	0	MvSl-1064-A2-R4_MC06-1g07224	0.4501	0	0
MvSl-1064-A1-R4_MC06g06962	0.1192	0.0009	0.0076	MvSl-1064-A2-R4_MC06-1g07225	0.1192	0.0009	0.0076
MvSl-1064-A1-R4_MC06g06963	0.0713	0.0006	0.0086	MvSl-1064-A2-R4_MC06-1g07226	0.0713	0.0006	0.0086
MvSl-1064-A1-R4_MC06g06964	0.3137	0.0036	0.0115	MvSl-1064-A2-R4_MC06-1g07227	0.3137	0.0036	0.0115
MvSl-1064-A1-R4_MC06g06976	0.61	0.0063	0.0104	MvSl-1064-A2-R4_MC06-1g07239	0.61	0.0063	0.0104
MvSl-1064-A1-R4_MC06g06977	0.6713	0.0079	0.0117	MvSl-1064-A2-R4_MC06-1g07240	0.6713	0.0079	0.0117
MvSl-1064-A1-R4_MC06g06978	0.4903	0.0039	0.008	MvSl-1064-A2-R4_MC06-1g07241	0.4903	0.0039	0.008
MvSl-1064-A1-R4_MC06g06979	0.3665	0.004	0.0108	MvSl-1064-A2-R4_MC06-1g07242	0.3665	0.004	0.0108
MvSl-1064-A1-R4_MC06g06980	2.6006	0.011	0.0042	MvSl-1064-A2-R4_MC06-1g07243	2.6006	0.011	0.0042
MvSl-1064-A1-R4_MC06g06981	0.5328	0.0045	0.0084	MvSl-1064-A2-R4_MC06-1g07244	0.5328	0.0045	0.0084
MvSl-1064-A1-R4_MC06g06982	0.3416	0.0011	0.0033	MvSl-1064-A2-R4_MC06-1g07245	0.3416	0.0011	0.0033
MvSl-1064-A1-R4_MC06g06983	0.4431	0.0036	0.0081	MvSl-1064-A2-R4_MC06-1g07246	0.4431	0.0036	0.0081
MvSl-1064-A1-R4_MC06g06984	0.6424	0.0028	0.0043	MvSl-1064-A2-R4_MC06-1g07247	1.3972	0.0028	0.002
MvSl-1064-A1-R4_MC06g06985	98.9996	0.0106	0.0001	MvSl-1064-A2-R4_MC06-1g07248	98.9996	0.0106	0.0001
MvSl-1064-A1-R4_MC06g06986	98.9996	0.0021	0	MvSl-1064-A2-R4_MC06-1g07249	98.9996	0.0021	0
MvSl-1064-A1-R4_MC06g06987	0.001	0	0	MvSl-1064-A2-R4_MC06-1g07250	0.001	0	0
MvSl-1064-A1-R4_MC06g06988	98.9996	0.0085	0.0001	MvSl-1064-A2-R4_MC06-1g07251	98.9996	0.0085	0.0001
MvSl-1064-A1-R4_MC06g06989	13.1397	0.0183	0.0014	MvSl-1064-A2-R4_MC06-1g07252	13.1397	0.0183	0.0014
MvSl-1064-A1-R4_MC06g06990	0.0787	0	0	MvSl-1064-A2-R4_MC06-1g07253	0.4657	0	0
MvSl-1064-A1-R4_MC06g06991	2.7214	0.0123	0.0045	MvSl-1064-A2-R4_MC06-1g07254	2.7214	0.0123	0.0045
MvSl-1064-A1-R4_MC06g06992	0.4691	0	0	MvSl-1064-A2-R4_MC06-1g07255	31.455	0	0
MvSl-1064-A1-R4_MC06g06993	0.173	0.001	0.0058	MvSl-1064-A2-R4_MC06-1g07256	0.1729	0.001	0.0058
MvSl-1064-A1-R4_MC06g06994	98.9996	0.0016	0	MvSl-1064-A2-R4_MC06-1g07257	98.9996	0.0016	0
MvSl-1064-A1-R4_MC06g06995	0.6879	0.0041	0.006	MvSl-1064-A2-R4_MC06-1g07258	0.6879	0.0041	0.006
MvSl-1064-A1-R4_MC06g06997	98.9996	0.0067	0.0001	MvSl-1064-A2-R4_MC06-1g07260	98.9996	0.0067	0.0001
MvSl-1064-A1-R4_MC06g06999	0.0862	0.0007	0.0086	MvSl-1064-A2-R4_MC06-1g07262	0.0862	0.0007	0.0086
MvSl-1064-A1-R4_MC06g07000	0.0842	0.0013	0.0152	MvSl-1064-A2-R4_MC06-1g07263	0.0842	0.0013	0.0152
MvSl-1064-A1-R4_MC06g07001	98.9996	0.0031	0	MvSl-1064-A2-R4_MC06-1g07264	98.9996	0.0031	0
MvSl-1064-A1-R4_MC06g07002	0.6432	0.0056	0.0086	MvSl-1064-A2-R4_MC06-1g07265	0.6432	0.0056	0.0086
MvSl-1064-A1-R4_MC06g07003	0.8344	0.0134	0.016	MvSl-1064-A2-R4_MC06-1g07266	0.8344	0.0134	0.016
MvSl-1064-A1-R4_MC06g07004	0.3424	0.003	0.0086	MvSl-1064-A2-R4_MC06-1g07267	0.3425	0.003	0.0086
