gid	gidmvsd	dnds	dn	ds
MvSl-1064-A1-R4_MC04-1g05697	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02864	0.2574	0.0024	0.0093
MvSl-1064-A1-R4_MC04-1g05968	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02597	1.0239	0.0035	0.0035
MvSl-1064-A1-R4_MC01-1g02421	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01725	98.9996	0.0025	0
MvSl-1064-A1-R4_MC13g11436	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05531	0.2765	0.0021	0.0075
MvSl-1064-A1-R4_MC10-1g09778	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08731	0.5665	0.0057	0.0101
MvSl-1064-A1-R4_MC04-1g05642	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02921	0.001	0	0.0124
MvSl-1064-A1-R4_MC09-2g09530	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08844	0.6824	0.0038	0.0055
MvSl-1064-A1-R4_MC04-1g05666	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02895	0.7839	0.0039	0.0049
MvSl-1064-A1-R4_MC01-1g02251	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01566	0.5357	0.0034	0.0064
MvSl-1064-A1-R4_MC10-1g09744	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08695	1.1939	0.0051	0.0043
MvSl-1064-A1-R4_MC02g03227	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09650	0.4893	0.0049	0.01
MvSl-1064-A1-R4_MC01-1g02248	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01563	0.0988	0.0017	0.0175
MvSl-1064-A1-R4_MC08g08726	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11276	0.7664	0.007	0.0092
MvSl-1064-A1-R4_MC12g11114	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05017	0.9161	0.0059	0.0064
MvSl-1064-A1-R4_A1g00669	MvSdioicae-1303-FR02-D-N206-PbcR_C006g04137	0.7822	0.004	0.0051
MvSl-1064-A1-R4_MC04-1g05547	MvSdioicae-1303-FR02-D-N206-PbcR_C004g03022	0.217	0.0009	0.0042
MvSl-1064-A1-R4_MC15g12016	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11231	1.8316	0.0083	0.0045
MvSl-1064-A1-R4_MC08g08291	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06187	0.4948	0.0019	0.0039
MvSl-1064-A1-R4_MC01-1g02234	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01550	0.3466	0.0036	0.0104
MvSl-1064-A1-R4_MC03g04893	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00340	98.9996	0.0251	0.0003
MvSl-1064-A1-R4_A1g00448	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10243	2.202	0.0119	0.0054
MvSl-1064-A1-R4_MC14g11941	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10466	0.6193	0.0029	0.0048
MvSl-1064-A1-R4_MC13g11424	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05514	98.9996	0.0051	0.0001
MvSl-1064-A1-R4_MC04-1g05639	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02924	0.001	0	0.0082
MvSl-1064-A1-R4_MC03g04638	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00595	0.9547	0.007	0.0073
MvSl-1064-A1-R4_A1g01366	MvSdioicae-1303-FR02-D-N206-PbcR_C032g11113	0.4858	0.0096	0.0197
MvSl-1064-A1-R4_MC01-1g02719	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07864	0.82	0.0057	0.0069
MvSl-1064-A1-R4_MC05-3g06607	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02323	98.9996	0.0014	0
MvSl-1064-A1-R4_MC09-2g09443	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08940	0.6877	0.003	0.0044
MvSl-1064-A1-R4_MC04-1g06006	MvSdioicae-1303-FR02-D-N206-PbcR_C031g10920	0.5517	0.0034	0.0061
MvSl-1064-A1-R4_MC14g11890	MvSdioicae-1303-FR02-D-N206-PbcR_C028g10519	0.2901	0.0039	0.0135
MvSl-1064-A1-R4_MC11g10380	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04660	0.1161	0.002	0.0174
MvSl-1064-A1-R4_MC03g05235	MvSdioicae-1303-FR02-D-N206-PbcR_C047g12317	0.3328	0.003	0.0091
MvSl-1064-A1-R4_MC06g07237	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06868	0.3964	0.0045	0.0113
MvSl-1064-A1-R4_MC08g08690	MvSdioicae-1303-FR02-D-N206-PbcR_C034g11312	0.2331	0.0011	0.0047
MvSl-1064-A1-R4_MC04-1g05669	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02892	1.1244	0.004	0.0035
MvSl-1064-A1-R4_MC09-2g09094	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08138	0.001	0	0.006
MvSl-1064-A1-R4_MC12g10805	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05333	0.3276	0.0014	0.0042
MvSl-1064-A1-R4_MC03g04462	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00774	0.1942	0.0024	0.0125
MvSl-1064-A1-R4_A1g00922	MvSdioicae-1303-FR02-D-N206-PbcR_C045g12208	0.3661	0.0071	0.0193
MvSl-1064-A1-R4_MC04-1g05648	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02914	0.3931	0.0016	0.0041
MvSl-1064-A1-R4_MC04-1g05671	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02890	1.0237	0.0019	0.0018
MvSl-1064-A1-R4_MC04-1g05438	MvSdioicae-1303-FR02-D-N206-PbcR_C004g03134	0.4536	0.0009	0.0019
MvSl-1064-A1-R4_MC02g03812	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03405	0.1666	0.0022	0.0132
MvSl-1064-A1-R4_MC09-2g09556	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08820	0.6046	0.0026	0.0042
MvSl-1064-A1-R4_MC12g11257	MvSdioicae-1303-FR02-D-N206-PbcR_C041g11968	0.3538	0.0013	0.0037
MvSl-1064-A1-R4_MC04-1g05719	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02842	2.7607	0.0043	0.0016
MvSl-1064-A1-R4_MC09-2g09396	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08988	0.2179	0.0026	0.0119
MvSl-1064-A1-R4_MC09-2g09314	MvSdioicae-1303-FR02-D-N206-PbcR_C037g11616	0.2287	0.0018	0.008
MvSl-1064-A1-R4_MC13g11392	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05483	1.3305	0.0069	0.0052
MvSl-1064-A1-R4_MC11g10226	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04816	98.9996	0.0022	0
MvSl-1064-A1-R4_MC11g10502	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04541	0.2133	0.0028	0.0131
MvSl-1064-A1-R4_MC12g10750	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05395	0.001	0	0.0032
MvSl-1064-A1-R4_MC01-1g02411	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01715	0.2682	0.0017	0.0064
MvSl-1064-A1-R4_MC03g04636	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00597	0.3907	0.0047	0.0119
MvSl-1064-A1-R4_MC09-2g09141	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08186	0.3231	0.0032	0.0099
MvSl-1064-A1-R4_MC09-2g09557	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08819	0.4176	0.0021	0.005
MvSl-1064-A1-R4_MC03g04357	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00891	0.6575	0.0053	0.008
MvSl-1064-A1-R4_MC03g04669	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00559	0.001	0	0
MvSl-1064-A1-R4_MC05-3g06602	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02320	98.9996	0.004	0
MvSl-1064-A1-R4_MC01-1g02674	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07910	3.9429	0.0067	0.0017
MvSl-1064-A1-R4_MC06g07371	MvSdioicae-1303-FR02-D-N206-PbcR_C012g07009	0.8469	0.004	0.0047
MvSl-1064-A1-R4_MC05-3g06579	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02300	0.8026	0.0073	0.009
MvSl-1064-A1-R4_MC03g04463	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00773	0.141	0.0015	0.0106
MvSl-1064-A1-R4_MC08g08466	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06009	0.2559	0.0037	0.0144
MvSl-1064-A1-R4_A1g01453	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10174	0.1581	0.0017	0.0107
MvSl-1064-A1-R4_MC03g04356	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00892	0.2032	0.0058	0.0284
MvSl-1064-A1-R4_MC11g10406	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04635	0.458	0.0051	0.0111
MvSl-1064-A1-R4_MC09-2g09442	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08941	1.1208	0.0037	0.0033
MvSl-1064-A1-R4_A1g01317	MvSdioicae-1303-FR02-D-N206-PbcR_C006g03862	0.4219	0.0018	0.0042
MvSl-1064-A1-R4_MC07g07595	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07348	0.7351	0.0084	0.0115
MvSl-1064-A1-R4_MC09-2g09551	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08825	0.1254	0.0009	0.0075
MvSl-1064-A1-R4_MC01-1g02148	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01465	0.9732	0.004	0.0041
MvSl-1064-A1-R4_MC07g07734	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07198	1.133	0.004	0.0036
MvSl-1064-A1-R4_MC07g07739	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07193	0.001	0	0
MvSl-1064-A1-R4_MC09-2g09159	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08204	0.9829	0.0098	0.01
MvSl-1064-A1-R4_MC10-2g10088	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07650	0.2311	0.0048	0.0209
MvSl-1064-A1-R4_MC01-2g03157	MvSdioicae-1303-FR02-D-N206-PbcR_C039g11811	0.001	0	0.0043
MvSl-1064-A1-R4_MC02g03877	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03352	0.8497	0.0074	0.0087
MvSl-1064-A1-R4_MC02g03718	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03500	0.9037	0.0036	0.004
MvSl-1064-A1-R4_MC04-1g05793	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02773	0.6225	0.005	0.0081
MvSl-1064-A1-R4_MC01-1g02608	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07978	1.4212	0.0043	0.003
MvSl-1064-A1-R4_MC01-1g02081	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01391	0.001	0	0.0098
MvSl-1064-A1-R4_MC03g05161	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00041	0.001	0	0.0069
MvSl-1064-A1-R4_MC08g08592	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05881	1.6335	0.0101	0.0062
MvSl-1064-A1-R4_MC01-1g02114	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01430	0.068	0	0
MvSl-1064-A1-R4_MC10-2g10066	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07628	0.165	0.0022	0.0134
MvSl-1064-A1-R4_MC15g12067	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11181	0.2508	0.0041	0.0162
MvSl-1064-A1-R4_MC01-1g02642	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07942	1.2188	0.0075	0.0061
MvSl-1064-A1-R4_MC04-1g05641	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02922	1.0841	0.0073	0.0068
MvSl-1064-A1-R4_MC07g07813	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07116	0.2937	0.0034	0.0116
MvSl-1064-A1-R4_MC13g11674	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05775	0.2487	0.0016	0.0063
MvSl-1064-A1-R4_MC07g07629	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07314	0.172	0.0023	0.0134
MvSl-1064-A1-R4_MC09-2g09184	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08227	98.9996	0.0067	0.0001
MvSl-1064-A1-R4_MC02g03733	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03484	1.0431	0.0089	0.0085
MvSl-1064-A1-R4_MC04-1g05839	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02727	0.916	0.0088	0.0096
MvSl-1064-A1-R4_MC04-1g05849	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02716	0.4093	0.0045	0.011
MvSl-1064-A1-R4_MC04-1g05653	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02909	0.203	0.0018	0.0091
MvSl-1064-A1-R4_MC09-2g09315	MvSdioicae-1303-FR02-D-N206-PbcR_C037g11617	0.1743	0.0019	0.0107
MvSl-1064-A1-R4_MC11g10433	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04609	0.001	0	0.0137
MvSl-1064-A1-R4_MC05-3g06688	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02404	0.6312	0.0053	0.0083
MvSl-1064-A1-R4_MC10-2g10039	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07601	0.4348	0.0031	0.0072
MvSl-1064-A1-R4_MC12g10752	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05393	0.001	0	0.0094
MvSl-1064-A1-R4_MC05-3g06724	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02446	0.6504	0.0036	0.0056
MvSl-1064-A1-R4_MC03g04800	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00427	0.2235	0.002	0.0089
MvSl-1064-A1-R4_MC11g10709	MvSdioicae-1303-FR02-D-N206-PbcR_C038g11704	3.2215	0.0097	0.003
MvSl-1064-A1-R4_MC11g10386	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04655	0.6531	0.0072	0.011
MvSl-1064-A1-R4_MC05-2g06464	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02182	0.1985	0.0035	0.0176
MvSl-1064-A1-R4_MC08g08433	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06048	0.001	0	0.009
MvSl-1064-A1-R4_MC09-2g09527	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08847	0.001	0	0.0032
MvSl-1064-A1-R4_MC09-2g09389	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08995	0.1138	0.0021	0.0186
MvSl-1064-A1-R4_MC13g11396	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05487	1.347	0.0144	0.0107
MvSl-1064-A1-R4_MC03g05176	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00021	0.7118	0.0053	0.0074
MvSl-1064-A1-R4_MC01-1g02233	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01549	0.2257	0.0025	0.011
MvSl-1064-A1-R4_MC04-1g05874	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02692	0.436	0.0022	0.0051
MvSl-1064-A1-R4_MC02g03671	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03545	1.6521	0.0088	0.0053
MvSl-1064-A1-R4_MC05-2g06427	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02145	0.157	0.0025	0.0158
MvSl-1064-A1-R4_MC10-1g09649	MvSdioicae-1303-FR02-D-N206-PbcR_C018g08601	0.001	0	0.0104
MvSl-1064-A1-R4_MC05-1g06176	MvSdioicae-1303-FR02-D-N206-PbcR_C003g01883	0.6235	0.008	0.0128
MvSl-1064-A1-R4_MC08g08621	MvSdioicae-1303-FR02-D-N206-PbcR_C010g05851	0.9097	0.0043	0.0047
MvSl-1064-A1-R4_MC01-1g02344	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01657	0.4598	0.0041	0.009
MvSl-1064-A1-R4_MC02g03792	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03424	0.4624	0.0051	0.0109
MvSl-1064-A1-R4_MC13g11581	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05685	2.1172	0.0241	0.0114
MvSl-1064-A1-R4_MC11g10352	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04689	1.3225	0.006	0.0045
MvSl-1064-A1-R4_MC09-2g09152	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08197	0.6511	0.0042	0.0065
MvSl-1064-A1-R4_A1g00292	MvSdioicae-1303-FR02-D-N206-PbcR_C011g06345	0.1956	0.0042	0.0214
MvSl-1064-A1-R4_MC07g08059	MvSdioicae-1303-FR02-D-N206-PbcR_C042g12020	0.1008	0.0014	0.0139
MvSl-1064-A1-R4_MC01-2g02983	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07758	0.4153	0.007	0.0168
MvSl-1064-A1-R4_MC09-2g09391	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08993	0.1629	0.0031	0.0193
MvSl-1064-A1-R4_MC09-2g09313	MvSdioicae-1303-FR02-D-N206-PbcR_C037g11615	0.2187	0.0012	0.0056
MvSl-1064-A1-R4_MC11g10373	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04667	0.556	0.0054	0.0098
MvSl-1064-A1-R4_MC01-1g02079	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01388	1.7005	0.0062	0.0037
MvSl-1064-A1-R4_MC08g08833	MvSdioicae-1303-FR02-D-N206-PbcR_C025g10001	0.6612	0.0023	0.0035
MvSl-1064-A1-R4_MC03g04361	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00887	0.4288	0.0063	0.0148
MvSl-1064-A1-R4_MC09-2g09339	MvSdioicae-1303-FR02-D-N206-PbcR_C037g11637	1.5108	0.0069	0.0045
MvSl-1064-A1-R4_MC10-2g10041	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07603	0.5245	0.0048	0.0092
MvSl-1064-A1-R4_MC03g04459	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00777	98.9996	0.0047	0
MvSl-1064-A1-R4_MC09-2g09521	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08853	0.001	0	0.0108
MvSl-1064-A1-R4_MC05-3g06614	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02331	0.0964	0.0013	0.0138
MvSl-1064-A1-R4_MC12g10964	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05168	1.0644	0.0083	0.0078
MvSl-1064-A1-R4_MC04-1g05841	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02725	0.1438	0.002	0.0138
MvSl-1064-A1-R4_MC12g11169	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04962	0.001	0	0.0122
MvSl-1064-A1-R4_MC01-1g02557	MvSdioicae-1303-FR02-D-N206-PbcR_C015g08026	0.482	0.0043	0.0089
MvSl-1064-A1-R4_MC01-1g02770	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07811	1.0776	0.0021	0.002
MvSl-1064-A1-R4_MC01-1g02765	MvSdioicae-1303-FR02-D-N206-PbcR_C015g07818	0.8368	0.004	0.0048
MvSl-1064-A1-R4_MC07g08206	MvSdioicae-1303-FR02-D-N206-PbcR_C021g09279	0.7456	0.0041	0.0055
MvSl-1064-A1-R4_MC12g10945	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05187	0.1534	0.002	0.013
MvSl-1064-A1-R4_MC13g11592	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05696	0.5216	0.0014	0.0028
MvSl-1064-A1-R4_MC04-1g05659	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02903	0.7271	0.0027	0.0037
MvSl-1064-A1-R4_MC08g08297	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06181	0.3886	0.0035	0.009
MvSl-1064-A1-R4_MC14g11765	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11863	0.2101	0.0019	0.0089
MvSl-1064-A1-R4_MC04-1g05663	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02898	0.2504	0.0017	0.0067
MvSl-1064-A1-R4_MC13g11594	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05698	0.8285	0.0053	0.0063
MvSl-1064-A1-R4_MC12g11232	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04901	0.4055	0.0048	0.0119
MvSl-1064-A1-R4_MC04-1g05775	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02791	0.001	0	0.0322
MvSl-1064-A1-R4_MC12g11192	MvSdioicae-1303-FR02-D-N206-PbcR_C008g04939	0.3935	0.0029	0.0073
MvSl-1064-A1-R4_MC02g03659	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03555	0.001	0	0.0124
MvSl-1064-A1-R4_MC01-1g02199	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01518	1.6493	0.0113	0.0068
MvSl-1064-A1-R4_MC08g08341	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06136	0.2137	0.0017	0.0078
MvSl-1064-A1-R4_MC06g07530	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10295	0.7864	0.0049	0.0062
MvSl-1064-A1-R4_MC06g07311	MvSdioicae-1303-FR02-D-N206-PbcR_C012g06942	0.2505	0.0023	0.0091
MvSl-1064-A1-R4_A1g00044	MvSdioicae-1303-FR02-D-N206-PbcR_C017g08524	0.7209	0.0106	0.0146
MvSl-1064-A1-R4_MC02g03610	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03604	0.3428	0.0024	0.007
MvSl-1064-A1-R4_MC09-2g09561	MvSdioicae-1303-FR02-D-N206-PbcR_C019g08815	0.5503	0.0042	0.0076
MvSl-1064-A1-R4_MC02g03242	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09665	0.001	0	0.0109
MvSl-1064-A1-R4_MC06g06936	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09180	0.6077	0.004	0.0066
MvSl-1064-A1-R4_MC04-1g05670	MvSdioicae-1303-FR02-D-N206-PbcR_C004g02891	0.001	0	0.0032
MvSl-1064-A1-R4_MC09-2g09333	MvSdioicae-1303-FR02-D-N206-PbcR_C037g11631	98.9996	0.0065	0.0001
MvSl-1064-A1-R4_MC01-1g01914	MvSdioicae-1303-FR02-D-N206-PbcR_C002g01183	0.6543	0.0045	0.0069
MvSl-1064-A1-R4_MC15g12014	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11233	1.8821	0.0078	0.0041
MvSl-1064-A1-R4_MC09-2g09118	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08162	0.2546	0.0031	0.0121
MvSl-1064-A1-R4_MC02g03183	MvSdioicae-1303-FR02-D-N206-PbcR_C023g09609	0.6711	0.0089	0.0132
MvSl-1064-A1-R4_MC03g04386	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00861	1.0042	0.0041	0.0041
MvSl-1064-A1-R4_A1g01441	MvSdioicae-1303-FR02-D-N206-PbcR_C026g10187	1.4912	0.0033	0.0022
MvSl-1064-A1-R4_MC09-2g09104	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08148	0.5581	0.0068	0.0121
MvSl-1064-A1-R4_MC01-1g02835	MvSdioicae-1303-FR02-D-N206-PbcR_C036g11500	98.9996	0.0043	0
MvSl-1064-A1-R4_MC07g07894	MvSdioicae-1303-FR02-D-N206-PbcR_C024g09808	0.4882	0.002	0.0041
MvSl-1064-A1-R4_MC12g10975	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05159	0.001	0	0.0129
MvSl-1064-A1-R4_MC05-3g06586	MvSdioicae-1303-FR02-D-N206-PbcR_C003g02306	1.3897	0.008	0.0058
MvSl-1064-A1-R4_MC12g11036	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05099	0.1342	0.001	0.0072
MvSl-1064-A1-R4_MC12g10926	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05206	98.9996	0.005	0.0001
MvSl-1064-A1-R4_MC10-2g09904	MvSdioicae-1303-FR02-D-N206-PbcR_C014g07473	1.2007	0.0064	0.0054
MvSl-1064-A1-R4_MC01-1g02565	MvSdioicae-1303-FR02-D-N206-PbcR_C015g08016	0.7823	0.0102	0.013
MvSl-1064-A1-R4_MC11g10666	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04368	0.1426	0.0019	0.0134
MvSl-1064-A1-R4_MC03g04467	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00769	0.001	0	0.0077
MvSl-1064-A1-R4_MC01-1g02597	MvSdioicae-1303-FR02-D-N206-PbcR_C047g12287	0.1956	0.0185	0.0944
MvSl-1064-A1-R4_MC01-1g02522	MvSdioicae-1303-FR02-D-N206-PbcR_C049g12442	0.3525	0.0049	0.014
MvSl-1064-A1-R4_MC04-1g05563	MvSdioicae-1303-FR02-D-N206-PbcR_C004g03004	0.001	0	0.003
MvSl-1064-A1-R4_MC12g10980	MvSdioicae-1303-FR02-D-N206-PbcR_C008g05154	0.2749	0.0045	0.0163
MvSl-1064-A1-R4_MC11g10435	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04607	98.9996	0.0102	0.0001
MvSl-1064-A1-R4_MC06g06991	MvSdioicae-1303-FR02-D-N206-PbcR_C020g09124	2.7214	0.0123	0.0045
MvSl-1064-A1-R4_MC11g10568	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04482	0.2776	0.003	0.0108
MvSl-1064-A1-R4_MC11g10342	MvSdioicae-1303-FR02-D-N206-PbcR_C007g04703	0.3298	0.0039	0.0119
MvSl-1064-A1-R4_MC04-1g05331	MvSdioicae-1303-FR02-D-N206-PbcR_C030g10818	98.9996	0.0142	0.0001
MvSl-1064-A1-R4_MC06g07450	MvSdioicae-1303-FR02-D-N206-PbcR_C027g10389	0.5191	0.0035	0.0067
MvSl-1064-A1-R4_MC02g03617	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03597	2.4189	0.0052	0.0021
MvSl-1064-A1-R4_MC07g07624	MvSdioicae-1303-FR02-D-N206-PbcR_C013g07319	1.1957	0.0063	0.0053
MvSl-1064-A1-R4_MC13g11700	MvSdioicae-1303-FR02-D-N206-PbcR_C009g05799	0.9232	0.004	0.0043
MvSl-1064-A1-R4_MC01-2g03065	MvSdioicae-1303-FR02-D-N206-PbcR_C035g11432	0.2878	0.005	0.0175
MvSl-1064-A1-R4_MC16g12184	MvSdioicae-1303-FR02-D-N206-PbcR_C046g12270	0.1644	0.0024	0.0147
MvSl-1064-A1-R4_MC15g12082	MvSdioicae-1303-FR02-D-N206-PbcR_C033g11166	0.7135	0.0058	0.0082
MvSl-1064-A1-R4_MC10-1g09604	MvSdioicae-1303-FR02-D-N206-PbcR_C052g12580	0.6018	0.0101	0.0168
MvSl-1064-A1-R4_MC08g08346	MvSdioicae-1303-FR02-D-N206-PbcR_C010g06131	0.5608	0.0024	0.0043
MvSl-1064-A1-R4_MC02g04121	MvSdioicae-1303-FR02-D-N206-PbcR_C022g09509	0.2447	0.0027	0.0111
MvSl-1064-A1-R4_MC03g04439	MvSdioicae-1303-FR02-D-N206-PbcR_C001g00802	0.3838	0.0058	0.0151
MvSl-1064-A1-R4_MC02g03894	MvSdioicae-1303-FR02-D-N206-PbcR_C005g03338	0.8851	0.0124	0.014
MvSl-1064-A1-R4_MC09-2g09238	MvSdioicae-1303-FR02-D-N206-PbcR_C016g08279	0.001	0	0.0083
MvSl-1064-A1-R4_MC14g11755	MvSdioicae-1303-FR02-D-N206-PbcR_C040g11853	0.3774	0.0048	0.0127
