gida1	a1up5k	a1upto10k	a1upto15k	a1upto20k	a1down5k	a1downto10k	a1downto15k	a1downto20k	gida2	a2up5k	a2upto10k	a2upto15k	a2upto20k	a2down5k	a2downto10k	a2downto15k	a2downto20k	upk5diff	upk10diff	upk15diff	upk20diff	downk5diff	downk10diff	downk15diff	downk20diff	part8	youngold	start	end	logCPM	logFC.A1.A2	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE
MvSl-1064-A1-R4_A1g00402	0	0	0	0	0	0	2	2	MvSl-1064-A2-R4_A2g00368	0	0	1	4	0	0	0	0	0	0	-1	-4	0	0	2	2	Red	ColorStrata	834376	836308	7.862705297	0.029043116	0.889960176	0.999948201	7.867556515	7.88668747	7.835905069	7.860239469	NON
MvSl-1064-A1-R4_A1g00432	2	2	1	0	0	1	1	0	MvSl-1064-A2-R4_A2g00994	1	0	2	0	0	0	0	0	1	2	-1	0	0	1	1	0	Black	OldStrata	1614331	1618375	6.961155826	0.147675076	0.435685938	0.999948201	6.967784814	7.095585674	6.997695702	6.763961154	NON
MvSl-1064-A1-R4_A1g00441	2	0	0	2	0	1	0	1	MvSl-1064-A2-R4_A2g00737	0	1	0	1	0	0	2	0	2	-1	0	1	0	1	-2	1	Purple	OldStrata	1151741	1153580	5.332089443	0.104224605	0.678906134	0.999948201	5.052669351	5.651751054	5.360243171	5.193533864	NON
MvSl-1064-A1-R4_A1g00478	0	2	0	0	1	1	2	2	MvSl-1064-A2-R4_A2g01653	2	0	0	0	0	0	0	0	-2	2	0	0	1	1	2	2	Blue	OldStrata	3107476	3107769	7.053561726	0.123459609	0.516806471	0.999948201	7.077446495	7.14959588	7.084582348	6.8900869	NON
MvSl-1064-A1-R4_A1g00481	0	0	2	0	2	2	2	2	MvSl-1064-A2-R4_A2g00295	0	0	1	1	0	1	0	0	0	0	1	-1	2	1	2	2	Black	OldStrata	641110	646152	3.13674311	-0.001857804	0.995220166	0.999948201	3.248943234	3.013670828	3.181501702	3.0925019	NON
MvSl-1064-A1-R4_A1g00504	1	0	0	1	0	0	0	0	MvSl-1064-A2-R4_A2g01266	0	0	1	0	0	0	0	0	1	0	-1	1	0	0	0	0	Black	OldStrata	2080392	2081481	3.604634134	0.045793015	0.875351942	0.999948201	3.551760254	3.698941113	3.619535857	3.543256212	NON
MvSl-1064-A1-R4_A1g00505	0	1	0	1	0	0	0	0	MvSl-1064-A2-R4_A2g01267	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	Black	OldStrata	2082268	2082504	6.286689841	0.17225033	0.535220772	0.999948201	6.70667843	5.931109187	5.822218389	6.496241238	NON
MvSl-1064-A1-R4_A1g00506	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g01268	0	0	0	1	0	0	0	0	0	0	1	-1	0	0	0	0	Black	OldStrata	2082576	2084202	4.925443558	0.018078741	0.938968235	0.999948201	4.977196453	4.890504329	4.981956165	4.847787945	NON
MvSl-1064-A1-R4_A1g00507	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g01269	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	Black	OldStrata	2084395	2085310	5.877427278	0.005755217	0.979908465	0.999948201	6.106976312	5.611565857	5.751143287	5.988216643	NON
MvSl-1064-A1-R4_A1g00510	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01274	0	0	0	0	0	2	0	0	0	0	0	0	0	-2	0	0	Black	OldStrata	2085727	2087119	5.775382439	0.001311041	0.994895347	0.999948201	5.783341109	5.768707295	5.831435911	5.715699662	NON
MvSl-1064-A1-R4_A1g00511	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01275	0	0	0	0	2	0	0	1	0	0	0	0	-2	0	0	-1	Black	OldStrata	2097615	2099010	6.781418659	0.101723814	0.573960013	0.999948201	6.85107999	6.811451803	6.759535423	6.699342057	NON
MvSl-1064-A1-R4_A1g00512	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01276	0	0	0	0	2	0	0	3	0	0	0	0	-2	0	0	-3	Black	OldStrata	2138970	2141225	5.067452162	-0.035284607	0.877137818	0.999948201	5.07546725	5.023501435	5.127501164	5.040961992	NON
MvSl-1064-A1-R4_A1g00513	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01277	0	0	0	0	2	0	1	2	0	0	0	0	-2	0	-1	-2	Black	OldStrata	2141875	2142896	5.720528632	0.052234424	0.799166627	0.999948201	5.716743304	5.775459008	5.730351941	5.657279719	NON
MvSl-1064-A1-R4_A1g00514	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01252	11	11	2	2	0	2	0	0	-11	-11	-2	-2	0	-2	0	0	Black	OldStrata	2055616	2057858	8.13522224	0.10972851	0.667736234	0.999948201	8.417723154	7.917230693	7.874039175	8.259061028	NON
MvSl-1064-A1-R4_A1g00541	0	0	0	1	0	0	0	1	MvSl-1064-A2-R4_A2g00866	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Black	OldStrata	1304949	1306659	6.25997742	0.12899589	0.621950151	0.999948201	6.659173912	5.884403774	5.93233867	6.415786696	NON
MvSl-1064-A1-R4_A1g00543	0	0	0	0	0	0	2	2	MvSl-1064-A2-R4_A2g00868	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	Black	OldStrata	1356910	1358431	7.058467089	-0.052546784	0.801724578	0.999948201	7.234588588	6.796261185	6.986908712	7.175814916	NON
MvSl-1064-A1-R4_A1g00544	0	0	0	0	0	1	2	2	MvSl-1064-A2-R4_A2g00869	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	Black	OldStrata	1360313	1362886	5.676728718	-0.08679758	0.681235001	0.999948201	5.521367728	5.735851827	5.777612474	5.6585752	NON
MvSl-1064-A1-R4_A1g00568	1	0	2	1	2	1	0	0	MvSl-1064-A2-R4_A2g00548	1	0	0	1	1	1	0	0	0	0	2	0	1	0	0	0	Black	OldStrata	925930	927977	5.312491929	0.130502004	0.577655461	0.999948201	5.489468174	5.253685793	5.058527104	5.41205601	NON
MvSl-1064-A1-R4_A1g00576	1	0	0	2	0	1	0	1	MvSl-1064-A2-R4_A2g00560	0	1	1	0	4	0	0	0	1	-1	-1	2	-4	1	0	1	Black	OldStrata	929714	930671	3.928683539	0.180987064	0.566774992	0.999948201	4.26952384	3.710261136	3.565320735	4.064875924	NON
MvSl-1064-A1-R4_A1g00593	1	1	0	0	1	0	0	1	MvSl-1064-A2-R4_A2g00210	0	0	0	7	2	1	3	1	1	1	0	-7	-1	-1	-3	0	Blue	OldStrata	545893	546933	8.044018301	-0.033152969	0.883185258	0.999948201	8.139390316	7.905891087	7.971061146	8.144688937	NON
MvSl-1064-A1-R4_A1g00645	0	0	0	0	0	0	3	2	MvSl-1064-A2-R4_A2g01535	1	0	1	0	0	0	2	4	-1	0	-1	0	0	0	1	-2	Black	OldStrata	2851861	2852673	6.091801783	0.002606197	0.98970249	0.999948201	5.920613929	6.247003305	6.111380941	6.069353755	NON
MvSl-1064-A1-R4_A1g00647	0	0	0	0	0	2	3	0	MvSl-1064-A2-R4_A2g00315	2	0	0	0	1	0	4	0	-2	0	0	0	-1	2	-1	0	Black	OldStrata	724341	725782	8.292527132	0.213119044	0.42703163	0.999948201	8.031888935	8.685075463	8.300935853	8.052598216	NON
MvSl-1064-A1-R4_A1g00669	1	1	1	0	0	0	1	0	MvSl-1064-A2-R4_A2g00902	2	4	0	0	0	1	3	0	-1	-3	1	0	0	-1	-2	0	Orange	ColorStrata	1396587	1398849	5.927463915	0.154032079	0.445061866	0.999948201	5.940619858	6.061681143	5.923745656	5.769449518	NON
MvSl-1064-A1-R4_A1g00693	1	0	0	0	0	1	0	0	MvSl-1064-A2-R4_A2g00976	0	2	0	0	1	0	0	0	1	-2	0	0	-1	1	0	0	Black	OldStrata	1588797	1592442	7.22586589	0.012519092	0.948615568	0.999948201	7.255203663	7.208658076	7.172438063	7.265268531	NON
MvSl-1064-A1-R4_A1g00750	0	1	0	1	0	2	0	0	MvSl-1064-A2-R4_A2g00570	0	0	0	4	0	2	0	0	0	1	0	-3	0	0	0	0	Black	OldStrata	1051397	1051695	6.040074789	-0.012309417	0.951190928	0.999948201	6.161267027	5.894362931	5.978706599	6.110641261	NON
MvSl-1064-A1-R4_A1g00756	1	1	0	0	0	1	3	2	MvSl-1064-A2-R4_A2g00566	2	2	0	2	0	0	0	0	-1	-1	0	-2	0	1	3	2	Black	OldStrata	985209	987129	0.426928964	0.002143519	0.996411524	0.999948201	0.504341425	0.348579756	0.188396511	0.630114729	NON
MvSl-1064-A1-R4_A1g00757	1	1	0	0	1	2	2	1	MvSl-1064-A2-R4_A2g00565	4	0	0	2	0	0	0	0	-3	1	0	-2	1	2	2	1	Black	OldStrata	983405	984033	1.891733517	0.2277681	0.61269061	0.999948201	1.27673162	2.477638548	1.517070891	1.998535036	NON
MvSl-1064-A1-R4_A1g00794	2	0	1	2	1	0	0	0	MvSl-1064-A2-R4_A2g01610	0	0	1	6	0	4	1	0	2	0	0	-4	1	-4	-1	0	Black	OldStrata	3089488	3092080	5.236814093	-0.016925308	0.940332583	0.999948201	5.182247952	5.272899111	5.342622483	5.140744451	NON
MvSl-1064-A1-R4_A1g00801	0	1	0	2	0	1	0	0	MvSl-1064-A2-R4_A2g00204	6	1	0	0	0	0	0	2	-6	0	0	2	0	1	0	-2	Blue	OldStrata	486140	486307	3.659050388	0.031454399	0.923460096	0.999948201	3.342136637	3.943970235	3.86370278	3.38321172	NON
MvSl-1064-A1-R4_A1g00845	0	0	0	1	1	2	0	3	MvSl-1064-A2-R4_A2g01038	0	0	0	1	0	4	0	2	0	0	0	0	1	-2	0	1	Black	OldStrata	1701948	1703146	6.699669903	-0.038257571	0.837929871	0.999948201	6.761833699	6.594185122	6.628183788	6.803731264	NON
MvSl-1064-A1-R4_A1g00921	0	0	1	0	0	1	0	4	MvSl-1064-A2-R4_A2g01578	0	0	1	1	2	4	0	4	0	0	0	-1	-2	-3	0	0	Black	OldStrata	3038018	3044084	7.412123988	-0.141320559	0.480982878	0.999948201	7.257697663	7.417309384	7.448475599	7.512761624	NON
MvSl-1064-A1-R4_A1g00960	0	1	1	0	2	1	1	1	MvSl-1064-A2-R4_A2g01189	0	0	1	0	1	1	2	2	0	1	0	0	1	0	-1	-1	Black	OldStrata	1991175	1993509	7.791093311	0.016520219	0.944664293	0.999948201	7.965396719	7.611685947	7.540926412	7.989913227	NON
MvSl-1064-A1-R4_A1g00968	1	1	2	1	0	1	0	0	MvSl-1064-A2-R4_A2g01198	2	1	2	1	0	0	5	0	-1	0	0	0	0	1	-5	0	Black	OldStrata	1995562	1995873	6.132765739	0.075073627	0.70735071	0.999948201	6.31573683	6.007653696	6.131110257	6.057617598	NON
MvSl-1064-A1-R4_A1g01154	3	2	2	1	1	0	0	0	MvSl-1064-A2-R4_A2g00832	0	0	2	4	0	0	0	0	3	2	0	-3	1	0	0	0	Blue	OldStrata	1207176	1208666	7.289520032	0.072258302	0.72011244	0.999948201	7.266145157	7.381910954	7.361273354	7.135911238	NON
MvSl-1064-A1-R4_A1g01228	2	0	0	0	0	1	0	1	MvSl-1064-A2-R4_A2g01520	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	Black	OldStrata	2817417	2818269	3.417748305	-0.117351078	0.69304011	0.999948201	3.264899547	3.444849997	3.432305626	3.514926799	NON
MvSl-1064-A1-R4_A1g01272	0	1	0	0	2	0	1	2	MvSl-1064-A2-R4_A2g01395	0	2	0	0	3	2	0	1	0	-1	0	0	-1	-2	1	1	Black	OldStrata	2573298	2575010	9.234925229	-0.127223861	0.677573753	0.999948201	8.90099254	9.39647239	9.542031248	9.001938313	NON
MvSl-1064-A1-R4_A1g01290	0	0	1	1	0	0	0	2	MvSl-1064-A2-R4_A2g00797	0	2	4	2	0	1	2	2	0	-2	-3	-1	0	-1	-2	0	Black	OldStrata	1166037	1167381	5.483245839	-0.086468731	0.68513618	0.999948201	5.407388674	5.470570795	5.42103745	5.623182303	NON
MvSl-1064-A1-R4_A1g01348	0	0	1	1	0	2	0	0	MvSl-1064-A2-R4_A2g01556	0	4	2	0	0	0	0	3	0	-4	-1	1	0	2	0	-3	Black	OldStrata	2984367	2986997	7.375110245	-0.153041431	0.438934351	0.999948201	7.306693105	7.286348261	7.499241919	7.398004615	NON
MvSl-1064-A1-R4_A1g01350	0	0	0	2	1	1	0	0	MvSl-1064-A2-R4_A2g01557	0	0	6	0	0	0	0	3	0	0	-6	2	1	1	0	-3	Black	OldStrata	2987402	2994226	6.000030864	0.145932152	0.457150689	0.999948201	6.023852211	6.116951372	5.982848894	5.865692941	NON
MvSl-1064-A1-R4_A1g01351	0	0	0	1	2	0	0	0	MvSl-1064-A2-R4_A2g01558	0	0	4	2	0	0	0	5	0	0	-4	-1	2	0	0	-5	Black	OldStrata	2994712	2997178	10.18997551	0.069799456	0.825032299	0.999948201	10.230606	10.21827561	10.25091071	10.05152555	NON
MvSl-1064-A1-R4_A1g01366	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g00776	0	0	1	1	2	2	2	3	1	0	-1	-1	-2	-2	-2	-3	Black	OldStrata	1164529	1164771	6.332931499	0.071622822	0.696730604	0.999948201	6.401236581	6.334643655	6.330372474	6.262347419	NON
MvSl-1064-A1-R4_A1g01385	0	0	0	1	1	0	1	1	MvSl-1064-A2-R4_A2g01134	5	1	2	1	1	3	5	3	-5	-1	-2	0	0	-3	-4	-2	Black	OldStrata	1794549	1795435	4.971073812	-0.108267121	0.68166581	0.999948201	4.703387017	5.100799992	5.242526861	4.766011962	NON
MvSl-1064-A1-R4_A1g01431	2	2	1	0	0	0	1	0	MvSl-1064-A2-R4_A2g01151	0	3	4	4	0	0	1	0	2	-1	-3	-4	0	0	0	0	Blue	OldStrata	1838292	1841771	6.80888283	-0.059674979	0.769067576	0.999948201	6.937616396	6.600282441	6.664095716	6.993802585	NON
MvSl-1064-A1-R4_A1g01440	1	0	0	0	0	0	0	1	MvSl-1064-A2-R4_A2g01753	2	0	0	0	0	0	0	3	-1	0	0	0	0	0	0	-2	bPAR	bPAR	3215913	3218813	6.941530968	-0.041948547	0.821117398	0.999948201	7.008632716	6.826484139	6.981743564	6.942610712	NON
MvSl-1064-A1-R4_A1g01441	0	1	0	0	0	0	0	1	MvSl-1064-A2-R4_A2g01754	0	2	0	0	0	0	0	3	0	-1	0	0	0	0	0	-2	bPAR	bPAR	3219240	3221354	6.212535349	0.038297904	0.836730672	0.999948201	6.256118199	6.20660819	6.2056642	6.180844119	NON
MvSl-1064-A1-R4_A1g01444	0	0	1	0	0	0	1	0	MvSl-1064-A2-R4_A2g01757	0	0	2	0	0	0	3	0	0	0	-1	0	0	0	-2	0	bPAR	bPAR	3224048	3225965	11.19646674	-0.06322384	0.860968837	0.999948201	11.06509451	11.25750932	11.25709282	11.19775579	NON
MvSl-1064-A1-R4_A1g01445	0	0	1	0	0	1	0	0	MvSl-1064-A2-R4_A2g01758	0	0	2	0	0	3	0	0	0	0	-1	0	0	-2	0	0	bPAR	bPAR	3226394	3229199	7.440549971	-0.036499175	0.861305314	0.999948201	7.561689811	7.267793322	7.391969004	7.52239953	NON
MvSl-1064-A1-R4_A1g01447	0	0	0	1	1	0	0	0	MvSl-1064-A2-R4_A2g01760	0	0	0	2	3	0	0	0	0	0	0	-1	-2	0	0	0	bPAR	bPAR	3231159	3234807	6.07472398	-0.14102067	0.490826068	0.999948201	6.016802237	5.988023222	5.955708908	6.309292006	NON
MvSl-1064-A1-R4_A1g01450	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01763	3	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0	bPAR	bPAR	3239229	3242046	4.779522987	-0.140774645	0.59374564	0.999948201	4.818676766	4.587050408	4.564942338	5.084022728	NON
MvSl-1064-A1-R4_A1g01451	1	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01764	3	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0	bPAR	bPAR	3242237	3243945	5.376560283	0.003964845	0.985971533	0.999948201	5.229768277	5.513204117	5.466118907	5.276875897	NON
MvSl-1064-A1-R4_A1g01454	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g01767	0	0	3	0	0	0	0	0	0	0	-2	0	0	0	0	0	bPAR	bPAR	3248498	3249284	2.586224191	0.164829351	0.66380989	0.999948201	2.854700318	2.450894936	2.030704841	2.860024524	NON
MvSl-1064-A1-R4_A1g01455	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g01768	0	0	3	0	0	0	0	0	0	0	-2	0	0	0	0	0	bPAR	bPAR	3249455	3249874	3.040002237	0.2657525	0.518422184	0.999948201	3.371909693	2.929000044	2.123677225	3.408071744	NON
MvSl-1064-A1-R4_A1g01457	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g01770	0	0	3	0	0	0	0	0	0	0	-2	0	0	0	0	0	bPAR	bPAR	3250640	3251158	3.29207624	0.203500668	0.526553702	0.999948201	3.538694196	3.225722346	2.921544893	3.414220388	NON
MvSl-1064-A1-R4_A1g01458	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g01771	0	0	3	0	0	0	0	0	0	0	-2	0	0	0	0	0	bPAR	bPAR	3251205	3254042	6.636869769	0.11269277	0.534214949	0.999948201	6.689047032	6.695202074	6.587959903	6.571069873	NON
MvSl-1064-A1-R4_A1g01460	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3259899	3261228	6.939760244	-0.108524181	0.566045154	0.999948201	6.78553259	6.976997933	7.074428056	6.906536567	NON
MvSl-1064-A1-R4_A1g01461	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3261448	3262668	6.256511314	0.007368418	0.968726564	0.999948201	6.188710919	6.328229198	6.230264121	6.275072398	NON
MvSl-1064-A1-R4_A1g01466	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3273914	3276841	6.558046599	-0.080334517	0.701305249	0.999948201	6.728418919	6.27013482	6.528276741	6.663657355	NON
MvSl-1064-A1-R4_A1g01467	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3277429	3279145	5.671211596	-0.067352671	0.751293551	0.999948201	5.759605894	5.503476887	5.729119539	5.679146234	NON
MvSl-1064-A1-R4_A1g01469	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3282569	3282769	0.124177895	-0.012781749	0.979604352	0.999948201	0.206836906	0.025113675	0.129830326	0.130018878	NON
MvSl-1064-A1-R4_A1g01470	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_A2g01783	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	bPAR	bPAR	3284420	3286879	5.664251613	0.198329028	0.445349574	0.999948201	5.416345842	6.03716944	5.778804157	5.306928377	NON
MvSl-1064-A1-R4_A1g01471	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_A2g01784	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3289330	3291290	6.682442636	0.01337002	0.941599993	0.999948201	6.656152295	6.721313076	6.694091293	6.657191156	NON
MvSl-1064-A1-R4_A1g01472	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_A2g01785	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3291750	3292872	5.792312543	0.08013497	0.711370356	0.999948201	5.669574503	5.977521462	5.832583971	5.666323751	NON
MvSl-1064-A1-R4_A1g01473	0	0	0	0	0	0	1	0	MvSl-1064-A2-R4_A2g01786	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3293435	3294595	7.891535905	-0.067376779	0.784175911	0.999948201	7.566525891	8.099386125	8.083344219	7.746664287	NON
MvSl-1064-A1-R4_A1g01474	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_A2g01787	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3296413	3296999	0.986139832	-0.175427278	0.694111877	0.999948201	0.750860674	1.028955571	0.751441924	1.32180469	NON
MvSl-1064-A1-R4_A1g01476	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_A2g01789	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3299543	3301627	4.431892287	-0.162505342	0.530160907	0.999948201	4.444347286	4.245721912	4.398169637	4.614045371	NON
MvSl-1064-A1-R4_A1g01477	0	0	0	0	1	0	0	0	MvSl-1064-A2-R4_A2g01790	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3302338	3304876	7.066533339	0.091001358	0.631997559	0.999948201	7.078011077	7.143867573	7.115566831	6.918481557	NON
MvSl-1064-A1-R4_A1g01489	0	0	1	0	0	0	0	0	MvSl-1064-A2-R4_A2g01802	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3332557	3333382	6.066769696	-0.051913193	0.803890316	0.999948201	5.865431452	6.196581732	6.204777826	5.970592703	NON
MvSl-1064-A1-R4_A1g01494	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3345781	3348549	6.254357338	-0.077778718	0.707804688	0.999948201	6.326230366	6.094448886	6.084648343	6.474339067	NON
MvSl-1064-A1-R4_A1g01495	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3349202	3350492	5.384576061	-0.202256128	0.42497778	0.999948201	5.439377509	5.100799992	5.168084061	5.739155892	NON
MvSl-1064-A1-R4_A1g01498	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_A2g01811	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3354193	3355369	5.001108635	-0.068776377	0.769205531	0.999948201	4.950313119	4.982074497	5.136825305	4.925176233	NON
MvSl-1064-A1-R4_A1g01500	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_A2g01813	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3362914	3366464	7.900640787	0.06625355	0.757101853	0.999948201	8.011049423	7.851335538	7.807869011	7.924111094	NON
MvSl-1064-A1-R4_A1g01501	0	0	0	0	0	1	0	0	MvSl-1064-A2-R4_A2g01814	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	bPAR	bPAR	3366984	3368475	6.258736352	-0.019843799	0.919997605	0.999948201	6.102543495	6.381421509	6.357743765	6.173613169	NON
MvSl-1064-A1-R4_A1g01502	0	0	0	0	1	0	0	1	MvSl-1064-A2-R4_A2g01815	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	bPAR	bPAR	3368989	3374123	7.062740324	0.116440146	0.573077949	0.999948201	7.282403366	6.936605196	6.853582486	7.139163026	NON
MvSl-1064-A1-R4_A1g01505	1	0	0	0	0	0	1	1	MvSl-1064-A2-R4_A2g01818	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	bPAR	bPAR	3379816	3381017	3.258669295	-0.055991685	0.852671688	0.999948201	3.31173618	3.144602359	3.251844014	3.319120324	NON
MvSl-1064-A1-R4_A1g01509	0	1	0	0	1	1	0	1	MvSl-1064-A2-R4_A2g01822	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	bPAR	bPAR	3385519	3388997	6.048427907	0.123508622	0.606174535	0.999948201	6.417388003	5.716334813	5.941945024	6.027852592	NON
MvSl-1064-A1-R4_C36g01618	1	2	0	0	1	1	0	0	MvSl-1064-A2-R4_MC06-1g07117	2	2	0	0	2	2	10	0	-1	0	0	0	-1	-1	-10	0	Auto	Auto	59393	60294	5.409614337	-0.147122946	0.562730832	0.999948201	5.39475447	5.270989253	5.106773431	5.777818974	NON
MvSl-1064-A1-R4_MC01-1g01697	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g01978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	17413	19467	1.509263954	-0.261617032	0.511714533	0.999948201	1.338351876	1.408352334	1.398041741	1.824792399	NON
MvSl-1064-A1-R4_MC01-1g01699	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g01980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	20934	21320	3.802311069	-0.16084305	0.585758467	0.999948201	3.907329345	3.50458539	3.799396199	3.955293599	NON
MvSl-1064-A1-R4_MC01-1g01703	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g01984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	22249	23547	5.071028519	0.013099952	0.954196974	0.999948201	5.020134669	5.13270079	5.032786531	5.095546884	NON
MvSl-1064-A1-R4_MC01-1g01704	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g01985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	23393	25963	1.425854306	-0.121732747	0.789185267	0.999948201	1.708726229	0.916169717	1.03289541	1.824792399	NON
MvSl-1064-A1-R4_MC01-1g01705	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g01986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	23818	25270	4.313534559	0.205992132	0.426961831	0.999948201	4.379871767	4.445209437	4.191784115	4.2238437	NON
MvSl-1064-A1-R4_MC01-1g01707	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g01988	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	26052	30485	4.705937847	0.136312307	0.743975834	0.999948201	3.76311731	5.359924716	4.935694249	4.258431025	NON
MvSl-1064-A1-R4_MC01-1g01709	0	0	0	0	0	0	0	0	MvSl-1064-A2-R4_MC01g01990	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Auto	Auto	30580	31484	5.761849471	0.096282208	0.660334621	0.999948201	5.639291152	5.961031911	5.819904777	5.597745236	NON
MvSl-1064-A1-R4_MC01-1g01711	0	0	0	0	0	0	0	1	MvSl-1064-A2-R4_MC01g01992	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	-1	Auto	Auto	32646	40126	7.200276947	-0.037644314	0.853399788	0.999948201	7.324883611	7.021979588	7.147284539	7.287210207	NON
MvSl-1064-A1-R4_MC01-1g01713	0	0	0	0	0	0	1	1	MvSl-1064-A2-R4_MC01g01994	0	0	0	0	0	0	2	1	0	0	0	0	0	0	-1	0	Auto	Auto	34395	36740	3.898862065	-0.06753474	0.813030216	0.999948201	3.971938619	3.749196045	3.804085805	4.049157425	NON
MvSl-1064-A1-R4_MC01-1g01716	0	0	0	0	0	0	2	0	MvSl-1064-A2-R4_MC01g01997	0	0	0	0	0	0	3	0	0	0	0	0	0	0	-1	0	Auto	Auto	39784	40163	3.993715677	0.101922606	0.724693978	0.999948201	4.150031429	3.929513957	3.727158961	4.129832432	NON
MvSl-1064-A1-R4_MC01-1g01717	0	0	0	0	0	1	1	0	MvSl-1064-A2-R4_MC01g01998	0	0	0	0	0	2	1	0	0	0	0	0	0	-1	0	0	Auto	Auto	40258	42105	5.526712969	0.043437074	0.842096424	0.999948201	5.662063051	5.424922454	5.377651239	5.621854633	NON
