gid	location	chr	start	end	log2FC	intron_nr	mean	sum	group
MvSl-1064-A1-R4_MC07g08230	MvSl-1064-A1-R4_MC08	Chr08	8523	8834	0.021016748	6	1661413	116.667	NONDE
MvSl-1064-A1-R4_MC07g08232	MvSl-1064-A1-R4_MC08	Chr08	14234	17185	0.091056071	17	1666547	111.941	NONDE
MvSl-1064-A1-R4_MC07g08233	MvSl-1064-A1-R4_MC08	Chr08	17879	20903	0.02958417	5	1671759	132.8	NONDE
MvSl-1064-A1-R4_MC07g08236	MvSl-1064-A1-R4_MC08	Chr08	26786	27502	0.236146803	3	1677198	75.6667	NONDE
MvSl-1064-A1-R4_MC07g08239	MvSl-1064-A1-R4_MC08	Chr08	29980	31788	0.043613943	2	1682516	76.5	NONDE
MvSl-1064-A1-R4_MC07g08240	MvSl-1064-A1-R4_MC08	Chr08	31872	34333	-0.00282486	10	1685060	80.7	NONDE
MvSl-1064-A1-R4_MC07g08241	MvSl-1064-A1-R4_MC08	Chr08	38978	39921	-0.092401315	7	1688157	77.7143	NONDE
MvSl-1064-A1-R4_MC07g08242	MvSl-1064-A1-R4_MC08	Chr08	40064	42401	0.058113885	7	1692304	79	NONDE
MvSl-1064-A1-R4_MC07g08248	MvSl-1064-A1-R4_MC08	Chr08	55024	57371	-0.301028391	6	1707601	112.667	NONDE
MvSl-1064-A1-R4_MC07g08251	MvSl-1064-A1-R4_MC08	Chr08	63023	67925	0.164996444	4	1715718	99	NONDE
MvSl-1064-A1-R4_MC07g08252	MvSl-1064-A1-R4_MC08	Chr08	68297	68838	0.407647531	1	1717938	51	NONDE
MvSl-1064-A1-R4_MC07g08255	MvSl-1064-A1-R4_MC08	Chr08	70547	70871	0.115627719	8	1724397	143.375	NONDE
MvSl-1064-A1-R4_MC08g08257	MvSl-1064-A1-R4_MC08	Chr08	75666	76489	0.238150167	5	490	74.4	NONDE
MvSl-1064-A1-R4_MC08g08262	MvSl-1064-A1-R4_MC08	Chr08	83103	85143	0.071283463	2	8391	59	NONDE
MvSl-1064-A1-R4_MC08g08266	MvSl-1064-A1-R4_MC08	Chr08	93628	95078	0.08843084	6	20531	85.6667	NONDE
MvSl-1064-A1-R4_MC08g08267	MvSl-1064-A1-R4_MC08	Chr08	95554	97158	0.12851233	4	24971	75	NONDE
MvSl-1064-A1-R4_MC08g08269	MvSl-1064-A1-R4_MC08	Chr08	101342	104177	0.275151529	1	27786	73	NONDE
MvSl-1064-A1-R4_MC08g08272	MvSl-1064-A1-R4_MC08	Chr08	110344	111863	-0.140405534	2	32846	52	NONDE
MvSl-1064-A1-R4_MC08g08273	MvSl-1064-A1-R4_MC08	Chr08	112944	117797	0.008514455	4	39488	79.25	NONDE
MvSl-1064-A1-R4_MC08g08274	MvSl-1064-A1-R4_MC08	Chr08	118929	119694	0.1567589	5	42086	88.4	NONDE
MvSl-1064-A1-R4_MC08g08276	MvSl-1064-A1-R4_MC08	Chr08	124399	125044	-0.013981462	4	45808	79.5	NONDE
MvSl-1064-A1-R4_MC08g08278	MvSl-1064-A1-R4_MC08	Chr08	128269	129061	0.107440953	7	52435	78	NONDE
MvSl-1064-A1-R4_MC08g08279	MvSl-1064-A1-R4_MC08	Chr08	129783	130445	-0.034225408	5	57094	73.6	NONDE
MvSl-1064-A1-R4_MC08g08280	MvSl-1064-A1-R4_MC08	Chr08	130589	131900	-0.077543998	2	58271	159	NONDE
MvSl-1064-A1-R4_MC08g08281	MvSl-1064-A1-R4_MC08	Chr08	132648	132894	-0.116309865	2	61523	79.5	NONDE
MvSl-1064-A1-R4_MC08g08282	MvSl-1064-A1-R4_MC08	Chr08	134283	135277	0.253329307	11	63351	84.6364	NONDE
MvSl-1064-A1-R4_MC08g08285	MvSl-1064-A1-R4_MC08	Chr08	141745	143335	0.513382679	1	70612	76	NONDE
MvSl-1064-A1-R4_MC08g08286	MvSl-1064-A1-R4_MC08	Chr08	144292	144939	0.154307428	9	72154	84.2222	NONDE
MvSl-1064-A1-R4_MC08g08287	MvSl-1064-A1-R4_MC08	Chr08	145659	146974	0.257229258	5	75904	115	NONDE
MvSl-1064-A1-R4_MC08g08288	MvSl-1064-A1-R4_MC08	Chr08	147431	148150	0.243516308	5	77719	90.6	NONDE
MvSl-1064-A1-R4_MC08g08289	MvSl-1064-A1-R4_MC08	Chr08	148462	150755	-0.073602417	6	81848	146.5	NONDE
MvSl-1064-A1-R4_MC08g08293	MvSl-1064-A1-R4_MC08	Chr08	163112	163803	0.065419049	6	91365	67.8333	NONDE
MvSl-1064-A1-R4_MC08g08294	MvSl-1064-A1-R4_MC08	Chr08	164920	166055	-0.099362439	2	94349	98.5	NONDE
MvSl-1064-A1-R4_MC08g08295	MvSl-1064-A1-R4_MC08	Chr08	166098	168527	0.177103481	6	96028	103.5	NONDE
MvSl-1064-A1-R4_MC08g08296	MvSl-1064-A1-R4_MC08	Chr08	168971	169664	0.037205871	6	98264	131	NONDE
MvSl-1064-A1-R4_MC08g08297	MvSl-1064-A1-R4_MC08	Chr08	170007	171453	0.065218829	8	101841	160.625	NONDE
MvSl-1064-A1-R4_MC08g08298	MvSl-1064-A1-R4_MC08	Chr08	171628	172097	0.253609692	1	106188	194	NONDE
MvSl-1064-A1-R4_MC08g08299	MvSl-1064-A1-R4_MC08	Chr08	172599	174460	0.156261366	2	109606	148	NONDE
MvSl-1064-A1-R4_MC08g08300	MvSl-1064-A1-R4_MC08	Chr08	175069	176470	0.152035671	4	110832	169.25	NONDE
MvSl-1064-A1-R4_MC08g08301	MvSl-1064-A1-R4_MC08	Chr08	176781	179885	-0.06290277	5	113071	76.2	NONDE
MvSl-1064-A1-R4_MC08g08302	MvSl-1064-A1-R4_MC08	Chr08	180397	181822	0.135464027	2	119284	131	NONDE
MvSl-1064-A1-R4_MC08g08303	MvSl-1064-A1-R4_MC08	Chr08	184524	184970	-0.151782525	3	121761	110.333	NONDE
MvSl-1064-A1-R4_MC08g08304	MvSl-1064-A1-R4_MC08	Chr08	186161	186429	-1.431131964	2	124688	80	NONDE
MvSl-1064-A1-R4_MC08g08306	MvSl-1064-A1-R4_MC08	Chr08	189923	192389	1.052725362	3	128674	78.3333	NONDE
MvSl-1064-A1-R4_MC08g08307	MvSl-1064-A1-R4_MC08	Chr08	193199	196241	0.949694597	2	130228	91.5	NONDE
MvSl-1064-A1-R4_MC08g08308	MvSl-1064-A1-R4_MC08	Chr08	196884	201872	0.048341218	4	131730	70	NONDE
MvSl-1064-A1-R4_MC08g08310	MvSl-1064-A1-R4_MC08	Chr08	203435	204421	-0.174628108	2	134618	64	NONDE
MvSl-1064-A1-R4_MC08g08311	MvSl-1064-A1-R4_MC08	Chr08	204579	205954	-0.539593008	8	138518	77.875	NONDE
MvSl-1064-A1-R4_MC08g08312	MvSl-1064-A1-R4_MC08	Chr08	206342	207665	1.027067895	2	139511	137.5	NONDE
MvSl-1064-A1-R4_MC08g08313	MvSl-1064-A1-R4_MC08	Chr08	208272	211238	-0.167152431	4	141918	117.25	NONDE
MvSl-1064-A1-R4_MC08g08316	MvSl-1064-A1-R4_MC08	Chr08	220621	222975	-0.027284084	3	147988	61	NONDE
MvSl-1064-A1-R4_MC08g08317	MvSl-1064-A1-R4_MC08	Chr08	223701	226271	-0.200964775	4	148824	77.75	NONDE
MvSl-1064-A1-R4_MC08g08319	MvSl-1064-A1-R4_MC08	Chr08	233060	234144	0.61266986	2	154847	48	NONDE
MvSl-1064-A1-R4_MC08g08321	MvSl-1064-A1-R4_MC08	Chr08	237196	239965	-0.002645637	3	163501	93.6667	NONDE
MvSl-1064-A1-R4_MC08g08322	MvSl-1064-A1-R4_MC08	Chr08	242577	244390	-0.104080467	2	165152	155.5	NONDE
MvSl-1064-A1-R4_MC08g08323	MvSl-1064-A1-R4_MC08	Chr08	244830	250609	0.179519122	8	166195	76.5	NONDE
MvSl-1064-A1-R4_MC08g08325	MvSl-1064-A1-R4_MC08	Chr08	253044	258928	0.231851952	3	171235	81.3333	NONDE
MvSl-1064-A1-R4_MC08g08326	MvSl-1064-A1-R4_MC08	Chr08	260033	262161	0.452354922	1	172085	56	NONDE
MvSl-1064-A1-R4_MC08g08327	MvSl-1064-A1-R4_MC08	Chr08	262832	263341	-0.164610246	4	174323	99.5	NONDE
MvSl-1064-A1-R4_MC08g08328	MvSl-1064-A1-R4_MC08	Chr08	263982	265205	0.383066308	2	175452	120.5	NONDE
MvSl-1064-A1-R4_MC08g08329	MvSl-1064-A1-R4_MC08	Chr08	265593	267330	0.186670221	7	179636	111.857	NONDE
MvSl-1064-A1-R4_MC08g08330	MvSl-1064-A1-R4_MC08	Chr08	269317	270993	0.168960634	1	180665	67	NONDE
MvSl-1064-A1-R4_MC08g08332	MvSl-1064-A1-R4_MC08	Chr08	275743	277376	0.116989069	1	186316	41	NONDE
MvSl-1064-A1-R4_MC08g08333	MvSl-1064-A1-R4_MC08	Chr08	277924	278301	0.124519682	5	187780	115.8	NONDE
MvSl-1064-A1-R4_MC08g08334	MvSl-1064-A1-R4_MC08	Chr08	278725	279152	-0.073064749	2	190252	105.5	NONDE
MvSl-1064-A1-R4_MC08g08335	MvSl-1064-A1-R4_MC08	Chr08	279363	279844	-0.064757344	1	194060	676	NONDE
MvSl-1064-A1-R4_MC08g08336	MvSl-1064-A1-R4_MC08	Chr08	280089	282504	-0.582597365	2	199821	72	NONDE
MvSl-1064-A1-R4_MC08g08337	MvSl-1064-A1-R4_MC08	Chr08	283888	285292	-0.726554278	1	202655	79	NONDE
MvSl-1064-A1-R4_MC08g08339	MvSl-1064-A1-R4_MC08	Chr08	291221	295505	-0.036100973	6	205630	130.333	NONDE
MvSl-1064-A1-R4_MC08g08340	MvSl-1064-A1-R4_MC08	Chr08	295673	299736	-0.082744741	6	207486	79.6667	NONDE
MvSl-1064-A1-R4_MC08g08341	MvSl-1064-A1-R4_MC08	Chr08	300099	301533	-0.047674505	6	208748	74.5	NONDE
MvSl-1064-A1-R4_MC08g08342	MvSl-1064-A1-R4_MC08	Chr08	303008	307961	-0.095320766	7	211993	108.857	NONDE
MvSl-1064-A1-R4_MC08g08343	MvSl-1064-A1-R4_MC08	Chr08	309021	309289	0.210531155	7	218573	72.8571	NONDE
MvSl-1064-A1-R4_MC08g08344	MvSl-1064-A1-R4_MC08	Chr08	310294	312695	-0.347752757	11	220712	163.909	NONDE
MvSl-1064-A1-R4_MC08g08345	MvSl-1064-A1-R4_MC08	Chr08	312848	317889	-0.033691128	7	223927	92.5714	NONDE
MvSl-1064-A1-R4_MC08g08346	MvSl-1064-A1-R4_MC08	Chr08	319491	320700	0.190939672	3	230090	82	NONDE
MvSl-1064-A1-R4_MC08g08347	MvSl-1064-A1-R4_MC08	Chr08	321102	322279	0.174015118	4	233797	71.75	NONDE
MvSl-1064-A1-R4_MC08g08348	MvSl-1064-A1-R4_MC08	Chr08	322492	322656	-0.373151672	1	234990	105	NONDE
MvSl-1064-A1-R4_MC08g08349	MvSl-1064-A1-R4_MC08	Chr08	322767	324322	-0.018920562	7	237466	88	NONDE
MvSl-1064-A1-R4_MC08g08350	MvSl-1064-A1-R4_MC08	Chr08	324467	324760	-0.272499274	4	243069	173	NONDE
MvSl-1064-A1-R4_MC08g08351	MvSl-1064-A1-R4_MC08	Chr08	325428	327022	0.180902075	8	250108	91.375	NONDE
MvSl-1064-A1-R4_MC08g08352	MvSl-1064-A1-R4_MC08	Chr08	327270	329313	0.442253152	7	251328	96.2857	NONDE
MvSl-1064-A1-R4_MC08g08353	MvSl-1064-A1-R4_MC08	Chr08	329690	332510	0.350052689	10	258443	98.6	NONDE
MvSl-1064-A1-R4_MC08g08354	MvSl-1064-A1-R4_MC08	Chr08	332757	333770	0.031901733	6	261990	149.333	NONDE
MvSl-1064-A1-R4_MC08g08355	MvSl-1064-A1-R4_MC08	Chr08	334016	335813	0.009430345	1	263159	111	NONDE
MvSl-1064-A1-R4_MC08g08356	MvSl-1064-A1-R4_MC08	Chr08	342144	343430	0.005254013	6	265075	77	NONDE
MvSl-1064-A1-R4_MC08g08357	MvSl-1064-A1-R4_MC08	Chr08	344952	345272	0.258029108	6	265669	94.1667	NONDE
MvSl-1064-A1-R4_MC08g08358	MvSl-1064-A1-R4_MC08	Chr08	345347	347246	-0.025088442	6	269537	70	NONDE
MvSl-1064-A1-R4_MC08g08359	MvSl-1064-A1-R4_MC08	Chr08	347296	347797	0.073880081	3	271927	103.333	NONDE
MvSl-1064-A1-R4_MC08g08360	MvSl-1064-A1-R4_MC08	Chr08	348515	349241	-0.157576167	2	277212	88	NONDE
MvSl-1064-A1-R4_MC08g08362	MvSl-1064-A1-R4_MC08	Chr08	351305	354849	0.02801266	1	278857	62	NONDE
MvSl-1064-A1-R4_MC08g08363	MvSl-1064-A1-R4_MC08	Chr08	355028	356757	-0.818143883	1	279704	290	NONDE
MvSl-1064-A1-R4_MC08g08364	MvSl-1064-A1-R4_MC08	Chr08	357429	358308	0.458956466	7	280301	97.8571	NONDE
MvSl-1064-A1-R4_MC08g08365	MvSl-1064-A1-R4_MC08	Chr08	359390	361797	0.124363953	2	284671	78.5	NONDE
MvSl-1064-A1-R4_MC08g08366	MvSl-1064-A1-R4_MC08	Chr08	363223	364208	0.127004686	7	286112	87.1429	NONDE
MvSl-1064-A1-R4_MC08g08367	MvSl-1064-A1-R4_MC08	Chr08	365103	366523	-0.190401019	9	291890	76.1111	NONDE
MvSl-1064-A1-R4_MC08g08368	MvSl-1064-A1-R4_MC08	Chr08	366642	367076	-0.643790424	2	299605	83.5	NONDE
MvSl-1064-A1-R4_MC08g08370	MvSl-1064-A1-R4_MC08	Chr08	375019	377979	-0.289034317	3	305009	70.3333	NONDE
MvSl-1064-A1-R4_MC08g08372	MvSl-1064-A1-R4_MC08	Chr08	381118	383207	0.41876831	7	310458	81.2857	NONDE
MvSl-1064-A1-R4_MC08g08373	MvSl-1064-A1-R4_MC08	Chr08	387208	387658	-0.210501187	5	314574	67.6	NONDE
MvSl-1064-A1-R4_MC08g08374	MvSl-1064-A1-R4_MC08	Chr08	387959	389283	0.224136973	3	320400	90.3333	NONDE
MvSl-1064-A1-R4_MC08g08375	MvSl-1064-A1-R4_MC08	Chr08	389463	394416	0.087144432	2	321213	89.5	NONDE
MvSl-1064-A1-R4_MC08g08379	MvSl-1064-A1-R4_MC08	Chr08	401493	402132	0.073320191	6	325638	103.833	NONDE
MvSl-1064-A1-R4_MC08g08380	MvSl-1064-A1-R4_MC08	Chr08	402220	402414	-0.243127219	5	329106	95	NONDE
MvSl-1064-A1-R4_MC08g08381	MvSl-1064-A1-R4_MC08	Chr08	402717	404856	0.161163293	6	332309	101.667	NONDE
MvSl-1064-A1-R4_MC08g08383	MvSl-1064-A1-R4_MC08	Chr08	407227	407451	0.28468743	6	334302	85.1667	NONDE
MvSl-1064-A1-R4_MC08g08384	MvSl-1064-A1-R4_MC08	Chr08	407629	407904	-0.008601569	3	343297	84	NONDE
MvSl-1064-A1-R4_MC08g08386	MvSl-1064-A1-R4_MC08	Chr08	410123	413624	0.030270465	2	346280	83	NONDE
MvSl-1064-A1-R4_MC08g08387	MvSl-1064-A1-R4_MC08	Chr08	415125	416085	0.104322559	1	347674	94	NONDE
MvSl-1064-A1-R4_MC08g08388	MvSl-1064-A1-R4_MC08	Chr08	416953	420949	-0.111713901	2	348743	63.5	NONDE
MvSl-1064-A1-R4_MC08g08389	MvSl-1064-A1-R4_MC08	Chr08	422169	424322	-0.041104035	5	350741	102.2	NONDE
MvSl-1064-A1-R4_MC08g08390	MvSl-1064-A1-R4_MC08	Chr08	424643	427856	0.005623477	9	351644	71.2222	NONDE
MvSl-1064-A1-R4_MC08g08392	MvSl-1064-A1-R4_MC08	Chr08	430842	431403	0.492268011	2	357814	192.5	NONDE
MvSl-1064-A1-R4_MC08g08393	MvSl-1064-A1-R4_MC08	Chr08	431739	435029	0.022986821	7	359573	97.1429	NONDE
MvSl-1064-A1-R4_MC08g08395	MvSl-1064-A1-R4_MC08	Chr08	436563	439848	0.02910797	3	366395	76.6667	NONDE
MvSl-1064-A1-R4_MC08g08397	MvSl-1064-A1-R4_MC08	Chr08	443225	444544	0.026016615	7	367979	83.5714	NONDE
MvSl-1064-A1-R4_MC08g08398	MvSl-1064-A1-R4_MC08	Chr08	444914	446570	0.216299979	9	375299	98	NONDE
MvSl-1064-A1-R4_MC08g08400	MvSl-1064-A1-R4_MC08	Chr08	449805	451700	-0.676223292	2	382754	77.5	NONDE
MvSl-1064-A1-R4_MC08g08402	MvSl-1064-A1-R4_MC08	Chr08	452583	453407	0.062678204	1	389192	77	NONDE
MvSl-1064-A1-R4_MC08g08403	MvSl-1064-A1-R4_MC08	Chr08	453709	457741	-0.040056673	3	394113	98.3333	NONDE
MvSl-1064-A1-R4_MC08g08404	MvSl-1064-A1-R4_MC08	Chr08	458450	461773	0.086114415	2	394934	97	NONDE
MvSl-1064-A1-R4_MC08g08405	MvSl-1064-A1-R4_MC08	Chr08	462130	463895	-0.328581942	3	398701	84.6667	NONDE
MvSl-1064-A1-R4_MC08g08406	MvSl-1064-A1-R4_MC08	Chr08	464701	467315	-0.214611703	3	400322	81.3333	NONDE
MvSl-1064-A1-R4_MC08g08407	MvSl-1064-A1-R4_MC08	Chr08	468513	470055	-0.264092871	2	401817	65	NONDE
MvSl-1064-A1-R4_MC08g08409	MvSl-1064-A1-R4_MC08	Chr08	470728	471098	0.278119077	5	402912	83	NONDE
MvSl-1064-A1-R4_MC08g08414	MvSl-1064-A1-R4_MC08	Chr08	477767	478401	-0.087889176	1	411624	70	NONDE
MvSl-1064-A1-R4_MC08g08415	MvSl-1064-A1-R4_MC08	Chr08	479108	479293	0.060604157	4	415257	96.25	NONDE
MvSl-1064-A1-R4_MC08g08416	MvSl-1064-A1-R4_MC08	Chr08	479562	479717	-0.026383779	3	419750	75.3333	NONDE
MvSl-1064-A1-R4_MC08g08417	MvSl-1064-A1-R4_MC08	Chr08	479948	483441	-0.099235085	5	424218	81	NONDE
MvSl-1064-A1-R4_MC08g08418	MvSl-1064-A1-R4_MC08	Chr08	485086	485959	-0.012558637	8	425169	74	NONDE
MvSl-1064-A1-R4_MC08g08419	MvSl-1064-A1-R4_MC08	Chr08	486839	487021	-0.031646944	4	428860	71.75	NONDE
MvSl-1064-A1-R4_MC08g08420	MvSl-1064-A1-R4_MC08	Chr08	487080	487244	-0.151498916	1	431016	49	NONDE
MvSl-1064-A1-R4_MC08g08421	MvSl-1064-A1-R4_MC08	Chr08	487613	488134	0.157036057	4	433758	78.75	NONDE
MvSl-1064-A1-R4_MC08g08422	MvSl-1064-A1-R4_MC08	Chr08	490317	491758	0.556341088	3	435753	75.6667	NONDE
MvSl-1064-A1-R4_MC08g08423	MvSl-1064-A1-R4_MC08	Chr08	493752	494069	-0.160884349	5	439673	160.4	NONDE
MvSl-1064-A1-R4_MC08g08424	MvSl-1064-A1-R4_MC08	Chr08	494140	495699	-0.069329943	5	440522	102.4	NONDE
MvSl-1064-A1-R4_MC08g08425	MvSl-1064-A1-R4_MC08	Chr08	496115	497663	-0.409785391	1	443968	87	NONDE
MvSl-1064-A1-R4_MC08g08426	MvSl-1064-A1-R4_MC08	Chr08	498574	502929	0.036343811	3	445057	85.3333	NONDE
MvSl-1064-A1-R4_MC08g08427	MvSl-1064-A1-R4_MC08	Chr08	504256	505400	-0.182450306	3	448582	77.3333	NONDE
MvSl-1064-A1-R4_MC08g08428	MvSl-1064-A1-R4_MC08	Chr08	505637	507278	0.029157745	6	451455	96.5	NONDE
MvSl-1064-A1-R4_MC08g08430	MvSl-1064-A1-R4_MC08	Chr08	509662	511468	0.279289574	3	452735	81	NONDE
MvSl-1064-A1-R4_MC08g08431	MvSl-1064-A1-R4_MC08	Chr08	512004	513793	0.112406463	8	457669	122.375	NONDE
MvSl-1064-A1-R4_MC08g08432	MvSl-1064-A1-R4_MC08	Chr08	514223	515759	-0.126757938	8	461505	94.5	NONDE
MvSl-1064-A1-R4_MC08g08433	MvSl-1064-A1-R4_MC08	Chr08	516199	520603	-0.065654014	6	462481	105.333	NONDE
MvSl-1064-A1-R4_MC08g08434	MvSl-1064-A1-R4_MC08	Chr08	521110	523550	0.152655912	6	466707	82.3333	NONDE
MvSl-1064-A1-R4_MC08g08435	MvSl-1064-A1-R4_MC08	Chr08	523914	525938	0.281308395	3	468956	158.333	NONDE
MvSl-1064-A1-R4_MC08g08437	MvSl-1064-A1-R4_MC08	Chr08	529787	532631	-0.530020289	1	470930	53	NONDE
MvSl-1064-A1-R4_MC08g08438	MvSl-1064-A1-R4_MC08	Chr08	532927	535486	-0.083409789	1	472393	236	NONDE
MvSl-1064-A1-R4_MC08g08439	MvSl-1064-A1-R4_MC08	Chr08	535769	536053	0.351720774	2	473665	132	NONDE
MvSl-1064-A1-R4_MC08g08440	MvSl-1064-A1-R4_MC08	Chr08	536201	536484	0.24858979	2	473984	100.5	NONDE
MvSl-1064-A1-R4_MC08g08441	MvSl-1064-A1-R4_MC08	Chr08	536738	539876	0.187487126	2	476208	64.5	NONDE
MvSl-1064-A1-R4_MC08g08442	MvSl-1064-A1-R4_MC08	Chr08	540601	541601	0.241277009	3	477858	81.6667	NONDE
MvSl-1064-A1-R4_MC08g08446	MvSl-1064-A1-R4_MC08	Chr08	553279	556632	-0.339276323	3	485639	70.3333	NONDE
MvSl-1064-A1-R4_MC08g08450	MvSl-1064-A1-R4_MC08	Chr08	567564	568214	-0.191118081	5	490405	103	NONDE
MvSl-1064-A1-R4_MC08g08452	MvSl-1064-A1-R4_MC08	Chr08	569146	569640	0.1959332	7	494360	100.714	NONDE
MvSl-1064-A1-R4_MC08g08453	MvSl-1064-A1-R4_MC08	Chr08	570393	570884	0.101957081	4	496294	106	NONDE
MvSl-1064-A1-R4_MC08g08454	MvSl-1064-A1-R4_MC08	Chr08	571867	574425	-0.128461599	7	502278	87	NONDE
MvSl-1064-A1-R4_MC08g08455	MvSl-1064-A1-R4_MC08	Chr08	574654	578879	-0.176640149	2	504481	83.5	NONDE
MvSl-1064-A1-R4_MC08g08456	MvSl-1064-A1-R4_MC08	Chr08	579207	583362	-0.195950373	1	506344	73	NONDE
MvSl-1064-A1-R4_MC08g08457	MvSl-1064-A1-R4_MC08	Chr08	585778	587490	-0.003968433	4	508363	85.75	NONDE
MvSl-1064-A1-R4_MC08g08458	MvSl-1064-A1-R4_MC08	Chr08	588768	589779	-0.060896866	9	511133	77.7778	NONDE
MvSl-1064-A1-R4_MC08g08459	MvSl-1064-A1-R4_MC08	Chr08	590030	592036	0.137127694	3	512312	133.667	NONDE
MvSl-1064-A1-R4_MC08g08460	MvSl-1064-A1-R4_MC08	Chr08	593160	594395	0.063987329	4	514516	110.5	NONDE
MvSl-1064-A1-R4_MC08g08461	MvSl-1064-A1-R4_MC08	Chr08	594809	596582	0.290815529	3	517640	68.3333	NONDE
MvSl-1064-A1-R4_MC08g08462	MvSl-1064-A1-R4_MC08	Chr08	596725	598211	0.024911724	7	523267	154.571	NONDE
MvSl-1064-A1-R4_MC08g08463	MvSl-1064-A1-R4_MC08	Chr08	600868	603352	0.123390297	2	524694	85.5	NONDE
MvSl-1064-A1-R4_MC08g08464	MvSl-1064-A1-R4_MC08	Chr08	604519	608056	0.382147335	2	527920	86	NONDE
MvSl-1064-A1-R4_MC08g08465	MvSl-1064-A1-R4_MC08	Chr08	608544	610057	0.015922844	4	532392	134.5	NONDE
MvSl-1064-A1-R4_MC08g08466	MvSl-1064-A1-R4_MC08	Chr08	610914	612941	0.218695771	3	535295	90.3333	NONDE
MvSl-1064-A1-R4_MC08g08468	MvSl-1064-A1-R4_MC08	Chr08	615566	617072	-0.150642297	1	536308	80	NONDE
MvSl-1064-A1-R4_MC08g08469	MvSl-1064-A1-R4_MC08	Chr08	617483	619077	-0.618868077	11	539697	74.8182	NONDE
MvSl-1064-A1-R4_MC08g08470	MvSl-1064-A1-R4_MC08	Chr08	619899	620602	-0.250048078	4	541319	147.5	NONDE
MvSl-1064-A1-R4_MC08g08471	MvSl-1064-A1-R4_MC08	Chr08	621066	622223	-0.654168537	1	542111	71	NONDE
MvSl-1064-A1-R4_MC08g08474	MvSl-1064-A1-R4_MC08	Chr08	624382	625738	-0.381846327	2	548138	129	NONDE
MvSl-1064-A1-R4_MC08g08475	MvSl-1064-A1-R4_MC08	Chr08	625832	627881	0.103635662	9	556217	67	NONDE
MvSl-1064-A1-R4_MC08g08476	MvSl-1064-A1-R4_MC08	Chr08	628158	630126	-0.085571858	14	558438	78.2857	NONDE
MvSl-1064-A1-R4_MC08g08477	MvSl-1064-A1-R4_MC08	Chr08	630848	633118	-0.203388948	9	563844	75.1111	NONDE
MvSl-1064-A1-R4_MC08g08478	MvSl-1064-A1-R4_MC08	Chr08	633403	633941	0.431653832	1	567357	52	NONDE
MvSl-1064-A1-R4_MC08g08483	MvSl-1064-A1-R4_MC08	Chr08	647609	649443	0.005684579	12	574254	73	NONDE
MvSl-1064-A1-R4_MC08g08484	MvSl-1064-A1-R4_MC08	Chr08	649531	650758	0.04946395	13	578492	73.5385	NONDE
MvSl-1064-A1-R4_MC08g08485	MvSl-1064-A1-R4_MC08	Chr08	652131	655480	0.116478415	10	579259	70	NONDE
MvSl-1064-A1-R4_MC08g08486	MvSl-1064-A1-R4_MC08	Chr08	656304	658331	0.294826533	3	586949	89	NONDE
MvSl-1064-A1-R4_MC08g08487	MvSl-1064-A1-R4_MC08	Chr08	658631	661719	-0.260419342	3	589118	149.333	NONDE
MvSl-1064-A1-R4_MC08g08488	MvSl-1064-A1-R4_MC08	Chr08	661972	662196	0.024554522	9	591884	102.333	NONDE
MvSl-1064-A1-R4_MC08g08489	MvSl-1064-A1-R4_MC08	Chr08	662436	663792	-0.137888102	5	594314	98.4	NONDE
MvSl-1064-A1-R4_MC08g08490	MvSl-1064-A1-R4_MC08	Chr08	664259	666020	-0.141624295	3	595010	89.3333	NONDE
MvSl-1064-A1-R4_MC08g08491	MvSl-1064-A1-R4_MC08	Chr08	669862	671064	0.075407643	6	597044	100.833	NONDE
MvSl-1064-A1-R4_MC08g08492	MvSl-1064-A1-R4_MC08	Chr08	671556	675846	-0.411889754	9	601089	87.4444	NONDE
MvSl-1064-A1-R4_MC08g08493	MvSl-1064-A1-R4_MC08	Chr08	676192	678786	-0.212343974	5	604970	111.2	NONDE
MvSl-1064-A1-R4_MC08g08494	MvSl-1064-A1-R4_MC08	Chr08	680309	682762	0.457815315	2	609535	74.5	NONDE
MvSl-1064-A1-R4_MC08g08495	MvSl-1064-A1-R4_MC08	Chr08	683380	686125	-0.136633922	5	612333	83.4	NONDE
MvSl-1064-A1-R4_MC08g08496	MvSl-1064-A1-R4_MC08	Chr08	686769	689192	-0.613479332	3	613885	87.3333	NONDE
MvSl-1064-A1-R4_MC08g08497	MvSl-1064-A1-R4_MC08	Chr08	689956	690276	-0.026863159	6	615725	69.6667	NONDE
MvSl-1064-A1-R4_MC08g08499	MvSl-1064-A1-R4_MC08	Chr08	694437	697258	-1.077795889	1	620302	266	NONDE
MvSl-1064-A1-R4_MC08g08500	MvSl-1064-A1-R4_MC08	Chr08	697434	699673	-0.094892268	2	621706	88.5	NONDE
MvSl-1064-A1-R4_MC08g08501	MvSl-1064-A1-R4_MC08	Chr08	700287	701226	-0.069452013	2	622815	109	NONDE
MvSl-1064-A1-R4_MC08g08502	MvSl-1064-A1-R4_MC08	Chr08	701363	703057	-0.146834411	4	624665	88.75	NONDE
MvSl-1064-A1-R4_MC08g08503	MvSl-1064-A1-R4_MC08	Chr08	703790	704739	0.169428843	1	626587	43	NONDE
MvSl-1064-A1-R4_MC08g08504	MvSl-1064-A1-R4_MC08	Chr08	705136	705752	-0.112375406	7	628313	93.1429	NONDE
