gene	location	chr	start	end	log2FC	intron_nr	mean	sum
MvSl-1064-A1-R4_MC07g07969	MvSl-1064-A1-R4_MC07	Chr07	1087376	1090035	0.0911772237318167	5	1029678	81.2
MvSl-1064-A1-R4_MC07g07970	MvSl-1064-A1-R4_MC07	Chr07	1090298	1093092	-0.206626058439743	4	1031187	148.25
MvSl-1064-A1-R4_MC07g07971	MvSl-1064-A1-R4_MC07	Chr07	1093724	1096735	-0.0960367038319295	7	1033553	88.4286
MvSl-1064-A1-R4_MC07g07972	MvSl-1064-A1-R4_MC07	Chr07	1097289	1099607	-0.0137006085919528	2	1034091	84
MvSl-1064-A1-R4_MC07g07973	MvSl-1064-A1-R4_MC07	Chr07	1104399	1106209	-0.34271790390548	6	1036210	74.3333
MvSl-1064-A1-R4_MC07g07975	MvSl-1064-A1-R4_MC07	Chr07	1110005	1111233	-0.0771625500544515	3	1043911	89
MvSl-1064-A1-R4_MC07g07977	MvSl-1064-A1-R4_MC07	Chr07	1113735	1116074	-0.303504614830413	1	1047484	126
MvSl-1064-A1-R4_MC07g07978	MvSl-1064-A1-R4_MC07	Chr07	1116519	1118168	-0.792208240171448	1	1051907	49
MvSl-1064-A1-R4_MC07g07979	MvSl-1064-A1-R4_MC07	Chr07	1118458	1121673	0.181316009981684	2	1054785	78
MvSl-1064-A1-R4_MC07g07980	MvSl-1064-A1-R4_MC07	Chr07	1122184	1122819	-0.319323852380822	2	1055255	82
MvSl-1064-A1-R4_MC07g07983	MvSl-1064-A1-R4_MC07	Chr07	1124680	1126462	-0.696480386396592	6	1061707	74.8333
MvSl-1064-A1-R4_MC07g07984	MvSl-1064-A1-R4_MC07	Chr07	1126832	1128741	-0.413983895376953	5	1062964	63.4
MvSl-1064-A1-R4_MC07g07986	MvSl-1064-A1-R4_MC07	Chr07	1131462	1132895	-0.194688291530399	2	1065033	55.5
MvSl-1064-A1-R4_MC07g07989	MvSl-1064-A1-R4_MC07	Chr07	1137967	1140204	-0.315740846409858	2	1068568	90.5
MvSl-1064-A1-R4_MC07g07992	MvSl-1064-A1-R4_MC07	Chr07	1145462	1147742	0.0755852838777949	1	1073515	52
MvSl-1064-A1-R4_MC07g07993	MvSl-1064-A1-R4_MC07	Chr07	1148539	1148866	0.175175845280742	7	1076070	70
MvSl-1064-A1-R4_MC07g07994	MvSl-1064-A1-R4_MC07	Chr07	1149248	1149565	0.13770274922595	4	1085272	99.75
MvSl-1064-A1-R4_MC07g07995	MvSl-1064-A1-R4_MC07	Chr07	1150453	1150659	0.060630818776236	5	1086864	93.4
MvSl-1064-A1-R4_MC07g07996	MvSl-1064-A1-R4_MC07	Chr07	1150835	1151207	0.00842835748249788	2	1088853	67
MvSl-1064-A1-R4_MC07g07997	MvSl-1064-A1-R4_MC07	Chr07	1152210	1153373	0.185298583866853	8	1092569	69.25
MvSl-1064-A1-R4_MC07g07998	MvSl-1064-A1-R4_MC07	Chr07	1153944	1160212	0.748358199619605	3	1093980	162
MvSl-1064-A1-R4_MC07g07999	MvSl-1064-A1-R4_MC07	Chr07	1162597	1166758	0.938286253528553	1	1099374	111
MvSl-1064-A1-R4_MC07g08000	MvSl-1064-A1-R4_MC07	Chr07	1168352	1174029	-0.0660605813722837	2	1105886	58
MvSl-1064-A1-R4_MC07g08001	MvSl-1064-A1-R4_MC07	Chr07	1174803	1175504	-0.0171083086512897	9	1106885	87
MvSl-1064-A1-R4_MC07g08002	MvSl-1064-A1-R4_MC07	Chr07	1176339	1183257	0.140505157975573	3	1110559	70.6667
MvSl-1064-A1-R4_MC07g08003	MvSl-1064-A1-R4_MC07	Chr07	1183405	1186397	0.601937501340863	2	1112373	182
MvSl-1064-A1-R4_MC07g08006	MvSl-1064-A1-R4_MC07	Chr07	1197038	1198532	0.0967676169648524	4	1121477	127.5
MvSl-1064-A1-R4_MC07g08007	MvSl-1064-A1-R4_MC07	Chr07	1198859	1200831	-0.109399133233725	3	1122321	100
MvSl-1064-A1-R4_MC07g08008	MvSl-1064-A1-R4_MC07	Chr07	1201208	1201542	-0.248538602073372	3	1123702	117
MvSl-1064-A1-R4_MC07g08010	MvSl-1064-A1-R4_MC07	Chr07	1203677	1204012	-0.0517329734265017	5	1126190	71
MvSl-1064-A1-R4_MC07g08011	MvSl-1064-A1-R4_MC07	Chr07	1204688	1208064	0.0244727609726105	7	1126957	82.5714
MvSl-1064-A1-R4_MC07g08012	MvSl-1064-A1-R4_MC07	Chr07	1208185	1209112	0.066376029680969	3	1130407	111.333
MvSl-1064-A1-R4_MC07g08013	MvSl-1064-A1-R4_MC07	Chr07	1209166	1209714	-0.0966382556782862	3	1131687	109
MvSl-1064-A1-R4_MC07g08014	MvSl-1064-A1-R4_MC07	Chr07	1210155	1210819	-0.753380597178025	2	1135294	116
MvSl-1064-A1-R4_MC07g08016	MvSl-1064-A1-R4_MC07	Chr07	1211899	1212795	-0.541980407030423	5	1139043	82.8
MvSl-1064-A1-R4_MC07g08018	MvSl-1064-A1-R4_MC07	Chr07	1214060	1216150	-0.0362473481163028	6	1144560	87.5
MvSl-1064-A1-R4_MC07g08019	MvSl-1064-A1-R4_MC07	Chr07	1216538	1219451	-0.0191201818631801	6	1145658	86.6667
MvSl-1064-A1-R4_MC07g08020	MvSl-1064-A1-R4_MC07	Chr07	1220409	1221037	-0.336894364315771	1	1148631	112
MvSl-1064-A1-R4_MC07g08023	MvSl-1064-A1-R4_MC07	Chr07	1223857	1228011	-0.971537104262761	1	1150997	91
MvSl-1064-A1-R4_MC07g08024	MvSl-1064-A1-R4_MC07	Chr07	1228233	1229562	-0.051125816511286	5	1152625	85.8
MvSl-1064-A1-R4_MC07g08025	MvSl-1064-A1-R4_MC07	Chr07	1229862	1232054	0.313134786807245	1	1156169	47
MvSl-1064-A1-R4_MC07g08026	MvSl-1064-A1-R4_MC07	Chr07	1232142	1232833	-0.305310747242816	2	1164065	312.5
MvSl-1064-A1-R4_MC07g08029	MvSl-1064-A1-R4_MC07	Chr07	1236595	1238728	0.219081393204837	2	1175454	121.5
MvSl-1064-A1-R4_MC07g08030	MvSl-1064-A1-R4_MC07	Chr07	1239126	1243563	0.16027781177398	14	1176657	81.5
MvSl-1064-A1-R4_MC07g08031	MvSl-1064-A1-R4_MC07	Chr07	1243912	1245762	-0.208842789515419	8	1185402	68.875
MvSl-1064-A1-R4_MC07g08032	MvSl-1064-A1-R4_MC07	Chr07	1247747	1249206	0.292964015131255	5	1187488	74.2
MvSl-1064-A1-R4_MC07g08033	MvSl-1064-A1-R4_MC07	Chr07	1249753	1250281	0.358350892209686	3	1194130	93.3333
MvSl-1064-A1-R4_MC07g08034	MvSl-1064-A1-R4_MC07	Chr07	1250646	1252658	-0.0239129065326712	4	1197259	116.5
MvSl-1064-A1-R4_MC07g08035	MvSl-1064-A1-R4_MC07	Chr07	1255900	1256724	-0.118845729019322	7	1198984	105.286
MvSl-1064-A1-R4_MC07g08036	MvSl-1064-A1-R4_MC07	Chr07	1257078	1258189	0.0301612003722322	1	1201420	53
MvSl-1064-A1-R4_MC07g08037	MvSl-1064-A1-R4_MC07	Chr07	1258474	1259518	-0.137336777002222	1	1203283	120
MvSl-1064-A1-R4_MC07g08039	MvSl-1064-A1-R4_MC07	Chr07	1263660	1269282	0.114795440874321	10	1207905	80.6
MvSl-1064-A1-R4_MC07g08040	MvSl-1064-A1-R4_MC07	Chr07	1269823	1272251	0.0245051789533755	1	1209089	97
MvSl-1064-A1-R4_MC07g08041	MvSl-1064-A1-R4_MC07	Chr07	1272613	1275015	0.0065355095932628	1	1209441	129
MvSl-1064-A1-R4_MC07g08042	MvSl-1064-A1-R4_MC07	Chr07	1275177	1275853	0.122398197787671	1	1210666	143
MvSl-1064-A1-R4_MC07g08043	MvSl-1064-A1-R4_MC07	Chr07	1276184	1277188	0.0180504995891617	2	1211414	86.5
MvSl-1064-A1-R4_MC07g08044	MvSl-1064-A1-R4_MC07	Chr07	1278018	1279929	-0.151921202356316	2	1212109	70.5
MvSl-1064-A1-R4_MC07g08046	MvSl-1064-A1-R4_MC07	Chr07	1281090	1282370	0.659042930255028	7	1214149	77.1429
MvSl-1064-A1-R4_MC07g08047	MvSl-1064-A1-R4_MC07	Chr07	1282959	1284988	0.0586507983624159	3	1218084	67.3333
MvSl-1064-A1-R4_MC07g08048	MvSl-1064-A1-R4_MC07	Chr07	1285657	1291930	0.162320082881158	3	1220612	94.6667
MvSl-1064-A1-R4_MC07g08049	MvSl-1064-A1-R4_MC07	Chr07	1292563	1293140	0.281310484017196	6	1222599	94.6667
MvSl-1064-A1-R4_MC07g08052	MvSl-1064-A1-R4_MC07	Chr07	1300787	1302803	-0.108797905925493	2	1226540	85.5
MvSl-1064-A1-R4_MC07g08053	MvSl-1064-A1-R4_MC07	Chr07	1303184	1305748	0.160445577107171	6	1228427	88.1667
MvSl-1064-A1-R4_MC07g08054	MvSl-1064-A1-R4_MC07	Chr07	1305828	1307606	-0.218454341052455	4	1230057	75.75
MvSl-1064-A1-R4_MC07g08055	MvSl-1064-A1-R4_MC07	Chr07	1307941	1311138	0.296266533794444	1	1232639	95
MvSl-1064-A1-R4_MC07g08056	MvSl-1064-A1-R4_MC07	Chr07	1311203	1311672	-0.00200348945425535	6	1233373	76.1667
MvSl-1064-A1-R4_MC07g08058	MvSl-1064-A1-R4_MC07	Chr07	1314659	1315224	-0.0415827568318183	10	1243436	79
MvSl-1064-A1-R4_MC07g08059	MvSl-1064-A1-R4_MC07	Chr07	1315876	1316662	0.288336238107695	5	1245310	181.8
MvSl-1064-A1-R4_MC07g08060	MvSl-1064-A1-R4_MC07	Chr07	1316826	1318943	-0.0541495856176339	6	1249083	112.333
MvSl-1064-A1-R4_MC07g08061	MvSl-1064-A1-R4_MC07	Chr07	1319375	1320742	0.217314785100158	2	1249930	119
MvSl-1064-A1-R4_MC07g08062	MvSl-1064-A1-R4_MC07	Chr07	1321145	1322159	-0.289088757324987	7	1252258	87.4286
MvSl-1064-A1-R4_MC07g08064	MvSl-1064-A1-R4_MC07	Chr07	1324644	1325417	-0.033419202674651	4	1258000	128.75
MvSl-1064-A1-R4_MC07g08065	MvSl-1064-A1-R4_MC07	Chr07	1325845	1327094	-0.383527881995107	1	1258917	64
MvSl-1064-A1-R4_MC07g08066	MvSl-1064-A1-R4_MC07	Chr07	1327687	1330788	-0.206978812814512	5	1262738	69
MvSl-1064-A1-R4_MC07g08067	MvSl-1064-A1-R4_MC07	Chr07	1334776	1336940	0.0947639744307535	9	1269040	86.1111
MvSl-1064-A1-R4_MC07g08068	MvSl-1064-A1-R4_MC07	Chr07	1337562	1339039	-0.13664798343698	4	1270014	57.5
MvSl-1064-A1-R4_MC07g08069	MvSl-1064-A1-R4_MC07	Chr07	1339637	1341557	-0.00307502153838986	4	1273023	63
MvSl-1064-A1-R4_MC07g08070	MvSl-1064-A1-R4_MC07	Chr07	1345952	1347356	0.228325461355684	1	1275293	74
MvSl-1064-A1-R4_MC07g08071	MvSl-1064-A1-R4_MC07	Chr07	1347944	1350682	0.290815561204013	1	1276284	81
MvSl-1064-A1-R4_MC07g08072	MvSl-1064-A1-R4_MC07	Chr07	1351172	1352811	0.220186602857153	2	1279030	66.5
MvSl-1064-A1-R4_MC07g08074	MvSl-1064-A1-R4_MC07	Chr07	1356317	1358239	0.327988962034602	1	1281276	42
MvSl-1064-A1-R4_MC07g08075	MvSl-1064-A1-R4_MC07	Chr07	1358922	1360691	-0.112950698080608	4	1283979	74.75
MvSl-1064-A1-R4_MC07g08076	MvSl-1064-A1-R4_MC07	Chr07	1361168	1363394	0.278499362110062	4	1287909	115
MvSl-1064-A1-R4_MC07g08079	MvSl-1064-A1-R4_MC07	Chr07	1365971	1366204	-0.586572984036162	3	1298522	125.667
MvSl-1064-A1-R4_MC07g08080	MvSl-1064-A1-R4_MC07	Chr07	1367488	1367964	0.203742475359922	7	1301178	100.857
MvSl-1064-A1-R4_MC07g08081	MvSl-1064-A1-R4_MC07	Chr07	1368585	1370302	0.0251091781380592	4	1304161	78
MvSl-1064-A1-R4_MC07g08082	MvSl-1064-A1-R4_MC07	Chr07	1370639	1371031	-0.0883740968805734	4	1307455	59.25
MvSl-1064-A1-R4_MC07g08083	MvSl-1064-A1-R4_MC07	Chr07	1371671	1374738	-0.143702743061466	10	1308613	72.9
MvSl-1064-A1-R4_MC07g08084	MvSl-1064-A1-R4_MC07	Chr07	1374968	1378036	-0.035853602743552	2	1311295	85
MvSl-1064-A1-R4_MC07g08085	MvSl-1064-A1-R4_MC07	Chr07	1378157	1379003	0.346662185392748	7	1312628	115.429
MvSl-1064-A1-R4_MC07g08086	MvSl-1064-A1-R4_MC07	Chr07	1381205	1383317	0.0768943733679757	2	1315029	112
MvSl-1064-A1-R4_MC07g08087	MvSl-1064-A1-R4_MC07	Chr07	1383631	1387316	0.153217308395183	2	1316383	75.5
MvSl-1064-A1-R4_MC07g08088	MvSl-1064-A1-R4_MC07	Chr07	1388227	1391863	0.325633027467969	6	1318435	81.5
MvSl-1064-A1-R4_MC07g08089	MvSl-1064-A1-R4_MC07	Chr07	1392126	1392726	0.254306432812976	3	1320485	101
MvSl-1064-A1-R4_MC07g08090	MvSl-1064-A1-R4_MC07	Chr07	1393248	1394904	0.399707941439821	3	1321876	84.3333
MvSl-1064-A1-R4_MC07g08091	MvSl-1064-A1-R4_MC07	Chr07	1396415	1399405	-0.340111021021491	4	1323351	115.5
MvSl-1064-A1-R4_MC07g08092	MvSl-1064-A1-R4_MC07	Chr07	1399790	1401487	0.0235594582399963	4	1325249	82.5
MvSl-1064-A1-R4_MC07g08093	MvSl-1064-A1-R4_MC07	Chr07	1401890	1402952	0.290487272769616	3	1326427	204.667
MvSl-1064-A1-R4_MC07g08094	MvSl-1064-A1-R4_MC07	Chr07	1403313	1405057	-0.137365660860633	3	1328087	129
MvSl-1064-A1-R4_MC07g08095	MvSl-1064-A1-R4_MC07	Chr07	1405650	1407517	0.141981366885377	1	1336261	191
MvSl-1064-A1-R4_MC07g08096	MvSl-1064-A1-R4_MC07	Chr07	1407963	1409880	0.116187533022878	5	1337879	86.2
MvSl-1064-A1-R4_MC07g08098	MvSl-1064-A1-R4_MC07	Chr07	1413122	1415224	-0.121791573947948	3	1347240	73.3333
MvSl-1064-A1-R4_MC07g08099	MvSl-1064-A1-R4_MC07	Chr07	1415456	1417131	-0.155688483917942	2	1349490	75
MvSl-1064-A1-R4_MC07g08100	MvSl-1064-A1-R4_MC07	Chr07	1417431	1421256	-0.075446720103557	5	1352445	78.4
MvSl-1064-A1-R4_MC07g08101	MvSl-1064-A1-R4_MC07	Chr07	1421649	1422755	-0.466588180412352	1	1353873	120
MvSl-1064-A1-R4_MC07g08102	MvSl-1064-A1-R4_MC07	Chr07	1423486	1425381	0.224576108635878	4	1357966	122.25
MvSl-1064-A1-R4_MC07g08103	MvSl-1064-A1-R4_MC07	Chr07	1426255	1428999	0.260542930789407	3	1360393	106
MvSl-1064-A1-R4_MC07g08108	MvSl-1064-A1-R4_MC07	Chr07	1443342	1444991	-0.0849604123675834	1	1369741	98
MvSl-1064-A1-R4_MC07g08110	MvSl-1064-A1-R4_MC07	Chr07	1448671	1449661	0.0501277032464545	4	1371820	76.25
MvSl-1064-A1-R4_MC07g08111	MvSl-1064-A1-R4_MC07	Chr07	1451253	1451947	-0.0622096966642258	6	1376302	66.5
MvSl-1064-A1-R4_MC07g08112	MvSl-1064-A1-R4_MC07	Chr07	1452871	1453830	-0.250384779433899	2	1378889	99.5
MvSl-1064-A1-R4_MC07g08113	MvSl-1064-A1-R4_MC07	Chr07	1454748	1456302	-0.58678239215902	3	1381942	78.3333
MvSl-1064-A1-R4_MC07g08114	MvSl-1064-A1-R4_MC07	Chr07	1456965	1457117	0.155147586310146	3	1387210	76.6667
MvSl-1064-A1-R4_MC07g08115	MvSl-1064-A1-R4_MC07	Chr07	1457200	1457670	0.132140378290584	6	1388319	89.6667
MvSl-1064-A1-R4_MC07g08116	MvSl-1064-A1-R4_MC07	Chr07	1457721	1458150	-0.0345713399149167	3	1392203	109.333
MvSl-1064-A1-R4_MC07g08117	MvSl-1064-A1-R4_MC07	Chr07	1458835	1460737	-0.244343380116246	3	1393534	93.3333
MvSl-1064-A1-R4_MC07g08118	MvSl-1064-A1-R4_MC07	Chr07	1461165	1462061	0.385489473814581	5	1397006	123
MvSl-1064-A1-R4_MC07g08119	MvSl-1064-A1-R4_MC07	Chr07	1462686	1464410	0.0270063856818565	6	1400118	106
MvSl-1064-A1-R4_MC07g08120	MvSl-1064-A1-R4_MC07	Chr07	1464893	1465111	0.0524483721065295	4	1402844	142
MvSl-1064-A1-R4_MC07g08121	MvSl-1064-A1-R4_MC07	Chr07	1467159	1472155	-0.399659687651479	8	1403502	80.875
MvSl-1064-A1-R4_MC07g08122	MvSl-1064-A1-R4_MC07	Chr07	1472643	1473776	0.0841208409564158	5	1405983	124
MvSl-1064-A1-R4_MC07g08123	MvSl-1064-A1-R4_MC07	Chr07	1474257	1474550	0.0213760596116004	1	1409450	79
MvSl-1064-A1-R4_MC07g08124	MvSl-1064-A1-R4_MC07	Chr07	1474648	1475036	-0.091169734118334	5	1410345	149.6
MvSl-1064-A1-R4_MC07g08125	MvSl-1064-A1-R4_MC07	Chr07	1475865	1477975	0.183146334430557	5	1414880	85.2
MvSl-1064-A1-R4_MC07g08126	MvSl-1064-A1-R4_MC07	Chr07	1478593	1479565	-0.00395334916299999	2	1416721	70
MvSl-1064-A1-R4_MC07g08127	MvSl-1064-A1-R4_MC07	Chr07	1480034	1481941	0.302968283099683	14	1418018	82.5714
MvSl-1064-A1-R4_MC07g08128	MvSl-1064-A1-R4_MC07	Chr07	1482723	1484393	0.230867919752662	2	1422579	87
MvSl-1064-A1-R4_MC07g08129	MvSl-1064-A1-R4_MC07	Chr07	1484639	1486372	-0.035576661269508	6	1424845	136.5
MvSl-1064-A1-R4_MC07g08130	MvSl-1064-A1-R4_MC07	Chr07	1486671	1488619	-0.0946108706037862	4	1427756	74.25
MvSl-1064-A1-R4_MC07g08131	MvSl-1064-A1-R4_MC07	Chr07	1488827	1490792	0.00517755677212138	4	1430575	73
MvSl-1064-A1-R4_MC07g08134	MvSl-1064-A1-R4_MC07	Chr07	1492015	1493693	-0.0288236670254063	12	1436305	83.75
MvSl-1064-A1-R4_MC07g08135	MvSl-1064-A1-R4_MC07	Chr07	1494391	1497279	-0.25449857336726	6	1442020	78.1667
MvSl-1064-A1-R4_MC07g08137	MvSl-1064-A1-R4_MC07	Chr07	1500857	1502316	0.302451079918134	5	1444245	72.6
MvSl-1064-A1-R4_MC07g08140	MvSl-1064-A1-R4_MC07	Chr07	1507771	1509803	-0.353920560932682	2	1451774	107.5
MvSl-1064-A1-R4_MC07g08141	MvSl-1064-A1-R4_MC07	Chr07	1510380	1514431	0.0201888011458361	4	1453601	112.5
MvSl-1064-A1-R4_MC07g08142	MvSl-1064-A1-R4_MC07	Chr07	1515150	1515688	0.195105267324493	5	1456202	80
MvSl-1064-A1-R4_MC07g08144	MvSl-1064-A1-R4_MC07	Chr07	1517586	1520561	-0.270336878612065	1	1457415	249
MvSl-1064-A1-R4_MC07g08145	MvSl-1064-A1-R4_MC07	Chr07	1522850	1524098	-0.203839589766948	1	1458039	151
MvSl-1064-A1-R4_MC07g08146	MvSl-1064-A1-R4_MC07	Chr07	1525068	1525988	-0.174545056375486	4	1460258	106
MvSl-1064-A1-R4_MC07g08147	MvSl-1064-A1-R4_MC07	Chr07	1527871	1530927	-0.00350330922640623	5	1461818	122.4
MvSl-1064-A1-R4_MC07g08150	MvSl-1064-A1-R4_MC07	Chr07	1536799	1538783	-0.194846460062973	3	1471168	62.6667
MvSl-1064-A1-R4_MC07g08151	MvSl-1064-A1-R4_MC07	Chr07	1539517	1541135	0.336728998230396	3	1473322	129
MvSl-1064-A1-R4_MC07g08153	MvSl-1064-A1-R4_MC07	Chr07	1543368	1544057	1.12192385826	1	1474779	41
MvSl-1064-A1-R4_MC07g08154	MvSl-1064-A1-R4_MC07	Chr07	1544654	1545215	0.11708745479309	3	1477473	66.6667
MvSl-1064-A1-R4_MC07g08155	MvSl-1064-A1-R4_MC07	Chr07	1545699	1546190	0.0619848363899538	1	1479006	103
MvSl-1064-A1-R4_MC07g08156	MvSl-1064-A1-R4_MC07	Chr07	1546400	1547547	0.150382974203006	4	1481408	151.5
MvSl-1064-A1-R4_MC07g08157	MvSl-1064-A1-R4_MC07	Chr07	1548170	1548808	0.114517798436095	4	1482959	98.25
MvSl-1064-A1-R4_MC07g08158	MvSl-1064-A1-R4_MC07	Chr07	1548928	1549206	0.0886295360177631	4	1486120	105
MvSl-1064-A1-R4_MC07g08159	MvSl-1064-A1-R4_MC07	Chr07	1550076	1551727	-0.228626114593632	7	1486878	107
MvSl-1064-A1-R4_MC07g08160	MvSl-1064-A1-R4_MC07	Chr07	1552754	1553816	-0.0391346274110562	5	1490639	83
MvSl-1064-A1-R4_MC07g08161	MvSl-1064-A1-R4_MC07	Chr07	1555300	1555873	0.418248164257266	5	1492242	82
MvSl-1064-A1-R4_MC07g08162	MvSl-1064-A1-R4_MC07	Chr07	1556097	1557967	-0.0449642777475039	3	1494471	119
MvSl-1064-A1-R4_MC07g08163	MvSl-1064-A1-R4_MC07	Chr07	1559326	1561110	-0.215042560913352	5	1500575	104.6
MvSl-1064-A1-R4_MC07g08164	MvSl-1064-A1-R4_MC07	Chr07	1563276	1564739	-0.164187669716492	1	1501274	68
MvSl-1064-A1-R4_MC07g08165	MvSl-1064-A1-R4_MC07	Chr07	1564998	1568167	0.165099316702837	3	1503848	113.333
MvSl-1064-A1-R4_MC07g08166	MvSl-1064-A1-R4_MC07	Chr07	1568259	1571553	0.123122763971908	5	1506671	80
MvSl-1064-A1-R4_MC07g08167	MvSl-1064-A1-R4_MC07	Chr07	1571673	1574562	-0.472802018343726	9	1507943	73.8889
MvSl-1064-A1-R4_MC07g08168	MvSl-1064-A1-R4_MC07	Chr07	1574946	1576877	0.0865288165316344	2	1511245	82
MvSl-1064-A1-R4_MC07g08169	MvSl-1064-A1-R4_MC07	Chr07	1577466	1578410	0.132409826795856	2	1515414	70
MvSl-1064-A1-R4_MC07g08170	MvSl-1064-A1-R4_MC07	Chr07	1580468	1583068	0.0873963666086522	2	1516661	100
MvSl-1064-A1-R4_MC07g08171	MvSl-1064-A1-R4_MC07	Chr07	1583861	1584532	0.0655645997009834	1	1517675	78
MvSl-1064-A1-R4_MC07g08174	MvSl-1064-A1-R4_MC07	Chr07	1584659	1586092	0.103532877192273	5	1523761	87.8
MvSl-1064-A1-R4_MC07g08175	MvSl-1064-A1-R4_MC07	Chr07	1586753	1591747	-0.546723197980091	3	1525884	83
MvSl-1064-A1-R4_MC07g08176	MvSl-1064-A1-R4_MC07	Chr07	1591859	1592731	-0.041093975059001	6	1528068	78
MvSl-1064-A1-R4_MC07g08178	MvSl-1064-A1-R4_MC07	Chr07	1595200	1600441	-0.000110201963027115	8	1535845	117.25
MvSl-1064-A1-R4_MC07g08179	MvSl-1064-A1-R4_MC07	Chr07	1601310	1603640	-0.0313925752723248	7	1537023	77.8571
MvSl-1064-A1-R4_MC07g08181	MvSl-1064-A1-R4_MC07	Chr07	1606084	1607130	0.213455359962199	3	1542289	73.6667
MvSl-1064-A1-R4_MC07g08182	MvSl-1064-A1-R4_MC07	Chr07	1607633	1608491	0.0836477269903814	2	1543836	121.5
MvSl-1064-A1-R4_MC07g08183	MvSl-1064-A1-R4_MC07	Chr07	1608542	1612486	-0.0428748551235343	1	1544863	175
MvSl-1064-A1-R4_MC07g08185	MvSl-1064-A1-R4_MC07	Chr07	1619703	1620907	0.325019072407531	4	1547468	60.5
MvSl-1064-A1-R4_MC07g08186	MvSl-1064-A1-R4_MC07	Chr07	1621522	1624152	0.0772763867061161	2	1548377	177
MvSl-1064-A1-R4_MC07g08188	MvSl-1064-A1-R4_MC07	Chr07	1626850	1628156	-0.635007369540957	3	1551074	77.6667
MvSl-1064-A1-R4_MC07g08189	MvSl-1064-A1-R4_MC07	Chr07	1628315	1629023	-0.130595466394128	3	1552974	147.333
MvSl-1064-A1-R4_MC07g08190	MvSl-1064-A1-R4_MC07	Chr07	1629516	1631534	0.52857897319374	1	1555610	103
MvSl-1064-A1-R4_MC07g08191	MvSl-1064-A1-R4_MC07	Chr07	1631741	1631986	-0.416619809881886	9	1557746	94.2222
MvSl-1064-A1-R4_MC07g08192	MvSl-1064-A1-R4_MC07	Chr07	1632418	1632760	-0.379620720235895	9	1560726	94.6667
MvSl-1064-A1-R4_MC07g08193	MvSl-1064-A1-R4_MC07	Chr07	1634090	1635723	-0.161517768472579	7	1564475	79.7143
MvSl-1064-A1-R4_MC07g08194	MvSl-1064-A1-R4_MC07	Chr07	1635808	1636121	0.0224662582973733	9	1565184	71.8889
MvSl-1064-A1-R4_MC07g08195	MvSl-1064-A1-R4_MC07	Chr07	1637287	1641234	-0.264343668844358	13	1568422	81.5385
MvSl-1064-A1-R4_MC07g08196	MvSl-1064-A1-R4_MC07	Chr07	1641582	1642628	-0.142512017701556	6	1574389	81.6667
MvSl-1064-A1-R4_MC07g08197	MvSl-1064-A1-R4_MC07	Chr07	1643358	1646085	-0.0237773281802697	3	1575774	70
MvSl-1064-A1-R4_MC07g08199	MvSl-1064-A1-R4_MC07	Chr07	1648882	1649178	0.517190612703519	8	1582952	94.875
MvSl-1064-A1-R4_MC07g08201	MvSl-1064-A1-R4_MC07	Chr07	1652457	1654470	-0.105380417666156	4	1584897	81.75
MvSl-1064-A1-R4_MC07g08202	MvSl-1064-A1-R4_MC07	Chr07	1655019	1656302	-0.13512409409491	3	1590603	78
MvSl-1064-A1-R4_MC07g08204	MvSl-1064-A1-R4_MC07	Chr07	1665091	1665321	0.0887118304868019	2	1593434	125.5
MvSl-1064-A1-R4_MC07g08205	MvSl-1064-A1-R4_MC07	Chr07	1666269	1671198	-0.00982168248680424	5	1596838	74
MvSl-1064-A1-R4_MC07g08206	MvSl-1064-A1-R4_MC07	Chr07	1671516	1673472	-0.018512725294434	6	1601863	118
MvSl-1064-A1-R4_MC07g08208	MvSl-1064-A1-R4_MC07	Chr07	1676693	1679325	0.0369646369841284	3	1606447	125
MvSl-1064-A1-R4_MC07g08209	MvSl-1064-A1-R4_MC07	Chr07	1679903	1680320	0.00479935294792338	2	1607860	63.5
MvSl-1064-A1-R4_MC07g08210	MvSl-1064-A1-R4_MC07	Chr07	1680389	1680937	-0.000611259730050331	8	1611299	78.375
MvSl-1064-A1-R4_MC07g08211	MvSl-1064-A1-R4_MC07	Chr07	1681218	1684130	0.348129692176256	5	1615862	91.2
MvSl-1064-A1-R4_MC07g08212	MvSl-1064-A1-R4_MC07	Chr07	1684388	1687474	-0.70078778326855	3	1620359	67.6667
MvSl-1064-A1-R4_MC07g08213	MvSl-1064-A1-R4_MC07	Chr07	1687994	1691309	-0.224469968506558	3	1623963	73
MvSl-1064-A1-R4_MC07g08214	MvSl-1064-A1-R4_MC07	Chr07	1691898	1695699	0.294462662876725	2	1625000	78.5
MvSl-1064-A1-R4_MC07g08215	MvSl-1064-A1-R4_MC07	Chr07	1696533	1696814	-0.210594218094782	3	1627661	118.667
MvSl-1064-A1-R4_MC07g08216	MvSl-1064-A1-R4_MC07	Chr07	1698497	1699344	0.151142318322593	3	1628929	119.333
MvSl-1064-A1-R4_MC07g08217	MvSl-1064-A1-R4_MC07	Chr07	1700283	1701941	-0.126775146728748	4	1631165	115.5
MvSl-1064-A1-R4_MC07g08219	MvSl-1064-A1-R4_MC07	Chr07	1705852	1707676	-0.139822574861482	1	1632561	73
MvSl-1064-A1-R4_MC07g08220	MvSl-1064-A1-R4_MC07	Chr07	1709349	1710155	0.186952503256697	2	1635463	127
