gida1	a1prot	a1cds	gida2	a2prot	a2cds	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	intron_nr_a2	intron_mean_a2	intron_total_a2	intron_nr_diff	intron_mean_diff	intron_total_diff	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	DE	DE2
MvSl-1064-A1-R4_MC06g07523	169	510	MvSl-1064-A2-R4_MC06-2g07788	169	510	Auto	Auto	1	170	170	1	170	170	0	0	0	1693905	1695601	4.65659061	-0.3815993	0.38159934	0.14476659	0.66138039	4.6084395	4.28295574	5.01394684	4.6302411	NON	NON
MvSl-1064-A1-R4_MC06g07524	717	2154	MvSl-1064-A2-R4_MC06-2g07789	717	2154	Auto	Auto	3	97.6667	293	3	97.6667	293	0	0	0	1696026	1697971	1.4028792	1.07803857	1.07803857	0.01109024	0.12692163	1.62213487	1.98716565	1.04780328	0.44804486	NON	NON
MvSl-1064-A1-R4_MC06g07525	612	1839	MvSl-1064-A2-R4_MC06-2g07790	612	1839	Auto	Auto	4	123.75	495	4	123.75	495	0	0	0	1698570	1701608	6.56498579	-0.301471	0.30147103	0.14571662	0.66346869	6.27115234	6.53068572	6.87863849	6.51408389	NON	NON
MvSl-1064-A1-R4_MC06g07527	735	2208	MvSl-1064-A2-R4_MC06-2g07792	735	2208	Auto	Auto	2	119	238	2	119	238	0	0	0	1703196	1705563	5.924273004	0.869316531	0.869316531	0.000973422	0.017229372	6.032651257	6.513674689	5.736222758	5.027704314	Up	DE
MvSl-1064-A1-R4_MC06g07528	405	1218	MvSl-1064-A2-R4_MC06-2g07793	405	1218	Auto	Auto	4	119.75	479	4	119.75	479	0	0	0	1705865	1707480	6.48043127	0.29594738	0.29594738	0.14579142	0.66346869	6.57350218	6.66603944	6.50258067	6.1219383	NON	NON
MvSl-1064-A1-R4_MC06g07529	591	1776	MvSl-1064-A2-R4_MC06-2g07794	591	1776	Auto	Auto	2	85	170	2	85	170	0	0	0	1707791	1708791	7.04135679	-0.2499664	0.24996645	0.18556295	0.74335478	6.82874393	6.98915349	7.21226243	7.10773897	NON	NON
MvSl-1064-A1-R4_MC06g07530	903	2712	MvSl-1064-A2-R4_MC06-2g07795	903	2712	Auto	Auto	3	109	327	3	109	327	0	0	0	1709983	1711413	7.34871675	-0.0898508	0.08985079	0.64768514	0.99994992	7.3038282	7.30247964	7.44789881	7.33579766	NON	NON
MvSl-1064-A1-R4_MC06g07531	174	525	MvSl-1064-A2-R4_MC06-2g07796	174	525	Auto	Auto	4	101	404	4	101	404	0	0	0	1712388	1714222	6.71921158	-0.2136728	0.21367277	0.26936506	0.85534309	6.52841729	6.68466251	6.96464796	6.66384518	NON	NON
MvSl-1064-A1-R4_MC06g07532	716	2151	MvSl-1064-A2-R4_MC06-2g07797	716	2151	Auto	Auto	3	72.3333	217	3	72.3333	217	0	0	0	1715895	1716701	4.45685359	-0.092209	0.09220904	0.74241508	0.99994992	4.36215246	4.45708898	4.78556758	4.14843757	NON	NON
MvSl-1064-A1-R4_MC06g07533	327	984	MvSl-1064-A2-R4_MC06-2g07798	327	984	Auto	Auto	6	105.333	632	6	105.333	632	0	0	0	1718128	1719038	4.30118197	-0.1087449	0.10874492	0.67740347	0.99994992	4.3555061	4.12828782	4.40613451	4.30096154	NON	NON
MvSl-1064-A1-R4_MC06g07534	181	546	MvSl-1064-A2-R4_MC06-2g07799	181	546	Auto	Auto	4	113.75	455	4	113.75	455	0	0	0	1720806	1723232	5.96071696	-0.0999943	0.09999426	0.61485192	0.9935289	5.95783539	5.8605936	6.05846855	5.95950894	NON	NON
MvSl-1064-A1-R4_MC06g07535	437	1314	MvSl-1064-A2-R4_MC06-2g07800	437	1314	Auto	Auto	2	58.5	117	2	58.5	117	0	0	0	1724908	1725459	2.7449059	0.33886777	0.33886777	0.35200595	0.9205317	3.18279652	2.54827931	2.31925315	2.77765746	NON	NON
MvSl-1064-A1-R4_MC06g07536	399	1200	MvSl-1064-A2-R4_MC06-2g07801	399	1200	Auto	Auto	6	105.833	635	6	105.833	635	0	0	0	1726154	1728837	4.09372599	-0.0016999	0.00169988	0.9949697	0.99994992	3.96810562	4.20769348	4.14085283	4.04661274	NON	NON
MvSl-1064-A1-R4_MC06g07537	237	714	MvSl-1064-A2-R4_MC06-2g07802	237	714	Auto	Auto	1	93	93	1	93	93	0	0	0	1730735	1731537	3.19572319	0.50664845	0.50664845	0.10391614	0.57761971	3.36590026	3.47596301	3.06909446	2.75435652	NON	NON
MvSl-1064-A1-R4_MC06g07539	719	2160	MvSl-1064-A2-R4_MC06-2g07804	719	2160	Auto	Auto	3	89	267	3	89	267	0	0	0	1	8398	5.04427721	-0.0460057	0.04600567	0.83913583	0.99994992	5.04626441	4.99578143	5.1213882	5.01059708	NON	NON
MvSl-1064-A1-R4_MC06g07543	763	2292	MvSl-1064-A2-R4_MC06-2g07808	763	2292	Auto	Auto	4	98	392	4	98	392	0	0	0	21011	22622	5.75483697	0.10108473	0.10108473	0.61699521	0.99353777	5.82100437	5.7874018	5.69537097	5.71138263	NON	NON
MvSl-1064-A1-R4_MC07g07551	693	2082	MvSl-1064-A2-R4_MC07g07816	693	2082	Auto	Auto	8	129.125	1033	8	129.125	1033	0	0	0	28709	28923	5.34933929	0.31163111	0.31163111	0.17349628	0.72140094	5.67116157	5.29661751	5.18389936	5.18629217	NON	NON
MvSl-1064-A1-R4_MC07g07552	484	1455	MvSl-1064-A2-R4_MC07g07817	484	1455	Auto	Auto	2	78.5	157	2	78.5	157	0	0	0	29225	30803	5.67200328	0.02058004	0.02058004	0.91965136	0.99994992	5.63182394	5.73092354	5.74768534	5.5700677	NON	NON
MvSl-1064-A1-R4_MC07g07553	645	1938	MvSl-1064-A2-R4_MC07g07818	645	1938	Auto	Auto	7	75.2857	527	7	75.2857	527	0	0	0	31364	33402	6.69563	-0.010861	0.01086103	0.95449908	0.99994992	6.7191099	6.66067411	6.55897241	6.83048076	NON	NON
MvSl-1064-A1-R4_MC07g07554	345	1038	MvSl-1064-A2-R4_MC07g07819	345	1038	Auto	Auto	5	118.2	591	5	118.2	591	0	0	0	34785	35026	5.96166501	-0.0527044	0.05270437	0.79056911	0.99994992	5.9041946	5.96549023	6.04575644	5.9273142	NON	NON
MvSl-1064-A1-R4_MC07g07555	81	246	MvSl-1064-A2-R4_MC07g07820	81	246	Auto	Auto	1	46	46	1	46	46	0	0	0	35770	35979	0.05164579	1.25157152	1.25157152	0.02142332	0.20775269	0.77204271	0.12468637	-1.0806357	-0.2953559	NON	NON
MvSl-1064-A1-R4_MC07g07557	363	1092	MvSl-1064-A2-R4_MC07g07822	363	1092	Auto	Auto	6	81.1667	487	6	81.1667	487	0	0	0	40232	41408	5.78187846	0.2018829	0.2018829	0.33732175	0.91258342	5.77193388	5.97848622	5.59264965	5.75752498	NON	NON
MvSl-1064-A1-R4_MC07g07558	329	990	MvSl-1064-A2-R4_MC07g07823	329	990	Auto	Auto	7	149.857	1049	7	149.857	1049	0	0	0	41749	42913	12.2149951	0.3126699	0.3126699	0.44305302	0.96920683	12.2001966	12.5090439	12.1405916	11.9537755	NON	NON
MvSl-1064-A1-R4_MC07g07561	69	210	MvSl-1064-A2-R4_MC07g07826	69	210	Auto	Auto	1	0	0	1	0	0	0	0	0	47821	49139	8.41819478	0.26564204	0.26564204	0.29289625	0.87920295	8.69028299	8.383055	8.07429186	8.45873343	NON	NON
MvSl-1064-A1-R4_MC07g07562	821	2466	MvSl-1064-A2-R4_MC07g07827	821	2466	Auto	Auto	4	74.25	297	4	74.25	297	0	0	0	49209	51680	6.28005781	-0.0609252	0.06092519	0.74405926	0.99994992	6.21351366	6.28433885	6.34736929	6.27202452	NON	NON
MvSl-1064-A1-R4_MC07g07563	271	816	MvSl-1064-A2-R4_MC07g07828	271	816	Auto	Auto	3	120.333	361	3	120.333	361	0	0	0	51863	53218	6.09875875	0.12428975	0.12428975	0.52034101	0.98553807	6.13224721	6.18599497	5.99496021	6.0745125	NON	NON
MvSl-1064-A1-R4_MC07g07564	273	822	MvSl-1064-A2-R4_MC07g07829	273	822	Auto	Auto	4	85.75	343	4	85.75	343	0	0	0	53736	54262	4.5888219	-0.0617781	0.06177813	0.80289232	0.99994992	4.50413048	4.60966815	4.70259762	4.53089609	NON	NON
MvSl-1064-A1-R4_MC07g07565	1007	3024	MvSl-1064-A2-R4_MC07g07830	1007	3024	Auto	Auto	5	82.6	413	5	82.6	413	0	0	0	54314	54837	5.70209376	0.10451326	0.10451326	0.68226203	0.99994992	5.99786378	5.45842182	5.34349873	5.9010309	NON	NON
MvSl-1064-A1-R4_MC07g07566	416	1251	MvSl-1064-A2-R4_MC07g07831	416	1251	Auto	Auto	1	68	68	1	68	68	0	0	0	54890	55181	7.10631712	0.1730531	0.1730531	0.37968939	0.93541077	7.27770064	7.09686583	6.89290413	7.13167205	NON	NON
MvSl-1064-A1-R4_MC07g07567	562	1689	MvSl-1064-A2-R4_MC07g07832	562	1689	Auto	Auto	10	78.3	783	10	78.3	783	0	0	0	55677	56165	4.30904845	0.28385183	0.28385183	0.34937704	0.91974751	4.7570475	4.04012956	3.9945837	4.30898023	NON	NON
MvSl-1064-A1-R4_MC07g07568	352	1059	MvSl-1064-A2-R4_MC07g07833	352	1059	Auto	Auto	3	99	297	3	99	297	0	0	0	56425	56856	5.70875599	-0.1158542	0.11585418	0.61132188	0.9930078	5.49790943	5.7874018	5.97193275	5.5243089	NON	NON
MvSl-1064-A1-R4_MC07g07569	99	300	MvSl-1064-A2-R4_MC07g07834	99	300	Auto	Auto	3	75.6667	227	3	75.6667	227	0	0	0	57539	59325	6.67249152	-0.2047781	0.20477809	0.35116779	0.9205317	6.33335709	6.76748668	6.93925424	6.58100754	NON	NON
MvSl-1064-A1-R4_MC07g07570	158	477	MvSl-1064-A2-R4_MC07g07835	158	477	Auto	Auto	1	47	47	1	47	47	0	0	0	60035	61614	6.42202087	-0.1781078	0.17810776	0.42910493	0.96562299	6.11267342	6.51961435	6.72401885	6.254485	NON	NON
MvSl-1064-A1-R4_MC07g07571	82	249	MvSl-1064-A2-R4_MC07g07836	82	249	Auto	Auto	1	43	43	1	43	43	0	0	0	62548	64990	5.81650577	-0.0721358	0.07213575	0.73453423	0.99994992	5.64551014	5.90324459	5.94853177	5.74870863	NON	NON
MvSl-1064-A1-R4_MC07g07572	124	375	MvSl-1064-A2-R4_MC07g07837	124	375	Auto	Auto	1	114	114	1	114	114	0	0	0	65331	68410	7.03100516	0.1171056	0.1171056	0.53868709	0.98991415	7.05839056	7.11757375	7.07965777	6.85396406	NON	NON
MvSl-1064-A1-R4_MC07g07573	55	168	MvSl-1064-A2-R4_MC07g07838	55	168	Auto	Auto	1	264	264	1	264	264	0	0	0	68756	71432	3.37867406	0.2643524	0.2643524	0.37509611	0.93516701	3.5576093	3.44508729	3.20002462	3.28004151	NON	NON
MvSl-1064-A1-R4_MC07g07574	522	1569	MvSl-1064-A2-R4_MC07g07839	522	1569	Auto	Auto	3	72.6667	218	3	72.6667	218	0	0	0	72285	73554	7.23019356	-0.0371319	0.03713194	0.84760153	0.99994992	7.23579169	7.18686383	7.25103735	7.24624328	NON	NON
MvSl-1064-A1-R4_MC07g07575	410	1233	MvSl-1064-A2-R4_MC07g07840	410	1233	Auto	Auto	4	86.75	347	4	86.75	347	0	0	0	73637	73944	5.38084608	-0.200513	0.20051296	0.38760756	0.94127489	5.08695615	5.44599995	5.59423783	5.35068436	NON	NON
MvSl-1064-A1-R4_MC07g07576	599	1800	MvSl-1064-A2-R4_MC07g07841	599	1800	Auto	Auto	8	80.375	643	8	80.375	643	0	0	0	74399	77134	6.18701159	-0.2399478	0.2399478	0.20645844	0.77514853	6.06865283	6.05614038	6.2640147	6.33914645	NON	NON
MvSl-1064-A1-R4_MC07g07578	502	1509	MvSl-1064-A2-R4_MC07g07843	502	1509	Auto	Auto	11	106.182	1168	11	106.182	1168	0	0	0	84224	86451	2.82552932	0.1672802	0.1672802	0.69366146	0.99994992	2.74792969	3.04482559	3.25728335	1.91884176	NON	NON
MvSl-1064-A1-R4_MC07g07579	244	735	MvSl-1064-A2-R4_MC07g07844	244	735	Auto	Auto	6	89.1667	535	6	89.1667	535	0	0	0	88631	89730	5.5013051	-0.0957903	0.09579028	0.65060619	0.99994992	5.45191745	5.45377615	5.61472662	5.47882924	NON	NON
MvSl-1064-A1-R4_MC07g07580	40	123	MvSl-1064-A2-R4_MC07g07845	40	123	Auto	Auto	1	185	185	1	185	185	0	0	0	89966	93019	1.23108864	0.30714328	0.30714328	0.49939965	0.98130788	1.7694081	0.80731101	0.89124159	1.23447949	NON	NON
MvSl-1064-A1-R4_MC07g07581	867	2604	MvSl-1064-A2-R4_MC07g07846	867	2604	Auto	Auto	2	66	132	2	66	132	0	0	0	94040	94228	8.39650175	0.07506946	0.07506946	0.74690395	0.99994992	8.5168488	8.34509333	8.3652257	8.35169406	NON	NON
MvSl-1064-A1-R4_MC07g07582	1722	5169	MvSl-1064-A2-R4_MC07g07847	1722	5169	Auto	Auto	7	68.7143	481	7	68.7143	481	0	0	0	95644	97424	7.21361961	0.09214105	0.09214105	0.70597744	0.99994992	7.49851454	6.97138634	6.88384233	7.40336145	NON	NON
MvSl-1064-A1-R4_MC07g07584	339	1020	MvSl-1064-A2-R4_MC07g07849	339	1020	Auto	Auto	1	80	80	1	80	80	0	0	0	101577	103149	6.90381152	-0.2424997	0.24249972	0.1943596	0.75767495	6.74031097	6.81414537	7.09656524	6.93909432	NON	NON
MvSl-1064-A1-R4_MC07g07585	957	2874	MvSl-1064-A2-R4_MC07g07850	957	2874	Auto	Auto	2	90	180	2	90	180	0	0	0	104062	106425	7.11002506	-0.1662887	0.1662887	0.37752887	0.93541077	6.99886008	7.04992653	7.23024885	7.15020198	NON	NON
MvSl-1064-A1-R4_MC07g07586	62	189	MvSl-1064-A2-R4_MC07g07851	62	189	Auto	Auto	1	0	0	1	0	0	0	0	0	111166	111410	9.00420739	-0.2185741	0.21857413	0.53160261	0.98928282	8.52945186	9.17956519	9.51717237	8.53869271	NON	NON
MvSl-1064-A1-R4_MC07g07587	386	1161	MvSl-1064-A2-R4_MC07g07852	386	1161	Auto	Auto	6	103.333	620	6	103.333	620	0	0	0	112093	113373	7.46313185	0.06303121	0.06303121	0.75774783	0.99994992	7.37003722	7.60863471	7.4096252	7.45260129	NON	NON
MvSl-1064-A1-R4_MC07g07588	975	2928	MvSl-1064-A2-R4_MC07g07853	975	2928	Auto	Auto	1	65	65	1	65	65	0	0	0	113897	116214	6.58564823	0.08324028	0.08324028	0.66402833	0.99994992	6.70349287	6.54531662	6.45879152	6.62342279	NON	NON
MvSl-1064-A1-R4_MC07g07589	363	1092	MvSl-1064-A2-R4_MC07g07854	363	1092	Auto	Auto	5	96.2	481	5	96.2	481	0	0	0	116810	119861	1.58319026	-0.2096987	0.20969873	0.6099299	0.9930078	1.74926736	1.15130287	1.46380823	1.87630277	NON	NON
MvSl-1064-A1-R4_MC07g07590	568	1707	MvSl-1064-A2-R4_MC07g07855	568	1707	Auto	Auto	7	93.8571	657	7	93.8571	657	0	0	0	120270	123146	3.8981242	0.82682811	0.82682811	0.00499494	0.06756598	4.43015075	4.04012956	3.56649154	3.27185989	NON	NON
MvSl-1064-A1-R4_MC07g07592	53	162	MvSl-1064-A2-R4_MC07g07857	53	162	Auto	Auto	1	83	83	1	83	83	0	0	0	123980	126397	3.364090597	1.144536887	1.144536887	0.000807054	0.014682726	3.706057135	3.919525672	3.013203578	2.253979542	Up	DE
MvSl-1064-A1-R4_MC07g07593	356	1071	MvSl-1064-A2-R4_MC07g07858	370	1113	Auto	Auto	4	52.5	210	3	56.3333	169	1	-3.8333	41	127138	128721	6.00327091	0.01887459	0.01887459	0.92437799	0.99994992	6.01799525	6.00730611	6.09482483	5.88502797	NON	NON
MvSl-1064-A1-R4_MC07g07594	603	1812	MvSl-1064-A2-R4_MC07g07859	603	1812	Auto	Auto	6	84.3333	506	6	84.3333	506	0	0	0	128961	129595	5.61177933	-0.0887069	0.08870692	0.67509631	0.99994992	5.44723657	5.67746681	5.74339754	5.56170262	NON	NON
MvSl-1064-A1-R4_MC07g07595	627	1884	MvSl-1064-A2-R4_MC07g07860	627	1884	Auto	Auto	14	83.4286	1168	14	83.4286	1168	0	0	0	130310	131675	5.91132713	0.2488839	0.2488839	0.21318117	0.78251859	6.06661962	5.99243435	5.84827713	5.71138263	NON	NON
MvSl-1064-A1-R4_MC07g07596	791	2376	MvSl-1064-A2-R4_MC07g07861	791	2376	Auto	Auto	5	100.2	501	5	100.2	501	0	0	0	132318	134324	6.11476455	-0.0737903	0.07379028	0.70338108	0.99994992	6.02009811	6.13273674	6.21117382	6.08855533	NON	NON
MvSl-1064-A1-R4_MC07g07597	592	1779	MvSl-1064-A2-R4_MC07g07862	592	1779	Auto	Auto	8	79.875	639	8	79.875	639	0	0	0	135056	136879	7.513843292	0.704108271	0.704108271	0.001716129	0.027681484	7.673703292	7.958288136	7.31311113	6.895160975	Up	DE
MvSl-1064-A1-R4_MC07g07598	419	1260	MvSl-1064-A2-R4_MC07g07863	419	1260	Auto	Auto	4	81	324	4	81	324	0	0	0	137144	140506	2.0218724	0.72230789	0.72230789	0.05096627	0.37756557	2.48109779	2.14918477	1.57093066	1.66763914	NON	NON
MvSl-1064-A1-R4_MC07g07599	197	594	MvSl-1064-A2-R4_MC07g07864	197	594	Auto	Auto	1	41	41	1	41	41	0	0	0	142469	148503	3.78394678	0.01757909	0.01757909	0.94970589	0.99994992	3.82629626	3.75807672	3.76002984	3.79011838	NON	NON
MvSl-1064-A1-R4_MC07g07600	345	1038	MvSl-1064-A2-R4_MC07g07865	345	1038	Auto	Auto	4	82	328	4	82	328	0	0	0	157459	159956	1.20748281	1.23778626	1.23778626	0.00564856	0.0745209	1.974173	1.26880731	0.40408779	0.55978942	NON	NON
MvSl-1064-A1-R4_MC07g07601	443	1332	MvSl-1064-A2-R4_MC07g07866	443	1332	Auto	Auto	9	75	675	9	75	675	0	0	0	161744	163781	2.03434248	0.20250978	0.20250978	0.59067171	0.9930078	2.07471274	2.17951425	1.62164962	2.18594273	NON	NON
MvSl-1064-A1-R4_MC07g07602	429	1290	MvSl-1064-A2-R4_MC07g07867	429	1290	Auto	Auto	6	89	534	6	89	534	0	0	0	165854	166482	5.61835862	0.1638129	0.1638129	0.57065522	0.9930078	5.27303321	6.02516097	5.83758942	5.14880797	NON	NON
MvSl-1064-A1-R4_MC07g07603	913	2742	MvSl-1064-A2-R4_MC07g07868	913	2742	Auto	Auto	7	88.7143	621	7	88.7143	621	0	0	0	167684	168884	7.3827106	0.06802343	0.06802343	0.72909663	0.99994992	7.41107837	7.42145937	7.34175691	7.35480427	NON	NON
MvSl-1064-A1-R4_MC07g07604	1995	5988	MvSl-1064-A2-R4_MC07g07869	1995	5988	Auto	Auto	1	47	47	1	47	47	0	0	0	170379	174145	6.01938307	0.47996917	0.47996917	0.06974446	0.45445529	6.59129034	5.7713117	5.58308368	5.91685827	NON	NON
MvSl-1064-A1-R4_MC07g07608	482	1449	MvSl-1064-A2-R4_MC07g07873	482	1449	Auto	Auto	7	149.857	1049	7	149.857	1049	0	0	0	174550	177259	1.78581241	-0.1425393	0.14253933	0.71357036	0.99994992	1.90303017	1.50268715	1.67064591	2.02000543	NON	NON
MvSl-1064-A1-R4_MC07g07609	441	1326	MvSl-1064-A2-R4_MC07g07874	441	1326	Auto	Auto	6	118.667	712	6	118.667	712	0	0	0	177635	179353	0.42188083	0.67180093	0.67180093	0.17221646	0.71919739	1.02752521	0.24429053	0.00624794	0.12370694	NON	NON
MvSl-1064-A1-R4_MC07g07611	87	264	MvSl-1064-A2-R4_MC07g07876	87	264	Auto	Auto	2	182.5	365	2	182.5	365	0	0	0	180202	181248	5.86239239	0.0567582	0.0567582	0.78550625	0.99994992	5.75940096	6.01047307	5.89541557	5.76919693	NON	NON
MvSl-1064-A1-R4_MC07g07612	268	807	MvSl-1064-A2-R4_MC07g07877	268	807	Auto	Auto	2	197	394	2	197	394	0	0	0	181738	182867	7.048399729	0.782407567	0.782407567	0.001336725	0.022451203	7.057367059	7.654567497	6.826892434	6.342080079	Up	DE
MvSl-1064-A1-R4_MC07g07613	914	2745	MvSl-1064-A2-R4_MC07g07878	914	2745	Auto	Auto	13	78.6154	1022	13	78.6154	1022	0	0	0	183287	184416	4.2281593	0.69347463	0.69347463	0.01492501	0.15949238	4.56012081	4.49978094	3.52712419	4.09842332	NON	NON
MvSl-1064-A1-R4_MC07g07614	750	2253	MvSl-1064-A2-R4_MC07g07879	750	2253	Auto	Auto	6	76.1667	457	6	76.1667	457	0	0	0	184795	185996	4.5952367	0.35700772	0.35700772	0.21346148	0.78257998	4.8662786	4.64813216	4.00894396	4.71717034	NON	NON
MvSl-1064-A1-R4_MC07g07615	448	1347	MvSl-1064-A2-R4_MC07g07880	448	1347	Auto	Auto	3	124	372	3	124	372	0	0	0	186081	187166	6.49193041	-0.0103202	0.0103202	0.95891055	0.99994992	6.62966898	6.32814775	6.41363155	6.57603225	NON	NON
MvSl-1064-A1-R4_MC07g07616	215	648	MvSl-1064-A2-R4_MC07g07881	189	570	Auto	Auto	5	79.6667	399	6	79.8	478	-1	-0.1333	-79	187938	190118	4.54518074	-0.0681509	0.0681509	0.78376188	0.99994992	4.5572275	4.46326572	4.6848191	4.4642445	NON	NON
MvSl-1064-A1-R4_MC07g07617	207	624	MvSl-1064-A2-R4_MC07g07882	207	624	Auto	Auto	5	101.2	506	5	101.2	506	0	0	0	190877	192633	5.25743259	-0.0589947	0.05899472	0.78818306	0.99994992	5.1536023	5.29834603	5.27187142	5.30129479	NON	NON
MvSl-1064-A1-R4_MC07g07618	276	831	MvSl-1064-A2-R4_MC07g07883	276	831	Auto	Auto	3	99.6667	299	3	99.6667	299	0	0	0	192770	195101	6.90235274	-0.2445309	0.24453093	0.19279899	0.75537971	6.68439392	6.86051269	7.07397763	6.96279458	NON	NON
MvSl-1064-A1-R4_MC07g07619	369	1110	MvSl-1064-A2-R4_MC07g07884	369	1110	Auto	Auto	1	92	92	1	92	92	0	0	0	195301	196435	5.88913584	-0.4589019	0.45890193	0.03924274	0.32144123	5.45658319	5.80696177	6.25400217	5.92861588	NON	NON
MvSl-1064-A1-R4_MC07g07620	361	1086	MvSl-1064-A2-R4_MC07g07885	361	1086	Auto	Auto	1	0	0	1	0	0	0	0	0	196832	198411	6.13946068	0.02163556	0.02163556	0.91138043	0.99994992	6.05845801	6.23645559	6.11709088	6.14003111	NON	NON
MvSl-1064-A1-R4_MC07g07621	468	1407	MvSl-1064-A2-R4_MC07g07886	468	1407	Auto	Auto	10	77.4	774	10	77.4	774	0	0	0	198832	205062	8.10973191	0.1252721	0.1252721	0.57882004	0.9930078	8.26154245	8.07430901	7.94116012	8.14325751	NON	NON
MvSl-1064-A1-R4_MC07g07622	371	1116	MvSl-1064-A2-R4_MC07g07887	371	1116	Auto	Auto	8	80.125	641	8	80.125	641	0	0	0	208172	210787	6.38385336	0.20649211	0.20649211	0.27584592	0.86381202	6.49705526	6.46909778	6.18822201	6.36052249	NON	NON
MvSl-1064-A1-R4_MC07g07623	566	1701	MvSl-1064-A2-R4_MC07g07888	566	1701	Auto	Auto	6	105	630	6	105.167	631	0	-0.167	-1	211262	212074	5.96105038	-0.1380874	0.13808742	0.48356022	0.97888111	5.89620264	5.88495544	6.0033522	6.0531886	NON	NON
MvSl-1064-A1-R4_MC07g07624	279	840	MvSl-1064-A2-R4_MC07g07889	279	840	Auto	Auto	3	98.3333	295	3	98.3333	295	0	0	0	212439	213558	6.33642138	-0.284324	0.28432399	0.13345451	0.64346768	6.14482923	6.22922465	6.39916737	6.54071636	NON	NON
MvSl-1064-A1-R4_MC07g07625	211	636	MvSl-1064-A2-R4_MC07g07890	211	636	Auto	Auto	11	85.8182	944	11	85.8182	944	0	0	0	214055	217243	7.79178424	-0.0891358	0.08913584	0.66957777	0.99994992	7.68003437	7.81017142	7.80686346	7.86392029	NON	NON
MvSl-1064-A1-R4_MC07g07626	1491	4476	MvSl-1064-A2-R4_MC07g07891	1491	4476	Auto	Auto	20	87.75	1755	20	87.75	1755	0	0	0	217326	220609	8.46571092	0.07107605	0.07107605	0.77194362	0.99994992	8.60073605	8.39340256	8.25984619	8.58173113	NON	NON
MvSl-1064-A1-R4_MC07g07627	662	1989	MvSl-1064-A2-R4_MC07g07892	662	1989	Auto	Auto	7	89.5714	627	7	89.5714	627	0	0	0	221002	223033	8.24687317	0.21245649	0.21245649	0.43436109	0.96737159	8.52464604	8.14925334	7.78338706	8.42038611	NON	NON
MvSl-1064-A1-R4_MC07g07628	184	555	MvSl-1064-A2-R4_MC07g07893	184	555	Auto	Auto	3	86	258	3	86	258	0	0	0	223317	226094	5.62476321	-0.0265566	0.02655656	0.90080231	0.99994992	5.49639975	5.7180668	5.74911178	5.51740467	NON	NON
MvSl-1064-A1-R4_MC07g07629	196	591	MvSl-1064-A2-R4_MC07g07894	196	591	Auto	Auto	5	105.8	529	5	105.8	529	0	0	0	226336	227742	9.09776049	0.1154716	0.1154716	0.65920544	0.99994992	9.09346428	9.21271037	9.04237622	9.03535	NON	NON
MvSl-1064-A1-R4_MC07g07630	735	2208	MvSl-1064-A2-R4_MC07g07895	735	2208	Auto	Auto	12	81.75	981	12	81.75	981	0	0	0	227844	229586	5.49820355	-0.1008401	0.10084007	0.65618748	0.99994992	5.26241382	5.61086728	5.65332861	5.43370379	NON	NON
MvSl-1064-A1-R4_MC07g07631	876	2631	MvSl-1064-A2-R4_MC07g07896	876	2631	Auto	Auto	9	72.5556	653	9	72.5556	653	0	0	0	232441	233457	6.57235724	-0.0645622	0.06456222	0.73847576	0.99994992	6.49931816	6.57912619	6.47526086	6.72280658	NON	NON
MvSl-1064-A1-R4_MC07g07632	436	1311	MvSl-1064-A2-R4_MC07g07897	436	1311	Auto	Auto	7	103	721	7	103	721	0	0	0	234201	235705	7.61765968	0.12001558	0.12001558	0.6050676	0.9930078	7.8834395	7.43448645	7.36007622	7.72923196	NON	NON
MvSl-1064-A1-R4_MC07g07633	720	2163	MvSl-1064-A2-R4_MC07g07898	720	2163	Auto	Auto	4	153.75	615	4	153.75	615	0	0	0	235864	236563	7.6749449	-0.041645	0.04164497	0.83752154	0.99994992	7.61786937	7.68923541	7.70249843	7.68870558	NON	NON
MvSl-1064-A1-R4_MC07g07634	381	1146	MvSl-1064-A2-R4_MC07g07899	381	1146	Auto	Auto	3	87	261	3	87	261	0	0	0	236903	238604	3.48692573	0.16736103	0.16736103	0.59604928	0.9930078	3.34592096	3.75807672	3.57937883	3.19605926	NON	NON
MvSl-1064-A1-R4_MC07g07635	534	1605	MvSl-1064-A2-R4_MC07g07900	534	1605	Auto	Auto	2	69	138	2	69	138	0	0	0	240154	242668	4.87471352	-0.0847768	0.08477675	0.72228024	0.99994992	4.69785243	4.95472169	4.97790136	4.85225211	NON	NON
MvSl-1064-A1-R4_MC07g07637	255	768	MvSl-1064-A2-R4_MC07g07902	255	768	Auto	Auto	3	83	249	3	83	249	0	0	0	243237	244221	1.04452957	0.69033052	0.69033052	0.11261469	0.59983987	1.35524934	1.29674665	0.34494208	0.93622085	NON	NON
MvSl-1064-A1-R4_MC07g07638	306	921	MvSl-1064-A2-R4_MC07g07903	306	921	Auto	Auto	6	97.3333	584	6	97.5	585	0	-0.1667	-1	245158	247351	7.8524741	-0.2495518	0.24955181	0.26841008	0.85415241	7.53316206	7.88971722	8.07258382	7.86358005	NON	NON
