gene	haploid	chr	intronnr	intronmean	introntotal	DE_status	Expression
MvSl-1064-A2-R4_MC02g04000	A2	aAutosome	8	96.625	773	NON	7.83341
MvSl-1064-A2-R4_MC02g04001	A2	aAutosome	5	89.2	446	NON	7.71396
MvSl-1064-A2-R4_MC02g04002	A2	aAutosome	3	86.3333	259	NON	4.44235
MvSl-1064-A2-R4_MC02g04003	A2	aAutosome	6	101.833	611	NON	4.98492
MvSl-1064-A2-R4_MC02g04004	A2	aAutosome	8	88.5	708	NON	5.56221
MvSl-1064-A2-R4_MC02g04005	A2	aAutosome	2	74	148	NON	5.32192
MvSl-1064-A2-R4_MC02g04006	A2	aAutosome	9	96	864	NON	2.2557
MvSl-1064-A2-R4_MC02g04007	A2	aAutosome	1	0	0	NON	2.12818
MvSl-1064-A2-R4_MC02g04008	A2	aAutosome	2	69	138	NON	4.58105
MvSl-1064-A2-R4_MC02g04009	A2	aAutosome	5	130.2	651	NON	1.64365
MvSl-1064-A2-R4_MC02g04010	A2	aAutosome	1	73	73	NON	1.76852
MvSl-1064-A2-R4_MC02g04011	A2	aAutosome	2	79	158	NON	5.00825
MvSl-1064-A2-R4_MC02g04012	A2	aAutosome	8	114.75	918	NON	5.03879
MvSl-1064-A2-R4_MC02g04013	A2	aAutosome	1	111	111	NON	7.30892
MvSl-1064-A2-R4_MC02g04014	A2	aAutosome	8	90.875	727	NON	8.66525
MvSl-1064-A2-R4_MC02g04016	A2	aAutosome	2	198	396	NON	6.96663
MvSl-1064-A2-R4_MC02g04017	A2	aAutosome	4	76.5	306	NON	7.71034
MvSl-1064-A2-R4_MC02g04018	A2	aAutosome	1	75	75	NON	4.17286
MvSl-1064-A2-R4_MC02g04019	A2	aAutosome	5	79.6	398	NON	4.81685
MvSl-1064-A2-R4_MC02g04020	A2	aAutosome	3	73.3333	220	NON	6.45038
MvSl-1064-A2-R4_MC02g04021	A2	aAutosome	1	52	52	NON	3.86308
MvSl-1064-A2-R4_MC02g04022	A2	aAutosome	2	145.5	291	NON	6.10648
MvSl-1064-A2-R4_MC02g04023	A2	aAutosome	1	0	0	NON	8.14
MvSl-1064-A2-R4_MC02g04024	A2	aAutosome	2	167.5	335	NON	5.87794
MvSl-1064-A2-R4_MC02g04025	A2	aAutosome	1	133	133	NON	4.57764
MvSl-1064-A2-R4_MC02g04026	A2	aAutosome	8	75	600	NON	6.44122
MvSl-1064-A2-R4_MC02g04027	A2	aAutosome	4	108.5	434	NON	8.35635
MvSl-1064-A2-R4_MC02g04028	A2	aAutosome	1	90	90	NON	3.65746
MvSl-1064-A2-R4_MC02g04029	A2	aAutosome	4	104	416	NON	6.30896
MvSl-1064-A2-R4_MC02g04030	A2	aAutosome	6	169	1014	NON	7.87791
MvSl-1064-A2-R4_MC02g04031	A2	aAutosome	8	91	728	NON	6.9754
MvSl-1064-A2-R4_MC02g04032	A2	aAutosome	5	105	525	NON	7.18542
MvSl-1064-A2-R4_MC02g04033	A2	aAutosome	32	78.3125	2506	NON	2.77992
MvSl-1064-A2-R4_MC02g04034	A2	aAutosome	31	83.2903	2582	NON	7.23069
MvSl-1064-A2-R4_MC02g04035	A2	aAutosome	3	96	288	NON	4.02371
MvSl-1064-A2-R4_MC02g04036	A2	aAutosome	3	92.6667	278	NON	5.30828
MvSl-1064-A2-R4_MC02g04037	A2	aAutosome	1	0	0	NON	6.5024
MvSl-1064-A2-R4_MC02g04038	A2	aAutosome	7	75.7143	530	NON	3.59261
MvSl-1064-A2-R4_MC02g04039	A2	aAutosome	5	75.2	376	NON	6.39246
MvSl-1064-A2-R4_MC02g04040	A2	aAutosome	1	69	69	NON	4.36323
MvSl-1064-A2-R4_MC02g04041	A2	aAutosome	1	68	68	NON	5.68548
MvSl-1064-A2-R4_MC02g04042	A2	aAutosome	3	150	450	NON	7.7086
MvSl-1064-A2-R4_MC02g04043	A2	aAutosome	2	68.5	137	NON	0.194661
MvSl-1064-A2-R4_MC02g04044	A2	aAutosome	2	52.5	105	NON	0.800131
MvSl-1064-A2-R4_MC02g04045	A2	aAutosome	1	0	0	NON	0.0103752
MvSl-1064-A2-R4_MC02g04046	A2	aAutosome	3	250.333	751	NON	5.5553
MvSl-1064-A2-R4_MC02g04047	A2	aAutosome	11	80.5455	886	NON	6.6721
MvSl-1064-A2-R4_MC02g04048	A2	aAutosome	2	87.5	175	NON	7.23937
MvSl-1064-A2-R4_MC02g04050	A2	aAutosome	2	126	252	NON	1.57727
MvSl-1064-A2-R4_MC02g04053	A2	aAutosome	2	129.5	259	NON	6.76041
MvSl-1064-A2-R4_MC02g04054	A2	aAutosome	4	83.25	333	NON	5.65746
MvSl-1064-A2-R4_MC02g04055	A2	aAutosome	4	72	288	NON	7.52112
MvSl-1064-A2-R4_MC02g04056	A2	aAutosome	5	139.2	696	NON	6.80845
MvSl-1064-A2-R4_MC02g04058	A2	aAutosome	3	81.3333	244	NON	2.26839
MvSl-1064-A2-R4_MC02g04059	A2	aAutosome	6	78.8333	473	NON	7.36975
MvSl-1064-A2-R4_MC02g04060	A2	aAutosome	1	346	346	NON	5.9534
MvSl-1064-A2-R4_MC02g04061	A2	aAutosome	14	86.1429	1206	NON	7.17656
MvSl-1064-A2-R4_MC02g04062	A2	aAutosome	3	121.333	364	NON	4.37044
MvSl-1064-A2-R4_MC02g04063	A2	aAutosome	2	126.5	253	NON	4.78335
MvSl-1064-A2-R4_MC02g04064	A2	aAutosome	8	85.625	685	NON	7.28729
MvSl-1064-A2-R4_MC02g04065	A2	aAutosome	6	77.5	465	NON	7.27721
MvSl-1064-A2-R4_MC02g04066	A2	aAutosome	8	89.25	714	NON	7.4442
MvSl-1064-A2-R4_MC02g04067	A2	aAutosome	4	83.5	334	NON	5.84849
MvSl-1064-A2-R4_MC02g04068	A2	aAutosome	10	84.3	843	NON	5.46947
MvSl-1064-A2-R4_MC02g04069	A2	aAutosome	6	113.167	679	NON	7.33134
MvSl-1064-A2-R4_MC02g04070	A2	aAutosome	3	164.333	493	NON	4.95789
MvSl-1064-A2-R4_MC02g04071	A2	aAutosome	4	105.75	423	NON	6.67471
MvSl-1064-A2-R4_MC02g04072	A2	aAutosome	3	116.333	349	NON	6.16547
MvSl-1064-A2-R4_MC02g04073	A2	aAutosome	4	76.5	306	NON	4.94041
MvSl-1064-A2-R4_MC02g04074	A2	aAutosome	3	85.3333	256	NON	5.60686
MvSl-1064-A2-R4_MC02g04075	A2	aAutosome	5	74.4	372	NON	4.96364
MvSl-1064-A2-R4_MC02g04076	A2	aAutosome	2	93	186	NON	2.43328
MvSl-1064-A2-R4_MC02g04077	A2	aAutosome	2	91	182	NON	5.92429
MvSl-1064-A2-R4_MC02g04078	A2	aAutosome	3	87	261	NON	5.57778
MvSl-1064-A2-R4_MC02g04081	A2	aAutosome	1	77	77	NON	7.49725
MvSl-1064-A2-R4_MC02g04082	A2	aAutosome	2	109.5	219	NON	3.81484
MvSl-1064-A2-R4_MC02g04085	A2	aAutosome	1	380	380	NON	1.26971
MvSl-1064-A2-R4_MC02g04086	A2	aAutosome	2	56	112	NON	5.4192
MvSl-1064-A2-R4_MC02g04087	A2	aAutosome	6	80	480	NON	6.70241
MvSl-1064-A2-R4_MC02g04088	A2	aAutosome	3	75	225	NON	6.3343
MvSl-1064-A2-R4_MC02g04089	A2	aAutosome	3	102.333	307	NON	7.13979
MvSl-1064-A2-R4_MC02g04090	A2	aAutosome	6	64.8333	389	NON	5.53397
MvSl-1064-A2-R4_MC02g04091	A2	aAutosome	5	79.2	396	NON	4.69386
MvSl-1064-A2-R4_MC02g04092	A2	aAutosome	2	96.5	193	NON	3.16832
MvSl-1064-A2-R4_MC02g04093	A2	aAutosome	1	79	79	NON	4.22957
MvSl-1064-A2-R4_MC02g04094	A2	aAutosome	6	89	534	NON	6.28603
MvSl-1064-A2-R4_MC02g04095	A2	aAutosome	2	126.5	253	NON	5.76001
MvSl-1064-A2-R4_MC02g04096	A2	aAutosome	6	64.8333	389	NON	5.3676
MvSl-1064-A2-R4_MC02g04097	A2	aAutosome	2	67.5	135	NON	5.08582
MvSl-1064-A2-R4_MC02g04098	A2	aAutosome	2	116.5	233	NON	4.89109
MvSl-1064-A2-R4_MC02g04099	A2	aAutosome	6	81	486	NON	7.39935
MvSl-1064-A2-R4_MC02g04100	A2	aAutosome	2	76	152	NON	7.67969
MvSl-1064-A2-R4_MC02g04101	A2	aAutosome	4	146.5	586	NON	6.31148
MvSl-1064-A2-R4_MC02g04102	A2	aAutosome	2	82	164	NON	5.86338
MvSl-1064-A2-R4_MC02g04103	A2	aAutosome	3	97	291	NON	5.51646
MvSl-1064-A2-R4_MC02g04104	A2	aAutosome	3	74.3333	223	NON	5.56776
MvSl-1064-A2-R4_MC02g04105	A2	aAutosome	2	94	188	NON	6.9914
MvSl-1064-A2-R4_MC02g04106	A2	aAutosome	6	68.1667	409	NON	3.12775
MvSl-1064-A2-R4_MC02g04107	A2	aAutosome	1	0	0	NON	3.99837
MvSl-1064-A2-R4_MC02g04108	A2	aAutosome	14	77.5	1085	NON	3.22789
MvSl-1064-A2-R4_MC02g04109	A2	aAutosome	6	94.5	567	NON	6.95456
MvSl-1064-A2-R4_MC02g04110	A2	aAutosome	8	89.25	714	NON	7.29911
MvSl-1064-A2-R4_MC02g04111	A2	aAutosome	3	115.333	346	NON	4.38127
MvSl-1064-A2-R4_MC02g04112	A2	aAutosome	4	67.75	271	NON	4.9202
MvSl-1064-A2-R4_MC02g04113	A2	aAutosome	4	68.75	275	NON	1.33222
MvSl-1064-A2-R4_MC02g04114	A2	aAutosome	10	103.6	1036	NON	6.49352
MvSl-1064-A2-R4_MC02g04115	A2	aAutosome	9	69.5556	626	NON	5.45465
MvSl-1064-A2-R4_MC02g04116	A2	aAutosome	3	83.6667	251	NON	4.94065
MvSl-1064-A2-R4_MC02g04117	A2	aAutosome	7	75.8571	531	NON	4.53271
MvSl-1064-A2-R4_MC02g04118	A2	aAutosome	6	171.833	1031	NON	6.25149
MvSl-1064-A2-R4_MC02g04119	A2	aAutosome	4	169.5	678	NON	8.02935
MvSl-1064-A2-R4_MC02g04120	A2	aAutosome	1	98	98	NON	7.32636
MvSl-1064-A2-R4_MC02g04121	A2	aAutosome	2	163.5	327	NON	6.15851
MvSl-1064-A2-R4_MC02g04122	A2	aAutosome	5	99.4	497	NON	6.95356
MvSl-1064-A2-R4_MC02g04123	A2	aAutosome	5	82.2	411	NON	6.91338
MvSl-1064-A2-R4_MC02g04124	A2	aAutosome	6	139.5	837	NON	7.90403
MvSl-1064-A2-R4_MC02g04125	A2	aAutosome	4	111.25	445	NON	5.89407
MvSl-1064-A2-R4_MC02g04126	A2	aAutosome	3	80	240	NON	4.84874
MvSl-1064-A2-R4_MC02g04127	A2	aAutosome	12	86.9167	1043	NON	9.275
MvSl-1064-A2-R4_MC02g04128	A2	aAutosome	3	80.3333	241	NON	1.11787
MvSl-1064-A2-R4_MC02g04130	A2	aAutosome	1	101	101	NON	0.930138
MvSl-1064-A2-R4_MC02g04131	A2	aAutosome	5	163.4	817	NON	7.06079
MvSl-1064-A2-R4_MC02g04132	A2	aAutosome	3	87.3333	262	NON	4.05694
MvSl-1064-A2-R4_MC02g04133	A2	aAutosome	3	61.6667	185	NON	1.82769
MvSl-1064-A2-R4_MC02g04134	A2	aAutosome	2	55.5	111	NON	4.00333
MvSl-1064-A2-R4_MC02g04135	A2	aAutosome	2	75	150	NON	7.52501
MvSl-1064-A2-R4_MC02g04136	A2	aAutosome	2	95	190	NON	4.14232
MvSl-1064-A2-R4_MC02g04137	A2	aAutosome	1	118	118	NON	2.39205
MvSl-1064-A2-R4_MC02g04138	A2	aAutosome	5	81.2	406	NON	4.07247
MvSl-1064-A2-R4_MC02g04142	A2	aAutosome	5	87.8	439	NON	6.877
MvSl-1064-A2-R4_MC02g04143	A2	aAutosome	7	84.1429	589	NON	5.25828
MvSl-1064-A2-R4_MC02g04144	A2	aAutosome	3	74.3333	223	NON	5.84743
MvSl-1064-A2-R4_MC02g04145	A2	aAutosome	6	92	552	NON	7.3327
MvSl-1064-A2-R4_MC02g04146	A2	aAutosome	4	90.25	361	NON	7.29483
MvSl-1064-A2-R4_MC02g04147	A2	aAutosome	3	149.667	449	NON	7.10022
MvSl-1064-A2-R4_MC02g04148	A2	aAutosome	6	124.667	748	NON	6.37066
MvSl-1064-A2-R4_MC02g04150	A2	aAutosome	4	85.25	341	NON	3.56893
MvSl-1064-A2-R4_MC02g04151	A2	aAutosome	1	0	0	NON	0.482978
MvSl-1064-A2-R4_MC02g04152	A2	aAutosome	4	68.5	274	NON	5.31413
MvSl-1064-A2-R4_MC02g04153	A2	aAutosome	1	47	47	NON	3.99956
MvSl-1064-A2-R4_MC02g04154	A2	aAutosome	1	46	46	NON	2.59761
MvSl-1064-A2-R4_MC02g04155	A2	aAutosome	2	76	152	NON	5.54234
MvSl-1064-A2-R4_MC02g04156	A2	aAutosome	1	0	0	NON	3.36239
MvSl-1064-A2-R4_MC02g04157	A2	aAutosome	2	76.5	153	NON	7.91964
MvSl-1064-A2-R4_MC02g04158	A2	aAutosome	1	0	0	NON	4.78266
MvSl-1064-A2-R4_MC02g04159	A2	aAutosome	2	97.5	195	NON	5.04605
MvSl-1064-A2-R4_MC02g04160	A2	aAutosome	1	76	76	NON	4.22322
MvSl-1064-A2-R4_MC02g04161	A2	aAutosome	4	74	296	NON	1.05139
MvSl-1064-A2-R4_MC02g04162	A2	aAutosome	4	83	332	NON	6.95336
MvSl-1064-A2-R4_MC02g04167	A2	aAutosome	1	0	0	NON	5.09762
MvSl-1064-A2-R4_MC02g04168	A2	aAutosome	1	0	0	NON	5.66266
MvSl-1064-A2-R4_MC02g04169	A2	aAutosome	3	230.333	691	DE	6.84522
MvSl-1064-A2-R4_MC02g04170	A2	aAutosome	1	54	54	NON	0.695327
MvSl-1064-A2-R4_MC02g04171	A2	aAutosome	2	223.5	447	NON	4.22608
MvSl-1064-A2-R4_MC02g04174	A2	aAutosome	1	68	68	NON	4.09671
MvSl-1064-A2-R4_MC02g04175	A2	aAutosome	11	109.273	1202	NON	6.85599
MvSl-1064-A2-R4_MC02g04176	A2	aAutosome	6	83.8333	503	NON	4.31782
MvSl-1064-A2-R4_MC02g04177	A2	aAutosome	5	69.6	348	NON	6.69927
MvSl-1064-A2-R4_MC02g04178	A2	aAutosome	7	89.8571	629	NON	7.23959
MvSl-1064-A2-R4_MC02g04180	A2	aAutosome	1	0	0	NON	5.60961
MvSl-1064-A2-R4_MC02g04181	A2	aAutosome	2	69	138	NON	5.59108
MvSl-1064-A2-R4_MC02g04182	A2	aAutosome	4	85.5	342	NON	5.53855
MvSl-1064-A2-R4_MC02g04183	A2	aAutosome	6	112.333	674	NON	8.59163
MvSl-1064-A2-R4_MC02g04184	A2	aAutosome	7	123.857	867	NON	6.71957
MvSl-1064-A2-R4_MC02g04185	A2	aAutosome	4	98.25	393	NON	3.19017
MvSl-1064-A2-R4_MC02g04186	A2	aAutosome	3	68.6667	206	NON	4.36743
MvSl-1064-A2-R4_MC02g04187	A2	aAutosome	3	207.667	623	NON	7.79596
MvSl-1064-A2-R4_MC02g04188	A2	aAutosome	2	115	230	NON	6.82473
MvSl-1064-A2-R4_MC02g04189	A2	aAutosome	4	92.25	369	NON	5.1465
MvSl-1064-A2-R4_MC02g04190	A2	aAutosome	8	86	688	NON	6.25053
MvSl-1064-A2-R4_MC02g04191	A2	aAutosome	6	80.8333	485	NON	5.69106
MvSl-1064-A2-R4_MC02g04193	A2	aAutosome	1	104	104	NON	3.81623
MvSl-1064-A2-R4_MC02g04194	A2	aAutosome	2	138	276	NON	8.07785
MvSl-1064-A2-R4_MC02g04195	A2	aAutosome	5	68.8	344	NON	5.77494
MvSl-1064-A2-R4_MC02g04196	A2	aAutosome	9	72.8889	656	NON	6.71224
MvSl-1064-A2-R4_MC02g04197	A2	aAutosome	4	76.75	307	NON	6.77315
MvSl-1064-A2-R4_MC02g04198	A2	aAutosome	8	91.875	735	NON	6.71261
MvSl-1064-A2-R4_MC02g04199	A2	aAutosome	4	69.75	279	NON	4.42905
MvSl-1064-A2-R4_MC02g04200	A2	aAutosome	5	85.2	426	DE	4.84187
MvSl-1064-A2-R4_MC02g04201	A2	aAutosome	1	73	73	NON	7.72369
MvSl-1064-A2-R4_MC02g04202	A2	aAutosome	2	47	94	NON	6.40201
MvSl-1064-A2-R4_MC02g04203	A2	aAutosome	4	88.75	355	NON	12.0664
MvSl-1064-A2-R4_MC02g04204	A2	aAutosome	5	105.2	526	NON	6.95405
MvSl-1064-A2-R4_MC02g04205	A2	aAutosome	3	74.6667	224	NON	0.571699
MvSl-1064-A2-R4_MC02g04206	A2	aAutosome	1	66	66	NON	2.69874
MvSl-1064-A2-R4_MC02g04207	A2	aAutosome	1	70	70	NON	5.89397
MvSl-1064-A2-R4_MC02g04208	A2	aAutosome	5	68.4	342	NON	5.12877
MvSl-1064-A2-R4_MC02g04209	A2	aAutosome	4	69.25	277	NON	5.79326
MvSl-1064-A2-R4_MC02g04210	A2	aAutosome	3	65.3333	196	NON	4.22216
MvSl-1064-A2-R4_MC02g04211	A2	aAutosome	9	113.667	1023	NON	8.36384
MvSl-1064-A2-R4_MC02g04213	A2	aAutosome	1	0	0	NON	5.65985
MvSl-1064-A2-R4_MC02g04214	A2	aAutosome	5	70.8	354	NON	5.66985
MvSl-1064-A2-R4_MC02g04215	A2	aAutosome	7	82.4286	577	NON	7.22377
MvSl-1064-A2-R4_MC02g04216	A2	aAutosome	1	77	77	NON	0.842257
MvSl-1064-A2-R4_MC02g04222	A2	aAutosome	9	104	936	NON	6.26249
MvSl-1064-A2-R4_MC02g04223	A2	aAutosome	1	115	115	NON	5.29683
MvSl-1064-A2-R4_MC02g04224	A2	aAutosome	3	76.3333	229	NON	3.48739
MvSl-1064-A2-R4_MC02g04226	A2	aAutosome	4	127.5	510	NON	4.16702
MvSl-1064-A2-R4_MC02g04227	A2	aAutosome	1	61	61	NON	1.26097
MvSl-1064-A2-R4_MC02g04228	A2	aAutosome	2	95	190	NON	8.72264
MvSl-1064-A2-R4_MC02g04229	A2	aAutosome	5	73.8	369	NON	6.10621
MvSl-1064-A2-R4_MC02g04230	A2	aAutosome	5	100.2	501	NON	7.50252
MvSl-1064-A2-R4_MC02g04231	A2	aAutosome	7	79.8571	559	NON	4.72644
MvSl-1064-A2-R4_MC02g04232	A2	aAutosome	4	81	324	NON	5.81646
MvSl-1064-A2-R4_MC02g04233	A2	aAutosome	6	80.8333	485	NON	7.07716
MvSl-1064-A2-R4_MC02g04235	A2	aAutosome	1	54	54	NON	3.45946
MvSl-1064-A2-R4_MC02g04236	A2	aAutosome	7	76.4286	535	NON	4.87749
MvSl-1064-A2-R4_MC02g04237	A2	aAutosome	1	0	0	NON	4.00331
MvSl-1064-A2-R4_MC02g04238	A2	aAutosome	2	79.5	159	NON	6.91277
MvSl-1064-A2-R4_MC02g04239	A2	aAutosome	5	87.6	438	NON	5.9077
MvSl-1064-A2-R4_MC02g04240	A2	aAutosome	3	92	276	NON	5.73317
MvSl-1064-A2-R4_MC02g04241	A2	aAutosome	3	114.667	344	NON	4.83149
MvSl-1064-A2-R4_MC02g04242	A2	aAutosome	3	90.3333	271	NON	4.72489
MvSl-1064-A2-R4_MC02g04243	A2	aAutosome	3	78	234	NON	6.20459
MvSl-1064-A2-R4_MC02g04245	A2	aAutosome	4	83	332	NON	5.21371
MvSl-1064-A2-R4_MC02g04246	A2	aAutosome	1	0	0	NON	3.35868
MvSl-1064-A2-R4_MC02g04247	A2	aAutosome	1	0	0	NON	6.57422
MvSl-1064-A2-R4_MC02g04248	A2	aAutosome	1	74	74	NON	5.27113
MvSl-1064-A2-R4_MC02g04249	A2	aAutosome	3	89.6667	269	NON	5.16401
MvSl-1064-A2-R4_MC02g04250	A2	aAutosome	5	84.6	423	NON	6.51262
MvSl-1064-A2-R4_MC02g04251	A2	aAutosome	1	350	350	NON	6.16017
MvSl-1064-A2-R4_MC02g04252	A2	aAutosome	5	101.2	506	NON	6.46531
MvSl-1064-A2-R4_MC02g04253	A2	aAutosome	1	0	0	NON	4.38387
MvSl-1064-A2-R4_MC02g04254	A2	aAutosome	6	105.333	632	NON	5.13252
MvSl-1064-A2-R4_MC02g04255	A2	aAutosome	4	90.5	362	NON	3.99164
MvSl-1064-A2-R4_MC02g04256	A2	aAutosome	1	135	135	NON	3.65082
MvSl-1064-A2-R4_MC02g04257	A2	aAutosome	10	103.1	1031	NON	9.60438
MvSl-1064-A2-R4_MC02g04258	A2	aAutosome	6	110.167	661	NON	5.50914
MvSl-1064-A2-R4_MC02g04259	A2	aAutosome	6	79.3333	476	NON	5.27917
MvSl-1064-A2-R4_MC02g04260	A2	aAutosome	7	106.143	743	NON	2.90473
MvSl-1064-A2-R4_MC02g04261	A2	aAutosome	1	285	285	NON	7.85048
MvSl-1064-A2-R4_MC02g04262	A2	aAutosome	1	189	189	NON	4.93669
MvSl-1064-A2-R4_MC02g04263	A2	aAutosome	4	83	332	NON	5.44504
MvSl-1064-A2-R4_MC02g04264	A2	aAutosome	5	96.8	484	NON	8.66733
MvSl-1064-A2-R4_MC02g04265	A2	aAutosome	2	203.5	407	NON	6.46555
MvSl-1064-A2-R4_MC02g04266	A2	aAutosome	4	87.5	350	NON	7.59616
MvSl-1064-A2-R4_MC02g04267	A2	aAutosome	4	98.75	395	NON	5.22894
MvSl-1064-A2-R4_MC02g04268	A2	aAutosome	7	81.1429	568	NON	4.10603
MvSl-1064-A2-R4_MC02g04269	A2	aAutosome	5	74.2	371	NON	6.21573
MvSl-1064-A2-R4_MC02g04270	A2	aAutosome	4	113.75	455	NON	4.44271
MvSl-1064-A2-R4_MC02g04271	A2	aAutosome	3	181.667	545	NON	5.29584
MvSl-1064-A2-R4_MC02g04272	A2	aAutosome	1	0	0	NON	7.96259
MvSl-1064-A2-R4_MC02g04273	A2	aAutosome	2	183.5	367	NON	7.92792
MvSl-1064-A2-R4_MC02g04274	A2	aAutosome	1	68	68	NON	1.12686
MvSl-1064-A2-R4_MC02g04275	A2	aAutosome	2	182	364	NON	1.83123
MvSl-1064-A2-R4_MC02g04276	A2	aAutosome	1	98	98	NON	0.470657
MvSl-1064-A2-R4_MC02g04277	A2	aAutosome	1	0	0	NON	0.768168
MvSl-1064-A2-R4_MC02g04278	A2	aAutosome	5	74.6	373	NON	2.68597
MvSl-1064-A2-R4_MC02g04279	A2	aAutosome	8	60.875	487	NON	4.12976
MvSl-1064-A2-R4_MC02g04280	A2	aAutosome	1	69	69	NON	2.943
MvSl-1064-A2-R4_MC02g04282	A2	aAutosome	1	70	70	NON	4.89087
MvSl-1064-A2-R4_MC02g04283	A2	aAutosome	9	77.4444	697	NON	7.67998
MvSl-1064-A2-R4_MC02g04284	A2	aAutosome	2	155	310	NON	5.48242
MvSl-1064-A2-R4_MC02g04285	A2	aAutosome	5	79.6	398	NON	4.99102
MvSl-1064-A2-R4_MC02g04286	A2	aAutosome	1	54	54	NON	7.68647
MvSl-1064-A2-R4_MC02g04287	A2	aAutosome	4	82.25	329	NON	3.16435
MvSl-1064-A2-R4_MC02g04288	A2	aAutosome	3	80.6667	242	NON	1.9492
MvSl-1064-A2-R4_MC02g04289	A2	aAutosome	4	121.5	486	NON	6.267
MvSl-1064-A2-R4_MC02g04290	A2	aAutosome	6	84.1667	505	NON	4.63156
MvSl-1064-A2-R4_MC02g04291	A2	aAutosome	5	72.4	362	NON	6.51181
MvSl-1064-A2-R4_MC02g04292	A2	aAutosome	5	63	315	NON	4.01147
MvSl-1064-A2-R4_MC02g04294	A2	aAutosome	8	99.125	793	NON	4.37745
MvSl-1064-A2-R4_MC02g04295	A2	aAutosome	7	84	588	NON	1.12529
MvSl-1064-A2-R4_MC02g04296	A2	aAutosome	9	71.7778	646	NON	7.07224
MvSl-1064-A2-R4_MC02g04297	A2	aAutosome	4	95.75	383	NON	5.69858
MvSl-1064-A2-R4_MC02g04298	A2	aAutosome	4	101.5	406	NON	5.00803
MvSl-1064-A2-R4_MC02g04299	A2	aAutosome	2	65	130	NON	5.36231
MvSl-1064-A2-R4_MC02g04300	A2	aAutosome	1	116	116	NON	2.91933
MvSl-1064-A2-R4_MC02g04301	A2	aAutosome	1	0	0	NON	0.695821
MvSl-1064-A2-R4_MC02g04302	A2	aAutosome	1	73	73	NON	3.81205
MvSl-1064-A2-R4_MC02g04303	A2	aAutosome	1	157	157	NON	2.73374
MvSl-1064-A2-R4_MC02g04304	A2	aAutosome	1	0	0	NON	5.80816
MvSl-1064-A2-R4_MC02g04305	A2	aAutosome	6	94.8333	569	NON	6.77851
MvSl-1064-A2-R4_MC02g04307	A2	aAutosome	5	76.6	383	NON	5.33723
MvSl-1064-A2-R4_MC02g04308	A2	aAutosome	5	147.4	737	NON	6.85196
MvSl-1064-A2-R4_MC02g04309	A2	aAutosome	8	117.5	940	NON	7.60228
MvSl-1064-A2-R4_MC02g04310	A2	aAutosome	3	81.6667	245	NON	1.19765
MvSl-1064-A2-R4_MC02g04311	A2	aAutosome	6	88.3333	530	NON	6.43129
MvSl-1064-A2-R4_MC02g04312	A2	aAutosome	2	77	154	NON	6.45194
MvSl-1064-A2-R4_MC02g04313	A2	aAutosome	1	195	195	NON	6.50511
MvSl-1064-A2-R4_MC02g04314	A2	aAutosome	2	68.5	137	NON	4.67829
MvSl-1064-A2-R4_MC02g04315	A2	aAutosome	7	97	679	NON	5.82272
MvSl-1064-A2-R4_MC02g04316	A2	aAutosome	1	83	83	NON	4.91953
MvSl-1064-A2-R4_MC02g04317	A2	aAutosome	3	101	303	NON	7.59473
MvSl-1064-A2-R4_MC02g04318	A2	aAutosome	7	85.1429	596	NON	8.21873
MvSl-1064-A2-R4_MC02g04319	A2	aAutosome	2	110	220	NON	6.11145
MvSl-1064-A2-R4_MC02g04320	A2	aAutosome	1	0	0	NON	9.66697
MvSl-1064-A2-R4_MC02g04323	A2	aAutosome	1	49	49	NON	2.45822
MvSl-1064-A2-R4_MC02g04324	A2	aAutosome	6	120	720	NON	7.61081
MvSl-1064-A2-R4_MC02g04325	A2	aAutosome	1	0	0	NON	1.62056
MvSl-1064-A2-R4_MC02g04326	A2	aAutosome	3	81.6667	245	NON	8.10311
MvSl-1064-A2-R4_MC02g04327	A2	aAutosome	4	139.5	558	NON	8.24203
MvSl-1064-A2-R4_MC02g04328	A2	aAutosome	2	63	126	NON	6.93153
MvSl-1064-A2-R4_MC02g04329	A2	aAutosome	3	73.6667	221	NON	5.51778
MvSl-1064-A2-R4_MC02g04330	A2	aAutosome	12	71	852	NON	6.50631
MvSl-1064-A2-R4_MC02g04331	A2	aAutosome	6	67.8333	407	NON	5.25607
MvSl-1064-A2-R4_MC02g04332	A2	aAutosome	3	78.6667	236	NON	5.10163
MvSl-1064-A2-R4_MC02g04333	A2	aAutosome	5	90.4	452	NON	6.47167
MvSl-1064-A2-R4_MC02g04334	A2	aAutosome	10	77.7	777	NON	6.54002
MvSl-1064-A2-R4_MC02g04335	A2	aAutosome	8	72	576	NON	7.1183
MvSl-1064-A2-R4_MC02g04336	A2	aAutosome	3	61.6667	185	NON	6.78237
MvSl-1064-A2-R4_MC02g04337	A2	aAutosome	1	137	137	NON	6.52059
MvSl-1064-A2-R4_MC02g04338	A2	aAutosome	4	127.25	509	NON	10.9167
MvSl-1064-A2-R4_MC02g04340	A2	aAutosome	3	71.3333	214	NON	6.84062
MvSl-1064-A2-R4_MC02g04341	A2	aAutosome	5	85.2	426	NON	5.68966
MvSl-1064-A2-R4_MC02g04342	A2	aAutosome	5	71.2	356	NON	7.83308
MvSl-1064-A2-R4_MC02g04343	A2	aAutosome	1	43	43	NON	4.40465
