genea2	dna2	dna2se	dsa2	dsa2se	dndsa2	chr	chrom	DE	genea1	dna1	dna1se	dsa1	dsa1se	dndsa1
MvSl-1064-A2-R4_MC06-2g07496	0.00565	0.00178	0.00421	0.00241	1.34172	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07231	0.00565	0.00179	0.00421	0.00243	1.34201
MvSl-1064-A2-R4_MC06-2g07497	0.00001	0	0.0105	0.00048	0.00095229	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07232	0.00001	0	0.0105	0.00092	0.000952372
MvSl-1064-A2-R4_MC06-2g07500	0.00475	0.00333	0.00521	0.00512	0.911533	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07235	0.00475	0.00333	0.00521	0.00513	0.911691
MvSl-1064-A2-R4_MC06-2g07502	0.00374	0.00376	0.00004	0.00032	91.2195	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07237	0.00374	0.00375	0.00004	0.00019	93.2668
MvSl-1064-A2-R4_MC06-2g07505	0.00262	0.00266	0.01393	0.01003	0.18807	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07240	0.00262	0.00265	0.01393	0.01001	0.188082
MvSl-1064-A2-R4_MC06-2g07509	0.00817	0.00409	0.00483	0.00483	1.69116	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07244	0.00817	0.00409	0.00483	0.00481	1.69148
MvSl-1064-A2-R4_MC06-2g07517	0.00358	0.00256	0.02418	0.01226	0.14805	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07252	0.00358	0.00256	0.02418	0.01227	0.148056
MvSl-1064-A2-R4_MC06-2g07518	0.00337	0.00196	0.01019	0.00595	0.330684	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07253	0.00337	0.00196	0.01019	0.00593	0.330713
MvSl-1064-A2-R4_MC06-2g07520	0.00349	0.00175	0.01679	0.00637	0.207849	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07255	0.00349	0.00175	0.01679	0.00637	0.207861
MvSl-1064-A2-R4_MC06-2g07522	0.00159	0.00156	0.00495	0.00482	0.321147	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07257	0.00159	0.00157	0.00495	0.00486	0.321206
MvSl-1064-A2-R4_MC06-2g07523	0.00416	0.00294	0.00004	0.00018	101.463	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07258	0.00416	0.00294	0.00004	0.00028	103.741
MvSl-1064-A2-R4_MC06-2g07526	0.00001	0	0.01031	0.00061	0.000969838	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07261	0.00001	0	0.01031	0.00091	0.000969923
MvSl-1064-A2-R4_MC06-2g07527	0	0.00301	0.00001	0.00652	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07262	0	0.00005	0.00002	0	0
MvSl-1064-A2-R4_MC06-2g07530	0.00213	0.00214	0.00602	0.00606	0.353762	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07265	0.00213	0.00213	0.00602	0.00603	0.353815
MvSl-1064-A2-R4_MC06-2g07532	0.006	0.00189	0.00563	0.00216	1.06553	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07267	0.006	0.00201	0.00563	0.00251	1.0657
MvSl-1064-A2-R4_MC06-2g07534	0.00414	0.00169	0.01294	0.0046	0.319913	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07269	0.00414	0.00169	0.01294	0.0046	0.319936
MvSl-1064-A2-R4_MC06-2g07538	0	0.00005	0.00002	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07273	0	0.00033	0.00001	0	0
MvSl-1064-A2-R4_MC06-2g07539	0.00001	0	0.0083	0.00043	0.00120467	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07274	0.00001	0	0.0083	0.00054	0.0012048
MvSl-1064-A2-R4_MC06-2g07545	0.00228	0.00163	0.02335	0.00967	0.0976404	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07280	0.00565	0.00179	0.00421	0.00244	1.34201
MvSl-1064-A2-R4_MC06-2g07548	0.0035	0.00351	0.00979	0.00983	0.357471	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07283	0.0035	0.00351	0.00979	0.00983	0.357504
MvSl-1064-A2-R4_MC06-2g07551	0.00288	0.00144	0.00215	0.00107	1.33891	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07286	0.00288	0.00165	0.00215	0.00212	1.33947
MvSl-1064-A2-R4_MC06-2g07552	0.00526	0.00235	0.00986	0.00494	0.533414	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07287	0.00526	0.00235	0.00986	0.00493	0.533463
MvSl-1064-A2-R4_MC06-2g07556	0.00351	0.00125	0.01333	0.00359	0.263296	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07291	0.00351	0.00124	0.01333	0.00359	0.263314
MvSl-1064-A2-R4_MC06-2g07557	0.00368	0.00368	0.00807	0.00809	0.455953	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07292	0.00368	0.00369	0.00807	0.0081	0.456004
MvSl-1064-A2-R4_MC06-2g07572	0	0	0	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07307	0	0.00037	0.00002	0	0
MvSl-1064-A2-R4_MC06-2g07575	0.00001	0	0.01064	0	0.000939761	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07310	0.00001	0	0.01064	0	0.000939841
MvSl-1064-A2-R4_MC06-2g07576	0.00479	0.00339	0.01167	0.0083	0.410419	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07311	0.00479	0.0034	0.01167	0.00831	0.410451
MvSl-1064-A2-R4_MC06-2g07577	0.0063	0.00447	0.00562	0.00563	1.1208	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07312	0.0063	0.00446	0.00562	0.0056	1.12098
MvSl-1064-A2-R4_MC06-2g07580	0.00541	0.00384	0.01426	0.01015	0.379356	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07315	0.00541	0.00385	0.01426	0.01017	0.37938
MvSl-1064-A2-R4_MC06-2g07581	0.00507	0.00359	0.00005	0.00014	99.4118	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07316	0.00507	0.00359	0.00005	0.0002	101.198
MvSl-1064-A2-R4_MC06-2g07583	0.00292	0.00281	0.01294	0.01247	0.225639	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07318	0.00292	0.00281	0.01294	0.01247	0.225655
MvSl-1064-A2-R4_MC06-2g07584	0.01011	0.00584	0.0001	0	100.099	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07319	0.01011	0.00586	0.0001	0.00044	100.999
MvSl-1064-A2-R4_MC06-2g07586	0.01199	0.00604	0.00012	0.00103	99.0909	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07321	0.01199	0.00603	0.00012	0.00059	99.8335
MvSl-1064-A2-R4_MC06-2g07589	0.00477	0.0048	0.00005	0.00055	93.5294	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07324	0.00477	0.00478	0.00005	0	95.2096
MvSl-1064-A2-R4_MC06-2g07595	0.00511	0.00513	0.00005	0.00035	100.196	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07330	0.00511	0.00514	0.00005	0.00055	101.996
MvSl-1064-A2-R4_MC06-2g07597	0.00427	0.0029	0.01291	0.00876	0.330726	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07332	0.00427	0.00286	0.01291	0.00864	0.330749
MvSl-1064-A2-R4_MC06-2g07598	0.00002	0	0.01823	0.00076	0.00109703	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07333	0.00002	0	0.01823	0.00071	0.00109709
MvSl-1064-A2-R4_MC06-2g07599	0.00268	0.00267	0.0052	0.00519	0.515286	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07334	0.00268	0.00271	0.0052	0.00527	0.515375
MvSl-1064-A2-R4_MC06-2g07605	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07340	0	0.00053	0.00001	0	0
MvSl-1064-A2-R4_MC06-2g07606	0.00701	0.00498	0.00007	0	98.7324	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07341	0.00701	0.00498	0.00007	0.00005	100
MvSl-1064-A2-R4_MC06-2g07607	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07342	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC06-2g07609	0.00001	0	0.0098	0.00088	0.0010203	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07344	0.00001	0	0.0098	0.00093	0.0010204
MvSl-1064-A2-R4_MC06-2g07611	0.00573	0.00191	0.00766	0.00312	0.747944	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07346	0.00573	0.00191	0.00766	0.00313	0.748032
MvSl-1064-A2-R4_MC06-2g07616	0	0.00354	0.00001	0.00854	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07351	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC06-2g07619	0.00419	0.0042	0.00004	0	102.195	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07354	0.00419	0.0042	0.00004	0	104.489
MvSl-1064-A2-R4_MC06-2g07621	0.00535	0.00381	0.02272	0.01322	0.235465	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07356	0.00535	0.00381	0.02272	0.01323	0.235474
MvSl-1064-A2-R4_MC06-2g07622	0.00002	0	0.02174	0.00133	0.000919921	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07357	0.00002	0	0.02174	0.00134	0.000919959
MvSl-1064-A2-R4_MC06-2g07624	0.00421	0.00421	0.00004	0.00022	102.683	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07359	0.00421	0.00421	0.00004	0.00019	104.988
MvSl-1064-A2-R4_MC06-2g07625	0.008	0.00403	0.00772	0.00549	1.03614	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07360	0.008	0.00402	0.00772	0.00548	1.03626
MvSl-1064-A2-R4_MC06-2g07626	0.00221	0.00221	0.00957	0.00681	0.230906	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07361	0.00221	0.00222	0.00957	0.00681	0.230928
MvSl-1064-A2-R4_MC06-2g07630	0.00001	0	0.00986	0.00155	0.0010141	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07365	0.00001	0	0.00986	0.00149	0.00101419
MvSl-1064-A2-R4_MC06-2g07635	0.00547	0.00273	0.01154	0.00579	0.473962	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07370	0.00547	0.00274	0.01154	0.0058	0.473999
MvSl-1064-A2-R4_MC06-2g07637	0.00262	0.0023	0.01861	0.00521	0.140777	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07372	0.00262	0.00126	0.01861	0.00952	0.140784
MvSl-1064-A2-R4_MC06-2g07640	0.00853	0.00609	0.02246	0.01611	0.379769	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07375	0.00853	0.0061	0.02246	0.01613	0.379785
MvSl-1064-A2-R4_MC06-2g07641	0.00244	0.00172	0.00972	0.00562	0.251003	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07376	0.00244	0.00172	0.00972	0.00561	0.251026
MvSl-1064-A2-R4_MC06-2g07647	0.00604	0.00301	0.0033	0.00325	1.82975	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07382	0.00604	0.00302	0.0033	0.00327	1.83025
MvSl-1064-A2-R4_MC06-2g07650	0.00362	0.00212	0.00902	0.00457	0.401286	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07385	0.00362	0.00209	0.00902	0.00453	0.401326
MvSl-1064-A2-R4_MC06-2g07652	0.00528	0.0053	0.01994	0.01426	0.264781	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07387	0.00528	0.0053	0.01994	0.01426	0.264793
MvSl-1064-A2-R4_MC06-2g07656	0.00001	0	0.01064	0.00097	0.000939761	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07391	0.00001	0	0.01064	0	0.000939841
MvSl-1064-A2-R4_MC06-2g07659	0.00204	0.00144	0.01043	0.00523	0.195571	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07394	0.00204	0.00144	0.01043	0.00523	0.195588
MvSl-1064-A2-R4_MC06-2g07660	0.00722	0.00493	0.03592	0.0179	0.200997	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07395	0.00722	0.00524	0.03592	0.01835	0.201002
MvSl-1064-A2-R4_MC06-2g07661	0.00002	0	0.02294	0	0.000871802	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07396	0.00002	0	0.02294	0	0.000871836
MvSl-1064-A2-R4_MC06-2g07664	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07399	0	0.00001	0.00001	0	0
MvSl-1064-A2-R4_MC06-2g07667	0.00002	0.00014	0.01767	0.01071	0.0011318	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07402	0.00002	0	0.01767	0.00093	0.00113186
MvSl-1064-A2-R4_MC06-2g07679	0.00557	0.00211	0.01356	0.00481	0.410737	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07414	0.00557	0.0021	0.01356	0.0048	0.410764
MvSl-1064-A2-R4_MC06-2g07688	0.00445	0.00314	0.01117	0.00791	0.398353	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07423	0.00445	0.00315	0.01117	0.00792	0.398385
MvSl-1064-A2-R4_MC06-2g07692	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07427	0	0.00216	0.00001	0.00474	0
MvSl-1064-A2-R4_MC06-2g07693	0.00806	0.00271	0.00217	0.00229	3.71257	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07428	0.00806	0.00269	0.00217	0.00215	3.71411
MvSl-1064-A2-R4_MC06-2g07695	0.00495	0.00287	0.01531	0.00691	0.323297	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07430	0.00495	0.00287	0.01531	0.00692	0.323316
MvSl-1064-A2-R4_MC06-2g07706	0.00327	0.00328	0.00003	0.00008	105.484	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07441	0.00327	0.00328	0.00003	0.00003	108.638
MvSl-1064-A2-R4_MC06-2g07708	0.01109	0.00646	0.00011	0.00006	99.9099	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07443	0.01109	0.00647	0.00011	0.00077	100.727
MvSl-1064-A2-R4_MC06-2g07709	0.00001	0	0.00835	0.00025	0.00119746	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07444	0.00001	0	0.00835	0.00032	0.00119759
MvSl-1064-A2-R4_MC06-2g07712	0.00001	0	0.00751	0.00028	0.00133138	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07447	0.00001	0	0.00751	0	0.00133154
MvSl-1064-A2-R4_MC06-2g07717	0.00413	0.00238	0.00673	0.00476	0.613579	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07452	0.00413	0.00238	0.00673	0.00476	0.613661
MvSl-1064-A2-R4_MC06-2g07720	0.00182	0.00129	0.00898	0.00451	0.20265	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07455	0.00182	0.00129	0.00898	0.00452	0.20267
MvSl-1064-A2-R4_MC06-2g07732	0.00128	0.0009	0.021	0.0106	0.0609495	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07467	0.00128	0.00091	0.021	0.0106	0.0609521
MvSl-1064-A2-R4_MC06-2g07736	0.00629	0.00447	0.00765	0.0077	0.822115	aAutosome	aAutosome	Down	MvSl-1064-A1-R4_MC06g07471	0.00629	0.00445	0.00765	0.00763	0.822211
MvSl-1064-A2-R4_MC06-2g07739	0.00586	0.00416	0.02296	0.01642	0.255215	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07474	0.00586	0.00416	0.02296	0.01641	0.255225
MvSl-1064-A2-R4_MC06-2g07740	0.00305	0.00151	0.0054	0.00278	0.56471	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07475	0.00305	0.00215	0.0054	0.00382	0.564804
MvSl-1064-A2-R4_MC06-2g07741	0.01216	0.00353	0.0152	0.00625	0.799947	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07476	0.01216	0.00353	0.0152	0.00626	0.799995
MvSl-1064-A2-R4_MC06-2g07742	0.00498	0.00249	0.00698	0.00492	0.713365	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07477	0.00498	0.00249	0.00698	0.00493	0.713457
MvSl-1064-A2-R4_MC06-2g07747	0.0066	0.00469	0.00655	0.00658	1.00748	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07482	0.0066	0.00469	0.00655	0.00658	1.00762
MvSl-1064-A2-R4_MC06-2g07749	0.00344	0.00344	0.00003	0	110.968	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07484	0.00344	0.00344	0.00003	0	114.286
MvSl-1064-A2-R4_MC06-2g07752	0.00489	0.0049	0.00005	0.00042	95.8824	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07487	0.00489	0	0.00005	0	97.6048
MvSl-1064-A2-R4_MC06-2g07754	0.00321	0.00227	0.00003	0.00018	103.548	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07489	0.00321	0.00227	0.00003	0	106.645
MvSl-1064-A2-R4_MC06-2g07759	0.00274	0.00104	0.01395	0.00389	0.196402	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07494	0.00274	0.00104	0.01395	0.00389	0.196414
MvSl-1064-A2-R4_MC06-2g07760	0.00643	0.00457	0.00006	0.00032	105.41	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07495	0.00643	0.00457	0.00006	0.00031	106.988
MvSl-1064-A2-R4_MC06-2g07767	0.00703	0.00317	0.01626	0.00822	0.432323	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07502	0.00703	0.00316	0.01626	0.00821	0.432347
MvSl-1064-A2-R4_MC06-2g07768	0.00514	0.00196	0.00862	0.0039	0.596219	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07503	0.00514	0.00188	0.00862	0.00367	0.596281
MvSl-1064-A2-R4_MC06-2g07773	0.00284	0.00164	0.00513	0.00363	0.553498	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07508	0.00284	0.00164	0.00513	0.00362	0.553595
MvSl-1064-A2-R4_MC06-2g07781	0.00207	0.00206	0.00466	0.00466	0.444111	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07516	0.00207	0.00206	0.00466	0.00465	0.444196
MvSl-1064-A2-R4_MC06-2g07782	0.00905	0.00407	0.00009	0.00055	99.4505	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07517	0.00905	0.00406	0.00009	0.0004	100.444
MvSl-1064-A2-R4_MC06-2g07794	0.00251	0.00176	0.00981	0.00491	0.255835	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07529	0.00251	0.00177	0.00981	0.00492	0.255859
MvSl-1064-A2-R4_MC06-2g07801	0.00792	0.00564	0.01808	0.01293	0.438029	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC06g07536	0.00792	0.00564	0.01808	0.01292	0.438051
MvSl-1064-A2-R4_MC07g07816	0.01194	0.006	0.01404	0.00998	0.850367	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07551	0.01194	0.00602	0.01404	0.01006	0.850421
MvSl-1064-A2-R4_MC07g07822	0.00002	0	0.02135	0.00254	0.000936724	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07557	0.00002	0	0.02135	0.00246	0.000936764
MvSl-1064-A2-R4_MC07g07823	0.00004	0	0.04431	0.00343	0.00090271	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07558	0.00004	0	0.04431	0.00343	0.000902729
MvSl-1064-A2-R4_MC07g07827	0.00251	0.00254	0.00826	0.00842	0.303837	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07562	0.00251	0.00252	0.00826	0.00836	0.30387
MvSl-1064-A2-R4_MC07g07830	0.00446	0.002	0.00884	0.00443	0.504468	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07565	0.00446	0.002	0.00884	0.00444	0.504519
MvSl-1064-A2-R4_MC07g07831	0.00506	0.00256	0.01116	0.00641	0.453364	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07566	0.00506	0.00354	0.01116	0.01029	0.453401
MvSl-1064-A2-R4_MC07g07832	0.00553	0.00392	0.00006	0	90.6557	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07567	0.00553	0.00393	0.00006	0.00014	92.0133
MvSl-1064-A2-R4_MC07g07833	0.00002	0	0.0216	0	0.000925883	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07568	0.00002	0	0.0216	0	0.000925922
MvSl-1064-A2-R4_MC07g07835	0.00259	0.0026	0.00003	0	83.5484	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07570	0.00259	0.0026	0.00003	0	86.0465
MvSl-1064-A2-R4_MC07g07837	0.02028	0.00915	0.01128	0.01146	1.79771	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07572	0.02028	0.00915	0.01128	0.01144	1.79786
MvSl-1064-A2-R4_MC07g07840	0.00227	0.00228	0.03392	0.01714	0.0669202	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07575	0.00227	0.00228	0.03392	0.01714	0.066922
MvSl-1064-A2-R4_MC07g07847	0.00513	0.00223	0.01367	0.00539	0.375247	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07582	0.00513	0.00177	0.01367	0.00441	0.375272
MvSl-1064-A2-R4_MC07g07853	0.0031	0.00156	0.00466	0.00271	0.665093	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07588	0.0031	0.00155	0.00466	0.00268	0.665222
MvSl-1064-A2-R4_MC07g07854	0.00362	0.00361	0.0082	0.00818	0.44141	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07589	0.00362	0.00361	0.0082	0.00818	0.441458
MvSl-1064-A2-R4_MC07g07858	0	0.00826	0.00001	0.03443	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07593	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC07g07859	0.00001	0	0.00532	0	0.00187935	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07594	0.00001	0	0.00532	0	0.00187966
MvSl-1064-A2-R4_MC07g07860	0.00378	0.00378	0.00004	0	92.1951	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07595	0.00378	0.00379	0.00004	0.00121	94.2643
MvSl-1064-A2-R4_MC07g07861	0.00193	0.00194	0.00002	0.00019	91.9048	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07596	0.00193	0	0.00002	0	96.0199
MvSl-1064-A2-R4_MC07g07862	0.00745	0.00433	0.02005	0.01442	0.371553	aAutosome	aAutosome	Down	MvSl-1064-A1-R4_MC07g07597	0.00745	0.00434	0.02005	0.01447	0.371569
MvSl-1064-A2-R4_MC07g07874	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07609	0	0	0.00001	0	0
MvSl-1064-A2-R4_MC07g07875	0.01144	0.00471	0.03125	0.01122	0.366068	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07610	0.01144	0.00473	0.03125	0.01124	0.366079
MvSl-1064-A2-R4_MC07g07877	0.00552	0.00321	0.00501	0.00289	1.10158	aAutosome	aAutosome	Down	MvSl-1064-A1-R4_MC07g07612	0.00552	0.00391	0.00501	0.00501	1.10177
MvSl-1064-A2-R4_MC07g07878	0.00254	0.00181	0.00605	0.00434	0.419765	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07613	0.00254	0.00182	0.00605	0.00436	0.419828
MvSl-1064-A2-R4_MC07g07884	0.00721	0.00323	0.00794	0.00561	0.907946	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07619	0.00721	0.00323	0.00794	0.0056	0.908049
MvSl-1064-A2-R4_MC07g07891	0.00001	0	0.00745	0.00102	0.0013421	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07626	0.00001	0	0.00745	0.00098	0.00134226
MvSl-1064-A2-R4_MC07g07895	0	0	0.00001	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07630	0	0.00007	0.00001	0.02554	0
MvSl-1064-A2-R4_MC07g07898	0.00102	0.00102	0.01294	0.00753	0.0788193	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07633	0.00102	0.00102	0.01293	0.00752	0.0788857
MvSl-1064-A2-R4_MC07g07905	0.00001	0	0.00968	0.00083	0.00103295	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07640	0.00001	0	0.00968	0.00104	0.00103305
MvSl-1064-A2-R4_MC07g07907	0.02419	0.00995	0.00024	0.00111	100.373	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07642	0.02419	0.00994	0.00024	0.00074	100.75
MvSl-1064-A2-R4_MC07g07916	0.00206	0.00207	0.00807	0.00814	0.255235	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07651	0.00206	0.00206	0.00807	0.00811	0.255263
MvSl-1064-A2-R4_MC07g07918	0.00655	0.00378	0.00605	0.00353	1.08247	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07653	0.00655	0.0038	0.00605	0.00351	1.08263
MvSl-1064-A2-R4_MC07g07922	0.00298	0.00298	0.00816	0.00819	0.365151	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07657	0.00298	0.00296	0.00816	0.00815	0.365192
MvSl-1064-A2-R4_MC07g07927	0	0	0.00143	0	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07662	0	0	0.00143	0	0
MvSl-1064-A2-R4_MC07g07945	0	0	0.00216	0.00026	0	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07680	0	0	0.00216	0.00215	0
MvSl-1064-A2-R4_MC07g07947	0.01299	0.00653	0.02447	0.01378	0.530832	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07682	0.01299	0.00677	0.02447	0.01454	0.530852
MvSl-1064-A2-R4_MC07g07949	0.00273	0.00274	0.00003	0	88.0645	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07684	0.00273	0.00274	0.00003	0.00033	90.6977
MvSl-1064-A2-R4_MC07g07950	0.00981	0.00698	0.0001	0.00054	97.1287	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07685	0.00981	0.00677	0.0001	0	98.002
MvSl-1064-A2-R4_MC07g07953	0.00147	0.00148	0.00276	0.00277	0.532416	aAutosome	aAutosome	NON	MvSl-1064-A1-R4_MC07g07688	0.00147	0.00147	0.00276	0.00275	0.532589
