gida1	comp	youngold	DE	a1intronnr	a1intronmean	a1introntotal
MvSl-1064-A2-R4_MC01g02705	Auto	Auto	NON	4	113.75	455
MvSl-1064-A2-R4_MC01g03395	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05138	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC02g03978	Auto	Auto	NON	4	70	280
MvSl-1064-A2-R4_MC05g07033	Auto	Auto	NON	4	84.25	337
MvSl-1064-A2-R4_MC07g08248	Auto	Auto	NON	6	74.8333	449
MvSl-1064-A2-R4_MC08-1g08716	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC15g12316	Auto	Auto	NON	6	98.1667	589
MvSl-1064-A2-R4_MC06-2g07341	Auto	Auto	NON	4	139.75	559
MvSl-1064-A2-R4_MC01g02108	Auto	Auto	NON	2	79	158
MvSl-1064-A2-R4_MC04-1g06216	Auto	Auto	NON	6	123.833	743
MvSl-1064-A2-R4_MC06-2g07662	Auto	Auto	NON	3	98.6667	296
MvSl-1064-A2-R4_MC07g07939	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC09g09344	Auto	Auto	NON	2	74.5	149
MvSl-1064-A2-R4_MC12g11135	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC04-1g05721	Auto	Auto	NON	6	69.3333	416
MvSl-1064-A2-R4_MC05g06895	Auto	Auto	NON	3	106.333	319
MvSl-1064-A2-R4_MC09g09542	Auto	Auto	NON	3	91	273
MvSl-1064-A2-R4_MC09g09667	Auto	Auto	NON	5	125.4	627
MvSl-1064-A2-R4_MC14g12032	Auto	Auto	NON	6	76.1667	457
MvSl-1064-A2-R4_MC08-2g09062	Auto	Auto	NON	2	124	248
MvSl-1064-A2-R4_MC03g05280	Auto	Auto	NON	8	100.25	802
MvSl-1064-A2-R4_MC10g10069	Auto	Auto	NON	6	100.333	602
MvSl-1064-A2-R4_MC10g09953	Auto	Auto	NON	6	90.5	543
MvSl-1064-A2-R4_MC11g10789	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC02g04072	Auto	Auto	NON	3	116.333	349
MvSl-1064-A2-R4_MC08-1g08714	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC06-2g07576	Auto	Auto	NON	9	89.1111	802
MvSl-1064-A2-R4_MC05g06913	Auto	Auto	NON	14	102.929	1441
MvSl-1064-A2-R4_MC03g04894	Auto	Auto	NON	1	89	89
MvSl-1064-A2-R4_MC03g05412	Auto	Auto	NON	4	94.5	378
MvSl-1064-A2-R4_MC03g04661	Auto	Auto	NON	7	100.143	701
MvSl-1064-A2-R4_MC06-2g07722	Auto	Auto	NON	10	104.1	1041
MvSl-1064-A2-R4_A2g00035	bPAR	bPAR	NON	1	0	0
MvSl-1064-A2-R4_MC11g10493	Auto	Auto	NON	5	115.8	579
MvSl-1064-A2-R4_MC01g03217	Auto	Auto	NON	1	157	157
MvSl-1064-A2-R4_MC05g07061	Auto	Auto	NON	8	140.25	1122
MvSl-1064-A2-R4_MC07g08121	Auto	Auto	NON	6	114.667	688
MvSl-1064-A2-R4_MC11g10890	Auto	Auto	NON	1	104	104
MvSl-1064-A2-R4_MC12g11485	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02248	Auto	Auto	NON	3	74.3333	223
MvSl-1064-A2-R4_MC01g02599	Auto	Auto	NON	4	109.5	438
MvSl-1064-A2-R4_MC01g02623	Auto	Auto	NON	6	88.1667	529
MvSl-1064-A2-R4_MC11g10502	Auto	Auto	NON	3	156.667	470
MvSl-1064-A2-R4_MC11g10738	Auto	Auto	NON	6	86.3333	518
MvSl-1064-A2-R4_A2g00864	Black	OldStrata	NON	6	160.667	964
MvSl-1064-A2-R4_MC04-1g05957	Auto	Auto	NON	3	103.333	310
MvSl-1064-A2-R4_MC12g11537	Auto	Auto	NON	2	85	170
MvSl-1064-A2-R4_A2g01066	Red	ColorStrata	NON	1	79	79
MvSl-1064-A2-R4_MC01g02554	Auto	Auto	NON	3	86	258
MvSl-1064-A2-R4_MC04-1g06203	Auto	Auto	NON	2	80	160
MvSl-1064-A2-R4_MC11g10758	Auto	Auto	NON	1	65	65
MvSl-1064-A2-R4_MC01g02344	Auto	Auto	NON	6	106	636
MvSl-1064-A2-R4_MC01g03092	Auto	Auto	NON	1	70	70
MvSl-1064-A2-R4_MC01g03306	Auto	Auto	NON	4	148.75	595
MvSl-1064-A2-R4_MC02g04320	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05303	Auto	Auto	NON	4	100.75	403
MvSl-1064-A2-R4_MC14g12126	Auto	Auto	NON	6	101	606
MvSl-1064-A2-R4_MC09g09432	Auto	Auto	NON	12	117.5	1410
MvSl-1064-A2-R4_A2g01801	bPAR	bPAR	NON	6	94	564
MvSl-1064-A2-R4_MC09g09755	Auto	Auto	NON	5	99.2	496
MvSl-1064-A2-R4_MC07g08210	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02634	Auto	Auto	NON	11	67.6364	744
MvSl-1064-A2-R4_MC02g04456	Auto	Auto	NON	2	65	130
MvSl-1064-A2-R4_MC07g08171	Auto	Auto	NON	6	90.5	543
MvSl-1064-A2-R4_MC08-1g08596	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC17g12487	Auto	Auto	NON	2	130	260
MvSl-1064-A2-R4_MC01g02602	Auto	Auto	NON	1	231	231
MvSl-1064-A2-R4_MC10g09904	Auto	Auto	NON	1	67	67
MvSl-1064-A2-R4_MC01g02733	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08158	Auto	Auto	NON	5	87.8	439
MvSl-1064-A2-R4_MC09g09526	Auto	Auto	NON	1	78	78
MvSl-1064-A2-R4_MC02g03784	Auto	Auto	NON	1	98	98
MvSl-1064-A2-R4_MC03g04810	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05019	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC05g06712	Auto	Auto	NON	2	84.5	169
MvSl-1064-A2-R4_MC07g07934	Auto	Auto	NON	1	73	73
MvSl-1064-A2-R4_MC07g08253	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC09g09650	Auto	Auto	NON	8	81.25	650
MvSl-1064-A2-R4_MC07g08464	Auto	Auto	NON	8	94.875	759
MvSl-1064-A2-R4_MC12g11168	Auto	Auto	NON	7	128.286	898
MvSl-1064-A2-R4_MC01g02786	Auto	Auto	NON	2	126.5	253
MvSl-1064-A2-R4_A2g00417	Black	OldStrata	NON	2	65.5	131
MvSl-1064-A2-R4_MC02g04142	Auto	Auto	NON	5	87.8	439
MvSl-1064-A2-R4_MC05g06719	Auto	Auto	NON	5	88.6	443
MvSl-1064-A2-R4_MC07g08124	Auto	Auto	NON	1	90	90
MvSl-1064-A2-R4_MC10g10027	Auto	Auto	NON	9	78.2222	704
MvSl-1064-A2-R4_MC13g11564	Auto	Auto	NON	4	63.75	255
MvSl-1064-A2-R4_MC01g03034	Auto	Auto	NON	8	87.75	702
MvSl-1064-A2-R4_MC17g12486	Auto	Auto	NON	5	154.2	771
MvSl-1064-A2-R4_MC06-2g07390	Auto	Auto	NON	1	151	151
MvSl-1064-A2-R4_MC15g12370	Auto	Auto	NON	10	67.2	672
MvSl-1064-A2-R4_MC05g06740	Auto	Auto	NON	4	77.75	311
MvSl-1064-A2-R4_MC02g03853	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05305	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC05g06699	Auto	Auto	NON	2	138.5	277
MvSl-1064-A2-R4_A2g00822	Black	OldStrata	NON	2	102	204
MvSl-1064-A2-R4_MC01g02772	Auto	Auto	NON	5	64.8	324
MvSl-1064-A2-R4_MC12g11301	Auto	Auto	NON	3	109.333	328
MvSl-1064-A2-R4_MC01g02635	Auto	Auto	NON	2	74	148
MvSl-1064-A2-R4_MC07g08081	Auto	Auto	NON	5	105.4	527
MvSl-1064-A2-R4_MC08-1g08694	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC04-1g06088	Auto	Auto	NON	4	84.25	337
MvSl-1064-A2-R4_MC03g04966	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g03364	Auto	Auto	NON	3	82	246
MvSl-1064-A2-R4_MC11g10798	Auto	Auto	NON	3	141.667	425
MvSl-1064-A2-R4_MC03g05353	Auto	Auto	NON	3	86	258
MvSl-1064-A2-R4_MC05g06621	Auto	Auto	NON	2	90	180
MvSl-1064-A2-R4_MC08-1g09001	Auto	Auto	NON	2	92.5	185
MvSl-1064-A2-R4_MC02g03630	Auto	Auto	NON	6	97.5	585
MvSl-1064-A2-R4_MC02g03513	Auto	Auto	NON	2	118.5	237
MvSl-1064-A2-R4_MC07g07936	Auto	Auto	NON	3	78	234
MvSl-1064-A2-R4_MC11g10622	Auto	Auto	NON	5	142.6	713
MvSl-1064-A2-R4_MC08-1g08713	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_A2g00833	Blue	OldStrata	NON	2	180	360
MvSl-1064-A2-R4_MC03g05062	Auto	Auto	NON	5	69.6	348
MvSl-1064-A2-R4_MC12g11054	Auto	Auto	NON	5	100.2	501
MvSl-1064-A2-R4_MC06-1g07233	Auto	Auto	NON	2	84.5	169
MvSl-1064-A2-R4_MC03g04766	Auto	Auto	NON	5	103.8	519
MvSl-1064-A2-R4_MC01g02826	Auto	Auto	NON	7	90.1429	631
MvSl-1064-A2-R4_MC04-1g06067	Auto	Auto	NON	2	97	194
MvSl-1064-A2-R4_MC13g11781	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC05g07090	Auto	Auto	NON	2	89	178
MvSl-1064-A2-R4_MC02g03777	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC06-1g07277	Auto	Auto	NON	6	74.6667	448
MvSl-1064-A2-R4_MC03g05271	Auto	Auto	NON	5	74.2	371
MvSl-1064-A2-R4_MC10g10252	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_A2g01800	bPAR	bPAR	NON	4	86.25	345
MvSl-1064-A2-R4_MC01g02891	Auto	Auto	NON	7	65.5714	459
MvSl-1064-A2-R4_MC04-1g05915	Auto	Auto	NON	5	81.2	406
MvSl-1064-A2-R4_MC05g06973	Auto	Auto	NON	3	71	213
MvSl-1064-A2-R4_MC01g02969	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05095	Auto	Auto	NON	6	85.1667	511
MvSl-1064-A2-R4_MC08-1g08897	Auto	Auto	NON	2	113.5	227
MvSl-1064-A2-R4_MC08-1g09003	Auto	Auto	NON	5	81.8	409
MvSl-1064-A2-R4_MC02g03881	Auto	Auto	NON	5	157	785
MvSl-1064-A2-R4_MC12g11534	Auto	Auto	NON	7	105.143	736
MvSl-1064-A2-R4_MC04-2g06370	Auto	Auto	NON	5	90.8	454
MvSl-1064-A2-R4_MC01g02410	Auto	Auto	NON	8	89.5	716
MvSl-1064-A2-R4_MC03g04595	Auto	Auto	NON	2	164	328
MvSl-1064-A2-R4_MC03g05422	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC13g11828	Auto	Auto	NON	5	84	420
MvSl-1064-A2-R4_MC08-1g08776	Auto	Auto	NON	4	77.75	311
MvSl-1064-A2-R4_MC15g12308	Auto	Auto	NON	2	106	212
MvSl-1064-A2-R4_MC02g04414	Auto	Auto	NON	3	73.6667	221
MvSl-1064-A2-R4_MC13g11593	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC04-1g05609	Auto	Auto	NON	3	163.667	491
MvSl-1064-A2-R4_MC11g10975	Auto	Auto	NON	1	76	76
MvSl-1064-A2-R4_MC09g09737	Auto	Auto	NON	4	91.5	366
MvSl-1064-A2-R4_MC02g04252	Auto	Auto	NON	5	101.2	506
MvSl-1064-A2-R4_MC11g10888	Auto	Auto	NON	3	113.667	341
MvSl-1064-A2-R4_MC01g02595	Auto	Auto	NON	11	99.8182	1098
MvSl-1064-A2-R4_MC01g01989	Auto	Auto	NON	1	72	72
MvSl-1064-A2-R4_MC03g05516	Auto	Auto	NON	5	102.2	511
MvSl-1064-A2-R4_MC07g08298	Auto	Auto	NON	3	93.3333	280
MvSl-1064-A2-R4_MC11g10793	Auto	Auto	NON	2	220.5	441
MvSl-1064-A2-R4_MC08-2g09144	Auto	Auto	NON	4	111	444
MvSl-1064-A2-R4_MC03g04864	Auto	Auto	NON	4	80.75	323
MvSl-1064-A2-R4_MC09g09194	Auto	Auto	NON	1	114	114
MvSl-1064-A2-R4_MC11g10604	Auto	Auto	NON	3	80.6667	242
MvSl-1064-A2-R4_MC01g02758	Auto	Auto	NON	6	95.5	573
MvSl-1064-A2-R4_MC02g03548	Auto	Auto	NON	3	75	225
MvSl-1064-A2-R4_MC04-1g06211	Auto	Auto	NON	1	73	73
MvSl-1064-A2-R4_MC02g04511	Auto	Auto	NON	2	55	110
MvSl-1064-A2-R4_MC05g06812	Auto	Auto	NON	9	107.889	971
MvSl-1064-A2-R4_A2g00070	bPAR	bPAR	NON	1	84	84
MvSl-1064-A2-R4_MC10g10267	Auto	Auto	NON	3	97.6667	293
MvSl-1064-A2-R4_MC03g05399	Auto	Auto	NON	13	97.8462	1272
MvSl-1064-A2-R4_MC08-2g09141	Auto	Auto	NON	2	70.5	141
MvSl-1064-A2-R4_MC04-1g06158	Auto	Auto	NON	3	74	222
MvSl-1064-A2-R4_MC13g11713	Auto	Auto	NON	2	70.5	141
MvSl-1064-A2-R4_MC01g02098	Auto	Auto	NON	12	76.25	915
MvSl-1064-A2-R4_A2g00865	Black	OldStrata	NON	9	110	990
MvSl-1064-A2-R4_MC07g07907	Auto	Auto	NON	3	97.3333	292
MvSl-1064-A2-R4_MC08-1g08729	Auto	Auto	NON	2	86	172
MvSl-1064-A2-R4_MC02g03976	Auto	Auto	NON	2	87	174
MvSl-1064-A2-R4_MC10g09892	Auto	Auto	NON	1	142	142
MvSl-1064-A2-R4_MC05g06911	Auto	Auto	NON	6	74.8333	449
MvSl-1064-A2-R4_MC02g03866	Auto	Auto	NON	5	79.2	396
MvSl-1064-A2-R4_MC05g06824	Auto	Auto	NON	4	71.5	286
MvSl-1064-A2-R4_MC13g11859	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC02g03574	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_A2g00759	Black	OldStrata	NON	3	114.333	343
MvSl-1064-A2-R4_MC01g02666	Auto	Auto	NON	8	132.875	1063
MvSl-1064-A2-R4_MC02g03467	Auto	Auto	NON	1	72	72
MvSl-1064-A2-R4_MC02g03503	Auto	Auto	NON	2	72	144
MvSl-1064-A2-R4_MC10g09943	Auto	Auto	NON	1	76	76
MvSl-1064-A2-R4_MC13g11622	Auto	Auto	NON	1	206	206
MvSl-1064-A2-R4_MC15g12356	Auto	Auto	NON	3	125	375
MvSl-1064-A2-R4_MC07g08105	Auto	Auto	NON	1	62	62
MvSl-1064-A2-R4_MC12g11147	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g07980	Auto	Auto	NON	4	91.5	366
MvSl-1064-A2-R4_MC01g02301	Auto	Auto	NON	1	89	89
MvSl-1064-A2-R4_MC02g03796	Auto	Auto	NON	10	123.7	1237
MvSl-1064-A2-R4_MC03g04905	Auto	Auto	NON	1	136	136
MvSl-1064-A2-R4_MC08-1g08618	Auto	Auto	NON	10	98.6	986
MvSl-1064-A2-R4_MC02g04462	Auto	Auto	NON	3	70	210
MvSl-1064-A2-R4_A2g01511	Black	OldStrata	NON	1	71	71
MvSl-1064-A2-R4_MC09g09664	Auto	Auto	NON	3	62.6667	188
MvSl-1064-A2-R4_MC11g10419	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC03g05147	Auto	Auto	NON	7	83.2857	583
MvSl-1064-A2-R4_MC01g02703	Auto	Auto	NON	3	114.333	343
MvSl-1064-A2-R4_MC03g05301	Auto	Auto	NON	4	87.75	351
MvSl-1064-A2-R4_MC08-1g08711	Auto	Auto	NON	3	70.3333	211
MvSl-1064-A2-R4_MC08-1g08984	Auto	Auto	NON	3	192	576
MvSl-1064-A2-R4_MC08-2g09131	Auto	Auto	NON	8	132.875	1063
MvSl-1064-A2-R4_MC02g03665	Auto	Auto	NON	1	193	193
MvSl-1064-A2-R4_MC01g02725	Auto	Auto	NON	4	98.5	394
MvSl-1064-A2-R4_MC11g10608	Auto	Auto	NON	1	50	50
MvSl-1064-A2-R4_MC02g03855	Auto	Auto	NON	11	99	1089
MvSl-1064-A2-R4_MC03g05302	Auto	Auto	NON	2	137	274
MvSl-1064-A2-R4_MC05g06634	Auto	Auto	NON	2	73	146
MvSl-1064-A2-R4_MC01g02457	Auto	Auto	NON	4	127	508
MvSl-1064-A2-R4_MC03g04790	Auto	Auto	NON	5	85.6	428
MvSl-1064-A2-R4_MC07g08254	Auto	Auto	NON	2	90.5	181
MvSl-1064-A2-R4_MC07g08456	Auto	Auto	NON	9	94.2222	848
MvSl-1064-A2-R4_MC01g02161	Auto	Auto	NON	3	94.6667	284
MvSl-1064-A2-R4_MC03g05475	Auto	Auto	NON	2	55	110
MvSl-1064-A2-R4_MC07g08084	Auto	Auto	NON	1	77	77
MvSl-1064-A2-R4_MC09g09830	Auto	Auto	NON	4	83.5	334
MvSl-1064-A2-R4_MC13g11874	Auto	Auto	NON	1	107	107
MvSl-1064-A2-R4_MC02g03759	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC05g06660	Auto	Auto	NON	2	94.5	189
MvSl-1064-A2-R4_MC06-2g07661	Auto	Auto	NON	8	85.25	682
MvSl-1064-A2-R4_A2g01817	bPAR	bPAR	NON	1	0	0
MvSl-1064-A2-R4_MC07g08453	Auto	Auto	NON	3	77.6667	233
MvSl-1064-A2-R4_MC06-2g07742	Auto	Auto	NON	4	66.75	267
MvSl-1064-A2-R4_MC12g11305	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_A2g00443	Purple	OldStrata	NON	13	82.9231	1078
MvSl-1064-A2-R4_MC02g04177	Auto	Auto	NON	5	69.6	348
MvSl-1064-A2-R4_MC06-2g07513	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08432	Auto	Auto	NON	9	73.8889	665
MvSl-1064-A2-R4_MC11g10573	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC12g11478	Auto	Auto	NON	5	97.8	489
MvSl-1064-A2-R4_MC01g02067	Auto	Auto	NON	1	73	73
MvSl-1064-A2-R4_MC04-2g06297	Auto	Auto	NON	5	66	330
MvSl-1064-A2-R4_MC05g06758	Auto	Auto	NON	20	89.05	1781
MvSl-1064-A2-R4_MC12g11285	Auto	Auto	NON	5	96.8	484
MvSl-1064-A2-R4_MC02g04189	Auto	Auto	NON	4	92.25	369
MvSl-1064-A2-R4_MC10g09918	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC12g11279	Auto	Auto	NON	2	100.5	201
MvSl-1064-A2-R4_MC03g04764	Auto	Auto	NON	6	109.333	656
MvSl-1064-A2-R4_MC03g05335	Auto	Auto	NON	1	69	69
MvSl-1064-A2-R4_MC07g08268	Auto	Auto	NON	2	182	364
MvSl-1064-A2-R4_MC07g08366	Auto	Auto	NON	1	120	120
MvSl-1064-A2-R4_MC10g10331	Auto	Auto	NON	3	99.3333	298
MvSl-1064-A2-R4_MC15g12351	Auto	Auto	NON	1	73	73
MvSl-1064-A2-R4_MC08-1g08687	Auto	Auto	NON	3	75.6667	227
MvSl-1064-A2-R4_MC01g03322	Auto	Auto	NON	7	79.1429	554
MvSl-1064-A2-R4_MC01g03447	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC13g11901	Auto	Auto	NON	7	98.2857	688
MvSl-1064-A2-R4_MC01g02372	Auto	Auto	NON	8	93.625	749
MvSl-1064-A2-R4_MC01g02486	Auto	Auto	NON	1	88	88
MvSl-1064-A2-R4_MC05g07047	Auto	Auto	NON	1	143	143
MvSl-1064-A2-R4_MC04-1g05885	Auto	Auto	NON	6	83	498
MvSl-1064-A2-R4_MC01g02218	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10230	Auto	Auto	NON	2	75.5	151
MvSl-1064-A2-R4_MC02g03580	Auto	Auto	NON	2	60	120
MvSl-1064-A2-R4_A2g00576	Black	OldStrata	NON	2	81.5	163
MvSl-1064-A2-R4_A2g01566	Black	OldStrata	NON	4	143.25	573
MvSl-1064-A2-R4_MC01g02432	Auto	Auto	NON	9	136.667	1230
MvSl-1064-A2-R4_MC06-2g07625	Auto	Auto	NON	7	117.571	823
MvSl-1064-A2-R4_A2g00957	Purple	OldStrata	NON	8	105.125	841
MvSl-1064-A2-R4_MC03g04724	Auto	Auto	NON	6	142.167	853
MvSl-1064-A2-R4_MC05g06433	Auto	Auto	NON	2	73.5	147
MvSl-1064-A2-R4_MC06-2g07566	Auto	Auto	NON	6	77.8333	467
MvSl-1064-A2-R4_MC07g08392	Auto	Auto	NON	14	82.5714	1156
MvSl-1064-A2-R4_MC02g03943	Auto	Auto	NON	1	62	62
MvSl-1064-A2-R4_MC03g04867	Auto	Auto	NON	5	115.6	578
MvSl-1064-A2-R4_MC06-2g07589	Auto	Auto	NON	2	83.5	167
MvSl-1064-A2-R4_MC10g09964	Auto	Auto	NON	3	78.6667	236
MvSl-1064-A2-R4_MC11g10729	Auto	Auto	NON	6	73.1667	439
MvSl-1064-A2-R4_MC09g09554	Auto	Auto	NON	1	67	67
MvSl-1064-A2-R4_A2g00834	Blue	OldStrata	NON	5	124.2	621
MvSl-1064-A2-R4_MC03g05309	Auto	Auto	NON	5	85.4	427
MvSl-1064-A2-R4_MC07g07955	Auto	Auto	NON	6	82.6667	496
MvSl-1064-A2-R4_MC02g04308	Auto	Auto	NON	5	147.4	737
MvSl-1064-A2-R4_MC01g02304	Auto	Auto	NON	1	96	96
MvSl-1064-A2-R4_MC01g02902	Auto	Auto	NON	7	93.4286	654
MvSl-1064-A2-R4_MC01g03026	Auto	Auto	NON	3	61.3333	184
MvSl-1064-A2-R4_MC03g05039	Auto	Auto	NON	3	92.6667	278
MvSl-1064-A2-R4_MC13g11794	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08286	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_A2g00128	Red	ColorStrata	NON	6	88.6667	532
MvSl-1064-A2-R4_MC03g05028	Auto	Auto	NON	5	138.8	694
MvSl-1064-A2-R4_MC07g08090	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC07g08221	Auto	Auto	NON	6	77	462
MvSl-1064-A2-R4_MC08-2g09132	Auto	Auto	NON	8	98.25	786
MvSl-1064-A2-R4_MC09g09797	Auto	Auto	NON	1	207	207
MvSl-1064-A2-R4_MC01g03375	Auto	Auto	NON	4	125	500
MvSl-1064-A2-R4_MC11g10945	Auto	Auto	NON	3	85	255
MvSl-1064-A2-R4_MC04-2g06336	Auto	Auto	NON	2	65.5	131
MvSl-1064-A2-R4_MC02g03771	Auto	Auto	NON	2	56	112
MvSl-1064-A2-R4_MC10g10274	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC11g10634	Auto	Auto	NON	8	78.125	625
MvSl-1064-A2-R4_MC07g08073	Auto	Auto	NON	6	126.5	759
MvSl-1064-A2-R4_MC09g09260	Auto	Auto	NON	3	61.6667	185
MvSl-1064-A2-R4_MC02g04034	Auto	Auto	NON	31	83.2903	2582
MvSl-1064-A2-R4_MC02g04312	Auto	Auto	NON	2	77	154
MvSl-1064-A2-R4_MC07g08383	Auto	Auto	NON	5	123	615
MvSl-1064-A2-R4_MC02g04415	Auto	Auto	NON	6	127	762
MvSl-1064-A2-R4_MC08-2g09069	Auto	Auto	NON	3	90.3333	271
MvSl-1064-A2-R4_MC11g10576	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC14g12067	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02898	Auto	Auto	NON	13	81.3077	1057
MvSl-1064-A2-R4_MC09g09250	Auto	Auto	NON	1	65	65
MvSl-1064-A2-R4_MC02g03767	Auto	Auto	NON	6	90	540
MvSl-1064-A2-R4_MC06-2g07498	Auto	Auto	NON	1	73	73
MvSl-1064-A2-R4_MC01g02265	Auto	Auto	NON	2	126.5	253
MvSl-1064-A2-R4_MC05g06496	Auto	Auto	NON	3	91.6667	275
MvSl-1064-A2-R4_MC06-2g07590	Auto	Auto	NON	2	102.5	205
MvSl-1064-A2-R4_MC07g07915	Auto	Auto	NON	1	79	79
MvSl-1064-A2-R4_MC10g09898	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC10g10303	Auto	Auto	NON	1	98	98
MvSl-1064-A2-R4_MC12g11318	Auto	Auto	NON	2	141.5	283
MvSl-1064-A2-R4_MC13g11791	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC08-1g08953	Auto	Auto	NON	1	167	167
MvSl-1064-A2-R4_MC01g03308	Auto	Auto	NON	8	117.375	939
MvSl-1064-A2-R4_MC12g11104	Auto	Auto	NON	4	75.5	302
MvSl-1064-A2-R4_MC01g02187	Auto	Auto	NON	15	97.9333	1469
MvSl-1064-A2-R4_MC12g11177	Auto	Auto	NON	1	147	147
MvSl-1064-A2-R4_A2g00008	bPAR	bPAR	NON	3	85	255
MvSl-1064-A2-R4_MC02g03854	Auto	Auto	NON	3	139	417
MvSl-1064-A2-R4_MC03g04557	Auto	Auto	NON	3	107.333	322
MvSl-1064-A2-R4_MC08-1g08921	Auto	Auto	NON	1	97	97
MvSl-1064-A2-R4_MC10g10193	Auto	Auto	NON	4	140	560
MvSl-1064-A2-R4_MC11g10899	Auto	Auto	NON	3	87.3333	262
MvSl-1064-A2-R4_MC12g11012	Auto	Auto	NON	3	126	378
MvSl-1064-A2-R4_MC07g08316	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC01g02020	Auto	Auto	NON	1	180	180
MvSl-1064-A2-R4_MC05g06886	Auto	Auto	NON	7	98.1429	687
MvSl-1064-A2-R4_MC14g12029	Auto	Auto	NON	2	79.5	159
MvSl-1064-A2-R4_MC12g11142	Auto	Auto	NON	2	70	140
MvSl-1064-A2-R4_MC03g04801	Auto	Auto	NON	8	97.375	779
MvSl-1064-A2-R4_MC06-2g07601	Auto	Auto	NON	1	0	0
MvSl-1064-A2-R4_MC09g09441	Auto	Auto	NON	3	86.6667	260
MvSl-1064-A2-R4_MC09g09301	Auto	Auto	NON	4	83.75	335
MvSl-1064-A2-R4_MC01g03377	Auto	Auto	NON	1	223	223
MvSl-1064-A2-R4_MC05g06988	Auto	Auto	NON	1	189	189
MvSl-1064-A2-R4_MC01g03074	Auto	Auto	NON	3	73	219
MvSl-1064-A2-R4_MC01g03380	Auto	Auto	NON	1	80	80
MvSl-1064-A2-R4_MC03g04572	Auto	Auto	NON	5	90.2	451
MvSl-1064-A2-R4_MC04-1g06060	Auto	Auto	NON	2	195	390
MvSl-1064-A2-R4_MC08-2g09058	Auto	Auto	NON	2	72	144
MvSl-1064-A2-R4_MC11g10826	Auto	Auto	NON	2	61.5	123
MvSl-1064-A2-R4_MC09g09717	Auto	Auto	NON	4	74.25	297
MvSl-1064-A2-R4_MC01g03099	Auto	Auto	NON	5	114	570
MvSl-1064-A2-R4_MC02g03468	Auto	Auto	NON	1	114	114
MvSl-1064-A2-R4_MC02g03949	Auto	Auto	NON	3	102.667	308
MvSl-1064-A2-R4_MC04-1g05903	Auto	Auto	NON	1	103	103
MvSl-1064-A2-R4_MC05g07102	Auto	Auto	NON	4	185.25	741
MvSl-1064-A2-R4_MC06-1g07282	Auto	Auto	NON	3	72	216
