gid	gname	chr	start	end	logCPM	logFC.water.rich	logFC.water.diploid	logFC.rich.diploid	PV.water.rich	PV.water.diploid	PV.rich.diploid	FDR.water.rich	FDR.water.diploid	FDR.rich.diploid	water1	water2	rich1	rich2	di1	di2	meanwater	meanrich	meandi	log2(waterdi)	log2(richdi)
MvSl-1064-A2-R4_A2g01297	MvSl-1064-A1-R4_A2	MAT	2825660	2826820	10.52008712	-3.42863494	-1.163302065	2.265332874	9.14E-24	0.000514477	5.56E-13	3.15E-22	0.001662403	1.03E-11	8.555858747	8.007089329	11.33371318	11.99140447	9.331362385	9.554489169	8.281474038	11.66255883	9.442925777	-0.189346352	0.304578522
MvSl-1064-A2-R4_A2g01597	MvSl-1064-A1-R4_A2	MAT	3512419	3512649	4.089721356	-4.920630664	-3.257291427	1.663339237	0.007708511	0.143171698	0.118785814	0.020865446	0.234239771	0.259123484	3.113756926	3.113756926	4.659555351	4.571173904	3.759702068	3.70647688	3.113756926	4.615364628	3.733089474	-0.261713762	0.306074542
MvSl-1064-A2-R4_A2g00385	MvSl-1064-A1-R4_A2	MAT	852748	852954	5.536500269	-1.693785524	-0.298662517	1.395123007	0.022882635	0.72848471	0.03942956	0.050773915	0.871820822	0.11991225	4.790459237	4.746685133	5.870559945	6.343587813	4.543663241	5.301718189	4.768572185	6.107073879	4.922690715	-0.045889744	0.311034198
MvSl-1064-A2-R4_A2g01130	MvSl-1064-A1-R4_A2	MAT	2440188	2440642	3.607495262	-0.910138658	2.746610772	3.656749431	0.547629181	0.204010913	0.058526373	0.672504244	0.312052196	0.155265995	3.113756926	3.87969288	3.582529161	4.147759517	3.113756926	3.113756926	3.496724903	3.865144339	3.113756926	0.167347974	0.311865965
MvSl-1064-A2-R4_A2g00156	MvSl-1064-A1-R4_A2	MAT	352283	352621	9.271979391	-1.541068542	0.505243231	2.046311773	0.00249193	0.327179352	7.59E-05	0.007490279	0.448678316	0.000623149	7.147509845	9.347378899	10.11467219	10.19542154	8.190842468	8.090360618	8.247444372	10.15504687	8.140601543	0.018811737	0.318989588
MvSl-1064-A2-R4_A2g01184	MvSl-1064-A1-R4_A2	MAT	2549682	2549858	5.369109482	-1.464030108	0.003829395	1.467859503	0.060681634	0.996623128	0.046592766	0.116626039	1	0.131323575	5.334583991	3.87969288	6.097573558	5.754953195	5.048771656	4.449618543	4.607138435	5.926263376	4.7491951	-0.043812075	0.31943972
MvSl-1064-A2-R4_A2g01380	MvSl-1064-A1-R4_A2	MAT	3049436	3049886	4.961527992	-6.312753352	-4.738641141	1.574112211	7.35E-05	0.01464153	0.046473645	0.000319218	0.032911614	0.131323575	3.113756926	3.113756926	5.388558915	5.908058906	4.543663241	4.449618543	3.113756926	5.64830891	4.496640892	-0.530191347	0.32897132
MvSl-1064-A2-R4_A2g00944	MvSl-1064-A1-R4_A2	MAT	2020276	2021554	6.380515817	0.999444611	2.449820523	1.450375912	0.076627549	0.000185606	0.027526988	0.138519032	0.000671037	0.090646195	7.72459151	6.450918058	6.466282289	6.110986069	4.543663241	5.454233306	7.087754784	6.288634179	4.998948273	0.503704093	0.331122115
MvSl-1064-A2-R4_A2g00427	MvSl-1064-A1-R4_A2	MAT	944334	945857	4.867368042	-0.372181506	1.191140583	1.563322089	0.652148878	0.23659901	0.081481512	0.768805933	0.346520363	0.194128764	5.088023658	4.746685133	4.837790381	5.489711024	3.759702068	4.449618543	4.917354396	5.163750703	4.104660306	0.260619502	0.331156519
MvSl-1064-A2-R4_A2g01598	MvSl-1064-A1-R4_A2	MAT	3512738	3513294	4.780452288	-1.23291924	0.401308582	1.634227822	0.235423593	0.739420164	0.112216602	0.338094437	0.877422185	0.250068894	3.113756926	5.040474215	4.659555351	5.671842043	3.759702068	4.449618543	4.077115571	5.165698697	4.104660306	-0.00971398	0.331700665
MvSl-1064-A2-R4_A2g00554	MvSl-1064-A1-R4_A2	MAT	1160864	1161754	8.37343145	-0.86006232	1.102403472	1.962465792	0.031850406	0.011336267	3.01E-06	0.067486312	0.026884633	3.05E-05	7.540356713	8.675425415	8.750650162	9.31618167	7.232960176	7.089619285	8.107891064	9.033415916	7.161289731	0.179107268	0.335052198
MvSl-1064-A2-R4_A2g01645	MvSl-1064-A1-R4_A2	MAT	3627568	3627894	7.686303357	0.865697018	2.607302933	1.741605915	0.0296505	1.87E-08	0.000162047	0.063872119	1.35E-07	0.001163591	8.956452519	7.864229158	7.700874205	7.63742219	6.073001968	6.040730786	8.410340838	7.669148197	6.056866377	0.473592685	0.340494764
MvSl-1064-A2-R4_A2g01221	MvSl-1064-A1-R4_A2	MAT	2626461	2627611	7.106175395	-0.574393273	1.282004039	1.856397312	0.193875077	0.012617189	9.98E-05	0.292225699	0.029251511	0.000793687	7.012362202	7.210598562	7.111348974	8.053207408	5.846599317	6.040730786	7.111480382	7.582278191	5.943665051	0.258797097	0.351278573
MvSl-1064-A2-R4_A2g01302	MvSl-1064-A1-R4_A2	MAT	2834759	2835394	5.611041226	-4.348781033	-2.934153095	1.414627938	7.68E-05	0.017857607	0.055483284	0.000327998	0.038629216	0.150182501	3.906463375	3.113756926	6.025799426	6.634427432	4.20429071	5.718035406	3.510110151	6.330113429	4.961163058	-0.49916207	0.351552977
MvSl-1064-A2-R4_A2g00429	MvSl-1064-A1-R4_A2	MAT	947168	947726	5.097785988	-1.728633666	-0.183235147	1.54539852	0.070042121	0.867673686	0.08234889	0.130728435	0.979448244	0.195295304	3.906463375	4.746685133	5.139299501	6.046463944	5.048771656	3.70647688	4.326574254	5.592881723	4.377624268	-0.01692297	0.353443688
MvSl-1064-A2-R4_A2g01071	MvSl-1064-A1-R4_A2	MAT	2326180	2326725	6.500263329	0.373699659	2.029638184	1.655938525	0.423530148	0.000312336	0.002458165	0.54468927	0.001048556	0.012837082	7.012362202	7.087361717	6.926631043	6.447187073	4.818211178	5.592155623	7.04986196	6.686909058	5.2051834	0.437646012	0.3613905
MvSl-1064-A2-R4_A2g00692	MvSl-1064-A1-R4_A2	MAT	1472398	1472658	3.901182721	-4.610674328	-2.40706047	2.203613858	0.01824791	0.297069149	0.08842264	0.042688549	0.421946118	0.207793205	3.113756926	3.113756926	4.456155131	4.374944685	3.759702068	3.113756926	3.113756926	4.415549908	3.436729497	-0.142379977	0.361556818
MvSl-1064-A2-R4_A2g01007	MvSl-1064-A1-R4_A2	MAT	2176103	2177263	5.332275364	2.717742264	5.071958617	2.354216353	0.000211307	7.58E-07	0.056114084	0.000833938	4.08E-06	0.151098862	6.508843797	6.880194231	3.935762933	4.898104883	3.759702068	3.113756926	6.694519014	4.416933908	3.436729497	0.961944102	0.362008942
MvSl-1064-A2-R4_A2g00252	MvSl-1064-A1-R4_A2	MAT	550433	551245	6.11462605	-1.426366754	0.306621682	1.732988436	0.016790364	0.662935299	0.003061664	0.040002849	0.810254254	0.015220003	6.038026115	4.746685133	6.759681765	6.80013472	5.24751257	5.301718189	5.392355624	6.779908243	5.27461538	0.031849747	0.362199851
MvSl-1064-A2-R4_A2g01057	MvSl-1064-A1-R4_A2	MAT	2300250	2300420	10.29401596	-4.667147759	-1.976865441	2.690282318	5.86E-33	3.33E-07	8.89E-16	5.05E-31	1.94E-06	1.92E-14	6.404749557	7.429378681	11.30557512	11.82587299	9.132087073	8.675570145	6.917064119	11.56572405	8.903828609	-0.364265992	0.377357859
MvSl-1064-A2-R4_A2g00320	MvSl-1064-A1-R4_A2	MAT	697042	697570	4.159598466	-0.581871239	1.776595686	2.358466925	0.579728295	0.224749983	0.059637806	0.699537459	0.331987832	0.156543842	3.906463375	4.377359676	4.21929665	4.743880427	3.759702068	3.113756926	4.141911526	4.481588538	3.436729497	0.269260434	0.382973896
MvSl-1064-A2-R4_A2g00696	MvSl-1064-A1-R4_A2	MAT	1477968	1478285	9.990763188	-4.207421586	-1.407846908	2.799574679	3.25E-32	0.000120167	4.19E-19	2.10E-30	0.000460194	1.20E-17	7.081517977	7.210598562	11.0671838	11.45689164	8.513877306	8.493897067	7.146058269	11.26203772	8.503887187	-0.25097478	0.405273525
MvSl-1064-A2-R4_A2g00739	MvSl-1064-A1-R4_A2	MAT	1566368	1567059	11.97844047	-6.515710508	-3.132280058	3.38343045	2.88E-61	2.74E-17	4.64E-26	7.43E-59	6.15E-16	2.18E-24	7.147509845	6.80395476	12.98747184	13.72815111	10.12091517	9.937599193	6.975732303	13.35781148	10.02925718	-0.523798174	0.413468902
MvSl-1064-A2-R4_A2g01307	MvSl-1064-A1-R4_A2	MAT	2844200	2844358	5.602377095	1.086786063	3.045836093	1.95905003	0.087493174	0.000181794	0.018799541	0.155979211	0.000666578	0.063943177	6.782459175	6.114609358	5.269305702	5.754953195	4.543663241	3.70647688	6.448534266	5.512129449	4.12507006	0.644552655	0.418191147
MvSl-1064-A2-R4_A2g00348	MvSl-1064-A1-R4_A2	MAT	765863	766054	5.259119257	1.433440786	3.743797063	2.310356277	0.06511623	0.000256636	0.030863039	0.122865295	0.000896491	0.099726195	6.292556508	6.235634554	4.21929665	5.583648736	3.113756926	4.12537752	6.264095531	4.901472693	3.619567223	0.791289004	0.437398075
MvSl-1064-A2-R4_A2g00740	MvSl-1064-A1-R4_A2	MAT	1567430	1567678	12.45154279	-8.368696255	-4.579704507	3.788991748	5.05E-82	7.41E-28	2.51E-32	2.61E-79	2.95E-26	1.81E-30	5.334583991	6.114609358	13.62923789	14.16631433	10.12723529	10.15909642	5.724596674	13.89777611	10.14316585	-0.825262055	0.454346033
MvSl-1064-A2-R4_A2g00175	MvSl-1064-A1-R4_A2	MAT	403800	403973	6.535144545	-3.43050632	-1.242092175	2.188414145	1.74E-07	0.116017051	4.71E-05	1.11E-06	0.194742907	0.000412505	4.415135258	4.746685133	7.746242407	7.206699621	5.964237274	4.937684185	4.580910195	7.476471014	5.450960729	-0.250876246	0.455846934
MvSl-1064-A2-R4_A2g00751	MvSl-1064-A1-R4_A2	MAT	1591856	1592067	3.756885534	-4.42261182	0	4.42261182	0.025793827	1	0.013138693	0.056505967	1	0.047501427	3.113756926	3.113756926	4.21929665	4.374944685	3.113756926	3.113756926	3.113756926	4.297120668	3.113756926	0	0.464713964
MvSl-1064-A2-R4_A2g01467	MvSl-1064-A1-R4_A2	MAT	3255591	3256061	4.72232035	-0.208688238	2.116240371	2.324928609	0.807732963	0.064595958	0.026390015	0.909799437	0.118007458	0.087459216	5.088023658	4.746685133	4.837790381	5.281219206	3.113756926	4.12537752	4.917354396	5.059504794	3.619567223	0.442065124	0.483178975
MvSl-1064-A2-R4_A2g01709	MvSl-1064-A1-R4_A2	MAT	3758851	3759567	7.036403024	-2.090866727	0.309023559	2.399890286	0.000896854	0.657875523	0.000131768	0.003070685	0.805975463	0.000993743	5.728760782	6.235634554	7.04027399	8.501264281	6.357343898	4.714192844	5.982197668	7.770769136	5.535768371	0.111892003	0.489273822
MvSl-1064-A2-R4_A2g00436	MvSl-1064-A1-R4_A2	MAT	965155	966128	5.443070717	-0.195543182	2.150617135	2.346160317	0.781834062	0.01765372	0.005680884	0.890326454	0.038348626	0.025102708	5.334583991	5.982494148	6.231223284	5.38922813	4.543663241	3.70647688	5.658539069	5.810225707	4.12507006	0.456011001	0.494175586
MvSl-1064-A2-R4_A2g00848	MvSl-1064-A1-R4_A2	MAT	1789098	1789286	5.340719716	-2.6571434	-0.30292793	2.35421547	0.001382602	0.780293588	0.001534902	0.004467531	0.904510729	0.008266087	4.415135258	3.87969288	6.025799426	6.23196959	4.543663241	4.12537752	4.147414069	6.128884508	4.33452038	-0.063660276	0.499752153
MvSl-1064-A2-R4_A2g01541	MvSl-1064-A1-R4_A2	MAT	3386914	3387183	5.900332806	2.651933762	5.726370317	3.074436555	3.79E-05	1.99E-09	0.006616578	0.000170395	1.61E-08	0.027811146	6.863233303	7.6631261	4.659555351	5.281219206	3.759702068	3.113756926	7.263179702	4.970387279	3.436729497	1.079564972	0.532321964
MvSl-1064-A2-R4_A2g01067	MvSl-1064-A1-R4_A2	MAT	2318831	2319016	8.127656768	-7.527646649	-4.483863276	3.043783373	1.05E-30	4.51E-07	3.23E-16	6.06E-29	2.51E-06	7.59E-15	3.113756926	3.87969288	9.307116056	9.502085985	6.357343898	6.594247765	3.496724903	9.404601021	6.475795832	-0.889053201	0.538309239
MvSl-1064-A2-R4_A2g01708	MvSl-1064-A1-R4_A2	MAT	3758404	3758689	6.310291217	-8.231912084	-4.959489606	3.272422478	4.14E-07	0.01372965	0.00056502	2.49E-06	0.031172459	0.003477567	3.113756926	3.113756926	5.388558915	8.223381563	4.818211178	4.449618543	3.113756926	6.805970239	4.633914861	-0.573575212	0.554569305
MvSl-1064-A2-R4_A2g01712	MvSl-1064-A1-R4_A2	MAT	3767784	3768554	6.52129959	0.444647094	3.259271784	2.814624689	0.516885262	0.000116871	0.000752923	0.643926941	0.000454302	0.004526291	5.728760782	7.90129217	6.025799426	7.264573246	4.543663241	4.449618543	6.815026476	6.645186336	4.496640892	0.599871589	0.563461981
MvSl-1064-A2-R4_A2g01095	MvSl-1064-A1-R4_A2	MAT	2381659	2382034	5.230776339	1.274299813	4.526709043	3.25240923	0.103161344	7.60E-05	0.006589787	0.177190747	0.000307048	0.027811146	6.782459175	5.284439669	4.996407205	5.281219206	3.759702068	3.113756926	6.033449422	5.138813205	3.436729497	0.811946748	0.580398909
MvSl-1064-A2-R4_A2g01731	MvSl-1064-A1-R4_A2	MAT	3814036	3814323	4.492229827	-2.021167254	1.243826476	3.26499373	0.056243349	0.428861636	0.004923738	0.109315081	0.564176758	0.022135414	3.906463375	3.87969288	4.996407205	5.281219206	3.113756926	3.70647688	3.893078128	5.138813205	3.410116903	0.1910901	0.591614014
MvSl-1064-A2-R4_A2g01730	MvSl-1064-A1-R4_A2	MAT	3813478	3813972	7.487634675	-5.933144184	-2.790750233	3.142393951	2.28E-19	0.001572677	2.65E-12	5.36E-18	0.004567832	4.72E-11	3.906463375	3.87969288	8.385229616	8.978540551	5.422161035	6.040730786	3.893078128	8.681885084	5.73144591	-0.557987846	0.599109183
MvSl-1064-A2-R4_A2g01377	MvSl-1064-A1-R4_A2	MAT	3046536	3047073	5.19823403	-0.512744105	2.588017697	3.100761802	0.514085474	0.018039346	0.001988693	0.641985967	0.038698514	0.010491373	4.415135258	5.837049558	5.601030903	5.833536137	4.20429071	3.113756926	5.126092408	5.71728352	3.659023818	0.48640068	0.643871028
MvSl-1064-A2-R4_A2g01129	MvSl-1064-A1-R4_A2	MAT	2439423	2440133	4.661940146	-0.890477975	4.892917361	5.783395335	0.41803298	0.011408851	0.001120429	0.538960226	0.026933224	0.006508562	4.790459237	4.377359676	3.935762933	5.908058906	3.113756926	3.113756926	4.583909456	4.921910919	3.113756926	0.557922222	0.660562221
MvSl-1064-A2-R4_A2g01550	MvSl-1064-A1-R4_A2	MAT	3399843	3400036	4.677911112	-6.140559892	-2.407664987	3.732894905	0.000342662	0.297693037	0.001458805	0.00129311	0.421946118	0.00802343	3.113756926	3.113756926	5.139299501	5.833536137	3.759702068	3.113756926	3.113756926	5.486417819	3.436729497	-0.142379977	0.674828192
MvSl-1064-A2-R4_A2g01707	MvSl-1064-A1-R4_A2	MAT	3757436	3757846	4.430604762	-5.802125783	0	5.802125783	0.001464788	1	0.000493507	0.004674663	1	0.003111499	3.113756926	3.113756926	4.659555351	5.671842043	3.113756926	3.113756926	3.113756926	5.165698697	3.113756926	0	0.730307171
MvSl-1064-A2-R4_A2g00760	MvSl-1064-A1-R4_A2	MAT	1610153	1610348	4.443943501	-3.016497093	2.746992172	5.763489265	0.017886814	0.202665329	0.000476566	0.042225949	0.310913873	0.003079809	3.113756926	3.87969288	5.601030903	4.743880427	3.113756926	3.113756926	3.496724903	5.172455665	3.113756926	0.167347974	0.732193049
