gida1	part8	youngold	intron_nr_a1	intron_mean_a1	intron_total_a1	DE	DE2
MvSl-1064-A2-R4_MC02g03806	Auto	Auto	8	90.125	721	NON	NON
MvSl-1064-A2-R4_MC02g03807	Auto	Auto	5	72	360	NON	NON
MvSl-1064-A2-R4_MC02g03808	Auto	Auto	4	129	516	NON	NON
MvSl-1064-A2-R4_MC02g03809	Auto	Auto	5	84	420	NON	NON
MvSl-1064-A2-R4_MC02g03810	Auto	Auto	5	83.2	416	NON	NON
MvSl-1064-A2-R4_MC02g03811	Auto	Auto	5	73.6	368	NON	NON
MvSl-1064-A2-R4_MC02g03813	Auto	Auto	7	71	497	NON	NON
MvSl-1064-A2-R4_MC02g03814	Auto	Auto	6	98	588	NON	NON
MvSl-1064-A2-R4_MC02g03815	Auto	Auto	5	90	450	NON	NON
MvSl-1064-A2-R4_MC02g03816	Auto	Auto	3	103.667	311	NON	NON
MvSl-1064-A2-R4_MC02g03817	Auto	Auto	6	146.667	880	NON	NON
MvSl-1064-A2-R4_MC02g03819	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03820	Auto	Auto	1	151	151	NON	NON
MvSl-1064-A2-R4_MC02g03821	Auto	Auto	9	86.3333	777	NON	NON
MvSl-1064-A2-R4_MC02g03822	Auto	Auto	3	174.667	524	NON	NON
MvSl-1064-A2-R4_MC02g03824	Auto	Auto	3	65.3333	196	NON	NON
MvSl-1064-A2-R4_MC02g03825	Auto	Auto	2	88	176	NON	NON
MvSl-1064-A2-R4_MC02g03826	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03827	Auto	Auto	2	78.5	157	NON	NON
MvSl-1064-A2-R4_MC02g03829	Auto	Auto	6	102.5	615	NON	NON
MvSl-1064-A2-R4_MC02g03830	Auto	Auto	5	83.4	417	NON	NON
MvSl-1064-A2-R4_MC02g03831	Auto	Auto	13	90.2308	1173	NON	NON
MvSl-1064-A2-R4_MC02g03833	Auto	Auto	1	74	74	NON	NON
MvSl-1064-A2-R4_MC02g03835	Auto	Auto	5	120.8	604	NON	NON
MvSl-1064-A2-R4_MC02g03836	Auto	Auto	6	65.1667	391	NON	NON
MvSl-1064-A2-R4_MC02g03837	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03839	Auto	Auto	1	69	69	NON	NON
MvSl-1064-A2-R4_MC02g03840	Auto	Auto	1	73	73	NON	NON
MvSl-1064-A2-R4_MC02g03841	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03842	Auto	Auto	3	94	282	NON	NON
MvSl-1064-A2-R4_MC02g03845	Auto	Auto	4	102.25	409	NON	NON
MvSl-1064-A2-R4_MC02g03846	Auto	Auto	4	98.25	393	NON	NON
MvSl-1064-A2-R4_MC02g03847	Auto	Auto	3	111.667	335	NON	NON
MvSl-1064-A2-R4_MC02g03848	Auto	Auto	3	110.667	332	NON	NON
MvSl-1064-A2-R4_MC02g03850	Auto	Auto	6	69.8333	419	NON	NON
MvSl-1064-A2-R4_MC02g03851	Auto	Auto	2	81	162	NON	NON
MvSl-1064-A2-R4_MC02g03852	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03853	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03854	Auto	Auto	3	139	417	NON	NON
MvSl-1064-A2-R4_MC02g03855	Auto	Auto	11	99	1089	NON	NON
MvSl-1064-A2-R4_MC02g03858	Auto	Auto	6	92.1667	553	NON	NON
MvSl-1064-A2-R4_MC02g03859	Auto	Auto	5	64.4	322	NON	NON
MvSl-1064-A2-R4_MC02g03860	Auto	Auto	4	174	696	NON	NON
MvSl-1064-A2-R4_MC02g03861	Auto	Auto	5	70.8	354	NON	NON
MvSl-1064-A2-R4_MC02g03863	Auto	Auto	4	104.75	419	NON	NON
MvSl-1064-A2-R4_MC02g03864	Auto	Auto	3	89.3333	268	NON	NON
MvSl-1064-A2-R4_MC02g03865	Auto	Auto	6	76.3333	458	NON	NON
MvSl-1064-A2-R4_MC02g03866	Auto	Auto	5	79.2	396	NON	NON
MvSl-1064-A2-R4_MC02g03867	Auto	Auto	4	103.25	413	NON	NON
MvSl-1064-A2-R4_MC02g03868	Auto	Auto	1	71	71	NON	NON
MvSl-1064-A2-R4_MC02g03869	Auto	Auto	1	60	60	NON	NON
MvSl-1064-A2-R4_MC02g03870	Auto	Auto	4	84	336	NON	NON
MvSl-1064-A2-R4_MC02g03871	Auto	Auto	4	79.75	319	NON	NON
MvSl-1064-A2-R4_MC02g03874	Auto	Auto	4	83.75	335	NON	NON
MvSl-1064-A2-R4_MC02g03875	Auto	Auto	10	86	860	NON	NON
MvSl-1064-A2-R4_MC02g03876	Auto	Auto	4	95	380	NON	NON
MvSl-1064-A2-R4_MC02g03877	Auto	Auto	10	64.5	645	NON	NON
MvSl-1064-A2-R4_MC02g03878	Auto	Auto	3	128	384	NON	NON
MvSl-1064-A2-R4_MC02g03879	Auto	Auto	3	85.3333	256	NON	NON
MvSl-1064-A2-R4_MC02g03880	Auto	Auto	5	113.6	568	NON	NON
MvSl-1064-A2-R4_MC02g03881	Auto	Auto	5	157	785	NON	NON
MvSl-1064-A2-R4_MC02g03886	Auto	Auto	14	95.7857	1341	NON	NON
MvSl-1064-A2-R4_MC02g03887	Auto	Auto	3	61.3333	184	NON	NON
MvSl-1064-A2-R4_MC02g03888	Auto	Auto	7	109.429	766	NON	NON
MvSl-1064-A2-R4_MC02g03889	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03891	Auto	Auto	2	99.5	199	NON	NON
MvSl-1064-A2-R4_MC02g03892	Auto	Auto	2	144	288	NON	NON
MvSl-1064-A2-R4_MC02g03893	Auto	Auto	12	72	864	NON	NON
MvSl-1064-A2-R4_MC02g03894	Auto	Auto	5	108.2	541	NON	NON
MvSl-1064-A2-R4_MC02g03896	Auto	Auto	3	69.3333	208	NON	NON
MvSl-1064-A2-R4_MC02g03897	Auto	Auto	3	69.3333	208	NON	NON
MvSl-1064-A2-R4_MC02g03898	Auto	Auto	2	81.5	163	NON	NON
MvSl-1064-A2-R4_MC02g03899	Auto	Auto	4	83.75	335	NON	NON
MvSl-1064-A2-R4_MC02g03900	Auto	Auto	3	102.667	308	NON	NON
MvSl-1064-A2-R4_MC02g03901	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03902	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03903	Auto	Auto	10	103.4	1034	NON	NON
MvSl-1064-A2-R4_MC02g03904	Auto	Auto	8	82.125	657	NON	NON
MvSl-1064-A2-R4_MC02g03905	Auto	Auto	5	73.2	366	NON	NON
MvSl-1064-A2-R4_MC02g03906	Auto	Auto	7	108.286	758	NON	NON
MvSl-1064-A2-R4_MC02g03907	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03908	Auto	Auto	5	56.6	283	NON	NON
MvSl-1064-A2-R4_MC02g03909	Auto	Auto	4	90	360	NON	NON
MvSl-1064-A2-R4_MC02g03910	Auto	Auto	3	75.6667	227	NON	NON
MvSl-1064-A2-R4_MC02g03911	Auto	Auto	3	146.333	439	NON	NON
MvSl-1064-A2-R4_MC02g03912	Auto	Auto	6	84.3333	506	NON	NON
MvSl-1064-A2-R4_MC02g03913	Auto	Auto	4	160.75	643	NON	NON
MvSl-1064-A2-R4_MC02g03914	Auto	Auto	5	77.8	389	NON	NON
MvSl-1064-A2-R4_MC02g03915	Auto	Auto	5	89.8	449	NON	NON
MvSl-1064-A2-R4_MC02g03916	Auto	Auto	6	153.333	920	NON	NON
MvSl-1064-A2-R4_MC02g03917	Auto	Auto	3	77.3333	232	NON	NON
MvSl-1064-A2-R4_MC02g03919	Auto	Auto	1	81	81	NON	NON
MvSl-1064-A2-R4_MC02g03920	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03922	Auto	Auto	6	83	498	NON	NON
MvSl-1064-A2-R4_MC02g03923	Auto	Auto	8	90.25	722	NON	NON
MvSl-1064-A2-R4_MC02g03924	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03925	Auto	Auto	5	144	720	NON	NON
MvSl-1064-A2-R4_MC02g03926	Auto	Auto	3	93	279	NON	NON
MvSl-1064-A2-R4_MC02g03927	Auto	Auto	6	76.6667	460	NON	NON
MvSl-1064-A2-R4_MC02g03928	Auto	Auto	6	78.3333	470	NON	NON
MvSl-1064-A2-R4_MC02g03930	Auto	Auto	2	101.5	203	NON	NON
MvSl-1064-A2-R4_MC02g03931	Auto	Auto	1	99	99	NON	NON
MvSl-1064-A2-R4_MC02g03933	Auto	Auto	13	82.3846	1071	NON	NON
MvSl-1064-A2-R4_MC02g03934	Auto	Auto	5	77.6	388	NON	NON
MvSl-1064-A2-R4_MC02g03935	Auto	Auto	2	71.5	143	NON	NON
MvSl-1064-A2-R4_MC02g03936	Auto	Auto	1	92	92	NON	NON
MvSl-1064-A2-R4_MC02g03937	Auto	Auto	7	82.7143	579	NON	NON
MvSl-1064-A2-R4_MC02g03939	Auto	Auto	3	88	264	NON	NON
MvSl-1064-A2-R4_MC02g03940	Auto	Auto	2	57.5	115	NON	NON
MvSl-1064-A2-R4_MC02g03943	Auto	Auto	1	62	62	NON	NON
MvSl-1064-A2-R4_MC02g03944	Auto	Auto	1	78	78	NON	NON
MvSl-1064-A2-R4_MC02g03945	Auto	Auto	1	56	56	NON	NON
MvSl-1064-A2-R4_MC02g03946	Auto	Auto	5	114.4	572	NON	NON
MvSl-1064-A2-R4_MC02g03947	Auto	Auto	1	89	89	NON	NON
MvSl-1064-A2-R4_MC02g03948	Auto	Auto	4	126	504	NON	NON
MvSl-1064-A2-R4_MC02g03949	Auto	Auto	3	102.667	308	NON	NON
MvSl-1064-A2-R4_MC02g03950	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03951	Auto	Auto	2	89.5	179	NON	NON
MvSl-1064-A2-R4_MC02g03952	Auto	Auto	6	175.167	1051	NON	NON
MvSl-1064-A2-R4_MC02g03957	Auto	Auto	7	112.286	786	NON	NON
MvSl-1064-A2-R4_MC02g03958	Auto	Auto	12	143.75	1725	NON	NON
MvSl-1064-A2-R4_MC02g03959	Auto	Auto	2	97	194	NON	NON
MvSl-1064-A2-R4_MC02g03960	Auto	Auto	1	73	73	NON	NON
MvSl-1064-A2-R4_MC02g03961	Auto	Auto	2	102	204	NON	NON
MvSl-1064-A2-R4_MC02g03962	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03963	Auto	Auto	9	100.889	908	NON	NON
MvSl-1064-A2-R4_MC02g03964	Auto	Auto	3	115	345	NON	NON
MvSl-1064-A2-R4_MC02g03965	Auto	Auto	3	71.6667	215	NON	NON
MvSl-1064-A2-R4_MC02g03966	Auto	Auto	10	76.4	764	NON	NON
MvSl-1064-A2-R4_MC02g03967	Auto	Auto	4	82.25	329	NON	NON
MvSl-1064-A2-R4_MC02g03968	Auto	Auto	2	55.5	111	NON	NON
MvSl-1064-A2-R4_MC02g03969	Auto	Auto	2	92	184	NON	NON
MvSl-1064-A2-R4_MC02g03970	Auto	Auto	3	97	291	NON	NON
MvSl-1064-A2-R4_MC02g03971	Auto	Auto	4	84.5	338	NON	NON
MvSl-1064-A2-R4_MC02g03972	Auto	Auto	2	54	108	NON	NON
MvSl-1064-A2-R4_MC02g03973	Auto	Auto	10	91.7	917	NON	NON
MvSl-1064-A2-R4_MC02g03974	Auto	Auto	6	79.8333	479	NON	NON
MvSl-1064-A2-R4_MC02g03975	Auto	Auto	4	101	404	NON	NON
MvSl-1064-A2-R4_MC02g03976	Auto	Auto	2	87	174	NON	NON
MvSl-1064-A2-R4_MC02g03977	Auto	Auto	5	78	390	NON	NON
MvSl-1064-A2-R4_MC02g03978	Auto	Auto	4	70	280	NON	NON
MvSl-1064-A2-R4_MC02g03979	Auto	Auto	5	66	330	NON	NON
MvSl-1064-A2-R4_MC02g03980	Auto	Auto	1	66	66	NON	NON
MvSl-1064-A2-R4_MC02g03981	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03982	Auto	Auto	7	95.4286	668	NON	NON
MvSl-1064-A2-R4_MC02g03983	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03984	Auto	Auto	4	67.25	269	NON	NON
MvSl-1064-A2-R4_MC02g03985	Auto	Auto	1	85	85	NON	NON
MvSl-1064-A2-R4_MC02g03986	Auto	Auto	4	69.75	279	NON	NON
MvSl-1064-A2-R4_MC02g03987	Auto	Auto	3	78	234	NON	NON
MvSl-1064-A2-R4_MC02g03988	Auto	Auto	5	66.8	334	NON	NON
MvSl-1064-A2-R4_MC02g03989	Auto	Auto	10	70.6	706	NON	NON
MvSl-1064-A2-R4_MC02g03990	Auto	Auto	9	81.7778	736	NON	NON
MvSl-1064-A2-R4_MC02g03991	Auto	Auto	9	74.6667	672	NON	NON
MvSl-1064-A2-R4_MC02g03992	Auto	Auto	3	126	378	NON	NON
MvSl-1064-A2-R4_MC02g03993	Auto	Auto	5	69.2	346	NON	NON
MvSl-1064-A2-R4_MC02g03994	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03995	Auto	Auto	4	97.75	391	NON	NON
MvSl-1064-A2-R4_MC02g03996	Auto	Auto	6	135.333	812	NON	NON
MvSl-1064-A2-R4_MC02g03997	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g03998	Auto	Auto	7	88	616	NON	NON
MvSl-1064-A2-R4_MC02g03999	Auto	Auto	3	97	291	NON	NON
MvSl-1064-A2-R4_MC02g04000	Auto	Auto	8	96.625	773	NON	NON
MvSl-1064-A2-R4_MC02g04001	Auto	Auto	5	89.2	446	NON	NON
MvSl-1064-A2-R4_MC02g04002	Auto	Auto	3	86.3333	259	NON	NON
MvSl-1064-A2-R4_MC02g04003	Auto	Auto	6	101.833	611	NON	NON
MvSl-1064-A2-R4_MC02g04004	Auto	Auto	8	88.5	708	NON	NON
MvSl-1064-A2-R4_MC02g04005	Auto	Auto	2	74	148	NON	NON
MvSl-1064-A2-R4_MC02g04006	Auto	Auto	9	96	864	NON	NON
MvSl-1064-A2-R4_MC02g04007	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g04008	Auto	Auto	2	69	138	NON	NON
MvSl-1064-A2-R4_MC02g04009	Auto	Auto	5	130.2	651	NON	NON
MvSl-1064-A2-R4_MC02g04010	Auto	Auto	1	73	73	NON	NON
MvSl-1064-A2-R4_MC02g04011	Auto	Auto	2	79	158	NON	NON
MvSl-1064-A2-R4_MC02g04012	Auto	Auto	8	114.75	918	NON	NON
MvSl-1064-A2-R4_MC02g04013	Auto	Auto	1	111	111	NON	NON
MvSl-1064-A2-R4_MC02g04014	Auto	Auto	8	90.875	727	NON	NON
MvSl-1064-A2-R4_MC02g04016	Auto	Auto	2	198	396	NON	NON
MvSl-1064-A2-R4_MC02g04017	Auto	Auto	4	76.5	306	NON	NON
MvSl-1064-A2-R4_MC02g04018	Auto	Auto	1	75	75	NON	NON
MvSl-1064-A2-R4_MC02g04019	Auto	Auto	5	79.6	398	NON	NON
MvSl-1064-A2-R4_MC02g04020	Auto	Auto	3	73.3333	220	NON	NON
MvSl-1064-A2-R4_MC02g04021	Auto	Auto	1	52	52	NON	NON
MvSl-1064-A2-R4_MC02g04022	Auto	Auto	2	145.5	291	NON	NON
MvSl-1064-A2-R4_MC02g04023	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g04024	Auto	Auto	2	167.5	335	NON	NON
MvSl-1064-A2-R4_MC02g04025	Auto	Auto	1	133	133	NON	NON
MvSl-1064-A2-R4_MC02g04026	Auto	Auto	8	75	600	NON	NON
MvSl-1064-A2-R4_MC02g04027	Auto	Auto	4	108.5	434	NON	NON
MvSl-1064-A2-R4_MC02g04028	Auto	Auto	1	90	90	NON	NON
MvSl-1064-A2-R4_MC02g04029	Auto	Auto	4	104	416	NON	NON
MvSl-1064-A2-R4_MC02g04030	Auto	Auto	6	169	1014	NON	NON
MvSl-1064-A2-R4_MC02g04031	Auto	Auto	8	91	728	NON	NON
MvSl-1064-A2-R4_MC02g04032	Auto	Auto	5	105	525	NON	NON
MvSl-1064-A2-R4_MC02g04033	Auto	Auto	32	78.3125	2506	NON	NON
MvSl-1064-A2-R4_MC02g04034	Auto	Auto	31	83.2903	2582	NON	NON
MvSl-1064-A2-R4_MC02g04035	Auto	Auto	3	96	288	NON	NON
MvSl-1064-A2-R4_MC02g04036	Auto	Auto	3	92.6667	278	NON	NON
MvSl-1064-A2-R4_MC02g04037	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g04038	Auto	Auto	7	75.7143	530	NON	NON
MvSl-1064-A2-R4_MC02g04039	Auto	Auto	5	75.2	376	NON	NON
MvSl-1064-A2-R4_MC02g04040	Auto	Auto	1	69	69	NON	NON
MvSl-1064-A2-R4_MC02g04041	Auto	Auto	1	68	68	NON	NON
MvSl-1064-A2-R4_MC02g04042	Auto	Auto	3	150	450	NON	NON
MvSl-1064-A2-R4_MC02g04043	Auto	Auto	2	68.5	137	NON	NON
MvSl-1064-A2-R4_MC02g04044	Auto	Auto	2	52.5	105	NON	NON
MvSl-1064-A2-R4_MC02g04046	Auto	Auto	3	250.333	751	NON	NON
MvSl-1064-A2-R4_MC02g04047	Auto	Auto	11	80.5455	886	NON	NON
MvSl-1064-A2-R4_MC02g04048	Auto	Auto	2	87.5	175	NON	NON
MvSl-1064-A2-R4_MC02g04053	Auto	Auto	2	129.5	259	NON	NON
MvSl-1064-A2-R4_MC02g04054	Auto	Auto	4	83.25	333	NON	NON
MvSl-1064-A2-R4_MC02g04055	Auto	Auto	4	72	288	NON	NON
MvSl-1064-A2-R4_MC02g04056	Auto	Auto	5	139.2	696	NON	NON
MvSl-1064-A2-R4_MC02g04058	Auto	Auto	3	81.3333	244	NON	NON
MvSl-1064-A2-R4_MC02g04059	Auto	Auto	6	78.8333	473	NON	NON
MvSl-1064-A2-R4_MC02g04060	Auto	Auto	1	346	346	NON	NON
MvSl-1064-A2-R4_MC02g04061	Auto	Auto	14	86.1429	1206	NON	NON
MvSl-1064-A2-R4_MC02g04062	Auto	Auto	3	121.333	364	NON	NON
MvSl-1064-A2-R4_MC02g04063	Auto	Auto	2	126.5	253	NON	NON
MvSl-1064-A2-R4_MC02g04064	Auto	Auto	8	85.625	685	NON	NON
MvSl-1064-A2-R4_MC02g04065	Auto	Auto	6	77.5	465	NON	NON
MvSl-1064-A2-R4_MC02g04066	Auto	Auto	8	89.25	714	NON	NON
MvSl-1064-A2-R4_MC02g04067	Auto	Auto	4	83.5	334	NON	NON
MvSl-1064-A2-R4_MC02g04068	Auto	Auto	10	84.3	843	NON	NON
MvSl-1064-A2-R4_MC02g04069	Auto	Auto	6	113.167	679	NON	NON
MvSl-1064-A2-R4_MC02g04070	Auto	Auto	3	164.333	493	NON	NON
MvSl-1064-A2-R4_MC02g04071	Auto	Auto	4	105.75	423	NON	NON
MvSl-1064-A2-R4_MC02g04072	Auto	Auto	3	116.333	349	NON	NON
MvSl-1064-A2-R4_MC02g04073	Auto	Auto	4	76.5	306	NON	NON
MvSl-1064-A2-R4_MC02g04074	Auto	Auto	3	85.3333	256	NON	NON
MvSl-1064-A2-R4_MC02g04075	Auto	Auto	5	74.4	372	NON	NON
MvSl-1064-A2-R4_MC02g04076	Auto	Auto	2	93	186	NON	NON
MvSl-1064-A2-R4_MC02g04077	Auto	Auto	2	91	182	NON	NON
MvSl-1064-A2-R4_MC02g04078	Auto	Auto	3	87	261	NON	NON
MvSl-1064-A2-R4_MC02g04080	Auto	Auto	2	61	122	NON	NON
MvSl-1064-A2-R4_MC02g04081	Auto	Auto	1	77	77	NON	NON
MvSl-1064-A2-R4_MC02g04082	Auto	Auto	2	109.5	219	NON	NON
MvSl-1064-A2-R4_MC02g04085	Auto	Auto	1	380	380	NON	NON
MvSl-1064-A2-R4_MC02g04087	Auto	Auto	6	80	480	NON	NON
MvSl-1064-A2-R4_MC02g04088	Auto	Auto	3	75	225	NON	NON
MvSl-1064-A2-R4_MC02g04089	Auto	Auto	3	102.333	307	NON	NON
MvSl-1064-A2-R4_MC02g04090	Auto	Auto	6	64.8333	389	NON	NON
MvSl-1064-A2-R4_MC02g04091	Auto	Auto	5	79.2	396	NON	NON
MvSl-1064-A2-R4_MC02g04092	Auto	Auto	2	96.5	193	NON	NON
MvSl-1064-A2-R4_MC02g04093	Auto	Auto	1	79	79	NON	NON
MvSl-1064-A2-R4_MC02g04094	Auto	Auto	6	89	534	NON	NON
MvSl-1064-A2-R4_MC02g04095	Auto	Auto	2	126.5	253	NON	NON
MvSl-1064-A2-R4_MC02g04096	Auto	Auto	6	64.8333	389	NON	NON
MvSl-1064-A2-R4_MC02g04097	Auto	Auto	2	67.5	135	NON	NON
MvSl-1064-A2-R4_MC02g04098	Auto	Auto	2	116.5	233	NON	NON
MvSl-1064-A2-R4_MC02g04099	Auto	Auto	6	81	486	NON	NON
MvSl-1064-A2-R4_MC02g04100	Auto	Auto	2	76	152	NON	NON
MvSl-1064-A2-R4_MC02g04101	Auto	Auto	4	146.5	586	NON	NON
MvSl-1064-A2-R4_MC02g04102	Auto	Auto	2	82	164	NON	NON
MvSl-1064-A2-R4_MC02g04103	Auto	Auto	3	97	291	NON	NON
MvSl-1064-A2-R4_MC02g04104	Auto	Auto	3	74.3333	223	NON	NON
MvSl-1064-A2-R4_MC02g04105	Auto	Auto	2	94	188	NON	NON
MvSl-1064-A2-R4_MC02g04106	Auto	Auto	6	68.1667	409	NON	NON
MvSl-1064-A2-R4_MC02g04107	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g04108	Auto	Auto	14	77.5	1085	NON	NON
MvSl-1064-A2-R4_MC02g04109	Auto	Auto	6	94.5	567	NON	NON
MvSl-1064-A2-R4_MC02g04110	Auto	Auto	8	89.25	714	NON	NON
MvSl-1064-A2-R4_MC02g04111	Auto	Auto	3	115.333	346	NON	NON
MvSl-1064-A2-R4_MC02g04112	Auto	Auto	4	67.75	271	NON	NON
MvSl-1064-A2-R4_MC02g04113	Auto	Auto	4	68.75	275	NON	NON
MvSl-1064-A2-R4_MC02g04114	Auto	Auto	10	103.6	1036	NON	NON
MvSl-1064-A2-R4_MC02g04115	Auto	Auto	9	69.5556	626	NON	NON
MvSl-1064-A2-R4_MC02g04116	Auto	Auto	3	83.6667	251	NON	NON
MvSl-1064-A2-R4_MC02g04117	Auto	Auto	7	75.8571	531	NON	NON
MvSl-1064-A2-R4_MC02g04118	Auto	Auto	6	171.833	1031	NON	NON
MvSl-1064-A2-R4_MC02g04119	Auto	Auto	4	169.5	678	NON	NON
MvSl-1064-A2-R4_MC02g04120	Auto	Auto	1	98	98	NON	NON
MvSl-1064-A2-R4_MC02g04121	Auto	Auto	2	163.5	327	NON	NON
MvSl-1064-A2-R4_MC02g04122	Auto	Auto	5	99.4	497	NON	NON
MvSl-1064-A2-R4_MC02g04123	Auto	Auto	5	82.2	411	NON	NON
MvSl-1064-A2-R4_MC02g04124	Auto	Auto	6	139.5	837	NON	NON
MvSl-1064-A2-R4_MC02g04125	Auto	Auto	4	111.25	445	NON	NON
MvSl-1064-A2-R4_MC02g04126	Auto	Auto	3	80	240	NON	NON
MvSl-1064-A2-R4_MC02g04127	Auto	Auto	12	86.9167	1043	NON	NON
MvSl-1064-A2-R4_MC02g04128	Auto	Auto	3	80.3333	241	NON	NON
MvSl-1064-A2-R4_MC02g04130	Auto	Auto	1	101	101	NON	NON
MvSl-1064-A2-R4_MC02g04131	Auto	Auto	5	163.4	817	NON	NON
MvSl-1064-A2-R4_MC02g04132	Auto	Auto	3	87.3333	262	NON	NON
MvSl-1064-A2-R4_MC02g04133	Auto	Auto	3	61.6667	185	NON	NON
MvSl-1064-A2-R4_MC02g04134	Auto	Auto	2	55.5	111	NON	NON
MvSl-1064-A2-R4_MC02g04135	Auto	Auto	2	75	150	NON	NON
MvSl-1064-A2-R4_MC02g04136	Auto	Auto	2	95	190	NON	NON
MvSl-1064-A2-R4_MC02g04137	Auto	Auto	1	118	118	NON	NON
MvSl-1064-A2-R4_MC02g04138	Auto	Auto	5	81.2	406	NON	NON
MvSl-1064-A2-R4_MC02g04142	Auto	Auto	5	87.8	439	NON	NON
MvSl-1064-A2-R4_MC02g04143	Auto	Auto	7	84.1429	589	NON	NON
MvSl-1064-A2-R4_MC02g04144	Auto	Auto	3	74.3333	223	NON	NON
MvSl-1064-A2-R4_MC02g04145	Auto	Auto	6	92	552	NON	NON
MvSl-1064-A2-R4_MC02g04146	Auto	Auto	4	90.25	361	NON	NON
MvSl-1064-A2-R4_MC02g04147	Auto	Auto	3	149.667	449	NON	NON
MvSl-1064-A2-R4_MC02g04148	Auto	Auto	6	124.667	748	NON	NON
MvSl-1064-A2-R4_MC02g04152	Auto	Auto	4	68.5	274	NON	NON
MvSl-1064-A2-R4_MC02g04153	Auto	Auto	1	47	47	NON	NON
MvSl-1064-A2-R4_MC02g04154	Auto	Auto	1	46	46	NON	NON
MvSl-1064-A2-R4_MC02g04155	Auto	Auto	2	76	152	NON	NON
MvSl-1064-A2-R4_MC02g04156	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g04157	Auto	Auto	2	76.5	153	NON	NON
MvSl-1064-A2-R4_MC02g04158	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g04159	Auto	Auto	2	97.5	195	NON	NON
MvSl-1064-A2-R4_MC02g04160	Auto	Auto	1	76	76	NON	NON
MvSl-1064-A2-R4_MC02g04161	Auto	Auto	4	74	296	NON	NON
MvSl-1064-A2-R4_MC02g04162	Auto	Auto	4	83	332	NON	NON
MvSl-1064-A2-R4_MC02g04174	Auto	Auto	1	68	68	NON	NON
MvSl-1064-A2-R4_MC02g04175	Auto	Auto	11	109.273	1202	NON	NON
MvSl-1064-A2-R4_MC02g04176	Auto	Auto	6	83.8333	503	NON	NON
MvSl-1064-A2-R4_MC02g04177	Auto	Auto	5	69.6	348	NON	NON
MvSl-1064-A2-R4_MC02g04178	Auto	Auto	7	89.8571	629	NON	NON
MvSl-1064-A2-R4_MC02g04180	Auto	Auto	1	0	0	NON	NON
MvSl-1064-A2-R4_MC02g04181	Auto	Auto	2	69	138	NON	NON
MvSl-1064-A2-R4_MC02g04182	Auto	Auto	4	85.5	342	NON	NON
MvSl-1064-A2-R4_MC02g04183	Auto	Auto	6	112.333	674	NON	NON
MvSl-1064-A2-R4_MC02g04184	Auto	Auto	7	123.857	867	NON	NON
MvSl-1064-A2-R4_MC02g04185	Auto	Auto	4	98.25	393	NON	NON
MvSl-1064-A2-R4_MC02g04186	Auto	Auto	3	68.6667	206	NON	NON
MvSl-1064-A2-R4_MC02g04187	Auto	Auto	3	207.667	623	NON	NON
MvSl-1064-A2-R4_MC02g04188	Auto	Auto	2	115	230	NON	NON
MvSl-1064-A2-R4_MC02g04189	Auto	Auto	4	92.25	369	NON	NON
MvSl-1064-A2-R4_MC02g04190	Auto	Auto	8	86	688	NON	NON
MvSl-1064-A2-R4_MC02g04191	Auto	Auto	6	80.8333	485	NON	NON
MvSl-1064-A2-R4_MC02g04194	Auto	Auto	2	138	276	NON	NON
MvSl-1064-A2-R4_MC02g04195	Auto	Auto	5	68.8	344	NON	NON
MvSl-1064-A2-R4_MC02g04196	Auto	Auto	9	72.8889	656	NON	NON
MvSl-1064-A2-R4_MC02g04197	Auto	Auto	4	76.75	307	NON	NON
MvSl-1064-A2-R4_MC02g04198	Auto	Auto	8	91.875	735	NON	NON
