gida1	prot	cds	part8	youngold	intron_nr	intron_mean	intron_total	DE	DE2	haploid
MvSl-1064-A2-R4_MC02g04255	464	1395	Auto	Auto	4	90.5	362	NON	NON	A2
MvSl-1064-A2-R4_MC02g04256	249	750	Auto	Auto	1	135	135	NON	NON	A2
MvSl-1064-A2-R4_MC02g04257	617	1854	Auto	Auto	10	103	1030	NON	NON	A2
MvSl-1064-A2-R4_MC02g04258	742	2229	Auto	Auto	6	110.167	661	NON	NON	A2
MvSl-1064-A2-R4_MC02g04259	412	1239	Auto	Auto	6	79.3333	476	NON	NON	A2
MvSl-1064-A2-R4_MC02g04260	419	1260	Auto	Auto	7	106.143	743	NON	NON	A2
MvSl-1064-A2-R4_MC02g04261	134	405	Auto	Auto	1	285	285	NON	NON	A2
MvSl-1064-A2-R4_MC02g04262	164	495	Auto	Auto	1	189	189	NON	NON	A2
MvSl-1064-A2-R4_MC02g04263	578	1737	Auto	Auto	4	83	332	NON	NON	A2
MvSl-1064-A2-R4_MC02g04264	856	2571	Auto	Auto	5	96.8	484	NON	NON	A2
MvSl-1064-A2-R4_MC02g04265	627	1884	Auto	Auto	2	203.5	407	NON	NON	A2
MvSl-1064-A2-R4_MC02g04266	846	2541	Auto	Auto	4	87.75	351	NON	NON	A2
MvSl-1064-A2-R4_MC02g04267	160	483	Auto	Auto	4	98.75	395	NON	NON	A2
MvSl-1064-A2-R4_MC02g04268	582	1749	Auto	Auto	7	81.1429	568	NON	NON	A2
MvSl-1064-A2-R4_MC02g04269	484	1455	Auto	Auto	5	74.2	371	NON	NON	A2
MvSl-1064-A2-R4_MC02g04270	292	879	Auto	Auto	4	113.75	455	NON	NON	A2
MvSl-1064-A2-R4_MC02g04271	629	1890	Auto	Auto	3	181.667	545	NON	NON	A2
MvSl-1064-A2-R4_MC02g04272	425	1278	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04273	532	1599	Auto	Auto	2	183.5	367	NON	NON	A2
MvSl-1064-A2-R4_MC02g04274	102	309	Auto	Auto	1	68	68	NON	NON	A2
MvSl-1064-A2-R4_MC02g04276	155	468	Auto	Auto	1	98	98	NON	NON	A2
MvSl-1064-A2-R4_MC02g04278	309	930	Auto	Auto	5	74.6	373	NON	NON	A2
MvSl-1064-A2-R4_MC02g04279	1330	3993	Auto	Auto	8	60.875	487	NON	NON	A2
MvSl-1064-A2-R4_MC02g04280	192	579	Auto	Auto	1	69	69	NON	NON	A2
MvSl-1064-A2-R4_MC02g04282	263	792	Auto	Auto	1	70	70	NON	NON	A2
MvSl-1064-A2-R4_MC02g04283	1162	3489	Auto	Auto	9	77.4444	697	NON	NON	A2
MvSl-1064-A2-R4_MC02g04284	180	543	Auto	Auto	2	155	310	NON	NON	A2
MvSl-1064-A2-R4_MC02g04285	368	1107	Auto	Auto	5	79.6	398	NON	NON	A2
MvSl-1064-A2-R4_MC02g04286	1141	3426	Auto	Auto	1	54	54	NON	NON	A2
MvSl-1064-A2-R4_MC02g04287	367	1104	Auto	Auto	4	82.25	329	NON	NON	A2
MvSl-1064-A2-R4_MC02g04288	210	633	Auto	Auto	3	80.6667	242	NON	NON	A2
MvSl-1064-A2-R4_MC02g04289	1156	3471	Auto	Auto	4	121.5	486	NON	NON	A2
MvSl-1064-A2-R4_MC02g04290	738	2217	Auto	Auto	6	84.1667	505	NON	NON	A2
MvSl-1064-A2-R4_MC02g04291	620	1863	Auto	Auto	5	72.4	362	NON	NON	A2
MvSl-1064-A2-R4_MC02g04292	379	1140	Auto	Auto	5	63	315	NON	NON	A2
MvSl-1064-A2-R4_MC02g04293	590	1773	Auto	Auto	6	152.167	554	NON	NON	A2
MvSl-1064-A2-R4_MC02g04294	559	1680	Auto	Auto	8	99.125	793	NON	NON	A2
MvSl-1064-A2-R4_MC02g04295	565	1698	Auto	Auto	7	84	588	NON	NON	A2
MvSl-1064-A2-R4_MC02g04296	769	2310	Auto	Auto	9	71.7778	646	NON	NON	A2
MvSl-1064-A2-R4_MC02g04297	389	1170	Auto	Auto	4	95.75	383	NON	NON	A2
MvSl-1064-A2-R4_MC02g04298	209	630	Auto	Auto	4	101.5	406	NON	NON	A2
MvSl-1064-A2-R4_MC02g04299	630	1893	Auto	Auto	2	65	130	NON	NON	A2
MvSl-1064-A2-R4_MC02g04300	338	1017	Auto	Auto	1	116	116	NON	NON	A2
MvSl-1064-A2-R4_MC02g04301	61	186	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04302	148	447	Auto	Auto	1	73	73	NON	NON	A2
MvSl-1064-A2-R4_MC02g04303	135	408	Auto	Auto	1	157	157	NON	NON	A2
MvSl-1064-A2-R4_MC02g04304	726	2181	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04305	469	1410	Auto	Auto	6	94.8333	569	NON	NON	A2
MvSl-1064-A2-R4_MC02g04307	363	1092	Auto	Auto	5	76.6	383	NON	NON	A2
MvSl-1064-A2-R4_MC02g04308	192	579	Auto	Auto	5	147.6	737	NON	NON	A2
MvSl-1064-A2-R4_MC02g04309	707	2124	Auto	Auto	8	117.5	940	NON	NON	A2
MvSl-1064-A2-R4_MC02g04311	569	1710	Auto	Auto	6	88.3333	530	NON	NON	A2
MvSl-1064-A2-R4_MC02g04312	1558	4677	Auto	Auto	2	77	154	NON	NON	A2
MvSl-1064-A2-R4_MC02g04313	452	1359	Auto	Auto	1	195	195	NON	NON	A2
MvSl-1064-A2-R4_MC02g04314	1522	4569	Auto	Auto	2	68.5	137	NON	NON	A2
MvSl-1064-A2-R4_MC02g04315	338	1017	Auto	Auto	7	97	679	NON	NON	A2
MvSl-1064-A2-R4_MC02g04316	259	780	Auto	Auto	1	83	83	NON	NON	A2
MvSl-1064-A2-R4_MC02g04317	357	1074	Auto	Auto	3	101	303	NON	NON	A2
MvSl-1064-A2-R4_MC02g04318	354	1065	Auto	Auto	7	85.1429	596	NON	NON	A2
MvSl-1064-A2-R4_MC02g04319	1129	3390	Auto	Auto	2	110	220	NON	NON	A2
MvSl-1064-A2-R4_MC02g04321	517	1554	Auto	Auto	2	67	134	NON	NON	A2
MvSl-1064-A2-R4_MC02g04324	1650	4953	Auto	Auto	6	120	720	NON	NON	A2
MvSl-1064-A2-R4_MC02g04325	64	195	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04326	669	2010	Auto	Auto	3	81.6667	245	NON	NON	A2
MvSl-1064-A2-R4_MC02g04327	390	1173	Auto	Auto	4	139.5	558	NON	NON	A2
MvSl-1064-A2-R4_MC02g04328	798	2397	Auto	Auto	2	63	126	NON	NON	A2
MvSl-1064-A2-R4_MC02g04329	403	1212	Auto	Auto	3	73.6667	221	NON	NON	A2
MvSl-1064-A2-R4_MC02g04330	1399	4200	Auto	Auto	12	71	852	NON	NON	A2
MvSl-1064-A2-R4_MC02g04331	1235	3708	Auto	Auto	6	67.8333	407	NON	NON	A2
MvSl-1064-A2-R4_MC02g04332	614	1845	Auto	Auto	3	78.6667	236	NON	NON	A2
MvSl-1064-A2-R4_MC02g04333	467	1404	Auto	Auto	5	90.4	452	NON	NON	A2
MvSl-1064-A2-R4_MC02g04334	142	429	Auto	Auto	10	77.7	777	NON	NON	A2
MvSl-1064-A2-R4_MC02g04335	490	1473	Auto	Auto	8	72	576	NON	NON	A2
MvSl-1064-A2-R4_MC02g04336	1029	3090	Auto	Auto	3	61.6667	185	NON	NON	A2
MvSl-1064-A2-R4_MC02g04337	254	765	Auto	Auto	1	137	137	NON	NON	A2
MvSl-1064-A2-R4_MC02g04338	643	1932	Auto	Auto	4	127.25	509	NON	NON	A2
MvSl-1064-A2-R4_MC02g04340	586	1761	Auto	Auto	3	71.3333	214	NON	NON	A2
MvSl-1064-A2-R4_MC02g04341	527	1584	Auto	Auto	5	85.2	426	NON	NON	A2
MvSl-1064-A2-R4_MC02g04342	972	2919	Auto	Auto	5	71.2	356	NON	NON	A2
MvSl-1064-A2-R4_MC02g04343	271	816	Auto	Auto	1	43	43	NON	NON	A2
MvSl-1064-A2-R4_MC02g04344	153	462	Auto	Auto	1	71	71	NON	NON	A2
MvSl-1064-A2-R4_MC02g04345	313	942	Auto	Auto	3	80.6667	242	NON	NON	A2
MvSl-1064-A2-R4_MC02g04346	1149	3450	Auto	Auto	2	78	156	NON	NON	A2
MvSl-1064-A2-R4_MC02g04347	169	510	Auto	Auto	2	220.5	441	NON	NON	A2
MvSl-1064-A2-R4_MC02g04348	360	1083	Auto	Auto	4	96.5	386	NON	NON	A2
MvSl-1064-A2-R4_MC02g04349	357	1074	Auto	Auto	1	83	83	NON	NON	A2
MvSl-1064-A2-R4_MC02g04353	661	1986	Auto	Auto	4	90.5	362	NON	NON	A2
MvSl-1064-A2-R4_MC02g04354	214	645	Auto	Auto	6	81.3333	488	NON	NON	A2
MvSl-1064-A2-R4_MC02g04355	335	1008	Auto	Auto	4	79	316	NON	NON	A2
MvSl-1064-A2-R4_MC02g04356	74	225	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04360	2435	7308	Auto	Auto	3	220.667	662	NON	NON	A2
MvSl-1064-A2-R4_MC02g04361	611	1836	Auto	Auto	1	127	127	NON	NON	A2
MvSl-1064-A2-R4_MC02g04362	1096	3291	Auto	Auto	2	98	196	NON	NON	A2
MvSl-1064-A2-R4_MC02g04363	1330	3993	Auto	Auto	1	71	71	NON	NON	A2
MvSl-1064-A2-R4_MC02g04364	759	2280	Auto	Auto	5	82.4	412	NON	NON	A2
MvSl-1064-A2-R4_MC02g04365	850	2553	Auto	Auto	2	73.5	147	NON	NON	A2
MvSl-1064-A2-R4_MC02g04366	282	849	Auto	Auto	1	64	64	NON	NON	A2
MvSl-1064-A2-R4_MC02g04367	465	1398	Auto	Auto	1	71	71	NON	NON	A2
MvSl-1064-A2-R4_MC02g04368	607	1824	Auto	Auto	4	135.5	542	NON	NON	A2
MvSl-1064-A2-R4_MC02g04369	2242	6729	Auto	Auto	10	93.2	932	NON	NON	A2
MvSl-1064-A2-R4_MC02g04370	672	2019	Auto	Auto	6	98.3333	590	NON	NON	A2
MvSl-1064-A2-R4_MC02g04373	523	1572	Auto	Auto	3	88.3333	265	NON	NON	A2
MvSl-1064-A2-R4_MC02g04374	369	1110	Auto	Auto	6	99.1667	595	NON	NON	A2
MvSl-1064-A2-R4_MC02g04375	669	2010	Auto	Auto	9	85.1111	766	NON	NON	A2
MvSl-1064-A2-R4_MC02g04376	332	999	Auto	Auto	2	67.5	135	NON	NON	A2
MvSl-1064-A2-R4_MC02g04377	494	1485	Auto	Auto	5	78.8	394	NON	NON	A2
MvSl-1064-A2-R4_MC02g04378	213	642	Auto	Auto	5	89.4	447	NON	NON	A2
MvSl-1064-A2-R4_MC02g04379	609	1830	Auto	Auto	4	110.5	442	NON	NON	A2
MvSl-1064-A2-R4_MC02g04380	569	1710	Auto	Auto	4	140.5	562	NON	NON	A2
MvSl-1064-A2-R4_MC02g04381	374	1125	Auto	Auto	8	89	712	NON	NON	A2
MvSl-1064-A2-R4_MC02g04382	344	1035	Auto	Auto	3	85.3333	256	NON	NON	A2
MvSl-1064-A2-R4_MC02g04383	403	1212	Auto	Auto	7	78.4286	549	NON	NON	A2
MvSl-1064-A2-R4_MC02g04384	367	1104	Auto	Auto	3	89.6667	269	NON	NON	A2
MvSl-1064-A2-R4_MC02g04385	409	1230	Auto	Auto	1	589	589	NON	NON	A2
MvSl-1064-A2-R4_MC02g04386	543	1632	Auto	Auto	1	159	159	NON	NON	A2
MvSl-1064-A2-R4_MC02g04387	117	354	Auto	Auto	1	0	0	Up	DE	A2
MvSl-1064-A2-R4_MC02g04388	675	2028	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04389	298	897	Auto	Auto	5	99.2	495	NON	NON	A2
MvSl-1064-A2-R4_MC02g04392	345	1038	Auto	Auto	3	58.6667	176	NON	NON	A2
MvSl-1064-A2-R4_MC02g04393	278	837	Auto	Auto	1	53	53	NON	NON	A2
MvSl-1064-A2-R4_MC02g04394	570	1713	Auto	Auto	11	84.0909	925	NON	NON	A2
MvSl-1064-A2-R4_MC02g04395	166	501	Auto	Auto	4	105.5	422	NON	NON	A2
MvSl-1064-A2-R4_MC02g04396	75	228	Auto	Auto	2	70.5	141	NON	NON	A2
MvSl-1064-A2-R4_MC02g04397	281	846	Auto	Auto	7	94.7143	662	NON	NON	A2
MvSl-1064-A2-R4_MC02g04398	507	1524	Auto	Auto	5	86	430	NON	NON	A2
MvSl-1064-A2-R4_MC02g04399	835	2508	Auto	Auto	30	83.1667	2495	NON	NON	A2
MvSl-1064-A2-R4_MC02g04400	825	2478	Auto	Auto	31	85.0323	2636	NON	NON	A2
MvSl-1064-A2-R4_MC02g04401	324	975	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04402	392	1179	Auto	Auto	6	69.6667	418	NON	NON	A2
MvSl-1064-A2-R4_MC02g04403	387	1164	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04404	142	429	Auto	Auto	5	84.2	421	NON	NON	A2
MvSl-1064-A2-R4_MC02g04405	183	552	Auto	Auto	4	121.25	485	NON	NON	A2
MvSl-1064-A2-R4_MC02g04406	139	420	Auto	Auto	2	86.5	173	NON	NON	A2
MvSl-1064-A2-R4_MC02g04407	200	603	Auto	Auto	4	105.5	422	NON	NON	A2
MvSl-1064-A2-R4_MC02g04408	720	2163	Auto	Auto	3	84.3333	253	NON	NON	A2
MvSl-1064-A2-R4_MC02g04409	353	1062	Auto	Auto	2	156	312	NON	NON	A2
MvSl-1064-A2-R4_MC02g04410	584	1755	Auto	Auto	3	170.667	512	NON	NON	A2
MvSl-1064-A2-R4_MC02g04411	99	300	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04412	487	1464	Auto	Auto	1	76	76	NON	NON	A2
MvSl-1064-A2-R4_MC02g04413	407	1224	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04414	604	1815	Auto	Auto	3	73.6667	221	NON	NON	A2
MvSl-1064-A2-R4_MC02g04415	125	378	Auto	Auto	6	127	762	NON	NON	A2
MvSl-1064-A2-R4_MC02g04416	164	495	Auto	Auto	2	116	232	NON	NON	A2
MvSl-1064-A2-R4_MC02g04417	1460	4383	Auto	Auto	18	75.6667	1461	NON	NON	A2
MvSl-1064-A2-R4_MC02g04418	1575	4728	Auto	Auto	4	86.75	347	NON	NON	A2
MvSl-1064-A2-R4_MC02g04419	1021	3066	Auto	Auto	2	111.5	223	NON	NON	A2
MvSl-1064-A2-R4_MC02g04422	772	2319	Auto	Auto	4	76.75	307	NON	NON	A2
MvSl-1064-A2-R4_MC02g04423	325	978	Auto	Auto	10	81.9	819	NON	NON	A2
MvSl-1064-A2-R4_MC02g04424	1397	4194	Auto	Auto	5	95.4	477	NON	NON	A2
MvSl-1064-A2-R4_MC02g04425	172	519	Auto	Auto	3	106.333	319	NON	NON	A2
MvSl-1064-A2-R4_MC02g04426	492	1479	Auto	Auto	3	125.333	376	NON	NON	A2
MvSl-1064-A2-R4_MC02g04427	243	732	Auto	Auto	6	117.667	706	NON	NON	A2
MvSl-1064-A2-R4_MC02g04428	640	1923	Auto	Auto	3	133.667	401	NON	NON	A2
MvSl-1064-A2-R4_MC02g04429	584	1755	Auto	Auto	8	87.125	697	NON	NON	A2
MvSl-1064-A2-R4_MC02g04430	1104	3315	Auto	Auto	2	192	384	NON	NON	A2
MvSl-1064-A2-R4_MC02g04431	602	1809	Auto	Auto	6	76.3333	458	NON	NON	A2
MvSl-1064-A2-R4_MC02g04432	277	834	Auto	Auto	5	111	555	NON	NON	A2
MvSl-1064-A2-R4_MC02g04433	195	588	Auto	Auto	4	105.5	422	NON	NON	A2
MvSl-1064-A2-R4_MC02g04434	374	1125	Auto	Auto	3	156	468	NON	NON	A2
MvSl-1064-A2-R4_MC02g04435	502	1509	Auto	Auto	3	71.3333	214	NON	NON	A2
MvSl-1064-A2-R4_MC02g04436	228	687	Auto	Auto	3	71	213	NON	NON	A2
MvSl-1064-A2-R4_MC02g04437	391	1176	Auto	Auto	4	81.25	325	NON	NON	A2
MvSl-1064-A2-R4_MC02g04438	1624	4875	Auto	Auto	6	67.1667	403	NON	NON	A2
MvSl-1064-A2-R4_MC02g04439	289	870	Auto	Auto	1	95	95	NON	NON	A2
MvSl-1064-A2-R4_MC02g04440	284	855	Auto	Auto	2	73	146	NON	NON	A2
MvSl-1064-A2-R4_MC02g04441	425	1278	Auto	Auto	2	119	238	NON	NON	A2
MvSl-1064-A2-R4_MC02g04442	392	1179	Auto	Auto	8	87.375	699	NON	NON	A2
MvSl-1064-A2-R4_MC02g04443	155	468	Auto	Auto	3	111.333	334	NON	NON	A2
MvSl-1064-A2-R4_MC02g04444	526	1581	Auto	Auto	6	86.6667	520	NON	NON	A2
MvSl-1064-A2-R4_MC02g04445	139	420	Auto	Auto	7	96.1429	673	NON	NON	A2
MvSl-1064-A2-R4_MC02g04446	55	168	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04447	1121	3366	Auto	Auto	9	73.1111	658	NON	NON	A2
MvSl-1064-A2-R4_MC02g04449	329	990	Auto	Auto	4	75	300	Down	DE	A2
MvSl-1064-A2-R4_MC02g04450	136	411	Auto	Auto	2	121	242	NON	NON	A2
MvSl-1064-A2-R4_MC02g04454	526	1581	Auto	Auto	1	75	75	NON	NON	A2
MvSl-1064-A2-R4_MC02g04455	578	1737	Auto	Auto	1	116	116	NON	NON	A2
MvSl-1064-A2-R4_MC02g04456	177	534	Auto	Auto	2	65	130	NON	NON	A2
MvSl-1064-A2-R4_MC02g04457	1535	4608	Auto	Auto	4	66	264	NON	NON	A2
MvSl-1064-A2-R4_MC02g04458	111	336	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04459	365	1098	Auto	Auto	5	70.2	351	Down	DE	A2
MvSl-1064-A2-R4_MC02g04462	315	948	Auto	Auto	3	70	210	NON	NON	A2
MvSl-1064-A2-R4_MC02g04463	534	1605	Auto	Auto	4	169	676	Down	DE	A2
MvSl-1064-A2-R4_MC02g04464	390	1173	Auto	Auto	4	87	348	NON	NON	A2
MvSl-1064-A2-R4_MC02g04465	326	981	Auto	Auto	7	116	812	NON	NON	A2
MvSl-1064-A2-R4_MC02g04466	549	1650	Auto	Auto	4	184	736	NON	NON	A2
MvSl-1064-A2-R4_MC02g04467	523	1572	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC02g04468	206	621	Auto	Auto	4	80.25	321	NON	NON	A2
MvSl-1064-A2-R4_MC02g04469	1102	3309	Auto	Auto	8	76.5	612	NON	NON	A2
MvSl-1064-A2-R4_MC02g04472	527	1584	Auto	Auto	4	90	360	NON	NON	A2
MvSl-1064-A2-R4_MC02g04473	117	354	Auto	Auto	2	121.5	243	NON	NON	A2
MvSl-1064-A2-R4_MC02g04475	263	792	Auto	Auto	4	101.5	406	NON	NON	A2
MvSl-1064-A2-R4_MC02g04476	146	441	Auto	Auto	3	172.333	517	Up	DE	A2
MvSl-1064-A2-R4_MC02g04478	514	1545	Auto	Auto	4	90	360	NON	NON	A2
MvSl-1064-A2-R4_MC02g04479	317	954	Auto	Auto	2	264.5	529	NON	NON	A2
MvSl-1064-A2-R4_MC02g04480	506	1521	Auto	Auto	5	77.4	387	NON	NON	A2
MvSl-1064-A2-R4_MC02g04481	618	1857	Auto	Auto	5	85.8	429	NON	NON	A2
MvSl-1064-A2-R4_MC02g04482	668	2007	Auto	Auto	5	85.2	426	NON	NON	A2
MvSl-1064-A2-R4_MC02g04483	351	1056	Auto	Auto	5	85.2	426	NON	NON	A2
MvSl-1064-A2-R4_MC02g04484	535	1608	Auto	Auto	2	108.5	217	Up	DE	A2
MvSl-1064-A2-R4_MC02g04486	90	273	Auto	Auto	1	79	79	Up	DE	A2
MvSl-1064-A2-R4_MC02g04487	464	1395	Auto	Auto	2	229.5	459	NON	NON	A2
MvSl-1064-A2-R4_MC02g04488	204	615	Auto	Auto	2	115	230	NON	NON	A2
MvSl-1064-A2-R4_MC02g04489	233	702	Auto	Auto	3	116.333	349	NON	NON	A2
MvSl-1064-A2-R4_MC02g04490	853	2562	Auto	Auto	6	101.667	610	NON	NON	A2
MvSl-1064-A2-R4_MC02g04491	662	1989	Auto	Auto	5	99.8	499	NON	NON	A2
MvSl-1064-A2-R4_MC02g04495	1441	4326	Auto	Auto	3	82.3333	247	Down	DE	A2
MvSl-1064-A2-R4_MC02g04496	688	2067	Auto	Auto	5	71.8	359	NON	NON	A2
MvSl-1064-A2-R4_MC02g04497	257	774	Auto	Auto	2	69.5	139	NON	NON	A2
MvSl-1064-A2-R4_MC02g04500	471	1416	Auto	Auto	4	94.5	378	NON	NON	A2
MvSl-1064-A2-R4_MC02g04501	230	693	Auto	Auto	2	78.5	157	NON	NON	A2
MvSl-1064-A2-R4_MC02g04502	424	1275	Auto	Auto	4	134.75	539	Up	DE	A2
MvSl-1064-A2-R4_MC02g04503	52	159	Auto	Auto	1	62	62	Down	DE	A2
MvSl-1064-A2-R4_MC02g04504	861	2586	Auto	Auto	3	64	192	NON	NON	A2
MvSl-1064-A2-R4_MC02g04506	127	384	Auto	Auto	2	86	172	NON	NON	A2
MvSl-1064-A2-R4_MC02g04507	414	1245	Auto	Auto	11	135	1485	NON	NON	A2
MvSl-1064-A2-R4_MC02g04508	528	1587	Auto	Auto	4	81.5	326	NON	NON	A2
MvSl-1064-A2-R4_MC02g04509	244	735	Auto	Auto	5	81.6	408	NON	NON	A2
MvSl-1064-A2-R4_MC02g04510	1264	3795	Auto	Auto	13	80.6923	1049	NON	NON	A2
MvSl-1064-A2-R4_MC02g04512	295	888	Auto	Auto	2	66.5	133	NON	NON	A2
MvSl-1064-A2-R4_MC02g04523	1479	4440	Auto	Auto	3	85	255	Up	DE	A2
MvSl-1064-A2-R4_MC02g04524	174	525	Auto	Auto	1	48	48	Down	DE	A2
MvSl-1064-A2-R4_MC02g04526	1520	4563	Auto	Auto	6	74.6667	448	NON	NON	A2
MvSl-1064-A2-R4_MC02g04527	193	582	Auto	Auto	3	151.333	454	NON	NON	A2
MvSl-1064-A2-R4_MC02g04528	418	1257	Auto	Auto	5	84.2	421	NON	NON	A2
MvSl-1064-A2-R4_MC02g04530	779	2340	Auto	Auto	5	87.8	439	NON	NON	A2
MvSl-1064-A2-R4_MC02g04531	704	2115	Auto	Auto	3	84	252	NON	NON	A2
MvSl-1064-A2-R4_MC03g04553	2952	8859	Auto	Auto	5	276.8	1384	NON	NON	A2
MvSl-1064-A2-R4_MC03g04557	770	2313	Auto	Auto	3	107.333	322	NON	NON	A2
MvSl-1064-A2-R4_MC03g04561	458	1377	Auto	Auto	8	126.25	1010	NON	NON	A2
MvSl-1064-A2-R4_MC03g04562	1299	3900	Auto	Auto	10	74.1	741	NON	NON	A2
MvSl-1064-A2-R4_MC03g04563	416	1251	Auto	Auto	2	108	216	NON	NON	A2
MvSl-1064-A2-R4_MC03g04564	259	780	Auto	Auto	4	80	320	NON	NON	A2
MvSl-1064-A2-R4_MC03g04565	226	681	Auto	Auto	3	101	303	NON	NON	A2
MvSl-1064-A2-R4_MC03g04566	647	1944	Auto	Auto	5	86.6	433	NON	NON	A2
MvSl-1064-A2-R4_MC03g04567	851	2556	Auto	Auto	6	70.3333	422	NON	NON	A2
MvSl-1064-A2-R4_MC03g04568	102	309	Auto	Auto	1	75	75	NON	NON	A2
MvSl-1064-A2-R4_MC03g04569	855	2568	Auto	Auto	7	70.1429	491	NON	NON	A2
MvSl-1064-A2-R4_MC03g04570	1097	3294	Auto	Auto	8	65.125	521	NON	NON	A2
MvSl-1064-A2-R4_MC03g04571	889	2670	Auto	Auto	9	73.6667	663	NON	NON	A2
MvSl-1064-A2-R4_MC03g04572	1076	3231	Auto	Auto	5	90.2	451	NON	NON	A2
MvSl-1064-A2-R4_MC03g04573	689	2070	Auto	Auto	3	208	624	NON	NON	A2
MvSl-1064-A2-R4_MC03g04574	397	1194	Auto	Auto	3	106.333	319	NON	NON	A2
MvSl-1064-A2-R4_MC03g04575	219	660	Auto	Auto	3	103.667	311	NON	NON	A2
MvSl-1064-A2-R4_MC03g04576	282	849	Auto	Auto	4	114.25	457	NON	NON	A2
MvSl-1064-A2-R4_MC03g04577	909	2730	Auto	Auto	3	80.6667	242	NON	NON	A2
MvSl-1064-A2-R4_MC03g04578	150	453	Auto	Auto	2	141.5	283	NON	NON	A2
MvSl-1064-A2-R4_MC03g04579	742	2229	Auto	Auto	1	69	69	NON	NON	A2
MvSl-1064-A2-R4_MC03g04580	975	2928	Auto	Auto	5	68.4	342	NON	NON	A2
MvSl-1064-A2-R4_MC03g04582	221	666	Auto	Auto	3	117.333	352	NON	NON	A2
MvSl-1064-A2-R4_MC03g04583	240	723	Auto	Auto	9	82.7778	745	NON	NON	A2
MvSl-1064-A2-R4_MC03g04584	647	1944	Auto	Auto	4	99	396	NON	NON	A2
MvSl-1064-A2-R4_MC03g04585	94	285	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC03g04586	1311	3936	Auto	Auto	3	65	195	NON	NON	A2
MvSl-1064-A2-R4_MC03g04587	407	1224	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC03g04588	833	2502	Auto	Auto	2	71	142	NON	NON	A2
MvSl-1064-A2-R4_MC03g04589	951	2856	Auto	Auto	5	115	575	NON	NON	A2
MvSl-1064-A2-R4_MC03g04590	1042	3129	Auto	Auto	2	315.5	631	NON	NON	A2
MvSl-1064-A2-R4_MC03g04591	580	1743	Auto	Auto	11	90.2727	993	NON	NON	A2
MvSl-1064-A2-R4_MC03g04592	1819	5460	Auto	Auto	5	77.6	388	NON	NON	A2
MvSl-1064-A2-R4_MC03g04593	272	819	Auto	Auto	1	89	89	NON	NON	A2
MvSl-1064-A2-R4_MC03g04594	1739	5220	Auto	Auto	13	70.6923	919	NON	NON	A2
MvSl-1064-A2-R4_MC03g04595	116	351	Auto	Auto	2	164	328	NON	NON	A2
MvSl-1064-A2-R4_MC03g04596	263	792	Auto	Auto	4	91	364	NON	NON	A2
MvSl-1064-A2-R4_MC03g04597	754	2265	Auto	Auto	4	103.25	413	NON	NON	A2
MvSl-1064-A2-R4_MC03g04598	160	483	Auto	Auto	1	104	104	NON	NON	A2
MvSl-1064-A2-R4_MC03g04602	522	1569	Auto	Auto	2	152	304	NON	NON	A2
MvSl-1064-A2-R4_MC03g04605	116	351	Auto	Auto	3	88.6667	266	NON	NON	A2
MvSl-1064-A2-R4_MC03g04606	485	1458	Auto	Auto	1	87	87	NON	NON	A2
MvSl-1064-A2-R4_MC03g04607	294	885	Auto	Auto	4	76.5	306	NON	NON	A2
MvSl-1064-A2-R4_MC03g04608	364	1095	Auto	Auto	8	91.5	732	NON	NON	A2
MvSl-1064-A2-R4_MC03g04609	77	234	Auto	Auto	1	0	0	NON	NON	A2
MvSl-1064-A2-R4_MC03g04610	99	300	Auto	Auto	2	75.5	151	NON	NON	A2
MvSl-1064-A2-R4_MC03g04612	342	1029	Auto	Auto	4	102	408	NON	NON	A2
MvSl-1064-A2-R4_MC03g04613	349	1050	Auto	Auto	1	96	96	NON	NON	A2
MvSl-1064-A2-R4_MC03g04614	384	1155	Auto	Auto	4	133.75	535	NON	NON	A2
MvSl-1064-A2-R4_MC03g04615	543	1632	Auto	Auto	7	80.2857	562	NON	NON	A2
MvSl-1064-A2-R4_MC03g04625	2549	7650	Auto	Auto	4	74	296	NON	NON	A2
MvSl-1064-A2-R4_MC03g04628	36	111	Auto	Auto	1	67	67	Up	DE	A2
