gid	TEaverage	averageGC3	averageGC0	intronmeannr	intronmeanlength	intronmeantotal	Part8	youngold	logFC.A1.A2	abs	a1prot	a2prot	meanprot	ratioprot	DE	DE2	a1cds	a2cds	ratiocds	meancds
MvSl-1064-A1-R4_MC08g08434	0	61.86	61.86	6	82.3333	494	Auto	Auto	-0.151325943	0.151325943	706	706	706	1	NON	NON	2121	2121	1	2121
MvSl-1064-A1-R4_MC08g08435	0	57.82	57.82	3	158.333	475	Auto	Auto	-0.304184265	0.304184265	355	355	355	1	NON	NON	1068	1068	1	1068
MvSl-1064-A1-R4_MC08g08437	0	55.5	55.5	1	53	53	Auto	Auto	-1.091716353	1.091716353	105	105	105	1	Down	DE	318	318	1	318
MvSl-1064-A1-R4_MC08g08438	0	67.73	67.73	1	236	236	Auto	Auto	0.08520566	0.08520566	140	140	140	1	NON	NON	423	423	1	423
MvSl-1064-A1-R4_MC08g08439	0	63.36	63.36	2	132	264	Auto	Auto	-0.35228504	0.35228504	130	130	130	1	NON	NON	393	393	1	393
MvSl-1064-A1-R4_MC08g08440	0	59.34	59.365	2.5	95.58335	236.5	Auto	Auto	-0.229813521	0.229813521	395	371	383	1.064690027	NON	NON	1116	1188	0.939393939	1152
MvSl-1064-A1-R4_MC08g08441	0	64.91	64.91	2	64.5	129	Auto	Auto	-0.187489987	0.187489987	198	198	198	1	NON	NON	597	597	1	597
MvSl-1064-A1-R4_MC08g08442	0	69.36	69.36	3	81.6667	245	Auto	Auto	-0.236215637	0.236215637	129	129	129	1	NON	NON	390	390	1	390
MvSl-1064-A1-R4_MC08g08445	0	55.475	55.265	8	181.375	1451	Auto	Auto	0.433513929	0.433513929	673	687	680	0.979621543	NON	NON	2022	2064	0.979651163	2043
MvSl-1064-A1-R4_MC08g08446	0	59.505	59.505	3	70.3333	211	Auto	Auto	0.338502303	0.338502303	220	220	220	1	NON	NON	663	663	1	663
MvSl-1064-A1-R4_MC08g08450	0	59.6	59.6	5	103	515	Auto	Auto	-4.156850851	4.156850851	308	308	308	1	Down	DE	927	927	1	927
MvSl-1064-A1-R4_MC08g08451	0	59.43	59.43	1	0	0	Auto	Auto	0.60890072	0.60890072	105	105	105	1	NON	NON	318	318	1	318
MvSl-1064-A1-R4_MC08g08452	0	64.15	64.15	7	100.714	705	Auto	Auto	-0.19518591	0.19518591	284	284	284	1	NON	NON	855	855	1	855
MvSl-1064-A1-R4_MC08g08453	0	62.8	62.8	4	106	424	Auto	Auto	-0.098744362	0.098744362	374	374	374	1	NON	NON	1125	1125	1	1125
MvSl-1064-A1-R4_MC08g08454	0	63.715	63.715	7	87	609	Auto	Auto	0.131333296	0.131333296	1248	1248	1248	1	NON	NON	3747	3747	1	3747
MvSl-1064-A1-R4_MC08g08455	0	65.495	65.495	2	83.5	167	Auto	Auto	0.176795486	0.176795486	325	325	325	1	NON	NON	978	978	1	978
MvSl-1064-A1-R4_MC08g08456	0	62.62	62.62	1	73	73	Auto	Auto	0.197330325	0.197330325	522	522	522	1	NON	NON	1569	1569	1	1569
MvSl-1064-A1-R4_MC08g08457	0	58.73	58.73	4	85.75	343	Auto	Auto	0.008203226	0.008203226	541	541	541	1	NON	NON	1626	1626	1	1626
MvSl-1064-A1-R4_MC08g08458	0	56.14	56.14	9	77.7778	700	Auto	Auto	0.070416043	0.070416043	368	368	368	1	NON	NON	1107	1107	1	1107
MvSl-1064-A1-R4_MC08g08459	0	63.68	63.68	3	133.667	401	Auto	Auto	-0.133922722	0.133922722	462	462	462	1	NON	NON	1389	1389	1	1389
MvSl-1064-A1-R4_MC08g08460	0	61.6	61.6	4	110.5	442	Auto	Auto	-0.068225998	0.068225998	364	364	364	1	NON	NON	1095	1095	1	1095
MvSl-1064-A1-R4_MC08g08461	0	61.465	61.465	3	68.3333	205	Auto	Auto	-0.288737764	0.288737764	1399	1399	1399	1	NON	NON	4200	4200	1	4200
MvSl-1064-A1-R4_MC08g08462	0	69.055	69.055	7	154.5	1081.5	Auto	Auto	-0.024828676	0.024828676	452	452	452	1	NON	NON	1359	1359	1	1359
MvSl-1064-A1-R4_MC08g08463	0.235294118	60.575	60.575	2	85.5	171	Auto	Auto	-0.12088494	0.12088494	617	617	617	1	NON	NON	1854	1854	1	1854
MvSl-1064-A1-R4_MC08g08464	0.235294118	61.405	61.405	2	86	172	Auto	Auto	-0.383315621	0.383315621	933	933	933	1	NON	NON	2802	2802	1	2802
MvSl-1064-A1-R4_MC08g08465	0.235294118	62.005	62.005	4	134.5	538	Auto	Auto	-0.015670363	0.015670363	768	768	768	1	NON	NON	2307	2307	1	2307
MvSl-1064-A1-R4_MC08g08466	0.235294118	65.01	65.01	3	90.3333	271	Auto	Auto	-0.215509147	0.215509147	762	762	762	1	NON	NON	2289	2289	1	2289
MvSl-1064-A1-R4_MC08g08467	0.235294118	60	60	1	0	0	Auto	Auto	0.046508563	0.046508563	94	94	94	1	NON	NON	285	285	1	285
MvSl-1064-A1-R4_MC08g08468	0.235294118	59.07	59.07	1	80	80	Auto	Auto	0.153808725	0.153808725	67	67	67	1	NON	NON	204	204	1	204
MvSl-1064-A1-R4_MC08g08469	0.235294118	60.45	60.45	11	74.8182	823	Auto	Auto	0.61816548	0.61816548	771	771	771	1	NON	NON	2316	2316	1	2316
MvSl-1064-A1-R4_MC08g08470	0.235294118	65.325	65.325	4	147.5	590	Auto	Auto	0.252630963	0.252630963	136	136	136	1	NON	NON	411	411	1	411
MvSl-1064-A1-R4_MC08g08471	0.235294118	46.495	46.495	1	71	71	Auto	Auto	0.532073188	0.532073188	37	37	37	1	NON	NON	114	114	1	114
MvSl-1064-A1-R4_MC08g08472	0.235294118	61.14	61.14	1	198	198	Auto	Auto	0.805701023	0.805701023	177	177	177	1	Up	DE	534	534	1	534
MvSl-1064-A1-R4_MC08g08474	0.235294118	66.505	66.505	2	129	258	Auto	Auto	0.37046961	0.37046961	2003	2003	2003	1	NON	NON	6012	6012	1	6012
MvSl-1064-A1-R4_MC08g08475	0.352941176	65.125	65.125	9	67	603	Auto	Auto	-0.101012661	0.101012661	916	916	916	1	NON	NON	2751	2751	1	2751
MvSl-1064-A1-R4_MC08g08476	0.352941176	56.995	56.995	14	78.2857	1096	Auto	Auto	0.028645069	0.028645069	1019	1019	1019	1	NON	NON	3060	3060	1	3060
MvSl-1064-A1-R4_MC08g08477	0.352941176	64.36	64.36	9	75.1111	676	Auto	Auto	0.205045104	0.205045104	563	563	563	1	NON	NON	1692	1692	1	1692
MvSl-1064-A1-R4_MC08g08478	0.294117647	60.665	60.665	1	52	52	Auto	Auto	-0.479365311	0.479365311	124	124	124	1	NON	NON	375	375	1	375
MvSl-1064-A1-R4_MC08g08483	0.352941176	66.605	66.605	12	73	876	Auto	Auto	-0.005082804	0.005082804	560	560	560	1	NON	NON	1683	1683	1	1683
MvSl-1064-A1-R4_MC08g08484	0.117647059	56.175	56.175	13	73.5385	956	Auto	Auto	-0.048314305	0.048314305	1089	1089	1089	1	NON	NON	3270	3270	1	3270
MvSl-1064-A1-R4_MC08g08485	0.117647059	56.15	56.15	10	70	700	Auto	Auto	-0.195940966	0.195940966	1151	1151	1151	1	NON	NON	3456	3456	1	3456
MvSl-1064-A1-R4_MC08g08486	0.117647059	56.64	56.64	3	89	267	Auto	Auto	-0.335685718	0.335685718	481	481	481	1	NON	NON	1446	1446	1	1446
MvSl-1064-A1-R4_MC08g08487	0	58.69	58.69	3	149.333	448	Auto	Auto	0.253939605	0.253939605	187	187	187	1	NON	NON	564	564	1	564
MvSl-1064-A1-R4_MC08g08488	0	65.745	65.745	9	102.333	921	Auto	Auto	-0.022230658	0.022230658	361	361	361	1	NON	NON	1086	1086	1	1086
MvSl-1064-A1-R4_MC08g08489	0	63.44	63.44	5	98.4	492	Auto	Auto	0.135155613	0.135155613	247	247	247	1	NON	NON	744	744	1	744
MvSl-1064-A1-R4_MC08g08490	0	63.215	63.215	3	90.66665	272	Auto	Auto	0.142604188	0.142604188	501	501	501	1	NON	NON	1506	1506	1	1506
MvSl-1064-A1-R4_MC08g08491	0	57.085	57.085	6	100.833	605	Auto	Auto	-0.070232248	0.070232248	293	293	293	1	NON	NON	882	882	1	882
MvSl-1064-A1-R4_MC08g08492	0	66.9	66.9	9	87.38885	786.5	Auto	Auto	0.414211367	0.414211367	565	565	565	1	NON	NON	1698	1698	1	1698
MvSl-1064-A1-R4_MC08g08493	0	63.23	63.23	5	111.2	556	Auto	Auto	0.216507444	0.216507444	993	993	993	1	NON	NON	2982	2982	1	2982
MvSl-1064-A1-R4_MC08g08494	0.117647059	62.71	62.71	2	74.5	149	Auto	Auto	-0.45625821	0.45625821	454	454	454	1	NON	NON	1365	1365	1	1365
MvSl-1064-A1-R4_MC08g08495	0.117647059	57.26	57.26	5	83.4	417	Auto	Auto	0.138595268	0.138595268	536	536	536	1	NON	NON	1611	1611	1	1611
MvSl-1064-A1-R4_MC08g08496	0.117647059	57.955	57.955	3	87.3333	262	Auto	Auto	0.610508	0.610508	307	307	307	1	NON	NON	924	924	1	924
MvSl-1064-A1-R4_MC08g08497	0.117647059	62.67	62.67	6	69.6667	418	Auto	Auto	0.027233984	0.027233984	362	362	362	1	NON	NON	1089	1089	1	1089
MvSl-1064-A1-R4_MC08g08498	0.117647059	60.755	60.755	6	140.333	842	Auto	Auto	1.023726587	1.023726587	250	250	250	1	Up	DE	753	753	1	753
MvSl-1064-A1-R4_MC08g08499	0.117647059	54.68	54.68	1	266	266	Auto	Auto	1.088874917	1.088874917	145	145	145	1	NON	NON	438	438	1	438
MvSl-1064-A1-R4_MC08g08500	0.117647059	61.625	61.625	2	88.5	177	Auto	Auto	0.095600807	0.095600807	326	326	326	1	NON	NON	981	981	1	981
MvSl-1064-A1-R4_MC08g08501	0.117647059	60.875	60.875	2	109	218	Auto	Auto	0.07235921	0.07235921	350	350	350	1	NON	NON	1053	1053	1	1053
MvSl-1064-A1-R4_MC08g08502	0.117647059	58.18	58.18	4	88.75	355	Auto	Auto	0.14826391	0.14826391	333	333	333	1	NON	NON	1002	1002	1	1002
MvSl-1064-A1-R4_MC08g08503	0.117647059	57.45	57.45	1	43	43	Auto	Auto	-0.167034015	0.167034015	668	668	668	1	NON	NON	2007	2007	1	2007
MvSl-1064-A1-R4_MC08g08504	0.058823529	63.21	63.21	7	93.1429	652	Auto	Auto	0.128424435	0.128424435	438	438	438	1	NON	NON	1317	1317	1	1317
MvSl-1064-A1-R4_MC08g08505	0.117647059	59.705	59.705	7	66.8571	468	Auto	Auto	-0.097500319	0.097500319	600	600	600	1	NON	NON	1803	1803	1	1803
MvSl-1064-A1-R4_MC08g08507	0.117647059	58.84	58.84	5	87.8	439	Auto	Auto	-0.128937925	0.128937925	376	376	376	1	NON	NON	1131	1131	1	1131
MvSl-1064-A1-R4_MC08g08508	0.117647059	58.26	58.26	5	72.8	364	Auto	Auto	-0.19562097	0.19562097	673	673	673	1	NON	NON	2022	2022	1	2022
MvSl-1064-A1-R4_MC08g08509	0.117647059	66.055	66.055	6	75	450	Auto	Auto	0.140662278	0.140662278	1418	1418	1418	1	NON	NON	4257	4257	1	4257
MvSl-1064-A1-R4_MC08g08510	0.117647059	66.205	66.205	5	144.2	721	Auto	Auto	-0.101051538	0.101051538	722	722	722	1	NON	NON	2169	2169	1	2169
MvSl-1064-A1-R4_MC08g08511	0.117647059	56.43	56.43	4	77.75	311	Auto	Auto	-0.43364413	0.43364413	507	507	507	1	NON	NON	1524	1524	1	1524
MvSl-1064-A1-R4_MC08g08512	0.117647059	60.015	60.015	4	79.75	319	Auto	Auto	-0.080944164	0.080944164	302	302	302	1	NON	NON	909	909	1	909
MvSl-1064-A1-R4_MC08g08513	0	63.335	63.335	10	87.5	875	Auto	Auto	-0.356772939	0.356772939	824	824	824	1	NON	NON	2475	2475	1	2475
MvSl-1064-A1-R4_MC08g08514	0	65.515	65.515	5	84	420	Auto	Auto	-0.23029271	0.23029271	535	535	535	1	NON	NON	1608	1608	1	1608
MvSl-1064-A1-R4_MC08g08515	0	61.015	61.015	5	82	410	Auto	Auto	-0.194438825	0.194438825	892	892	892	1	NON	NON	2679	2679	1	2679
MvSl-1064-A1-R4_MC08g08516	0	54.445	54.445	1	0	0	Auto	Auto	0.285935427	0.285935427	74	74	74	1	NON	NON	225	225	1	225
MvSl-1064-A1-R4_MC08g08517	0.235294118	59.755	59.755	4	84.25	337	Auto	Auto	0.818965682	0.818965682	339	339	339	1	NON	NON	1020	1020	1	1020
MvSl-1064-A1-R4_MC08g08518	0.235294118	63.335	63.335	2	78.5	157	Auto	Auto	-0.12115026	0.12115026	534	534	534	1	NON	NON	1605	1605	1	1605
MvSl-1064-A1-R4_MC08g08519	0.470588235	67.68	67.68	2	84	168	Auto	Auto	-0.007922957	0.007922957	344	344	344	1	NON	NON	1035	1035	1	1035
MvSl-1064-A1-R4_MC08g08520	0.470588235	63.23	63.23	6	75.1667	451	Auto	Auto	-0.281770917	0.281770917	1279	1279	1279	1	NON	NON	3840	3840	1	3840
MvSl-1064-A1-R4_MC08g08521	0.470588235	67.88	67.88	1	0	0	Auto	Auto	0.106774586	0.106774586	864	864	864	1	NON	NON	2595	2595	1	2595
MvSl-1064-A1-R4_MC08g08522	0.470588235	62.85	62.85	2	73.5	147	Auto	Auto	0.07389227	0.07389227	768	768	768	1	NON	NON	2307	2307	1	2307
MvSl-1064-A1-R4_MC08g08528	0.470588235	63.38	63.38	9	96.8889	872	Auto	Auto	0.141046115	0.141046115	649	649	649	1	NON	NON	1950	1950	1	1950
MvSl-1064-A1-R4_MC08g08529	0.470588235	63.305	63.305	7	69.2857	485	Auto	Auto	-0.204602885	0.204602885	584	584	584	1	NON	NON	1755	1755	1	1755
MvSl-1064-A1-R4_MC08g08530	0.470588235	56.875	56.875	3	73.3333	220	Auto	Auto	-0.021082906	0.021082906	239	239	239	1	NON	NON	720	720	1	720
MvSl-1064-A1-R4_MC08g08531	0.470588235	62.33	62.33	1	0	0	Auto	Auto	-0.217358152	0.217358152	564	564	564	1	NON	NON	1695	1695	1	1695
MvSl-1064-A1-R4_MC08g08532	0.470588235	68.075	68.075	3	233.667	701	Auto	Auto	-0.145955203	0.145955203	82	82	82	1	NON	NON	249	249	1	249
MvSl-1064-A1-R4_MC08g08533	0.470588235	60.35	60.35	2	110.5	221	Auto	Auto	-0.098581064	0.098581064	131	131	131	1	NON	NON	396	396	1	396
MvSl-1064-A1-R4_MC08g08534	0.470588235	68.535	68.535	2	64	128	Auto	Auto	-0.331133667	0.331133667	356	356	356	1	NON	NON	1071	1071	1	1071
MvSl-1064-A1-R4_MC08g08536	0	64.57	64.57	2	71.5	143	Auto	Auto	0.033741851	0.033741851	325	325	325	1	NON	NON	978	978	1	978
MvSl-1064-A1-R4_MC08g08537	0	62.585	62.585	2	72	144	Auto	Auto	0.044408317	0.044408317	350	350	350	1	NON	NON	1053	1053	1	1053
MvSl-1064-A1-R4_MC08g08538	0	69.295	69.295	6	70.8333	425	Auto	Auto	0.022999403	0.022999403	798	798	798	1	NON	NON	2397	2397	1	2397
MvSl-1064-A1-R4_MC08g08539	0	66.375	66.375	1	74	74	Auto	Auto	-0.033481771	0.033481771	168	168	168	1	NON	NON	507	507	1	507
MvSl-1064-A1-R4_MC08g08540	0	63.99	63.99	3	96	288	Auto	Auto	-0.016837072	0.016837072	273	273	273	1	NON	NON	822	822	1	822
MvSl-1064-A1-R4_MC08g08541	0	67.935	67.935	2	87	174	Auto	Auto	-0.045533363	0.045533363	407	407	407	1	NON	NON	1224	1224	1	1224
MvSl-1064-A1-R4_MC08g08542	0	61.635	61.635	8	83.875	671	Auto	Auto	0.212898326	0.212898326	307	307	307	1	NON	NON	924	924	1	924
MvSl-1064-A1-R4_MC08g08543	0	64.035	64.035	5	103.6	518	Auto	Auto	0.237844849	0.237844849	499	499	499	1	NON	NON	1500	1500	1	1500
MvSl-1064-A1-R4_MC08g08544	0	68.85	68.85	5	82.2	411	Auto	Auto	0.238106352	0.238106352	640	640	640	1	NON	NON	1923	1923	1	1923
MvSl-1064-A1-R4_MC08g08545	0	65.56	65.56	4	86.75	347	Auto	Auto	0.563450211	0.563450211	285	285	285	1	NON	NON	858	858	1	858
MvSl-1064-A1-R4_MC08g08547	0	61.06	61.06	8	94.125	753	Auto	Auto	0.158327423	0.158327423	430	430	430	1	NON	NON	1293	1293	1	1293
MvSl-1064-A1-R4_MC08g08548	0	63.56	63.56	3	97.3333	292	Auto	Auto	-0.275949613	0.275949613	160	160	160	1	NON	NON	483	483	1	483
MvSl-1064-A1-R4_MC08g08549	0	68.375	68.375	1	0	0	Auto	Auto	-0.402670482	0.402670482	126	126	126	1	NON	NON	381	381	1	381
MvSl-1064-A1-R4_MC08g08550	0	62.465	62.465	3	113.667	341	Auto	Auto	-0.007759095	0.007759095	380	380	380	1	NON	NON	1143	1143	1	1143
MvSl-1064-A1-R4_MC08g08551	0	63.305	63.305	6	79	474	Auto	Auto	-0.027246547	0.027246547	505	505	505	1	NON	NON	1518	1518	1	1518
MvSl-1064-A1-R4_MC08g08552	0	64.355	64.355	4	108	432	Auto	Auto	-0.079901904	0.079901904	446	446	446	1	NON	NON	1341	1341	1	1341
MvSl-1064-A1-R4_MC08g08553	0.117647059	62.405	62.405	6	139.833	839	Auto	Auto	-0.170535366	0.170535366	949	949	949	1	NON	NON	2850	2850	1	2850
MvSl-1064-A1-R4_MC08g08554	0.235294118	61.49	61.49	2	95.5	191	Auto	Auto	-0.053792238	0.053792238	714	714	714	1	NON	NON	2145	2145	1	2145
MvSl-1064-A1-R4_MC08g08555	0.235294118	62.69	62.69	3	71	213	Auto	Auto	-0.14064975	0.14064975	196	196	196	1	NON	NON	591	591	1	591
MvSl-1064-A1-R4_MC08g08556	0.235294118	59.925	59.925	1	119	119	Auto	Auto	-0.184808704	0.184808704	261	261	261	1	NON	NON	786	786	1	786
MvSl-1064-A1-R4_MC08g08557	0.235294118	61.82	61.82	7	98.7143	691	Auto	Auto	0.022508897	0.022508897	841	841	841	1	NON	NON	2526	2526	1	2526
MvSl-1064-A1-R4_MC08g08558	0.235294118	67.195	67.195	4	74.5	298	Auto	Auto	-0.283464833	0.283464833	157	157	157	1	NON	NON	474	474	1	474
MvSl-1064-A1-R4_MC08g08560	0.470588235	59.4	59.895	1.5	79.75	121.5	Auto	Auto	-0.449300254	0.449300254	327	297	312	1.101010101	NON	NON	984	894	1.100671141	939
MvSl-1064-A1-R4_MC08g08561	0.470588235	60.02	60.02	2	133	266	Auto	Auto	-0.257465565	0.257465565	365	365	365	1	NON	NON	1098	1098	1	1098
MvSl-1064-A1-R4_MC08g08562	0.470588235	63.035	63.035	2	81.5	163	Auto	Auto	-0.125539172	0.125539172	155	155	155	1	NON	NON	468	468	1	468
MvSl-1064-A1-R4_MC08g08563	0.352941176	63.635	63.635	3	71	213	Auto	Auto	0.484879872	0.484879872	1439	1439	1439	1	NON	NON	4320	4320	1	4320
MvSl-1064-A1-R4_MC08g08564	0.470588235	65.095	65.095	5	121.6	608	Auto	Auto	-0.087494213	0.087494213	529	529	529	1	NON	NON	1590	1590	1	1590
MvSl-1064-A1-R4_MC08g08566	0.470588235	61.955	61.955	3	78	234	Auto	Auto	-0.289228871	0.289228871	537	537	537	1	NON	NON	1614	1614	1	1614
MvSl-1064-A1-R4_MC08g08567	0.470588235	53.46	53.46	3	106.667	320	Auto	Auto	-0.249996712	0.249996712	288	288	288	1	NON	NON	867	867	1	867
MvSl-1064-A1-R4_MC08g08568	0.470588235	61.085	61.085	2	70	140	Auto	Auto	-0.268327631	0.268327631	211	211	211	1	NON	NON	636	636	1	636
MvSl-1064-A1-R4_MC08g08569	0.470588235	66.075	66.075	2	209	418	Auto	Auto	-0.432085364	0.432085364	336	336	336	1	NON	NON	1011	1011	1	1011
MvSl-1064-A1-R4_MC08g08570	0.352941176	59.33	59.33	3	73.6667	221	Auto	Auto	0.713014812	0.713014812	174	174	174	1	NON	NON	525	525	1	525
MvSl-1064-A1-R4_MC08g08571	0.352941176	62.015	62.015	3	72	216	Auto	Auto	0.029892278	0.029892278	207	207	207	1	NON	NON	624	624	1	624
MvSl-1064-A1-R4_MC08g08572	0.470588235	57.635	57.635	4	112.25	449	Auto	Auto	0.079903006	0.079903006	261	261	261	1	NON	NON	786	786	1	786
MvSl-1064-A1-R4_MC08g08573	0.470588235	63.825	63.825	4	120.75	483	Auto	Auto	0.300882684	0.300882684	292	292	292	1	NON	NON	879	879	1	879
MvSl-1064-A1-R4_MC08g08574	0.470588235	57.18	57.18	11	100	1100	Auto	Auto	0.101886693	0.101886693	426	426	426	1	NON	NON	1281	1281	1	1281
MvSl-1064-A1-R4_MC08g08575	0.470588235	65.955	65.955	6	76.8333	461	Auto	Auto	-0.075587113	0.075587113	350	350	350	1	NON	NON	1053	1053	1	1053
MvSl-1064-A1-R4_MC08g08576	0.235294118	67.6	67.585	7	135	945	Auto	Auto	-0.161071279	0.161071279	982	983	982.5	0.998982706	NON	NON	2952	2949	1.001017294	2950.5
MvSl-1064-A1-R4_MC08g08577	0.235294118	67.89	67.89	2	106.5	213	Auto	Auto	-0.153075932	0.153075932	67	67	67	1	NON	NON	204	204	1	204
MvSl-1064-A1-R4_MC08g08579	0.235294118	57.92	57.92	2	77	154	Auto	Auto	0.035878236	0.035878236	405	405	405	1	NON	NON	1218	1218	1	1218
MvSl-1064-A1-R4_MC08g08580	0	63.01	63.01	4	252	1008	Auto	Auto	-0.305107351	0.305107351	145	145	145	1	NON	NON	438	438	1	438
MvSl-1064-A1-R4_MC08g08581	0	64.925	64.925	3	86.3333	259	Auto	Auto	-0.298083767	0.298083767	458	458	458	1	NON	NON	1377	1377	1	1377
MvSl-1064-A1-R4_MC08g08582	0	63.785	63.785	1	77	77	Auto	Auto	0.337760507	0.337760507	1004	1004	1004	1	NON	NON	3015	3015	1	3015
MvSl-1064-A1-R4_MC08g08583	0	60.66	60.66	12	83.5833	1003	Auto	Auto	-0.027254474	0.027254474	712	712	712	1	NON	NON	2139	2139	1	2139
MvSl-1064-A1-R4_MC08g08584	0	69.805	69.805	1	168	168	Auto	Auto	0.186460014	0.186460014	429	429	429	1	NON	NON	1290	1290	1	1290
MvSl-1064-A1-R4_MC08g08585	0	69.78	69.78	1	0	0	Auto	Auto	0.247441422	0.247441422	74	74	74	1	NON	NON	225	225	1	225
MvSl-1064-A1-R4_MC08g08586	0	69.64	69.64	1	78	78	Auto	Auto	0.05913324	0.05913324	369	369	369	1	NON	NON	1110	1110	1	1110
MvSl-1064-A1-R4_MC08g08587	0	65.34	65.34	3	77.6667	233	Auto	Auto	-0.002127757	0.002127757	2056	2056	2056	1	NON	NON	6171	6171	1	6171
MvSl-1064-A1-R4_MC08g08588	0	65.68	65.68	2	77.5	155	Auto	Auto	0.041511447	0.041511447	371	371	371	1	NON	NON	1116	1116	1	1116
MvSl-1064-A1-R4_MC08g08589	0	62.79	62.79	2	201.5	403	Auto	Auto	-0.159396349	0.159396349	932	932	932	1	NON	NON	2799	2799	1	2799
MvSl-1064-A1-R4_MC08g08590	0	68.015	68.015	4	83.75	335	Auto	Auto	-0.479074945	0.479074945	308	308	308	1	NON	NON	927	927	1	927
MvSl-1064-A1-R4_MC08g08591	0	58.135	58.135	1	89	89	Auto	Auto	-0.079544896	0.079544896	83	83	83	1	NON	NON	252	252	1	252
MvSl-1064-A1-R4_MC08g08592	0	62.58	62.58	7	87.5714	613	Auto	Auto	-0.111465269	0.111465269	1104	1104	1104	1	NON	NON	3315	3315	1	3315
MvSl-1064-A1-R4_MC08g08593	0	62.355	62.355	1	129	129	Auto	Auto	-0.165216842	0.165216842	382	382	382	1	NON	NON	1149	1149	1	1149
MvSl-1064-A1-R4_MC08g08594	0	68.275	68.275	2	81.5	163	Auto	Auto	-0.222798148	0.222798148	258	258	258	1	NON	NON	777	777	1	777
MvSl-1064-A1-R4_MC08g08595	0	60.145	60.145	2	89.5	179	Auto	Auto	0.627776268	0.627776268	165	165	165	1	Up	DE	498	498	1	498
MvSl-1064-A1-R4_MC08g08596	0	58.58	58.58	3	99.3333	298	Auto	Auto	0.0570793	0.0570793	201	201	201	1	NON	NON	606	606	1	606
MvSl-1064-A1-R4_MC08g08597	0	62.305	62.305	9	87.4444	787	Auto	Auto	0.312208411	0.312208411	736	736	736	1	NON	NON	2211	2211	1	2211
MvSl-1064-A1-R4_MC08g08598	0	61.835	61.835	5	77.8	389	Auto	Auto	0.00384469	0.00384469	306	306	306	1	NON	NON	921	921	1	921
MvSl-1064-A1-R4_MC08g08599	0	66.135	66.135	1	329	329	Auto	Auto	0.06119498	0.06119498	186	186	186	1	NON	NON	561	561	1	561
MvSl-1064-A1-R4_MC08g08600	0	62.645	62.645	3	159.333	478	Auto	Auto	0.252933109	0.252933109	637	637	637	1	NON	NON	1914	1914	1	1914
MvSl-1064-A1-R4_MC08g08601	0	63.56	63.56	8	75.125	601	Auto	Auto	-0.282122624	0.282122624	862	862	862	1	NON	NON	2589	2589	1	2589
MvSl-1064-A1-R4_MC08g08602	0	64.905	64.905	1	197.5	197.5	Auto	Auto	-0.17830638	0.17830638	122	122	122	1	NON	NON	369	369	1	369
MvSl-1064-A1-R4_MC08g08603	0	64.615	64.615	3	105	315	Auto	Auto	0.21996369	0.21996369	121	121	121	1	NON	NON	366	366	1	366
MvSl-1064-A1-R4_MC08g08604	0	57.83	57.83	2	90.5	181	Auto	Auto	-0.10423977	0.10423977	414	414	414	1	NON	NON	1245	1245	1	1245
MvSl-1064-A1-R4_MC08g08605	0	60.21	60.21	3	72.3333	217	Auto	Auto	0.083277061	0.083277061	332	332	332	1	NON	NON	999	999	1	999
MvSl-1064-A1-R4_MC08g08606	0	69.235	69.235	6	76.8333	461	Auto	Auto	-0.343498046	0.343498046	291	291	291	1	NON	NON	876	876	1	876
MvSl-1064-A1-R4_MC08g08607	0	62.87	62.87	7	76.2857	534	Auto	Auto	-0.359609516	0.359609516	1141	1141	1141	1	NON	NON	3426	3426	1	3426
MvSl-1064-A1-R4_MC08g08608	0	67.43	67.43	4	80.75	323	Auto	Auto	-0.213568543	0.213568543	609	609	609	1	NON	NON	1830	1830	1	1830
MvSl-1064-A1-R4_MC08g08609	0	62.81	62.81	3	72	216	Auto	Auto	0.217559631	0.217559631	466	466	466	1	NON	NON	1401	1401	1	1401
MvSl-1064-A1-R4_MC08g08610	0	59.28	59.28	1	46	46	Auto	Auto	0.579894515	0.579894515	376	376	376	1	NON	NON	1131	1131	1	1131
MvSl-1064-A1-R4_MC08g08611	0	59.11	59.11	9	71.5556	644	Auto	Auto	-0.000766981	0.000766981	581	581	581	1	NON	NON	1746	1746	1	1746
MvSl-1064-A1-R4_MC08g08612	0	63.035	63.035	3	68	204	Auto	Auto	0.043131769	0.043131769	563	563	563	1	NON	NON	1692	1692	1	1692
MvSl-1064-A1-R4_MC08g08613	0	61.89	61.89	5	72.4	362	Auto	Auto	-0.115192541	0.115192541	994	994	994	1	NON	NON	2985	2985	1	2985
MvSl-1064-A1-R4_MC08g08614	0	58.095	58.095	8	78.25	626	Auto	Auto	0.03884718	0.03884718	703	703	703	1	NON	NON	2112	2112	1	2112
MvSl-1064-A1-R4_MC08g08615	0	58.1	58.1	2	60	120	Auto	Auto	0.234941091	0.234941091	285	285	285	1	NON	NON	858	858	1	858
MvSl-1064-A1-R4_MC08g08616	0	62	62	5	84.4	422	Auto	Auto	0.02015997	0.02015997	642	642	642	1	NON	NON	1929	1929	1	1929
MvSl-1064-A1-R4_MC08g08617	0	60.915	60.915	8	88	704	Auto	Auto	-0.014426562	0.014426562	761	761	761	1	NON	NON	2286	2286	1	2286
