gida1	a1GC0	a1GC3	gida2	a2GC0	a2GC3	start	end	logCPM	logFC.A1.A2	abs	PV.A1.A2	FDR.A1.A2	A1_1	A1_2	A2_1	A2_2	part8	youngold	GC0diff	GC3diff	DE
MvSl-1064-A1-R4_MC08g08679	56.39	71.47	MvSl-1064-A2-R4_MC08-1g08944	56.39	71.47	1071618	1074009	7.590602831	-0.200078527	0.200078527	0.338330115	0.91390027	7.582020957	7.385727777	7.569952404	7.795652772	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC15g12079	56.47	66.04	MvSl-1064-A2-R4_MC15g12328	56.47	66.04	164316	165375	6.635602793	-0.216815947	0.216815947	0.338343006	0.91390027	6.323174106	6.699128127	6.966488608	6.470958257	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03972	56.4	66.58	MvSl-1064-A2-R4_MC02g04250	56.4	66.58	1883785	1886668	6.656462919	-0.184642888	0.184642888	0.338646894	0.914143448	6.641327844	6.476750787	6.669317043	6.818594199	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08485	53.88	58.42	MvSl-1064-A2-R4_MC08-1g08750	53.88	58.42	596725	598211	7.594589907	-0.195940966	0.195940966	0.338635519	0.914143448	7.554719041	7.429368603	7.598324543	7.774815814	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03587	57.94	66.67	MvSl-1064-A2-R4_MC02g03865	57.94	66.67	995958	996692	7.31636315	-0.187740587	0.187740587	0.339088298	0.914177898	7.25466757	7.183594149	7.366596055	7.446707802	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04643	53.66	62.43	MvSl-1064-A2-R4_MC03g04921	53.66	62.43	927067	927685	7.340867223	-0.194958301	0.194958301	0.339050843	0.914177898	7.140422603	7.333578565	7.536474816	7.325952673	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09199	56.07	75.23	MvSl-1064-A2-R4_MC09g09474	56.07	75.23	689615	690005	4.50686333	-0.261845073	0.261845073	0.339123734	0.914177898	4.120922412	4.584388514	4.810375916	4.427887467	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10634	59.45	71.64	MvSl-1064-A2-R4_MC11g10898	59.45	71.64	1150709	1151432	4.902735387	-0.232755358	0.232755358	0.33930126	0.914177898	4.889468636	4.666986316	4.86402429	5.151040089	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11394	58.33	63.16	MvSl-1064-A2-R4_MC13g11655	58.33	63.16	231537	233376	7.626736029	0.231819985	0.231819985	0.33929353	0.914177898	7.997491485	7.421062768	7.324159341	7.667812486	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC15g12020	53.9	63.6	MvSl-1064-A2-R4_MC15g12269	53.9	63.6	18178	22810	5.219875836	0.233163393	0.233163393	0.338878799	0.914177898	5.224618001	5.430320689	5.326400385	4.827345673	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC10-2g10128	57.97	71.74	MvSl-1064-A2-R4_MC10g10392	57.97	71.74	7356	8971	5.291847703	-0.22877821	0.22877821	0.339418182	0.914204801	5.350280806	4.972152642	5.261913461	5.529465474	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02502	57.88	52.71	MvSl-1064-A2-R4_MC01g02784	57.88	52.71	1418863	1419081	4.645395727	0.232630651	0.232630651	0.339642342	0.914255344	4.746925628	4.765247987	4.614563283	4.427887467	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC15g12129	55.12	59.02	MvSl-1064-A2-R4_MC15g12379	55.12	59.02	300478	303269	9.073589968	-0.249630956	0.249630956	0.339650833	0.914255344	8.916393276	8.969975133	9.225429061	9.159863097	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC10-1g09795	57.1	66.73	MvSl-1064-A2-R4_MC10g10062	57.1	66.73	267055	268202	5.958215766	-0.234675024	0.234675024	0.339796378	0.914359219	5.630448156	6.016786203	6.344541207	5.732404041	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02276	55.71	58.9	MvSl-1064-A2-R4_MC01g02558	55.71	58.9	878904	879464	2.35576652	-0.327172971	0.327172971	0.340414216	0.914913962	2.198716135	2.179514254	2.422986917	2.592971585	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g04018	55.41	68.57	MvSl-1064-A2-R4_MC02g04296	55.41	68.57	1992649	1993213	7.035325998	0.176561048	0.176561048	0.340353734	0.914913962	7.142354483	7.098850869	6.919119443	6.969133785	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07937	52.16	61.07	MvSl-1064-A2-R4_MC07g08202	52.16	61.07	962077	964530	4.158841838	-0.289306584	0.289306584	0.340430613	0.914913962	3.792249565	4.196613908	4.573285785	3.952490848	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11464	57.12	73.98	MvSl-1064-A2-R4_MC13g11725	57.12	73.98	421486	422366	9.781507662	0.28533372	0.28533372	0.340388063	0.914913962	10.01430934	9.812863476	9.492580497	9.758759271	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02747	53.76	60.48	MvSl-1064-A2-R4_MC01g03029	53.76	60.48	2000892	2003120	4.590673165	0.237308439	0.237308439	0.340847756	0.915459462	4.671337984	4.734934879	4.576503246	4.348418447	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05921	55.13	56.73	MvSl-1064-A2-R4_MC04-1g06197	55.13	56.73	1515203	1515634	6.004695355	-0.186430376	0.186430376	0.340755866	0.915459462	5.874284331	5.942461683	6.036440398	6.151224966	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11228	57.3	74.29	MvSl-1064-A2-R4_MC12g11491	57.3	74.29	1190300	1192589	3.463989564	-0.343583797	0.343583797	0.341009439	0.915606061	3.255996489	3.314519267	3.032075479	4.046612742	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g06976	56.26	60	MvSl-1064-A2-R4_MC06-1g07239	56.26	60	316951	318130	0.51562694	-0.441236728	0.441236728	0.341177533	0.915769775	0.55716287	-0.005737075	0.668129848	0.760247891	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC10-2g09896	58.4	62.53	MvSl-1064-A2-R4_MC10g10160	58.4	62.53	393309	396727	5.078684044	-0.214999044	0.214999044	0.34132686	0.915883027	5.000136626	4.93485679	5.156211538	5.207895167	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g01963	55.3	67.05	MvSl-1064-A2-R4_MC01g02244	55.3	67.05	328322	328912	5.189393634	-0.233798972	0.233798972	0.342335597	0.916605703	4.932528437	5.192644655	5.515961534	5.049405396	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02411	56.04	70.52	MvSl-1064-A2-R4_MC01g02693	56.04	70.52	1183989	1186702	7.543181643	-0.205530012	0.205530012	0.341892071	0.916605703	7.31329098	7.550715026	7.801030073	7.463867709	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03817	54.69	63.28	MvSl-1064-A2-R4_MC02g04095	54.69	63.28	1542197	1543170	5.905147957	-0.189072019	0.189072019	0.342198382	0.916605703	5.760659167	5.853556845	5.999761608	5.993490798	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03996	55.02	62.14	MvSl-1064-A2-R4_MC02g04274	55.02	62.14	1944481	1948666	1.357988178	-0.466094449	0.466094449	0.34306298	0.916605703	1.644116926	0.300568733	1.222272509	1.854553469	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04870	61.23	74.09	MvSl-1064-A2-R4_MC03g05148	61.23	74.09	1489444	1492596	5.002696646	0.229837327	0.229837327	0.343158371	0.916605703	4.912291804	5.287943667	4.821266377	4.942643755	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05490	60.34	71.76	MvSl-1064-A2-R4_MC04-1g05767	60.34	71.76	460768	462959	4.944704062	0.221105661	0.221105661	0.342983338	0.916605703	5.074868685	5.025305338	4.728861226	4.924491	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-1g06202	57.63	66.81	MvSl-1064-A2-R4_MC05g06474	57.63	66.81	89789	93859	6.266864726	0.263652314	0.263652314	0.342581053	0.916605703	6.59129034	6.161512207	5.587874592	6.521866672	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07367	56.92	73.85	MvSl-1064-A2-R4_MC06-2g07632	56.92	73.85	1327473	1330065	5.733542395	0.193328958	0.193328958	0.342478681	0.916605703	5.799128951	5.853556845	5.628742614	5.638482924	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g08059	59.45	77.71	MvSl-1064-A2-R4_MC07g08324	59.45	77.71	1257078	1258189	8.717770023	-0.285184244	0.285184244	0.342960626	0.916605703	8.246578531	8.831049358	9.134349921	8.503968006	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08295	52.54	73.17	MvSl-1064-A2-R4_MC08-1g08560	52.54	73.17	112944	117797	6.891968189	-0.176746118	0.176746118	0.342074279	0.916605703	6.741585922	6.858170787	7.037669112	6.914998198	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC10-1g09717	59.35	74.9	MvSl-1064-A2-R4_MC10g09984	59.35	74.9	172902	173734	2.95617183	-0.312792839	0.312792839	0.343189487	0.916605703	2.664351658	2.915649383	2.884124425	3.296266848	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC10-2g09970	56.39	69.86	MvSl-1064-A2-R4_MC10g10234	56.39	69.86	488997	489850	0.671144409	0.468737664	0.468737664	0.342274219	0.916605703	1.300936698	0.244290534	0.344942075	0.504998774	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11231	52.15	60.2	MvSl-1064-A2-R4_MC12g11494	52.15	60.2	1198659	1202147	0.338509592	-0.443884507	0.443884507	0.34265172	0.916605703	0.189710021	0.060947975	0.568234379	0.504998774	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11324	54.6	57.79	MvSl-1064-A2-R4_MC13g11585	54.6	57.79	94016	95246	2.11272673	-0.378793391	0.378793391	0.342052958	0.916605703	2.271132637	1.45389196	2.104256913	2.455250276	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC15g12096	55.56	64.86	MvSl-1064-A2-R4_MC15g12345	55.56	64.86	220038	221617	5.311356515	0.207885933	0.207885933	0.343204451	0.916605703	5.389848389	5.431896306	5.17331299	5.233398878	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_A1g01481	55.74	65.17	MvSl-1064-A2-R4_A2g01794	55.74	65.17	3309866	3311402	2.063277275	-0.338193054	0.338193054	0.34633799	0.916953693	2.008470668	1.765168443	2.207478765	2.237268772	bPAR	bPAR	0	0	NON
MvSl-1064-A1-R4_MC01-1g02109	59.78	75.59	MvSl-1064-A2-R4_MC01g02390	59.78	75.59	522900	523543	5.099428986	-0.217228665	0.217228665	0.343748536	0.916953693	5.082938239	4.88511454	5.147584187	5.258459559	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02493	55.6	64.88	MvSl-1064-A2-R4_MC01g02775	55.6	64.88	1390766	1392227	5.260685689	0.204831483	0.204831483	0.345718209	0.916953693	5.365246107	5.352593011	5.164787603	5.144333342	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02499	60.04	71.43	MvSl-1064-A2-R4_MC01g02781	60.04	71.43	1405774	1408113	7.203304773	-0.19201213	0.19201213	0.345922449	0.916953693	6.926153331	7.262749558	7.307313083	7.284870798	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02671	53.98	59.66	MvSl-1064-A2-R4_MC01g02953	53.98	59.66	1818586	1820941	5.225151036	0.205441027	0.205441027	0.345786272	0.916953693	5.32498841	5.32233045	5.083443587	5.15326876	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03055	56.03	71.58	MvSl-1064-A2-R4_MC01g03337	56.03	71.58	2770550	2771865	7.707919529	-0.198100836	0.198100836	0.346256801	0.916953693	7.479537088	7.721480195	7.84838131	7.757340895	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03164	57.12	70.3	MvSl-1064-A2-R4_MC01g03444	57.12	70.3	3055439	3060102	5.956639262	-0.20047157	0.20047157	0.345971311	0.916953693	5.786831068	5.916810881	6.231726911	5.849733716	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03832	54.57	75.11	MvSl-1064-A2-R4_MC02g04110	54.57	75.11	1577683	1580511	7.257359343	0.184806417	0.184806417	0.345670021	0.916953693	7.346349376	7.347002443	7.081357463	7.238392098	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04720	57.15	65.88	MvSl-1064-A2-R4_MC03g04998	57.15	65.88	1119195	1122450	6.644212692	-0.193713132	0.193713132	0.345027017	0.916953693	6.358504463	6.708908537	6.840338619	6.627436221	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04916	63.64	74.49	MvSl-1064-A2-R4_MC03g05194	63.64	74.49	1603870	1605064	5.92161068	-0.187877075	0.187877075	0.344213261	0.916953693	5.898490575	5.747467829	6.008125804	6.016933035	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05273	50.79	51.95	MvSl-1064-A2-R4_MC04-1g05550	50.79	51.95	10462	10786	5.453780127	0.203315233	0.203315233	0.346059772	0.916953693	5.655013813	5.439748682	5.314887862	5.381428827	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05550	57.09	64.49	MvSl-1064-A2-R4_MC04-1g05826	57.09	64.49	595075	595434	4.282896082	-0.297193	0.297193	0.3451077	0.916953693	3.864247648	4.35115867	4.74896297	4.002793118	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05872	59.73	71.74	MvSl-1064-A2-R4_MC04-1g06148	59.73	71.74	1387281	1387628	6.105477907	-0.191876704	0.191876704	0.345510524	0.916953693	5.881241943	6.12204025	6.311130641	6.075687973	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g06012	57.13	64.77	MvSl-1064-A2-R4_MC04-2g06294	57.13	64.77	1708858	1709195	6.343028285	-0.177048995	0.177048995	0.346279492	0.916953693	6.201519055	6.300815691	6.411831436	6.445723607	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-3g06791	53.73	55.29	MvSl-1064-A2-R4_MC05g07055	53.73	55.29	769590	771705	0.039125528	0.524883513	0.524883513	0.346059629	0.916953693	0.248288386	0.244290534	0.344942075	-1.216424298	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07359	53.57	75	MvSl-1064-A2-R4_MC06-2g07624	53.57	75	1313042	1313788	7.211745854	-0.188318105	0.188318105	0.344963511	0.916953693	6.976293431	7.240894438	7.296622429	7.309060458	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07377	63.38	67.76	MvSl-1064-A2-R4_MC06-2g07642	63.38	67.76	1348378	1355003	9.032486409	-0.259202356	0.259202356	0.345921542	0.916953693	8.714345841	9.059333527	9.002116038	9.29556644	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07723	57.35	62.56	MvSl-1064-A2-R4_MC07g07988	57.35	62.56	419378	420260	6.544139106	0.182125511	0.182125511	0.343841587	0.916953693	6.518782647	6.737221072	6.502580665	6.395773866	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07894	58.9	69.88	MvSl-1064-A2-R4_MC07g08159	58.9	69.88	842289	844686	7.294050677	0.184076963	0.184076963	0.344159759	0.916953693	7.390094119	7.375938843	7.187751008	7.210303977	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08609	58.17	67.45	MvSl-1064-A2-R4_MC08-1g08874	58.17	67.45	890756	891733	4.944144468	0.217559631	0.217559631	0.346306029	0.916953693	4.98729607	5.106475235	4.823976195	4.838468319	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09191	56.92	61.77	MvSl-1064-A2-R4_MC09g09466	56.92	61.77	664963	673350	7.026509478	0.176128125	0.176128125	0.345141335	0.916953693	7.173862591	7.046845099	6.951077659	6.920242379	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09227	60.13	67.32	MvSl-1064-A2-R4_MC09g09502	60.13	67.32	757586	762739	5.325651737	-0.226796818	0.226796818	0.34448079	0.916953693	4.998004454	5.391980251	5.578276805	5.274928055	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10330	55.61	61.74	MvSl-1064-A2-R4_MC11g10591	55.61	61.74	389813	390861	4.415416068	0.251522916	0.251522916	0.344156059	0.916953693	4.473765263	4.592864371	4.469809445	4.070393899	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10766	53.45	58.56	MvSl-1064-A2-R4_MC12g11029	53.45	58.56	45560	46476	4.340517131	0.275423811	0.275423811	0.344113782	0.916953693	4.676680001	4.229600588	3.910393091	4.435232541	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g11168	57.69	71.53	MvSl-1064-A2-R4_MC12g11431	57.69	71.53	1052140	1053053	8.325035298	-0.215826056	0.215826056	0.34459117	0.916953693	8.271727061	8.152123833	8.400373682	8.456930294	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11521	61.46	72.61	MvSl-1064-A2-R4_MC13g11782	61.46	72.61	555555	557519	6.775502061	-0.178316035	0.178316035	0.345554652	0.916953693	6.60746397	6.756211352	6.727641176	6.984860988	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC13g11683	56.74	62.31	MvSl-1064-A2-R4_MC13g11944	56.74	62.31	920230	922709	5.4500071	-0.210929022	0.210929022	0.34366961	0.916953693	5.211796107	5.45996706	5.671496984	5.420811551	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC14g11887	66.96	75.44	MvSl-1064-A2-R4_MC14g12148	66.96	75.44	367173	370081	5.062824885	-0.254415814	0.254415814	0.345713693	0.916953693	5.239133402	4.538323223	5.078913186	5.28309234	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09060	58.31	73.59	MvSl-1064-A2-R4_MC09g09335	58.31	73.59	324433	324859	7.1057155	0.19068232	0.19068232	0.346644172	0.917373357	7.266230069	7.125871747	6.820122052	7.17289735	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09386	52.07	69.28	MvSl-1064-A2-R4_MC09g09660	52.07	69.28	1161849	1163137	4.222118479	0.277913848	0.277913848	0.346711114	0.917373357	4.036183578	4.612449844	4.249662125	3.878984351	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03518	57.59	60.74	MvSl-1064-A2-R4_MC02g03796	57.59	60.74	836240	836943	3.257070082	-0.304913066	0.304913066	0.347370838	0.918167166	3.339199224	2.812981797	3.265280765	3.526894011	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC06g07481	51.82	62.85	MvSl-1064-A2-R4_MC06-2g07746	51.82	62.85	1591095	1593433	6.21280218	-0.18509013	0.18509013	0.347655529	0.918167166	6.237207777	5.987085629	6.240881126	6.361486638	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10437	61.16	69.11	MvSl-1064-A2-R4_MC11g10699	61.16	69.11	674857	676646	9.735764877	0.273419223	0.273419223	0.347377781	0.918167166	9.784360587	9.943216287	9.623071399	9.561439047	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC11g10668	59.31	68.22	MvSl-1064-A2-R4_MC11g10932	59.31	68.22	1254404	1254900	3.523295165	-0.289588527	0.289588527	0.347319682	0.918167166	3.563388601	3.155772506	3.540366358	3.772828948	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10826	55.28	65.85	MvSl-1064-A2-R4_MC12g11089	55.28	65.85	208098	208738	3.679100243	0.284198354	0.284198354	0.347643941	0.918167166	3.821481363	3.802602029	3.765678712	3.247032912	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC15g12113	59.58	64.14	MvSl-1064-A2-R4_MC15g12362	59.58	64.14	257389	259568	5.315410307	-0.280957944	0.280957944	0.347531227	0.918167166	5.40280005	4.889708102	4.948402169	5.820582721	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_A1g00478	57.25	70.95	MvSl-1064-A2-R4_A2g01653	57.38	71.62	3114574	3115941	7.070975227	-0.180090396	0.180090396	0.348266735	0.918795024	6.863121803	7.084897899	7.193525165	7.122032628	Blue	OldStrata	-0.13	-0.67	NON
MvSl-1064-A1-R4_MC02g03343	55.13	63.29	MvSl-1064-A2-R4_MC02g03623	55.13	63.29	439920	441158	6.074192289	0.190898187	0.190898187	0.348576808	0.918795024	6.242620827	6.085467782	5.825470334	6.111660492	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g04107	55.28	62.2	MvSl-1064-A2-R4_MC02g04385	55.28	62.2	2230234	2231123	5.276233994	-0.239650028	0.239650028	0.348196466	0.918795024	4.941432179	5.335858907	5.619413763	5.119471698	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04611	56.35	66.87	MvSl-1064-A2-R4_MC03g04889	56.35	66.87	855230	855979	8.022639976	-0.204975368	0.204975368	0.348139949	0.918795024	7.993216142	7.835689837	8.081103873	8.160809664	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g08091	55.11	77.29	MvSl-1064-A2-R4_MC07g08356	55.11	77.29	1337562	1339039	11.39506258	0.342962053	0.342962053	0.348645579	0.918795024	11.61773968	11.4922597	11.18964215	11.23679987	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08344	64.31	72.28	MvSl-1064-A2-R4_MC08-1g08609	64.31	72.28	242577	244390	10.47322566	0.306956218	0.306956218	0.348351628	0.918795024	10.69331719	10.53966133	10.1918039	10.42220644	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC12g10892	51.47	53.82	MvSl-1064-A2-R4_MC12g11155	51.47	53.82	368263	372373	3.601183392	-0.285884597	0.285884597	0.348551093	0.918795024	3.597586493	3.293873427	3.533760467	3.916205701	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC09-2g09138	54.92	65.38	MvSl-1064-A2-R4_MC09g09413	54.92	65.38	513240	513885	5.618121938	0.190704467	0.190704467	0.348887457	0.919149112	5.744216316	5.674807803	5.495710378	5.543126908	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC08g08653	58.64	66.35	MvSl-1064-A2-R4_MC08-1g08918	58.64	66.35	1013452	1016493	5.706994773	-0.304487145	0.304487145	0.349070377	0.919347706	5.323286379	5.741127074	6.333173107	5.121749635	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02125	63.48	75	MvSl-1064-A2-R4_MC01g02406	63.48	75	544770	548796	8.054063248	-0.247665779	0.247665779	0.34943735	0.919747508	7.590182561	8.196596606	8.370100929	7.943661484	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC07g07567	55.54	63.23	MvSl-1064-A2-R4_MC07g07832	55.54	63.23	55677	56165	4.309048448	0.283851828	0.283851828	0.349377035	0.919747508	4.757047504	4.040129559	3.994583699	4.30898023	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_A1g01431	57.11	66.35	MvSl-1064-A2-R4_A2g01151	56.9	67.23	1965456	1966246	6.240834108	0.17831449	0.17831449	0.351534401	0.920531701	6.358504463	6.294767148	6.076761213	6.217688522	Blue	OldStrata	0.21	-0.88	NON
MvSl-1064-A1-R4_MC01-1g02331	58.14	57.56	MvSl-1064-A2-R4_MC01g02613	58.14	57.56	1011013	1012623	7.456063083	0.202806079	0.202806079	0.351557453	0.920531701	7.656232692	7.443496862	7.143963205	7.532249816	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-1g02466	61.42	62.55	MvSl-1064-A2-R4_MC01g02748	61.42	62.55	1328535	1329616	3.425146948	0.318621001	0.318621001	0.354035439	0.920531701	3.802059455	3.300788254	2.873699954	3.560867851	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03074	55.86	56.76	MvSl-1064-A2-R4_MC01g03356	55.86	56.76	2815756	2817732	3.669223542	0.273646089	0.273646089	0.351445058	0.920531701	3.87358153	3.717311031	3.357943667	3.676947153	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC01-2g03133	56.16	72.76	MvSl-1064-A2-R4_MC01g03413	56.16	72.76	2941038	2945077	7.405976184	0.183543181	0.183543181	0.353190673	0.920531701	7.425032462	7.561191273	7.30149164	7.321004873	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03376	51.13	53.79	MvSl-1064-A2-R4_MC02g03656	51.13	53.79	535828	536317	4.379207324	0.273999295	0.273999295	0.350357182	0.920531701	4.816331299	4.116578781	4.140852832	4.324885121	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03557	56.7	60.54	MvSl-1064-A2-R4_MC02g03835	56.7	60.54	916381	917322	2.403046952	-0.345960973	0.345960973	0.351202775	0.920531701	2.468833222	1.934786068	2.319253151	2.777657455	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03659	56.85	77.23	MvSl-1064-A2-R4_MC02g03937	56.85	77.23	1189325	1190019	10.5780402	-0.331361998	0.331361998	0.35373334	0.920531701	10.05954606	10.68002614	10.8850822	10.56574166	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC02g03831	56.15	64.36	MvSl-1064-A2-R4_MC02g04109	56.15	64.36	1575285	1576879	6.91239842	0.177572013	0.177572013	0.353792114	0.920531701	7.008953981	6.987547304	6.678329712	6.950672815	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04364	57.99	76.61	MvSl-1064-A2-R4_MC03g04642	57.99	76.61	253422	254920	5.808977082	0.195819496	0.195819496	0.35366405	0.920531701	5.933497327	5.872245799	5.560513291	5.841464791	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g04573	62.28	71.34	MvSl-1064-A2-R4_MC03g04851	62.28	71.34	765235	765704	5.61275668	-0.206573308	0.206573308	0.354089231	0.920531701	5.500924049	5.511544055	5.919686826	5.469916362	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC03g05200	54.55	69.23	MvSl-1064-A2-R4_MC03g05477	54.55	69.23	2326912	2330933	1.861381456	0.34225634	0.34225634	0.350550839	0.920531701	1.991423754	2.037709946	1.67064591	1.692371284	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05534	56.6	63.49	MvSl-1064-A2-R4_MC04-1g05810	56.6	63.49	557236	558054	6.953367549	0.184615105	0.184615105	0.35357176	0.920531701	7.192162623	6.875643118	6.733418042	6.972923979	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05565	53.56	69.47	MvSl-1064-A2-R4_MC04-1g05841	53.56	69.47	619424	620827	5.91499373	0.195954245	0.195954245	0.353397367	0.920531701	5.901915693	6.109295843	5.963355429	5.646415643	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05781	55.4	66.34	MvSl-1064-A2-R4_MC04-1g06057	55.4	66.34	1182203	1182550	5.92216291	-0.183417637	0.183417637	0.350701292	0.920531701	5.844927595	5.810599924	5.988935893	6.032755765	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC04-1g05867	53.25	56.66	MvSl-1064-A2-R4_MC04-1g06143	53.25	56.66	1377740	1378779	4.983438963	-0.220440717	0.220440717	0.353952232	0.920531701	4.744384024	4.985089023	5.181788293	4.990794296	Auto	Auto	0	0	NON
MvSl-1064-A1-R4_MC05-1g06189	58.4	62.06	MvSl-1064-A2-R4_MC05g06461	58.4	62.06	76299	80019	3.938213383	0.260391813	0.260391813	0.351922151	0.920531701	4.159589211	3.955024849	3.67253008	3.921445502	Auto	Auto	0	0	NON
